id,mz,rt,rtmin,rtmax,n_glc,image,prediction,EVA_remove,peak_group,n,is_duplicate,mean_inten,low_inten,high_blank,high_QC_var
101,240.0594,1.5,1.36,1.84,660000,F2683.png,TRUE,FALSE,635,2,FALSE,660000,FALSE,FALSE,FALSE
102,240.0631,1.5,1.39,1.76,660000,F2688.png,TRUE,FALSE,635,2,TRUE,660000,FALSE,FALSE,FALSE
150,328.2365,1.53,1.42,1.99,1900000,F4163.png,TRUE,FALSE,2291,2,FALSE,1900000,FALSE,FALSE,FALSE
162,374.2345,1.53,1.47,2.24,1900000,F4651.png,TRUE,FALSE,2835,2,FALSE,1900000,FALSE,FALSE,FALSE
165,375.2483,1.53,1.45,2.04,71000000,F4670.png,TRUE,FALSE,2856,2,FALSE,71000000,FALSE,FALSE,FALSE
174,435.2638,1.53,1.45,1.82,9200000,F5034.png,TRUE,FALSE,3268,2,FALSE,9200000,FALSE,FALSE,FALSE
175,435.2696,1.53,1.45,2.04,9200000,F5035.png,TRUE,FALSE,3268,2,TRUE,9200000,FALSE,FALSE,FALSE
186,224.0281,1.56,1.36,2.27,790000,F2377.png,TRUE,FALSE,296,2,FALSE,790000,FALSE,FALSE,FALSE
190,257.2372,1.56,1.47,1.9,1600000,F3024.png,TRUE,FALSE,1017,2,FALSE,1600000,FALSE,FALSE,FALSE
205,374.2314,1.56,1.47,1.7,1900000,F4650.png,TRUE,FALSE,2835,2,TRUE,1900000,FALSE,FALSE,FALSE
206,375.2428,1.56,1.45,2.13,71000000,F4669.png,TRUE,FALSE,2856,2,TRUE,71000000,FALSE,FALSE,FALSE
243,224.0319,1.59,1.39,1.79,790000,F2378.png,TRUE,FALSE,296,2,TRUE,790000,FALSE,FALSE,FALSE
251,257.2398,1.59,1.45,2.07,1600000,F3026.png,TRUE,FALSE,1017,2,TRUE,1600000,FALSE,FALSE,FALSE
263,328.2318,1.59,1.45,1.96,1900000,F4162.png,TRUE,FALSE,2291,2,TRUE,1900000,FALSE,FALSE,FALSE
537,582.3696,1.87,1.76,2.1,35000000,F5632.png,TRUE,FALSE,3965,2,FALSE,35000000,FALSE,FALSE,FALSE
538,582.3782,1.87,1.73,1.99,35000000,F5633.png,TRUE,FALSE,3965,2,TRUE,35000000,FALSE,FALSE,FALSE
920,375.2426,2.64,2.41,2.7,5700000,F4667.png,TRUE,FALSE,2858,2,FALSE,5700000,FALSE,FALSE,FALSE
921,375.2484,2.64,2.5,3.24,5700000,F4671.png,TRUE,FALSE,2858,2,TRUE,5700000,FALSE,FALSE,FALSE
1001,582.3695,2.7,2.56,2.76,14000000,F5631.png,TRUE,FALSE,3966,2,FALSE,14000000,FALSE,FALSE,FALSE
1002,582.3782,2.7,1.99,2.81,14000000,F5634.png,TRUE,FALSE,3966,2,TRUE,14000000,FALSE,FALSE,FALSE
1088,353.0585,2.78,2.76,3.18,3400000,F4443.png,TRUE,FALSE,2612,3,FALSE,3400000,FALSE,FALSE,FALSE
1089,353.0613,2.78,2.76,3.13,3400000,F4445.png,TRUE,FALSE,2612,3,TRUE,3400000,FALSE,FALSE,FALSE
1098,353.0561,2.81,2.76,3.13,3400000,F4442.png,TRUE,FALSE,2612,3,TRUE,3400000,FALSE,FALSE,FALSE
1142,168.0667,2.93,2.67,3.47,45000000,F1476.png,TRUE,FALSE,5284,2,FALSE,45000000,FALSE,FALSE,FALSE
1143,168.0697,2.93,2.87,3.13,45000000,F1477.png,TRUE,FALSE,5284,2,TRUE,45000000,FALSE,FALSE,FALSE
1179,345.1265,2.95,2.87,3.41,4700000,F4351.png,TRUE,FALSE,2514,2,FALSE,4700000,FALSE,FALSE,FALSE
1180,345.1332,2.95,2.9,3.13,4700000,F4353.png,TRUE,FALSE,2514,2,TRUE,4700000,FALSE,FALSE,FALSE
1366,300.1877,3.47,3.41,3.67,47000000,F3749.png,TRUE,FALSE,1835,4,FALSE,47000000,FALSE,FALSE,FALSE
1377,99.0078,3.53,3.33,3.76,2100000,F316.png,TRUE,FALSE,828,2,FALSE,2100000,FALSE,FALSE,FALSE
1378,99.0088,3.53,3.41,3.67,2100000,F317.png,TRUE,FALSE,828,2,TRUE,2100000,FALSE,FALSE,FALSE
1383,300.1894,3.53,3.41,3.7,47000000,F3750.png,TRUE,FALSE,1835,4,TRUE,47000000,FALSE,FALSE,FALSE
1384,300.1916,3.53,3.44,3.64,47000000,F3751.png,TRUE,FALSE,1835,4,TRUE,47000000,FALSE,FALSE,FALSE
1386,302.186,3.53,3.27,3.73,480000,F3776.png,TRUE,FALSE,1866,2,FALSE,480000,FALSE,FALSE,FALSE
1403,300.1818,3.56,2.9,3.93,47000000,F3748.png,TRUE,FALSE,1835,4,TRUE,47000000,FALSE,FALSE,FALSE
1405,302.189,3.56,3.36,3.67,480000,F3777.png,TRUE,FALSE,1866,2,TRUE,480000,FALSE,FALSE,FALSE
1584,112.0533,4.3,4.19,4.41,16000000,F477.png,TRUE,FALSE,2139,2,FALSE,16000000,FALSE,FALSE,FALSE
1587,112.0517,4.36,4.16,4.99,16000000,F475.png,TRUE,FALSE,2139,2,TRUE,16000000,FALSE,FALSE,FALSE
1671,129.0194,4.84,4.64,5.73,8600000,F757.png,TRUE,FALSE,4255,2,FALSE,8600000,FALSE,FALSE,FALSE
1672,129.0216,4.84,4.7,5.05,8600000,F759.png,TRUE,FALSE,4255,2,TRUE,8600000,FALSE,FALSE,FALSE
1836,242.8962,6.16,6.08,6.37,230000,F2758.png,TRUE,FALSE,718,2,FALSE,230000,FALSE,FALSE,FALSE
1849,210.9462,6.19,6.05,6.42,3400000,F2090.png,TRUE,FALSE,5967,3,FALSE,3400000,FALSE,FALSE,FALSE
1850,210.9499,6.19,5.99,6.51,3400000,F2091.png,TRUE,FALSE,5967,3,TRUE,3400000,FALSE,FALSE,FALSE
1851,210.9533,6.19,6.08,6.31,3400000,F2092.png,TRUE,FALSE,5967,3,TRUE,3400000,FALSE,FALSE,FALSE
1893,242.89940000000001,6.25,6.08,6.42,230000,F2759.png,TRUE,FALSE,718,2,TRUE,230000,FALSE,FALSE,FALSE
1894,243.89940000000001,6.25,6.08,6.37,190000,F2793.png,TRUE,FALSE,751,2,FALSE,190000,FALSE,FALSE,FALSE
1906,243.9032,6.28,6.08,6.4,190000,F2794.png,TRUE,FALSE,751,2,TRUE,190000,FALSE,FALSE,FALSE
1953,325.0355,6.6,6.48,6.68,240000,F4113.png,TRUE,FALSE,2238,2,FALSE,240000,FALSE,FALSE,FALSE
1954,151.029,6.62,6.48,6.82,34000000,F1184.png,TRUE,FALSE,4969,2,FALSE,34000000,FALSE,FALSE,FALSE
1957,325.0416,6.62,6.51,6.74,240000,F4114.png,TRUE,FALSE,2238,2,TRUE,240000,FALSE,FALSE,FALSE
1971,151.0262,6.68,6.37,8.07,34000000,F1183.png,TRUE,FALSE,4969,2,TRUE,34000000,FALSE,FALSE,FALSE
2005,166.0759,6.74,6.48,7.08,1000000,F1444.png,TRUE,FALSE,5253,2,FALSE,1000000,FALSE,FALSE,FALSE
2006,166.0784,6.74,6.45,7.14,1000000,F1445.png,TRUE,FALSE,5253,2,TRUE,1000000,FALSE,FALSE,FALSE
2020,164.0687,6.77,6.51,6.94,230000000,F1402.png,TRUE,FALSE,5212,5,FALSE,230000000,FALSE,FALSE,FALSE
2021,164.0717,6.77,6.4,7.99,230000000,F1403.png,TRUE,FALSE,5212,5,TRUE,230000000,FALSE,FALSE,FALSE
2022,164.0756,6.77,6.54,6.94,230000000,F1406.png,TRUE,FALSE,5212,5,TRUE,230000000,FALSE,FALSE,FALSE
2025,165.075,6.77,6.4,7.96,23000000,F1428.png,TRUE,FALSE,5237,2,FALSE,23000000,FALSE,FALSE,FALSE
2041,164.0745,6.8,6.51,7.14,230000000,F1405.png,TRUE,FALSE,5212,5,TRUE,230000000,FALSE,FALSE,FALSE
2042,164.0776,6.8,6.54,6.91,230000000,F1407.png,TRUE,FALSE,5212,5,TRUE,230000000,FALSE,FALSE,FALSE
2060,130.0893,6.82,6.65,7.11,350000000,F800.png,TRUE,FALSE,4455,6,FALSE,350000000,FALSE,FALSE,FALSE
2064,165.0778,6.82,6.68,6.85,23000000,F1431.png,TRUE,FALSE,5237,2,TRUE,23000000,FALSE,FALSE,FALSE
2073,130.0851,6.85,6.77,7.05,350000000,F797.png,TRUE,FALSE,4455,6,TRUE,350000000,FALSE,FALSE,FALSE
2075,132.0941,6.85,6.74,7.11,1500000,F852.png,TRUE,FALSE,4634,2,FALSE,1500000,FALSE,FALSE,FALSE
2081,130.0511,6.88,6.68,7.59,3900000,F790.png,TRUE,FALSE,4389,3,FALSE,3900000,FALSE,FALSE,FALSE
2082,130.0873,6.88,6.6,7.08,350000000,F798.png,TRUE,FALSE,4455,6,TRUE,350000000,FALSE,FALSE,FALSE
2083,130.0903,6.88,6.65,7.14,350000000,F803.png,TRUE,FALSE,4455,6,TRUE,350000000,FALSE,FALSE,FALSE
2086,132.0916,6.88,6.62,7.08,1500000,F850.png,TRUE,FALSE,4634,2,TRUE,1500000,FALSE,FALSE,FALSE
2104,130.0486,6.91,6.65,7.11,3900000,F787.png,TRUE,FALSE,4389,3,TRUE,3900000,FALSE,FALSE,FALSE
2108,218.0992,6.91,6.74,7.31,390000000,F2266.png,TRUE,FALSE,175,3,FALSE,390000000,FALSE,FALSE,FALSE
2109,220.1077,6.91,6.71,7.85,3700000,F2311.png,TRUE,FALSE,227,2,FALSE,3700000,FALSE,FALSE,FALSE
2119,130.0916,6.94,6.88,7.28,350000000,F805.png,TRUE,FALSE,4455,6,TRUE,350000000,FALSE,FALSE,FALSE
2123,218.1034,6.94,6.65,8.22,390000000,F2268.png,TRUE,FALSE,175,3,TRUE,390000000,FALSE,FALSE,FALSE
2126,220.1101,6.94,6.74,7.28,3700000,F2312.png,TRUE,FALSE,227,2,TRUE,3700000,FALSE,FALSE,FALSE
2132,130.0496,6.97,6.85,7.11,3900000,F788.png,TRUE,FALSE,4389,3,TRUE,3900000,FALSE,FALSE,FALSE
2133,218.0973,6.97,6.8,7.08,390000000,F2265.png,TRUE,FALSE,175,3,TRUE,390000000,FALSE,FALSE,FALSE
2134,218.1079,6.97,6.74,7.34,2700000,F2270.png,TRUE,FALSE,176,2,FALSE,2700000,FALSE,FALSE,FALSE
2135,218.1109,6.97,6.88,7.11,2700000,F2271.png,TRUE,FALSE,176,2,TRUE,2700000,FALSE,FALSE,FALSE
2150,130.0826,6.99,6.8,7.25,350000000,F796.png,TRUE,FALSE,4455,6,TRUE,350000000,FALSE,FALSE,FALSE
2175,89.0271,7.19,7.05,7.73,1300000000,F172.png,TRUE,FALSE,5473,8,FALSE,1300000000,FALSE,FALSE,FALSE
2180,89.0233,7.22,7.05,7.25,1300000000,F166.png,TRUE,FALSE,5473,8,TRUE,1300000000,FALSE,FALSE,FALSE
2183,132.0941,7.22,7.11,7.47,1200000,F853.png,TRUE,FALSE,4635,2,FALSE,1200000,FALSE,FALSE,FALSE
2185,222.0121,7.22,7.14,7.59,1900000,F2333.png,TRUE,FALSE,253,2,FALSE,1900000,FALSE,FALSE,FALSE
2186,222.0157,7.22,7.14,7.62,1900000,F2335.png,TRUE,FALSE,253,2,TRUE,1900000,FALSE,FALSE,FALSE
2193,89.0226,7.25,7.14,7.31,1300000000,F163.png,TRUE,FALSE,5473,8,TRUE,1300000000,FALSE,FALSE,FALSE
2205,89.0294,7.28,7.11,7.53,1300000000,F176.png,TRUE,FALSE,5473,8,TRUE,1300000000,FALSE,FALSE,FALSE
2210,132.0917,7.28,7.08,8.02,1200000,F851.png,TRUE,FALSE,4635,2,TRUE,1200000,FALSE,FALSE,FALSE
2217,89.0025,7.31,7.05,8.19,4100000,F152.png,TRUE,FALSE,5388,2,FALSE,4100000,FALSE,FALSE,FALSE
2220,89.0244,7.31,7.05,8.73,1300000000,F168.png,TRUE,FALSE,5473,8,TRUE,1300000000,FALSE,FALSE,FALSE
2221,89.0256,7.31,7.05,8.16,1300000000,F170.png,TRUE,FALSE,5473,8,TRUE,1300000000,FALSE,FALSE,FALSE
2236,89.0013,7.34,7.11,7.5,4100000,F151.png,TRUE,FALSE,5388,2,TRUE,4100000,FALSE,FALSE,FALSE
2246,89.0212,7.36,7.05,7.56,1300000000,F161.png,TRUE,FALSE,5473,8,TRUE,1300000000,FALSE,FALSE,FALSE
2247,89.028,7.36,7.28,7.56,1300000000,F174.png,TRUE,FALSE,5473,8,TRUE,1300000000,FALSE,FALSE,FALSE
2295,213.0076,7.62,7.47,7.85,530000,F2132.png,TRUE,FALSE,34,2,FALSE,530000,FALSE,FALSE,FALSE
2330,148.0439,7.7,7.47,8.93,47000000,F1140.png,TRUE,FALSE,4924,2,FALSE,47000000,FALSE,FALSE,FALSE
2331,148.0463,7.7,7.59,7.79,47000000,F1141.png,TRUE,FALSE,4924,2,TRUE,47000000,FALSE,FALSE,FALSE
2337,213.0045,7.7,7.45,8.07,530000,F2131.png,TRUE,FALSE,34,2,TRUE,530000,FALSE,FALSE,FALSE
2367,222.0121,7.73,7.65,7.9,290000,F2334.png,TRUE,FALSE,254,2,FALSE,290000,FALSE,FALSE,FALSE
2368,222.0158,7.73,7.62,8.04,290000,F2336.png,TRUE,FALSE,254,2,TRUE,290000,FALSE,FALSE,FALSE
2472,116.0718,8.1,7.9,9.27,120000000,F556.png,TRUE,FALSE,2774,5,FALSE,120000000,FALSE,FALSE,FALSE
2473,116.0735,8.1,7.96,8.3,120000000,F557.png,TRUE,FALSE,2774,5,TRUE,120000000,FALSE,FALSE,FALSE
2492,116.068,8.13,8.02,8.27,120000000,F554.png,TRUE,FALSE,2774,5,TRUE,120000000,FALSE,FALSE,FALSE
2493,116.0702,8.13,7.99,8.27,120000000,F555.png,TRUE,FALSE,2774,5,TRUE,120000000,FALSE,FALSE,FALSE
2520,116.0748,8.16,7.99,8.3,120000000,F558.png,TRUE,FALSE,2774,5,TRUE,120000000,FALSE,FALSE,FALSE
2536,367.1055,8.16,7.85,8.67,29000000,F4560.png,TRUE,FALSE,2744,2,FALSE,29000000,FALSE,FALSE,FALSE
2537,367.1127,8.16,7.9,8.56,29000000,F4565.png,TRUE,FALSE,2744,2,TRUE,29000000,FALSE,FALSE,FALSE
2573,215.0372,8.24,8.13,8.36,61000000,F2175.png,TRUE,FALSE,77,2,FALSE,61000000,FALSE,FALSE,FALSE
2596,173.9951,8.33,7.87,8.67,580000,F1585.png,TRUE,FALSE,5403,2,FALSE,580000,FALSE,FALSE,FALSE
2608,128.0326,8.36,8.27,8.47,280000000,F739.png,TRUE,FALSE,4161,6,FALSE,280000000,FALSE,FALSE,FALSE
2609,128.0335,8.36,8.27,8.67,280000000,F740.png,TRUE,FALSE,4161,6,TRUE,280000000,FALSE,FALSE,FALSE
2610,128.0354,8.36,8.24,8.84,280000000,F741.png,TRUE,FALSE,4161,6,TRUE,280000000,FALSE,FALSE,FALSE
2611,128.0387,8.36,8.33,8.53,280000000,F746.png,TRUE,FALSE,4161,6,TRUE,280000000,FALSE,FALSE,FALSE
2613,130.0396,8.36,8.24,8.79,1800000,F782.png,TRUE,FALSE,4373,2,FALSE,1800000,FALSE,FALSE,FALSE
2645,128.0408,8.39,8.27,8.56,280000000,F747.png,TRUE,FALSE,4161,6,TRUE,280000000,FALSE,FALSE,FALSE
2650,173.9976,8.39,8.13,8.41,580000,F1586.png,TRUE,FALSE,5403,2,TRUE,580000,FALSE,FALSE,FALSE
2682,128.0375,8.44,8.24,8.76,280000000,F744.png,TRUE,FALSE,4161,6,TRUE,280000000,FALSE,FALSE,FALSE
2722,146.0483,8.56,8.44,8.67,94000000,F1080.png,TRUE,FALSE,4859,4,FALSE,94000000,FALSE,FALSE,FALSE
2739,146.0435,8.59,8.47,8.79,94000000,F1074.png,TRUE,FALSE,4859,4,TRUE,94000000,FALSE,FALSE,FALSE
2740,146.0459,8.59,8.3,8.98,94000000,F1076.png,TRUE,FALSE,4859,4,TRUE,94000000,FALSE,FALSE,FALSE
2754,146.0497,8.61,8.5,8.73,94000000,F1082.png,TRUE,FALSE,4859,4,TRUE,94000000,FALSE,FALSE,FALSE
2771,371.143,8.61,8.53,8.73,31000000,F4614.png,TRUE,FALSE,2796,2,FALSE,31000000,FALSE,FALSE,FALSE
2775,390.1408,8.61,8.56,8.81,460000,F4767.png,TRUE,FALSE,2970,2,FALSE,460000,FALSE,FALSE,FALSE
2832,371.1368,8.67,8.53,8.76,31000000,F4613.png,TRUE,FALSE,2796,2,TRUE,31000000,FALSE,FALSE,FALSE
2848,390.1345,8.7,8.59,8.81,460000,F4766.png,TRUE,FALSE,2970,2,TRUE,460000,FALSE,FALSE,FALSE
2863,369.1212,8.73,8.47,9.01,12000000,F4592.png,TRUE,FALSE,2775,2,FALSE,12000000,FALSE,FALSE,FALSE
2864,369.1285,8.73,8.5,8.79,12000000,F4593.png,TRUE,FALSE,2775,2,TRUE,12000000,FALSE,FALSE,FALSE
3048,89.0244,9.15,8.73,9.27,110000000,F169.png,TRUE,FALSE,5480,2,FALSE,110000000,FALSE,FALSE,FALSE
3056,113.0227,9.15,9.04,9.21,110000000,F483.png,TRUE,FALSE,2219,3,FALSE,110000000,FALSE,FALSE,FALSE
3057,113.0245,9.15,8.7,10.38,110000000,F485.png,TRUE,FALSE,2219,3,TRUE,110000000,FALSE,FALSE,FALSE
3068,161.0484,9.15,9.04,9.24,110000000,F1359.png,TRUE,FALSE,5165,2,FALSE,110000000,FALSE,FALSE,FALSE
3070,179.0561,9.15,8.7,9.9,300000000,F1664.png,TRUE,FALSE,5494,3,FALSE,300000000,FALSE,FALSE,FALSE
3071,179.0595,9.15,9.01,9.27,300000000,F1667.png,TRUE,FALSE,5494,3,TRUE,300000000,FALSE,FALSE,FALSE
3073,181.0604,9.15,8.7,9.7,3800000,F1686.png,TRUE,FALSE,5517,2,FALSE,3800000,FALSE,FALSE,FALSE
3089,101.0245,9.18,8.76,9.42,84000000,F359.png,TRUE,FALSE,1090,2,FALSE,84000000,FALSE,FALSE,FALSE
3092,113.0262,9.18,8.76,9.21,110000000,F486.png,TRUE,FALSE,2219,3,TRUE,110000000,FALSE,FALSE,FALSE
3098,161.0456,9.18,8.73,10.27,110000000,F1356.png,TRUE,FALSE,5165,2,TRUE,110000000,FALSE,FALSE,FALSE
3102,179.0527,9.18,8.76,9.24,300000000,F1661.png,TRUE,FALSE,5494,3,TRUE,300000000,FALSE,FALSE,FALSE
3129,214.9503,9.32,9.21,9.67,3000000,F2161.png,TRUE,FALSE,68,2,FALSE,3000000,FALSE,FALSE,FALSE
3141,214.9461,9.34,9.21,9.42,3000000,F2160.png,TRUE,FALSE,68,2,TRUE,3000000,FALSE,FALSE,FALSE
3142,215.0387,9.34,9.24,9.67,12000000,F2178.png,TRUE,FALSE,82,2,FALSE,12000000,FALSE,FALSE,FALSE
3143,217.0363,9.34,9.13,9.7,21000000,F2233.png,TRUE,FALSE,135,3,FALSE,21000000,FALSE,FALSE,FALSE
3154,134.865,9.37,9.21,10.04,1600000,F895.png,TRUE,FALSE,4677,2,FALSE,1600000,FALSE,FALSE,FALSE
3155,134.8661,9.37,9.24,10.07,1600000,F897.png,TRUE,FALSE,4677,2,TRUE,1600000,FALSE,FALSE,FALSE
3160,215.0328,9.37,9.18,9.79,1800000000,F2171.png,TRUE,FALSE,81,2,FALSE,1800000000,FALSE,FALSE,FALSE
3161,215.0373,9.37,9.21,9.67,12000000,F2176.png,TRUE,FALSE,82,2,TRUE,12000000,FALSE,FALSE,FALSE
3162,216.0362,9.37,9.18,9.76,130000000,F2204.png,TRUE,FALSE,112,2,FALSE,130000000,FALSE,FALSE,FALSE
3163,217.0298,9.37,9.18,9.79,630000000,F2224.png,TRUE,FALSE,134,2,FALSE,630000000,FALSE,FALSE,FALSE
3165,219.0364,9.37,9.21,9.62,7600000,F2286.png,TRUE,FALSE,191,2,FALSE,7600000,FALSE,FALSE,FALSE
3172,215.0286,9.39,9.21,9.7,1800000000,F2170.png,TRUE,FALSE,81,2,TRUE,1800000000,FALSE,FALSE,FALSE
3174,216.0387,9.39,9.21,9.7,130000000,F2208.png,TRUE,FALSE,112,2,TRUE,130000000,FALSE,FALSE,FALSE
3176,217.0255,9.39,9.21,9.67,630000000,F2223.png,TRUE,FALSE,134,2,TRUE,630000000,FALSE,FALSE,FALSE
3177,219.0341,9.39,9.21,9.7,7600000,F2284.png,TRUE,FALSE,191,2,TRUE,7600000,FALSE,FALSE,FALSE
3184,217.0389,9.42,9.21,9.67,21000000,F2235.png,TRUE,FALSE,135,3,TRUE,21000000,FALSE,FALSE,FALSE
3200,118.051,9.47,9.32,11.1,210000000,F594.png,TRUE,FALSE,3068,2,FALSE,210000000,FALSE,FALSE,FALSE
3210,217.0342,9.47,9.21,9.62,21000000,F2228.png,TRUE,FALSE,135,3,TRUE,21000000,FALSE,FALSE,FALSE
3220,118.0529,9.5,9.39,9.67,210000000,F595.png,TRUE,FALSE,3068,2,TRUE,210000000,FALSE,FALSE,FALSE
3261,125.0045,9.59,9.53,9.76,1100000,F690.png,TRUE,FALSE,3797,2,FALSE,1100000,FALSE,FALSE,FALSE
3279,124.0074,9.62,9.47,10.19,150000000,F678.png,TRUE,FALSE,3682,3,FALSE,150000000,FALSE,FALSE,FALSE
3281,125.0068,9.62,9.53,9.93,1100000,F693.png,TRUE,FALSE,3797,2,TRUE,1100000,FALSE,FALSE,FALSE
3310,124.0055,9.67,9.53,9.76,150000000,F677.png,TRUE,FALSE,3682,3,TRUE,150000000,FALSE,FALSE,FALSE
3311,124.0094,9.67,9.53,9.82,150000000,F679.png,TRUE,FALSE,3682,3,TRUE,150000000,FALSE,FALSE,FALSE
3355,145.0618,9.79,9.65,11.07,700000000,F1054.png,TRUE,FALSE,4847,7,FALSE,700000000,FALSE,FALSE,FALSE
3356,145.0641,9.79,9.67,10.07,700000000,F1055.png,TRUE,FALSE,4847,7,TRUE,700000000,FALSE,FALSE,FALSE
3357,145.0674,9.79,9.67,10.04,700000000,F1057.png,TRUE,FALSE,4847,7,TRUE,700000000,FALSE,FALSE,FALSE
3359,146.0652,9.79,9.62,10.3,38000000,F1089.png,TRUE,FALSE,4868,2,FALSE,38000000,FALSE,FALSE,FALSE
3360,146.0678,9.79,9.67,10.07,38000000,F1091.png,TRUE,FALSE,4868,2,TRUE,38000000,FALSE,FALSE,FALSE
3361,147.0661,9.79,9.65,10.07,4400000,F1121.png,TRUE,FALSE,4907,2,FALSE,4400000,FALSE,FALSE,FALSE
3371,145.0593,9.82,9.67,10.01,700000000,F1053.png,TRUE,FALSE,4847,7,TRUE,700000000,FALSE,FALSE,FALSE
3372,145.0651,9.82,9.67,10.01,700000000,F1056.png,TRUE,FALSE,4847,7,TRUE,700000000,FALSE,FALSE,FALSE
3374,147.0685,9.82,9.67,9.99,4400000,F1124.png,TRUE,FALSE,4907,2,TRUE,4400000,FALSE,FALSE,FALSE
3391,145.0584,9.84,9.76,10.04,700000000,F1052.png,TRUE,FALSE,4847,7,TRUE,700000000,FALSE,FALSE,FALSE
3392,145.069,9.84,9.79,10.01,700000000,F1058.png,TRUE,FALSE,4847,7,TRUE,700000000,FALSE,FALSE,FALSE
3410,74.0247,9.87,9.7,10.84,68000000,F29.png,TRUE,FALSE,827,2,FALSE,68000000,FALSE,FALSE,FALSE
3438,74.0238,9.93,9.79,9.99,68000000,F27.png,TRUE,FALSE,827,2,TRUE,68000000,FALSE,FALSE,FALSE
3495,104.0354,10.07,9.93,11.47,80000000,F400.png,TRUE,FALSE,1441,2,FALSE,80000000,FALSE,FALSE,FALSE
3496,104.0369,10.07,9.99,10.21,80000000,F401.png,TRUE,FALSE,1441,2,TRUE,80000000,FALSE,FALSE,FALSE
3543,306.0643,10.16,10.1,10.3,610000000,F3846.png,TRUE,FALSE,1943,4,FALSE,610000000,FALSE,FALSE,FALSE
3544,306.0688,10.16,10.07,10.36,610000000,F3848.png,TRUE,FALSE,1943,4,TRUE,610000000,FALSE,FALSE,FALSE
3562,306.0704,10.19,10.07,10.33,610000000,F3849.png,TRUE,FALSE,1943,4,TRUE,610000000,FALSE,FALSE,FALSE
3563,306.0765,10.19,10.04,10.95,610000000,F3851.png,TRUE,FALSE,1943,4,TRUE,610000000,FALSE,FALSE,FALSE
3564,306.0827,10.19,10.07,10.33,5400000,F3854.png,TRUE,FALSE,1944,4,FALSE,5400000,FALSE,FALSE,FALSE
3565,306.0843,10.19,10.04,10.33,5400000,F3856.png,TRUE,FALSE,1944,4,TRUE,5400000,FALSE,FALSE,FALSE
3566,306.0865,10.19,10.07,10.3,5400000,F3858.png,TRUE,FALSE,1944,4,TRUE,5400000,FALSE,FALSE,FALSE
3567,306.0886,10.19,10.07,10.27,5400000,F3859.png,TRUE,FALSE,1944,4,TRUE,5400000,FALSE,FALSE,FALSE
3568,307.0741,10.19,10.04,10.38,70000000,F3875.png,TRUE,FALSE,1965,2,FALSE,70000000,FALSE,FALSE,FALSE
3569,307.0799,10.19,10.04,10.98,70000000,F3876.png,TRUE,FALSE,1965,2,TRUE,70000000,FALSE,FALSE,FALSE
3613,146.0437,10.33,10.24,10.53,720000000,F1075.png,TRUE,FALSE,4860,5,FALSE,720000000,FALSE,FALSE,FALSE
3614,146.0485,10.33,10.21,10.64,720000000,F1081.png,TRUE,FALSE,4860,5,TRUE,720000000,FALSE,FALSE,FALSE
3615,146.05,10.33,10.24,10.44,720000000,F1083.png,TRUE,FALSE,4860,5,TRUE,720000000,FALSE,FALSE,FALSE
3625,128.0354,10.36,9.76,10.84,44000000,F743.png,TRUE,FALSE,4163,2,FALSE,44000000,FALSE,FALSE,FALSE
3627,146.042,10.36,10.27,10.47,720000000,F1073.png,TRUE,FALSE,4860,5,TRUE,720000000,FALSE,FALSE,FALSE
3628,146.0459,10.36,10.21,11.67,720000000,F1077.png,TRUE,FALSE,4860,5,TRUE,720000000,FALSE,FALSE,FALSE
3630,147.0493,10.36,10.21,11.04,38000000,F1119.png,TRUE,FALSE,4904,2,FALSE,38000000,FALSE,FALSE,FALSE
3631,147.0519,10.36,10.24,10.47,38000000,F1120.png,TRUE,FALSE,4904,2,TRUE,38000000,FALSE,FALSE,FALSE
3632,148.0501,10.36,10.24,10.81,6000000,F1142.png,TRUE,FALSE,4927,2,FALSE,6000000,FALSE,FALSE,FALSE
3633,148.0526,10.36,10.24,10.47,6000000,F1144.png,TRUE,FALSE,4927,2,TRUE,6000000,FALSE,FALSE,FALSE
3650,239.0827,10.41,10.36,10.67,920000,F2664.png,TRUE,FALSE,615,2,FALSE,920000,FALSE,FALSE,FALSE
3683,132.0281,10.47,10.41,10.61,240000000,F835.png,TRUE,FALSE,4620,3,FALSE,240000000,FALSE,FALSE,FALSE
3684,132.0303,10.47,10.36,10.98,240000000,F837.png,TRUE,FALSE,4620,3,TRUE,240000000,FALSE,FALSE,FALSE
3693,239.0842,10.47,10.38,10.67,920000,F2665.png,TRUE,FALSE,615,2,TRUE,920000,FALSE,FALSE,FALSE
3703,132.0324,10.5,10.38,10.61,240000000,F839.png,TRUE,FALSE,4620,3,TRUE,240000000,FALSE,FALSE,FALSE
3717,128.0375,10.36,10.27,10.44,44000000,F745.png,TRUE,FALSE,4163,2,TRUE,44000000,FALSE,FALSE,FALSE
3835,174.0376,10.84,10.73,10.93,290000000,F1589.png,TRUE,FALSE,5406,2,FALSE,290000000,FALSE,FALSE,FALSE
3836,174.0408,10.84,10.7,11.53,290000000,F1590.png,TRUE,FALSE,5406,2,TRUE,290000000,FALSE,FALSE,FALSE
3861,78.9583,10.93,10.87,11.38,35000000,F52.png,TRUE,FALSE,3144,2,FALSE,35000000,FALSE,FALSE,FALSE
3871,422.0619,10.93,10.87,11.07,1300000,F4951.png,TRUE,FALSE,3177,2,FALSE,1300000,FALSE,FALSE,FALSE
