label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,pseudo_sample
,,213,,305.084167,2.008,0.831302,,,,,,,,12161.579980468761
,,215,,369.351654,2.013,0.837095,,,,,,,,198487.51458333325
,,217,,318.040344,2.013,0.834123,,,,,,,,7866.695296223961
,,220,,354.100616,2.018,0.83728,,,,,,,,93803.7734375
,,221,,319.143585,2.018,0.820514,,,,,,,,60718.593229166705
,,222,,371.127106,2.018,0.836256,,,,,,,,17833.586328124988
,,224,,736.477966,2.018,0.8264,,,,,,,,11838.35475260417
,,225,,377.24353,2.018,0.828797,,,,,,,,11673.93186848959
,,226,,398.116699,2.018,0.81792,,,,,,,,9548.196061197914
,,227,,364.248199,2.018,0.793432,,,,,,,,14588.392447916662
,,228,,205.998856,2.018,0.72992,,,,,,,,10625.985677083327
,,232,,701.549744,2.023,0.828329,,,,,,,,109698.04062500008
,,233,,265.143616,2.023,0.764738,,,,,,,,16270.011067708332
,,234,,702.552979,2.023,0.8338,,,,,,,,46845.93424479164
,,235,,271.06015,2.023,0.830625,,,,,,,,59373.24375000001
,,238,,642.487488,2.023,0.822737,,,,,,,,30228.961067708326
,,239,,484.345856,2.023,0.83188,,,,,,,,21204.66848958333
,,240,,737.389404,2.023,0.835482,,,,,,,,12597.701334635412
,,241,,559.418701,2.023,0.835572,,,,,,,,12376.704817708334
,,242,,414.141327,2.023,0.837322,,,,,,,,6383.367561848961
,,243,,439.164673,2.029,0.834752,,,,,,,,241595.07083333336
,,245,,665.50177,2.029,0.773429,,,,,,,,138397.1203125001
,,246,,613.497314,2.029,0.809423,,,,,,,,80926.67057291663
,,249,,379.084747,2.029,0.828062,,,,,,,,69066.51145833328
,,250,,558.415344,2.029,0.811797,,,,,,,,35763.50208333335
,,251,,413.137848,2.029,0.810875,,,,,,,,32720.647005208317
,,253,,598.461426,2.029,0.835185,,,,,,,,23106.346875
,,255,,216.035599,2.033,0.805883,,,,,,,,4213.250748697917
,,257,,370.355011,2.034,0.836745,,,,,,,,54892.665885416696
,,259,,373.106293,2.034,0.76891,,,,,,,,44507.546093750025
,,260,,339.053406,2.034,0.772396,,,,,,,,93312.65937499997
,,261,,564.381287,2.034,0.830751,,,,,,,,23083.00162760415
,,262,,666.505432,2.034,0.812952,,,,,,,,59281.40677083328
,,263,,419.240845,2.034,0.785208,,,,,,,,21291.676562499997
,,264,,614.50061,2.034,0.814939,,,,,,,,43884.13671874999
,,265,,401.2323,2.034,0.826446,,,,,,,,13160.903092447921
,,266,,593.416382,2.034,0.811785,,,,,,,,38949.42929687499
,,267,,440.168121,2.034,0.83669,,,,,,,,42837.89062499997
,,270,,585.43335,2.034,0.825434,,,,,,,,10044.437565104165
,,271,,497.326447,2.034,0.826415,,,,,,,,16232.253971354163
,,272,,258.120697,2.034,0.840683,,,,,,,,12677.892513020834
,,273,,447.135986,2.034,0.811639,,,,,,,,5744.8749837239575
,,274,,548.386719,2.039,0.77474,,,,,,,,176150.86875000002
,,275,,684.396301,2.039,0.839093,,,,,,,,25517.153125000026
,,276,,397.114594,2.039,0.816614,,,,,,,,107293.73437499993
,,281,,337.074188,2.039,0.820647,,,,,,,,6865.973600260417
,,284,,544.39978,2.039,0.838582,,,,,,,,16082.957942708326
,,285,,441.271149,2.039,0.820502,,,,,,,,14950.856119791672
,,286,,355.103882,2.039,0.825944,,,,,,,,14631.435546875005
,,288,,272.063568,2.039,0.8357,,,,,,,,8939.201285807294
,,290,,592.412781,2.039,0.807317,,,,,,,,102330.52031250006
,,292,,396.111176,2.044,0.823193,,,,,,,,635470.2312500007
,,293,,406.295166,2.044,0.794383,,,,,,,,55641.943229166674
,,294,,334.179657,2.044,0.793953,,,,,,,,39728.45872395836
,,295,,529.424866,2.044,0.837082,,,,,,,,31065.738671874966
,,296,,401.066559,2.044,0.832041,,,,,,,,23352.001171875003
,,297,,543.440308,2.044,0.82992,,,,,,,,12746.256282552082
,,298,,442.330933,2.044,0.835242,,,,,,,,666185.2604166671
,,299,,534.371033,2.044,0.83167,,,,,,,,9642.256087239584
,,300,,407.298706,2.044,0.839227,,,,,,,,12421.877213541655
,,301,,530.384338,2.049,0.828846,,,,,,,,17188.74596354168
,,302,,319.190643,2.049,0.798925,,,,,,,,21140.808203125
,,303,,392.279633,2.049,0.797374,,,,,,,,47728.04010416669
,,304,,502.352692,2.049,0.812455,,,,,,,,17021.97578125001
,,305,,413.109711,2.049,0.790671,,,,,,,,8553.616845703129
,,306,,658.526794,2.049,0.816704,,,,,,,,35554.949739583324
,,307,,357.083374,2.049,0.792658,,,,,,,,15960.101562500005
,,309,,565.385498,2.049,0.827892,,,,,,,,7893.169238281252
,,314,,549.389954,2.054,0.819611,,,,,,,,61151.55807291666
,,316,,358.240845,2.054,0.836319,,,,,,,,37439.775130208334
,,317,,545.419678,2.054,0.832808,,,,,,,,16100.960546874996
,,318,,425.231598,2.054,0.835876,,,,,,,,20661.475781250003
,,319,,481.220123,2.054,0.836532,,,,,,,,15668.774414062505
,,320,,670.380554,2.054,0.830774,,,,,,,,12575.663411458343
,,321,,429.132935,2.054,0.831955,,,,,,,,4715.64600423177
,,322,,378.205811,2.059,0.811564,,,,,,,,41103.25468750002
,,323,,323.058441,2.059,0.835849,,,,,,,,3359910.550000001
,,324,,324.061768,2.059,0.835947,,,,,,,,531105.1583333333
,,325,,558.292786,2.059,0.826427,,,,,,,,197366.0072916667
,,326,,437.267975,2.059,0.827997,,,,,,,,203478.4677083332
,,329,,133.064865,2.059,0.802414,,,,,,,,91012.96909179694
,,330,,359.107269,2.059,0.830338,,,,,,,,52969.96875000004
,,331,,346.043671,2.059,0.834773,,,,,,,,48473.825520833365
,,332,,470.19577,2.059,0.838092,,,,,,,,43572.57395833331
,,333,,265.083527,2.059,0.839962,,,,,,,,37967.4502604167
,,334,,621.475403,2.059,0.823939,,,,,,,,43798.343880208304
,,335,,418.295563,2.059,0.816948,,,,,,,,7495.8852050781225
,,336,,398.107178,2.059,0.831526,,,,,,,,22978.963020833362
,,337,,371.182831,2.059,0.781373,,,,,,,,4924.607698567708
,,338,,326.057587,2.059,0.840738,,,,,,,,21423.742447916655
,,339,,455.204376,2.059,0.836509,,,,,,,,25652.794205729166
,,340,,363.070343,2.059,0.839159,,,,,,,,21077.03815104169
,,341,,307.113525,2.059,0.831275,,,,,,,,7064.681250000003
,,342,,440.185059,2.059,0.840982,,,,,,,,14496.686197916655
,,343,,368.339264,2.059,0.826282,,,,,,,,12440.033854166666
,,345,,543.273926,2.059,0.830991,,,,,,,,17611.739257812496
,,346,,340.084991,2.064,0.835225,,,,,,,,5140168.96666667
,,347,,255.065231,2.064,0.815251,,,,,,,,82150.92916666665
,,349,,342.080658,2.064,0.818063,,,,,,,,218029.84166666662
,,350,,393.241699,2.064,0.829335,,,,,,,,207922.82083333324
,,352,,438.271729,2.064,0.803244,,,,,,,,42896.60559895834
,,354,,469.236908,2.064,0.796822,,,,,,,,167576.61562500012
,,355,,454.200836,2.064,0.82999,,,,,,,,114775.37187499998
,,356,,380.215424,2.064,0.822046,,,,,,,,5796.806315104167
,,357,,367.022369,2.064,0.840938,,,,,,,,58175.07812500004
,,358,,499.247437,2.064,0.833166,,,,,,,,38238.92434895836
,,359,,412.106049,2.064,0.794111,,,,,,,,44195.75026041664
,,360,,470.240356,2.064,0.835255,,,,,,,,38058.31367187503
,,361,,486.357941,2.064,0.808318,,,,,,,,10946.519596354161
,,363,,485.231842,2.064,0.829508,,,,,,,,29431.591015624977
,,364,,550.393372,2.064,0.80975,,,,,,,,10838.894335937493
,,365,,350.204376,2.064,0.822418,,,,,,,,9618.961116536457
,,366,,526.356445,2.064,0.828137,,,,,,,,8745.773860677087
,,367,,468.180084,2.064,0.836116,,,,,,,,12091.26715494791
,,368,,380.088226,2.064,0.828562,,,,,,,,12573.614843749994
,,369,,485.398438,2.064,0.827216,,,,,,,,15227.972200520828
,,370,,347.036102,2.064,0.837713,,,,,,,,11662.36253255208
,,371,,374.109619,2.064,0.829249,,,,,,,,6825.379720052085
,,373,,277.143524,2.064,0.816981,,,,,,,,6818.730924479165
,,374,,557.289368,2.069,0.836584,,,,,,,,712882.6687499996
,,375,,513.263245,2.069,0.830691,,,,,,,,632644.3083333328
,,376,,394.244843,2.069,0.832198,,,,,,,,39342.76822916663
,,378,,345.040314,2.069,0.839064,,,,,,,,324939.7625000001
,,379,,370.095459,2.069,0.836497,,,,,,,,263653.75416666665
,,380,,514.266724,2.069,0.83119,,,,,,,,158922.0291666667
,,381,,575.445374,2.069,0.806763,,,,,,,,127431.2348958333
,,382,,366.323853,2.069,0.836984,,,,,,,,20013.60084635419
,,383,,365.320282,2.069,0.824247,,,,,,,,74158.57109375007
,,384,,256.068573,2.069,0.837857,,,,,,,,13791.46380208332
,,385,,480.216553,2.069,0.809732,,,,,,,,66479.34401041664
,,386,,500.340057,2.069,0.808231,,,,,,,,12367.388932291662
,,387,,576.449158,2.069,0.835434,,,,,,,,38540.76770833331
,,388,,353.068939,2.069,0.838888,,,,,,,,48543.58932291664
,,390,,529.258301,2.069,0.834941,,,,,,,,28044.133723958315
,,391,,426.169586,2.069,0.83549,,,,,,,,25774.10299479168
,,392,,559.295593,2.069,0.826785,,,,,,,,28761.409114583323
,,393,,559.285095,2.069,0.83771,,,,,,,,23568.984700520814
,,394,,237.090622,2.069,0.826444,,,,,,,,24116.36619466144
,,395,,313.983429,2.069,0.810141,,,,,,,,19069.888997395825
,,396,,528.370178,2.069,0.833278,,,,,,,,14827.149739583345
,,397,,372.0914,2.069,0.836611,,,,,,,,10389.891634114589
,,399,,220.063843,2.069,0.836602,,,,,,,,9222.070442708331
,,400,,612.42627,2.069,0.813243,,,,,,,,6363.204052734373
,,402,,594.419373,2.07,0.836827,,,,,,,,7063.404264322917
,,403,,243.101578,2.074,0.83518,,,,,,,,3630885.1666666633
,,404,,341.088348,2.074,0.825441,,,,,,,,811716.8875000004
,,405,,358.114838,2.074,0.825705,,,,,,,,205972.25625
,,407,,260.128143,2.074,0.810755,,,,,,,,137827.88437499997
,,408,,325.05423,2.074,0.811818,,,,,,,,136732.23177083346
,,409,,498.227081,2.074,0.830521,,,,,,,,129073.65677083321
,,411,,285.075775,2.074,0.817085,,,,,,,,68748.42369791673
,,412,,696.189148,2.074,0.841606,,,,,,,,50306.79947916667
,,413,,387.122101,2.074,0.839649,,,,,,,,37338.11197916668
,,414,,530.25946,2.074,0.805668,,,,,,,,7216.625276692708
,,415,,273.112152,2.074,0.838702,,,,,,,,33060.86757812502
,,416,,499.230804,2.074,0.830467,,,,,,,,30260.028645833318
,,418,,467.221527,2.074,0.833465,,,,,,,,21111.04889322916
,,419,,368.116364,2.074,0.839102,,,,,,,,13011.45237630209
,,420,,667.508545,2.074,0.814645,,,,,,,,13823.604947916656
,,421,,455.221191,2.074,0.82697,,,,,,,,19518.20305989584
,,422,,360.110474,2.074,0.829863,,,,,,,,9107.365917968751
,,423,,719.379089,2.074,0.824905,,,,,,,,9535.383300781255
,,424,,221.080994,2.074,0.820684,,,,,,,,5233.809082031252
,,425,,325.062164,2.074,0.813224,,,,,,,,34776.2427083333
,,426,,498.32486,2.074,0.836192,,,,,,,,8981.886621093749
,,427,,359.115265,2.074,0.819015,,,,,,,,17349.11005859374
,,428,,281.138428,2.074,0.83394,,,,,,,,16755.89733072916
,,429,,257.080841,2.075,0.825442,,,,,,,,10791.369140625004
,,430,,245.108444,2.079,0.839499,,,,,,,,34166.085709635416
,,431,,357.11142,2.079,0.838395,,,,,,,,1419625.2666666673
,,434,,362.066864,2.079,0.834085,,,,,,,,135482.03749999992
,,435,,349.200928,2.079,0.785532,,,,,,,,57155.68958333329
,,437,,306.109955,2.079,0.837735,,,,,,,,45817.82005208332
,,438,,337.179138,2.079,0.819281,,,,,,,,24803.779036458338
,,439,,515.259216,2.079,0.839781,,,,,,,,24308.075911458345
,,440,,541.294678,2.079,0.839718,,,,,,,,18491.45481770832
,,441,,124.047478,2.079,0.827178,,,,,,,,16346.914908854165
,,442,,245.105698,2.079,0.835259,,,,,,,,14626.144694010425
,,443,,602.441956,2.079,0.804226,,,,,,,,11466.510205078137
,,444,,342.090424,2.079,0.837688,,,,,,,,66953.92760416663
,,445,,419.257294,2.08,0.827693,,,,,,,,16973.240559895843
,,446,,465.369141,2.08,0.82859,,,,,,,,8060.691373697913
,,448,,335.185547,2.084,0.802578,,,,,,,,29639.96875000001
,,449,,244.104935,2.084,0.832901,,,,,,,,568796.4124999999
,,450,,644.494751,2.084,0.831695,,,,,,,,6250.647867838544
,,451,,561.429749,2.084,0.830811,,,,,,,,214941.3479166666
,,453,,123.044067,2.084,0.792912,,,,,,,,233010.9244791665
,,455,,562.433289,2.084,0.822872,,,,,,,,67687.13593749997
,,456,,679.162659,2.084,0.840095,,,,,,,,34149.41080729166
,,457,,343.084076,2.084,0.838258,,,,,,,,33604.93763020833
,,458,,643.491882,2.084,0.82179,,,,,,,,20842.879687499993
,,459,,587.299744,2.084,0.834876,,,,,,,,15763.02473958332
,,460,,481.298553,2.084,0.833059,,,,,,,,7048.117154947913
,,461,,330.209717,2.084,0.839913,,,,,,,,48947.49101562499
,,462,,457.367065,2.085,0.826387,,,,,,,,27717.317447916663
,,463,,532.422791,2.085,0.81866,,,,,,,,34292.89505208335
,,464,,647.489319,2.085,0.832616,,,,,,,,14999.654166666664
,,465,,572.394958,2.085,0.816901,,,,,,,,7240.3076253255185
,,466,,450.321564,2.089,0.785078,,,,,,,,10819.308821614588
,,468,,495.252686,2.089,0.835647,,,,,,,,29307.88294270831
,,469,,361.014496,2.089,0.829942,,,,,,,,15540.78802083334
,,471,,548.417664,2.09,0.827304,,,,,,,,75657.90338541668
,,472,,585.450623,2.09,0.807425,,,,,,,,25863.062174479168
,,473,,511.247681,2.09,0.832691,,,,,,,,8517.385188802085
,,474,,586.410461,2.09,0.818514,,,,,,,,11546.29654947916
,,475,,335.19986,2.09,0.825125,,,,,,,,8389.137841796879
,,476,,457.200439,2.09,0.825823,,,,,,,,15485.274804687504
,,478,,366.213837,2.095,0.752426,,,,,,,,45646.84192708337
,,479,,577.469421,2.095,0.840607,,,,,,,,113112.23125000001
,,480,,321.184418,2.095,0.838795,,,,,,,,89022.96614583337
,,481,,517.387512,2.099,0.837587,,,,,,,,12002.89505208333
,,483,,576.465759,2.1,0.835139,,,,,,,,325113.0333333332
,,484,,365.210358,2.1,0.836202,,,,,,,,280863.83125
,,485,,590.481506,2.1,0.835731,,,,,,,,319058.99652777764
,,486,,409.236725,2.1,0.824668,,,,,,,,265340.68124999997
,,487,,604.460632,2.1,0.802822,,,,,,,,255860.3836805554
,,488,,593.492493,2.1,0.822138,,,,,,,,145181.5078125001
,,489,,382.131744,2.1,0.757788,,,,,,,,17559.970703124996
,,490,,531.419434,2.1,0.829038,,,,,,,,110635.31562500009
,,491,,549.420471,2.1,0.822046,,,,,,,,12472.57031250001
,,492,,291.112335,2.1,0.813299,,,,,,,,38637.90117187499
,,493,,598.447388,2.1,0.83109,,,,,,,,23863.597916666648
,,494,,619.479797,2.1,0.81935500000000006,,,,,,,,16361.665429687513
,,495,,389.101227,2.1,0.801504,,,,,,,,3691.446289062499
,,498,,539.278503,2.105,0.767241,,,,,,,,38784.9993489583
,,499,,410.23999,2.105,0.82037,,,,,,,,46825.00390625
,,500,,591.485046,2.105,0.83094,,,,,,,,138417.40190972213
,,501,,422.290161,2.105,0.77458,,,,,,,,126128.38437499997
,,502,,351.194458,2.105,0.828022,,,,,,,,14865.355208333336
,,503,,350.174408,2.105,0.800436,,,,,,,,59357.1578125
,,504,,594.495789,2.105,0.837387,,,,,,,,53024.096093749984
,,505,,473.37735,2.105,0.814832,,,,,,,,48756.989843750016
,,506,,381.205322,2.105,0.800528,,,,,,,,31237.978255208323
,,507,,487.393097,2.105,0.828863,,,,,,,,30995.524088541657
,,508,,608.511292,2.105,0.837476,,,,,,,,24735.633463541646
,,510,,747.495605,2.105,0.829793,,,,,,,,11457.346158854176
,,511,,657.508484,2.105,0.829253,,,,,,,,11878.974479166669
,,512,,540.281921,2.105,0.793774,,,,,,,,11195.454264322914
,,513,,602.480774,2.105,0.828533,,,,,,,,30562.188129340284
,,514,,557.434875,2.105,0.837726,,,,,,,,6159.418831380207
,,515,,503.38797,2.105,0.826937,,,,,,,,217866.6385416666
,,517,,768.554688,2.11,0.820203,,,,,,,,87132.01015625003
,,518,,766.538147,2.11,0.831332,,,,,,,,392850.2145833332
,,519,,517.403748,2.11,0.794569,,,,,,,,184497.74999999994
,,520,,588.425964,2.11,0.82395,,,,,,,,14261.924381510411
,,521,,504.391266,2.11,0.817676,,,,,,,,65073.835937499985
,,523,,618.436401,2.11,0.781986,,,,,,,,11244.423990885422
,,524,,370.131927,2.11,0.831456,,,,,,,,29639.130859374993
,,525,,472.356842,2.11,0.829222,,,,,,,,23909.915625000012
,,526,,575.430969,2.11,0.827605,,,,,,,,7432.015039062497
,,527,,547.414246,2.11,0.838258,,,,,,,,249649.79791666684
,,528,,473.361084,2.114,0.834189,,,,,,,,7467.297981770829
,,529,,742.53833,2.115,0.787215,,,,,,,,263189.4468749998
,,530,,794.569519,2.115,0.839408,,,,,,,,94547.8848958333
,,531,,770.570007,2.115,0.835412,,,,,,,,108790.90416666676
,,533,,518.407043,2.115,0.803636,,,,,,,,117400.45182291669
,,534,,406.259125,2.115,0.808714,,,,,,,,9628.699283854163
,,535,,394.25882,2.115,0.788652,,,,,,,,38267.034505208365
,,536,,618.476257,2.115,0.824145,,,,,,,,51228.18203124997
,,537,,502.367279,2.115,0.814887,,,,,,,,50603.37499999995
,,538,,562.44989,2.115,0.831275,,,,,,,,47234.203515625006
,,539,,534.4021,2.115,0.831299,,,,,,,,24787.33919270834
,,540,,306.148224,2.115,0.799848,,,,,,,,52896.568229166674
,,541,,723.493713,2.115,0.837584,,,,,,,,17163.349674479174
,,542,,642.473328,2.115,0.826758,,,,,,,,14610.143261718737
,,543,,367.206635,2.115,0.826475,,,,,,,,8563.061116536463
,,544,,515.388,2.115,0.821836,,,,,,,,8305.375439453128
,,545,,767.541199,2.12,0.818119,,,,,,,,185925.08229166685
,,546,,489.355377,2.12,0.823567,,,,,,,,18574.22604166666
,,547,,720.554932,2.12,0.819919,,,,,,,,64904.11302083329
,,549,,533.398621,2.12,0.812684,,,,,,,,86817.67968750001
,,550,,605.463928,2.12,0.824946,,,,,,,,83090.1893229166
,,551,,488.351776,2.12,0.82546,,,,,,,,66311.26979166667
,,552,,615.460938,2.12,0.828289,,,,,,,,27771.89889322914
,,553,,852.647522,2.12,0.835665,,,,,,,,26345.30872395833
,,556,,391.226166,2.12,0.821541,,,,,,,,21043.596679687515
,,557,,367.230957,2.12,0.817258,,,,,,,,8907.361442057292
,,558,,600.425842,2.12,0.818569,,,,,,,,13566.055924479158
,,559,,590.445251,2.12,0.83038,,,,,,,,52649.43285590281
,,561,,561.414734,2.12,0.820354,,,,,,,,11165.267057291661
,,563,,519.382874,2.12,0.830186,,,,,,,,13879.468782552072
,,564,,743.541748,2.125,0.807512,,,,,,,,117563.94322916654
,,565,,771.571533,2.125,0.838075,,,,,,,,53280.22473958336
,,567,,844.643738,2.125,0.799966,,,,,,,,66395.63281250007
,,568,,489.372345,2.125,0.810595,,,,,,,,90230.3822916666
,,570,,448.305908,2.125,0.800739,,,,,,,,58457.25781250003
,,571,,827.635925,2.125,0.832552,,,,,,,,39789.336197916644
,,572,,444.325348,2.125,0.823955,,,,,,,,57627.01458333328
,,573,,842.627136,2.125,0.838584,,,,,,,,48216.399348958315
,,574,,436.269531,2.125,0.807094,,,,,,,,13927.125455729163
,,575,,331.19046,2.125,0.819167,,,,,,,,43347.89296875002
,,576,,326.108856,2.125,0.786296,,,,,,,,7869.812093098961
,,577,,423.293488,2.125,0.82394,,,,,,,,32613.40013020836
,,578,,407.254181,2.125,0.809417,,,,,,,,29713.490364583326
,,579,,701.511719,2.125,0.833244,,,,,,,,26008.53411458333
,,580,,560.394653,2.125,0.818677,,,,,,,,12199.406738281255
,,581,,495.379761,2.125,0.830104,,,,,,,,11194.653206380213
,,582,,543.420471,2.125,0.828567,,,,,,,,12775.709065755209
,,583,,659.487549,2.125,0.838509,,,,,,,,13689.065299479173
,,584,,574.450134,2.125,0.83259,,,,,,,,81987.1093098959
,,585,,441.20517,2.125,0.816141,,,,,,,,12529.045800781263
,,586,,744.554626,2.13,0.824216,,,,,,,,125765.2369791667
,,587,,445.345947,2.13,0.837657,,,,,,,,30583.31523437501
,,588,,798.601074,2.13,0.83914,,,,,,,,120373.52395833327
,,589,,819.630554,2.13,0.839661,,,,,,,,40710.16106770832
,,590,,721.557678,2.13,0.819689,,,,,,,,30171.272265625
,,591,,818.626648,2.13,0.840258,,,,,,,,73155.88151041661
,,592,,823.599792,2.13,0.795739,,,,,,,,66978.31744791672
,,593,,866.62738,2.13,0.838739,,,,,,,,64129.55989583339
,,594,,516.383057,2.13,0.826245,,,,,,,,29140.052994791673
,,595,,632.453308,2.13,0.826775,,,,,,,,6852.299918619797
,,596,,825.618713,2.13,0.833391,,,,,,,,74249.34114583327
,,597,,521.267639,2.13,0.816148,,,,,,,,26636.414062499996
,,598,,749.51123,2.13,0.833416,,,,,,,,25789.401562500007
,,599,,741.526367,2.13,0.82153,,,,,,,,31940.424609375
,,600,,619.456482,2.13,0.827545,,,,,,,,17547.047981770847
,,601,,355.048309,2.13,0.796123,,,,,,,,14491.827473958352
,,602,,716.522766,2.135,0.821261,,,,,,,,49652.785156249985
,,603,,445.32901,2.135,0.817135,,,,,,,,13006.571061197916
,,604,,796.585754,2.135,0.817708,,,,,,,,37442.07812499998
,,605,,717.52655,2.135,0.781192,,,,,,,,22492.419140624985
,,606,,773.588135,2.135,0.829339,,,,,,,,23130.577018229167
,,607,,746.569885,2.135,0.829908,,,,,,,,147725.71145833345
,,608,,822.60083,2.135,0.83947,,,,,,,,143943.2140624999
,,610,,801.619812,2.135,0.840618,,,,,,,,109275.61614583328
,,611,,849.61792,2.135,0.838717,,,,,,,,75487.74869791667
,,612,,620.492004,2.135,0.818304,,,,,,,,254254.48333333313
,,613,,846.601379,2.135,0.677593,,,,,,,,16335.634277343737
,,614,,719.541931,2.135,0.805001,,,,,,,,174736.24479166677
,,615,,802.632751,2.135,0.838786,,,,,,,,59291.587760416725
,,616,,828.648132,2.135,0.838945,,,,,,,,67561.65898437495
,,617,,434.29007,2.135,0.782973,,,,,,,,75091.15538194437
,,618,,459.361603,2.135,0.81653,,,,,,,,66251.29765624998
,,619,,850.631409,2.135,0.830654,,,,,,,,39628.46888020837
,,620,,459.344574,2.135,0.827626,,,,,,,,12961.266080729165
,,621,,458.341095,2.135,0.813579,,,,,,,,44028.81093750002
,,622,,474.336182,2.135,0.835936,,,,,,,,31323.861458333322
,,623,,529.403748,2.135,0.835163,,,,,,,,22361.887695312504
,,624,,466.316559,2.135,0.77126,,,,,,,,29126.70494791668
,,625,,380.243256,2.135,0.829641,,,,,,,,27961.190234374983
