id,mz,rt,rtmin,rtmax,p_293T_2,image,prediction,EVA_remove,is_duplicate,mean_inten,low_inten,high_blank,high_QC_var
1690,368.0838,8.94,8.9,9.03,1200,F1131.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
2345,368.1412,10.48,10.37,10.75,230000,F1132.png,TRUE,FALSE,FALSE,230000,FALSE,FALSE,FALSE
1586,368.1649,8.43,8.32,8.57,3900,F1133.png,TRUE,FALSE,FALSE,3900,FALSE,FALSE,FALSE
3347,368.8814,14.2,14.08,14.92,3500,F1134.png,FALSE,TRUE,FALSE,3500,FALSE,FALSE,FALSE
4126,368.972,14.49,14.15,14.83,8800,F1135.png,TRUE,FALSE,FALSE,8800,FALSE,FALSE,FALSE
2091,369.0595,9.85,9.77,9.98,2500,F1136.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
632,369.0773,1.87,1.79,2.39,8600,F1137.png,TRUE,FALSE,FALSE,8600,FALSE,FALSE,FALSE
1412,369.1105,7.17,6.93,7.55,6200,F1138.png,TRUE,FALSE,FALSE,6200,FALSE,FALSE,FALSE
2346,369.1423,10.48,10.38,10.67,43000,F1139.png,TRUE,FALSE,FALSE,43000,FALSE,FALSE,FALSE
1587,369.1672,8.43,8.37,8.49,1200,F1140.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
2924,369.2485,12.24,12.02,12.57,16000,F1141.png,TRUE,FALSE,FALSE,16000,FALSE,FALSE,FALSE
244,369.349,1.6,1.54,1.67,1700,F1142.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
619,370.0811,1.86,1.82,1.97,1500,F1143.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
1394,370.114,7.14,7.04,7.3,1200,F1144.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
1522,370.1528,7.99,7.62,8.26,6300,F1145.png,TRUE,FALSE,FALSE,6300,FALSE,FALSE,FALSE
1588,370.178,8.43,8.36,8.61,2200,F1146.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
2926,370.251,12.25,12.07,12.46,3600,F1147.png,TRUE,FALSE,FALSE,3600,FALSE,FALSE,FALSE
3191,370.8606,14.11,14.06,14.19,1700,F1148.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
3229,371.0547,14.15,14.12,14.23,1700,F1149.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
181,371.0992,1.57,1.5,1.97,9400,F1150.png,TRUE,FALSE,FALSE,9400,FALSE,FALSE,FALSE
1520,371.155,7.98,7.8,8.12,1200,F1151.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
3046,372.0334,12.88,12.76,12.99,1200,F1152.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
182,372.1002,1.57,1.5,1.86,3200,F1153.png,TRUE,FALSE,FALSE,3200,FALSE,FALSE,FALSE
1875,372.1158,9.44,9.15,9.52,2600,F1154.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
1615,372.195,8.57,8.39,8.61,1100,F1155.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
2508,373.0823,10.99,10.95,11.05,1700,F1156.png,FALSE,TRUE,FALSE,1700,FALSE,FALSE,FALSE
183,373.0961,1.57,1.5,1.66,2800,F1157.png,TRUE,FALSE,FALSE,2800,FALSE,FALSE,FALSE
1516,374.1368,7.91,7.84,7.99,1400,F1158.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
727,374.361,2.01,1.9,2.24,1800,F1159.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
5368,374.9132,15.37,15.09,16.11,8500,F1160.png,FALSE,TRUE,FALSE,8500,FALSE,FALSE,FALSE
3713,374.9604,14.38,14.07,14.93,54000,F1161.png,TRUE,FALSE,FALSE,54000,FALSE,FALSE,FALSE
299,375.1324,1.63,1.56,1.8,2700,F1162.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
2016,375.1966,9.75,9.65,9.82,2300,F1163.png,TRUE,FALSE,FALSE,2300,FALSE,FALSE,FALSE
688,375.2227,1.96,1.87,2.27,2700,F1164.png,FALSE,TRUE,FALSE,2700,FALSE,FALSE,FALSE
3607,375.9634,14.33,14.12,14.82,4100,F1165.png,TRUE,FALSE,FALSE,4100,FALSE,FALSE,FALSE
2131,376.0502,9.92,9.85,9.98,2700,F1166.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
1312,376.258,4,3.81,4.34,5200,F1167.png,FALSE,TRUE,FALSE,5200,FALSE,FALSE,FALSE
300,376.2591,1.63,1.52,3.81,980000,F1168.png,TRUE,FALSE,FALSE,980000,FALSE,FALSE,FALSE
4872,376.9384,14.71,14.5,14.88,1500,F1169.png,FALSE,TRUE,FALSE,1500,FALSE,FALSE,FALSE
3319,376.9392,14.19,14.1,14.47,2700,F1170.png,FALSE,TRUE,FALSE,2700,FALSE,FALSE,FALSE
1222,377.0439,3.13,3.01,3.73,8100,F1171.png,TRUE,FALSE,FALSE,8100,FALSE,FALSE,FALSE
1832,377.1018,9.26,9.17,9.42,5300,F1172.png,TRUE,FALSE,FALSE,5300,FALSE,FALSE,FALSE
1142,377.228,2.95,2.93,3.07,2300,F1173.png,TRUE,FALSE,FALSE,2300,FALSE,FALSE,FALSE
1325,377.2611,4.04,3.89,4.15,1100,F1174.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
301,377.2617,1.63,1.52,3.75,220000,F1175.png,TRUE,FALSE,FALSE,220000,FALSE,FALSE,FALSE
1223,378.047,3.13,3.06,3.48,1700,F1176.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
1833,378.1035,9.26,9.2,9.33,1500,F1177.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
1864,378.1318,9.41,9.32,9.49,3000,F1178.png,TRUE,FALSE,FALSE,3000,FALSE,FALSE,FALSE
1890,378.1582,9.49,9.17,9.67,6100,F1179.png,TRUE,FALSE,FALSE,6100,FALSE,FALSE,FALSE
302,378.2637,1.63,1.53,3.07,32000,F1180.png,TRUE,FALSE,FALSE,32000,FALSE,FALSE,FALSE
5218,378.8473,14.81,14.52,14.93,1600,F1181.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
283,379.2668,1.62,1.55,2.03,3500,F1182.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
1813,380.106,9.22,9.1,9.56,27000,F1183.png,TRUE,FALSE,FALSE,27000,FALSE,FALSE,FALSE
1258,380.2776,3.32,3.24,3.46,1100,F1184.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
1789,380.6086,9.19,9.1,9.51,12000,F1185.png,TRUE,FALSE,FALSE,12000,FALSE,FALSE,FALSE
5322,380.8266,14.9,14.76,15.03,1400,F1186.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
2199,381.0772,10.2,10.11,10.32,1800,F1187.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
1790,381.1095,9.19,9.1,9.48,3900,F1188.png,TRUE,FALSE,FALSE,3900,FALSE,FALSE,FALSE
2206,381.1428,10.21,10.15,10.31,1500,F1189.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
3383,382.0118,14.21,14.12,14.29,1300,F1190.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
1757,382.129,9.11,9.06,9.18,2000,F1191.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
4286,382.9469,14.55,14.11,14.93,38000,F1192.png,TRUE,FALSE,FALSE,38000,FALSE,FALSE,FALSE
3156,383.0096,13.99,13.91,14.04,1100,F1193.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
3560,383.0863,14.31,14.12,14.57,11000,F1194.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
1814,383.1139,9.22,9.06,9.75,43000,F1195.png,TRUE,FALSE,FALSE,43000,FALSE,FALSE,FALSE
2429,383.1139,10.75,10.67,10.82,1600,F1196.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
1092,383.2162,2.93,2.63,3.11,1200,F1197.png,FALSE,TRUE,FALSE,1200,FALSE,FALSE,FALSE
284,383.3294,1.62,1.55,1.71,1300,F1198.png,FALSE,TRUE,FALSE,1300,FALSE,FALSE,FALSE
4391,383.9499,14.58,14.24,14.83,3300,F1199.png,TRUE,FALSE,FALSE,3300,FALSE,FALSE,FALSE
3561,384.0886,14.31,14.18,14.41,1200,F1200.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
2496,384.1132,10.96,10.89,11.04,1200,F1201.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
1821,384.1141,9.23,9.07,9.52,9100,F1202.png,TRUE,FALSE,FALSE,9100,FALSE,FALSE,FALSE
1592,384.1423,8.44,8.32,8.61,7700,F1203.png,TRUE,FALSE,FALSE,7700,FALSE,FALSE,FALSE
1322,384.7706,4.03,3.91,4.26,2600,F1204.png,FALSE,TRUE,FALSE,2600,FALSE,FALSE,FALSE
464,384.771,1.69,1.53,2.06,170000,F1205.png,TRUE,FALSE,FALSE,170000,FALSE,FALSE,FALSE
3248,384.8547,14.16,14.08,14.36,1500,F1206.png,FALSE,TRUE,FALSE,1500,FALSE,FALSE,FALSE
5145,384.8553,14.78,14.36,14.94,2000,F1207.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
4249,384.9453,14.54,14.16,14.87,6200,F1208.png,TRUE,FALSE,FALSE,6200,FALSE,FALSE,FALSE
1593,385.146,8.44,8.36,8.54,1600,F1209.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
2032,385.1516,9.77,9.74,9.82,1500,F1210.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
1341,385.2723,4.07,3.97,4.2,1300,F1211.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
398,385.2725,1.67,1.48,2.06,81000,F1212.png,TRUE,FALSE,FALSE,81000,FALSE,FALSE,FALSE
1273,385.3404,3.37,3.01,3.7,6400,F1213.png,TRUE,FALSE,FALSE,6400,FALSE,FALSE,FALSE
303,385.3435,1.63,1.55,2.11,2500,F1214.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
399,385.7739,1.67,1.56,2.05,20000,F1215.png,TRUE,FALSE,FALSE,20000,FALSE,FALSE,FALSE
1744,386.1279,9.08,8.91,9.16,1800,F1216.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
1599,386.1574,8.45,8.33,8.63,4200,F1217.png,TRUE,FALSE,FALSE,4200,FALSE,FALSE,FALSE
363,386.2749,1.66,1.57,2.03,3700,F1218.png,FALSE,TRUE,FALSE,3700,FALSE,FALSE,FALSE
913,386.2759,2.1,2.03,2.67,2000,F1219.png,FALSE,TRUE,FALSE,2000,FALSE,FALSE,FALSE
1276,386.3435,3.38,3.2,3.58,1600,F1220.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
3180,386.8345,14.1,14.05,14.15,1200,F1221.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
5333,386.8351,14.91,14.79,15,1400,F1222.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1398,387.0826,7.15,7.05,7.29,1200,F1223.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
1734,387.136,9.07,8.92,9.14,2200,F1224.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
3417,388.02,14.23,14.11,14.35,5400,F1225.png,TRUE,FALSE,FALSE,5400,FALSE,FALSE,FALSE
1610,388.1732,8.53,8.36,8.64,2700,F1226.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
717,388.252,2,1.91,2.07,3800,F1227.png,TRUE,FALSE,FALSE,3800,FALSE,FALSE,FALSE
184,388.3759,1.57,1.53,1.66,1300,F1228.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
3163,389.0201,14.03,13.95,14.12,2000,F1229.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
2378,389.1194,10.59,10.4,10.76,11000,F1230.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
1460,389.1576,7.51,7.25,7.86,3200,F1231.png,TRUE,FALSE,FALSE,3200,FALSE,FALSE,FALSE
1928,389.1775,9.68,9.58,9.79,8900,F1232.png,TRUE,FALSE,FALSE,8900,FALSE,FALSE,FALSE
1492,389.2305,7.69,7.21,7.89,1400,F1233.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
958,389.2537,2.15,1.93,2.6,2300,F1234.png,FALSE,TRUE,FALSE,2300,FALSE,FALSE,FALSE
245,389.2545,1.6,1.52,1.7,2600,F1235.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
1093,389.2561,2.93,2.89,2.97,1200,F1236.png,FALSE,TRUE,FALSE,1200,FALSE,FALSE,FALSE
928,389.3478,2.12,2.07,2.4,1100,F1237.png,FALSE,TRUE,FALSE,1100,FALSE,FALSE,FALSE
1160,389.3495,2.96,2.92,3.07,2600,F1238.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
221,390.1107,1.58,1.53,1.72,2300,F1239.png,TRUE,FALSE,FALSE,2300,FALSE,FALSE,FALSE
1594,390.147,8.44,8.33,8.55,1700,F1240.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
1619,390.1885,8.59,8.39,8.64,2100,F1241.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
1143,390.2355,2.95,2.93,3.03,1100,F1242.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
246,390.2667,1.6,1.55,1.69,1800,F1243.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
718,390.3552,2,1.93,2.16,1300,F1244.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
5359,390.8812,15.26,15.08,16.11,3000,F1245.png,FALSE,TRUE,FALSE,3000,FALSE,FALSE,FALSE
4392,390.934,14.58,14.08,14.94,29000,F1246.png,TRUE,FALSE,FALSE,29000,FALSE,FALSE,FALSE
3026,390.966,12.71,12.63,12.81,1300,F1247.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
3760,390.9907,14.39,14.12,14.79,3400,F1248.png,TRUE,FALSE,FALSE,3400,FALSE,FALSE,FALSE
1986,391.0515,9.71,9.63,9.85,2900,F1249.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
1855,391.0986,9.36,9.06,9.52,4500,F1250.png,FALSE,TRUE,FALSE,4500,FALSE,FALSE,FALSE
1976,391.0988,9.7,9.64,9.78,3000,F1251.png,TRUE,FALSE,FALSE,3000,FALSE,FALSE,FALSE
2430,391.0998,10.75,10.66,10.81,1700,F1252.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
1637,391.1003,8.65,8.4,8.75,1500,F1253.png,FALSE,TRUE,FALSE,1500,FALSE,FALSE,FALSE
1496,391.1728,7.73,7.49,7.88,1200,F1254.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
2698,391.1801,11.57,11.51,11.64,1200,F1255.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
2215,391.1917,10.23,10.17,10.35,1500,F1256.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
118,391.2834,1.56,1.48,3.74,460000,F1257.png,TRUE,FALSE,FALSE,460000,FALSE,FALSE,FALSE
465,391.3368,1.69,1.63,1.77,2400,F1258.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
4444,391.9369,14.59,14.15,14.84,2100,F1259.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
1413,392.0799,7.17,7.08,7.27,1300,F1260.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
304,392.1079,1.63,1.55,1.8,3000,F1261.png,TRUE,FALSE,FALSE,3000,FALSE,FALSE,FALSE
1720,392.1404,9.03,8.9,9.09,3700,F1262.png,TRUE,FALSE,FALSE,3700,FALSE,FALSE,FALSE
1600,392.1612,8.45,8.38,8.55,1000,F1263.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
2033,392.1906,9.77,9.72,9.84,2000,F1264.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
364,392.2533,1.66,1.64,1.74,2600,F1265.png,FALSE,TRUE,FALSE,2600,FALSE,FALSE,FALSE
185,392.2863,1.57,1.47,3.71,120000,F1266.png,TRUE,FALSE,FALSE,120000,FALSE,FALSE,FALSE
1937,393.0484,9.69,9.64,9.85,3200,F1267.png,TRUE,FALSE,FALSE,3200,FALSE,FALSE,FALSE
1834,393.0795,9.28,9.17,9.43,9300,F1268.png,TRUE,FALSE,FALSE,9300,FALSE,FALSE,FALSE
1735,393.1134,9.07,9.04,9.13,1900,F1269.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
1313,393.2855,4,3.81,4.3,7500,F1270.png,FALSE,TRUE,FALSE,7500,FALSE,FALSE,FALSE
305,393.2858,1.63,1.5,3.81,1300000,F1271.png,TRUE,FALSE,FALSE,1300000,FALSE,FALSE,FALSE
4127,393.2952,14.49,14.46,14.54,6100,F1272.png,FALSE,TRUE,FALSE,6100,FALSE,FALSE,FALSE
3249,393.2954,14.16,13.99,14.27,8400,F1273.png,TRUE,FALSE,FALSE,8400,FALSE,FALSE,FALSE
1851,393.2958,9.35,9.33,9.41,3500,F1274.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
1839,394.0828,9.29,9.2,9.35,1400,F1275.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1845,394.1794,9.31,9.22,9.4,1800,F1276.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
1575,394.2201,8.4,8.31,8.48,1200,F1277.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
306,394.2883,1.63,1.49,3.75,290000,F1278.png,TRUE,FALSE,FALSE,290000,FALSE,FALSE,FALSE
1318,394.2885,4.01,3.85,4.25,1800,F1279.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
3230,394.2987,14.15,14.03,14.31,2100,F1280.png,FALSE,TRUE,FALSE,2100,FALSE,FALSE,FALSE
5235,394.2989,14.82,14.65,14.98,1300,F1281.png,FALSE,TRUE,FALSE,1300,FALSE,FALSE,FALSE
1938,395.0453,9.69,9.63,9.84,1300,F1282.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
2912,395.0848,12.12,12.03,12.25,3600,F1283.png,TRUE,FALSE,FALSE,3600,FALSE,FALSE,FALSE
2584,395.1069,11.13,11.02,11.22,2700,F1284.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
1712,395.1308,9.01,8.92,9.05,1300,F1285.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
2369,395.1589,10.55,10.36,10.82,8900,F1286.png,TRUE,FALSE,FALSE,8900,FALSE,FALSE,FALSE
322,395.2901,1.64,1.53,3.11,42000,F1287.png,TRUE,FALSE,FALSE,42000,FALSE,FALSE,FALSE
1822,396.0796,9.23,9.17,9.33,1400,F1288.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1991,396.1266,9.72,9.69,9.82,2400,F1289.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
323,396.2929,1.64,1.55,2.11,4700,F1290.png,TRUE,FALSE,FALSE,4700,FALSE,FALSE,FALSE
5348,396.8957,15.1,14.93,16.11,4400,F1291.png,FALSE,TRUE,FALSE,4400,FALSE,FALSE,FALSE
2154,397.1035,10,9.93,10.08,6300,F1292.png,TRUE,FALSE,FALSE,6300,FALSE,FALSE,FALSE
1423,397.109,7.24,7.21,7.38,1500,F1293.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
324,397.1987,1.64,1.57,2.01,2700,F1294.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
1604,397.3044,8.48,8.37,8.61,3500,F1295.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
2094,398.0301,9.86,9.83,10.08,2100,F1296.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
2216,398.167,10.23,10.2,10.32,2600,F1297.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
264,398.2386,1.61,1.47,2.63,17000,F1298.png,TRUE,FALSE,FALSE,17000,FALSE,FALSE,FALSE
4675,398.9208,14.66,14.07,14.93,15000,F1299.png,TRUE,FALSE,FALSE,15000,FALSE,FALSE,FALSE
1274,399.0253,3.37,3.02,3.74,1600,F1300.png,FALSE,TRUE,FALSE,1600,FALSE,FALSE,FALSE
3546,399.06,14.3,14.13,14.53,4900,F1301.png,TRUE,FALSE,FALSE,4900,FALSE,FALSE,FALSE
1791,399.079,9.19,9.07,9.59,11000,F1302.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
2323,399.1276,10.43,10.38,10.49,1100,F1303.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
2660,399.1437,11.32,11.06,11.77,100000,F1304.png,TRUE,FALSE,FALSE,100000,FALSE,FALSE,FALSE
247,399.2425,1.6,1.52,1.88,4200,F1305.png,TRUE,FALSE,FALSE,4200,FALSE,FALSE,FALSE
1771,399.5841,9.15,9.1,9.25,1800,F1306.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
4573,399.92380000000003,14.63,14.55,14.83,1300,F1307.png,FALSE,TRUE,FALSE,1300,FALSE,FALSE,FALSE
1767,400.0848,9.14,9.05,9.48,3800,F1308.png,TRUE,FALSE,FALSE,3800,FALSE,FALSE,FALSE
2661,400.1457,11.32,11.13,11.65,19000,F1309.png,TRUE,FALSE,FALSE,19000,FALSE,FALSE,FALSE
728,400.3421,2.01,1.89,2.3,3300,F1310.png,TRUE,FALSE,FALSE,3300,FALSE,FALSE,FALSE
5219,400.8295,14.81,14.62,14.93,1300,F1311.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
3231,400.9008,14.15,14.08,14.21,1600,F1312.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
4629,400.9186,14.65,14.35,14.82,2700,F1313.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
1751,401.0961,9.1,8.9,9.24,2500,F1314.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
2662,401.142,11.32,11.17,11.56,6800,F1315.png,TRUE,FALSE,FALSE,6800,FALSE,FALSE,FALSE
1868,401.2108,9.42,9.35,9.5,1000,F1316.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
1992,401.2116,9.72,9.66,9.79,1300,F1317.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
325,401.3396,1.64,1.54,2.7,39000,F1318.png,TRUE,FALSE,FALSE,39000,FALSE,FALSE,FALSE
1713,402.1043,9.01,8.89,9.16,4300,F1319.png,TRUE,FALSE,FALSE,4300,FALSE,FALSE,FALSE
2663,402.1431,11.32,11.25,11.41,1100,F1320.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
1638,402.1527,8.65,8.62,8.7,1300,F1321.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
2037,402.1562,9.78,9.71,9.83,2600,F1322.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
1405,402.2102,7.16,6.55,7.89,6400,F1323.png,TRUE,FALSE,FALSE,6400,FALSE,FALSE,FALSE
307,402.3431,1.63,1.55,2.67,12000,F1324.png,TRUE,FALSE,FALSE,12000,FALSE,FALSE,FALSE
5334,402.809,14.91,14.82,15.01,1100,F1325.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
1716,403.1092,9.02,8.89,9.13,2200,F1326.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
1399,403.2177,7.15,6.81,7.39,1800,F1327.png,FALSE,TRUE,FALSE,1800,FALSE,FALSE,FALSE
265,403.3492,1.61,1.56,2.01,2200,F1328.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
3384,403.9933,14.21,14.13,14.29,1200,F1329.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
2910,404.0233,12.1,11.98,12.24,4200,F1330.png,TRUE,FALSE,FALSE,4200,FALSE,FALSE,FALSE
3161,404.9927,14.01,13.96,14.06,1200,F1331.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
3090,405.0073,13.31,13.19,13.46,4400,F1332.png,TRUE,FALSE,FALSE,4400,FALSE,FALSE,FALSE
2617,405.008,11.2,11.05,11.32,3800,F1333.png,FALSE,TRUE,FALSE,3800,FALSE,FALSE,FALSE
2727,405.008,11.69,11.54,12.07,44000,F1334.png,TRUE,FALSE,FALSE,44000,FALSE,FALSE,FALSE
2575,405.0661,11.12,11.02,11.25,10000,F1335.png,TRUE,FALSE,FALSE,10000,FALSE,FALSE,FALSE
2399,405.1963,10.69,10.63,10.77,1700,F1336.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
2078,405.2072,9.83,9.73,9.94,4400,F1337.png,TRUE,FALSE,FALSE,4400,FALSE,FALSE,FALSE
2728,406.0103,11.69,11.59,11.85,4800,F1338.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
1601,406.1239,8.45,8.33,8.57,2900,F1339.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
1852,406.1297,9.35,9.07,9.46,3300,F1340.png,TRUE,FALSE,FALSE,3300,FALSE,FALSE,FALSE
4676,406.908,14.66,14.1,14.94,14000,F1341.png,TRUE,FALSE,FALSE,14000,FALSE,FALSE,FALSE
4250,406.9647,14.54,14.13,14.86,3000,F1342.png,TRUE,FALSE,FALSE,3000,FALSE,FALSE,FALSE
2729,407.0115,11.69,11.61,11.78,1300,F1343.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
3484,407.0471,14.25,14.15,14.44,2100,F1344.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
1439,407.1648,7.37,7.21,7.5,1300,F1345.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
1798,407.1865,9.2,9.11,9.46,1600,F1346.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
266,407.2967,1.61,1.55,1.75,2300,F1347.png,FALSE,TRUE,FALSE,2300,FALSE,FALSE,FALSE
4873,407.9106,14.71,14.52,14.82,1000,F1348.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
1605,408.1389,8.49,8.37,8.6,1600,F1349.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
186,408.3064,1.57,1.53,1.65,2200,F1350.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
783,408.3219,2.05,2,2.07,1100,F1351.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
1272,408.7946,3.36,3.24,3.44,1100,F1352.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
5009,408.901,14.74,14.54,14.88,3500,F1353.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
2524,409.0708,11.03,10.99,11.11,1500,F1354.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
1526,409.1843,8,7.9,8.16,2500,F1355.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
3214,409.2688,14.13,13.97,14.31,7600,F1356.png,FALSE,TRUE,FALSE,7600,FALSE,FALSE,FALSE
