id,mz,rt,rtmin,rtmax,p_293T_2,image,prediction,EVA_remove,is_duplicate,mean_inten,low_inten,high_blank,high_QC_var
2231,687.0979,10.28,10.2,10.38,4000,F3050.png,TRUE,FALSE,FALSE,4000,FALSE,FALSE,FALSE
800,687.3925,2.05,2.01,2.11,2600,F3051.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
1107,687.394,2.93,2.89,3.06,2900,F3052.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
3860,687.4984,14.41,14.31,14.52,1100,F3053.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
608,687.5402,1.84,1.8,1.93,1300,F3054.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
3573,687.9493,14.31,14.21,14.49,1800,F3055.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
600,688.5156,1.73,1.55,1.77,5700,F3056.png,TRUE,FALSE,FALSE,5700,FALSE,FALSE,FALSE
4916,688.8566,14.72,14.59,14.82,3100,F3057.png,TRUE,FALSE,FALSE,3100,FALSE,FALSE,FALSE
3551,688.9563,14.3,14.18,14.46,1200,F3058.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
3121,689.1025,13.81,13.76,13.99,1100,F3059.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
2676,689.2057,11.36,11.24,11.5,1400,F3060.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
614,689.5557,1.85,1.72,2.22,12000,F3061.png,TRUE,FALSE,FALSE,12000,FALSE,FALSE,FALSE
5022,689.8548,14.74,14.65,14.82,1800,F3062.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
4588,689.9234,14.63,14.15,14.79,7700,F3063.png,TRUE,FALSE,FALSE,7700,FALSE,FALSE,FALSE
3437,690.4242,14.23,14.16,14.41,1500,F3064.png,FALSE,TRUE,FALSE,1500,FALSE,FALSE,FALSE
4482,690.4244,14.6,14.43,14.74,1900,F3065.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
573,690.5361,1.76,1.58,1.82,27000,F3066.png,TRUE,FALSE,FALSE,27000,FALSE,FALSE,FALSE
4589,690.8822,14.63,14.13,14.83,4300,F3067.png,FALSE,TRUE,FALSE,4300,FALSE,FALSE,FALSE
3654,690.9894,14.35,14.18,14.65,12000,F3068.png,TRUE,FALSE,FALSE,12000,FALSE,FALSE,FALSE
592,691.4608,1.82,1.71,2.04,3100,F3069.png,TRUE,FALSE,FALSE,3100,FALSE,FALSE,FALSE
3655,691.4913,14.35,14.2,14.55,3300,F3070.png,TRUE,FALSE,FALSE,3300,FALSE,FALSE,FALSE
609,691.5465,1.84,1.61,2.03,7900,F3071.png,TRUE,FALSE,FALSE,7900,FALSE,FALSE,FALSE
973,691.5548,2.26,2.23,2.42,1000,F3072.png,FALSE,TRUE,FALSE,1000,FALSE,FALSE,FALSE
657,692.4688,1.9,1.8,2.02,1700,F3073.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
557,692.5237,1.73,1.58,2.66,68000,F3074.png,TRUE,FALSE,FALSE,68000,FALSE,FALSE,FALSE
5111,692.8525,14.77,14.4,14.9,9000,F3075.png,TRUE,FALSE,FALSE,9000,FALSE,FALSE,FALSE
3263,692.8548,14.16,14.11,14.33,2800,F3076.png,FALSE,TRUE,FALSE,2800,FALSE,FALSE,FALSE
4804,692.9043,14.68,14.4,14.78,2200,F3077.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
3037,692.928,12.78,12.66,12.99,2800,F3078.png,TRUE,FALSE,FALSE,2800,FALSE,FALSE,FALSE
499,693.5261,1.7,1.61,2.51,25000,F3079.png,TRUE,FALSE,FALSE,25000,FALSE,FALSE,FALSE
4965,693.8531,14.73,14.6,14.83,2400,F3080.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
4544,693.9166,14.62,14.15,14.81,8500,F3081.png,TRUE,FALSE,FALSE,8500,FALSE,FALSE,FALSE
4483,694.4179,14.6,14.41,14.76,2100,F3082.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
3438,694.4188,14.23,14.16,14.29,1200,F3083.png,FALSE,TRUE,FALSE,1200,FALSE,FALSE,FALSE
546,694.5271,1.72,1.63,2.07,5300,F3084.png,TRUE,FALSE,FALSE,5300,FALSE,FALSE,FALSE
3991,694.9843,14.45,14.12,14.87,200000,F3085.png,TRUE,FALSE,FALSE,200000,FALSE,FALSE,FALSE
4082,695.4865,14.47,14.42,14.5,1200,F3086.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
3992,695.9862,14.45,14.15,14.83,37000,F3087.png,TRUE,FALSE,FALSE,37000,FALSE,FALSE,FALSE
2333,696.2016,10.45,10.4,10.6,4300,F3088.png,TRUE,FALSE,FALSE,4300,FALSE,FALSE,FALSE
5205,696.8436,14.79,14.65,14.82,3300,F3089.png,TRUE,FALSE,FALSE,3300,FALSE,FALSE,FALSE
3593,696.8914,14.32,14.12,14.78,4800,F3090.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
3117,696.9799,13.76,13.67,14.01,3700,F3091.png,FALSE,TRUE,FALSE,3700,FALSE,FALSE,FALSE
4083,696.9837,14.47,14.15,14.81,24000,F3092.png,TRUE,FALSE,FALSE,24000,FALSE,FALSE,FALSE
5068,697.8411,14.76,14.66,14.83,1300,F3093.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
3030,697.8999,12.71,12.63,12.77,1000,F3094.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
4484,697.9094,14.6,14.15,14.81,6500,F3095.png,TRUE,FALSE,FALSE,6500,FALSE,FALSE,FALSE
3892,697.986,14.42,14.18,14.72,3900,F3096.png,TRUE,FALSE,FALSE,3900,FALSE,FALSE,FALSE
3394,698.41010000000006,14.21,14.18,14.3,1100,F3097.png,FALSE,TRUE,FALSE,1100,FALSE,FALSE,FALSE
4636,698.4119,14.65,14.44,14.76,1800,F3098.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
5023,698.8699,14.74,14.39,14.82,2200,F3099.png,FALSE,TRUE,FALSE,2200,FALSE,FALSE,FALSE
3395,698.8715,14.21,14.11,14.36,4200,F3100.png,TRUE,FALSE,FALSE,4200,FALSE,FALSE,FALSE
2997,698.8843,12.55,12.43,12.69,2800,F3101.png,TRUE,FALSE,FALSE,2800,FALSE,FALSE,FALSE
3521,698.9049,14.27,14.25,14.34,1600,F3102.png,FALSE,TRUE,FALSE,1600,FALSE,FALSE,FALSE
4687,698.9103,14.66,14.39,14.73,3200,F3103.png,TRUE,FALSE,FALSE,3200,FALSE,FALSE,FALSE
3814,698.977,14.4,14.16,14.73,21000,F3104.png,TRUE,FALSE,FALSE,21000,FALSE,FALSE,FALSE
273,699.4033,1.61,1.5,1.81,44000,F3105.png,TRUE,FALSE,FALSE,44000,FALSE,FALSE,FALSE
3688,699.478,14.36,14.2,14.63,6200,F3106.png,TRUE,FALSE,FALSE,6200,FALSE,FALSE,FALSE
3522,699.9309,14.27,14.2,14.32,1300,F3107.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
3076,699.9589,13.11,12.96,13.35,8200,F3108.png,TRUE,FALSE,FALSE,8200,FALSE,FALSE,FALSE
274,700.4064,1.61,1.5,1.81,17000,F3109.png,TRUE,FALSE,FALSE,17000,FALSE,FALSE,FALSE
583,700.4865,1.79,1.76,1.88,1300,F3110.png,FALSE,TRUE,FALSE,1300,FALSE,FALSE,FALSE
565,700.5215,1.74,1.65,1.86,1900,F3111.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
5253,700.7737,14.83,14.79,14.94,1100,F3112.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
5024,700.8388,14.74,14.52,14.88,4300,F3113.png,TRUE,FALSE,FALSE,4300,FALSE,FALSE,FALSE
3305,700.8442,14.18,14.11,14.25,2600,F3114.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
3354,700.8928,14.2,14.12,14.25,1500,F3115.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
4881,700.8931,14.71,14.55,14.83,1100,F3116.png,FALSE,TRUE,FALSE,1100,FALSE,FALSE,FALSE
3077,700.9611,13.11,13.03,13.18,1200,F3117.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
679,701.409,1.93,1.8,2.51,1800,F3118.png,FALSE,TRUE,FALSE,1800,FALSE,FALSE,FALSE
275,701.4095,1.61,1.53,1.8,4400,F3119.png,TRUE,FALSE,FALSE,4400,FALSE,FALSE,FALSE
601,701.5564,1.83,1.68,2.63,67000,F3120.png,TRUE,FALSE,FALSE,67000,FALSE,FALSE,FALSE
1036,701.5567,2.9,2.63,3.52,5200,F3121.png,TRUE,FALSE,FALSE,5200,FALSE,FALSE,FALSE
5112,701.8377,14.77,14.65,14.83,1500,F3122.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
4637,701.9032,14.65,14.39,14.81,6100,F3123.png,TRUE,FALSE,FALSE,6100,FALSE,FALSE,FALSE
3396,701.9035,14.21,14.15,14.39,3800,F3124.png,TRUE,FALSE,FALSE,3800,FALSE,FALSE,FALSE
152,702.2108,1.56,1.48,2.07,8900,F3125.png,TRUE,FALSE,FALSE,8900,FALSE,FALSE,FALSE
4688,702.4051,14.66,14.49,14.76,1800,F3126.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
566,702.4093,1.74,1.72,1.8,1200,F3127.png,FALSE,TRUE,FALSE,1200,FALSE,FALSE,FALSE
530,702.5074,1.71,1.64,1.81,8100,F3128.png,TRUE,FALSE,FALSE,8100,FALSE,FALSE,FALSE
1006,702.5572,2.88,2.27,3.15,3100,F3129.png,TRUE,FALSE,FALSE,3100,FALSE,FALSE,FALSE
602,702.5585,1.83,1.73,2.27,35000,F3130.png,TRUE,FALSE,FALSE,35000,FALSE,FALSE,FALSE
5301,702.7483,14.87,14.82,14.96,1100,F3131.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
5069,702.8315,14.76,14.72,14.84,2700,F3132.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
4590,702.9043,14.63,14.52,14.77,2900,F3133.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
3656,702.971,14.35,14.11,14.87,110000,F3134.png,TRUE,FALSE,FALSE,110000,FALSE,FALSE,FALSE
153,703.2109,1.56,1.49,1.86,5900,F3135.png,TRUE,FALSE,FALSE,5900,FALSE,FALSE,FALSE
3637,703.4724,14.34,14.19,14.61,2600,F3136.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
593,703.5718,1.82,1.69,2.63,110000,F3137.png,TRUE,FALSE,FALSE,110000,FALSE,FALSE,FALSE
1037,703.5718,2.9,2.63,3.72,8500,F3138.png,FALSE,TRUE,FALSE,8500,FALSE,FALSE,FALSE
4037,703.9231,14.46,14.4,14.49,1600,F3139.png,FALSE,TRUE,FALSE,1600,FALSE,FALSE,FALSE
3729,703.9734,14.38,14.13,14.81,19000,F3140.png,TRUE,FALSE,FALSE,19000,FALSE,FALSE,FALSE
154,704.2092,1.56,1.49,1.74,4700,F3141.png,TRUE,FALSE,FALSE,4700,FALSE,FALSE,FALSE
1351,704.52,4.11,3.82,4.32,2100,F3142.png,FALSE,TRUE,FALSE,2100,FALSE,FALSE,FALSE
531,704.5222,1.71,1.56,2.64,380000,F3143.png,TRUE,FALSE,FALSE,380000,FALSE,FALSE,FALSE
5288,704.7405,14.86,14.81,14.94,1100,F3144.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
5206,704.8314,14.79,14.67,14.82,1800,F3145.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
5375,704.8594,15.46,15.21,16.14,2000,F3146.png,FALSE,TRUE,FALSE,2000,FALSE,FALSE,FALSE
3051,704.8601,12.92,12.55,13.74,5100,F3147.png,FALSE,TRUE,FALSE,5100,FALSE,FALSE,FALSE
3657,704.9688,14.35,14.16,14.69,7100,F3148.png,TRUE,FALSE,FALSE,7100,FALSE,FALSE,FALSE
155,705.2083,1.56,1.5,1.64,2200,F3149.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
532,705.524,1.71,1.57,2.63,160000,F3150.png,TRUE,FALSE,FALSE,160000,FALSE,FALSE,FALSE
3096,705.6409,13.39,12.47,14.05,1600,F3151.png,FALSE,TRUE,FALSE,1600,FALSE,FALSE,FALSE
5166,705.8297,14.78,14.71,14.81,1000,F3152.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
4689,705.8975,14.66,14.36,14.82,5400,F3153.png,TRUE,FALSE,FALSE,5400,FALSE,FALSE,FALSE
3355,705.898,14.2,14.13,14.36,3100,F3154.png,FALSE,TRUE,FALSE,3100,FALSE,FALSE,FALSE
2773,705.9369,11.82,11.74,11.93,1300,F3155.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
2629,706.0672,11.23,11.14,11.34,4800,F3156.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
1354,706.5345,4.12,3.89,4.28,1300,F3157.png,FALSE,TRUE,FALSE,1300,FALSE,FALSE,FALSE
533,706.5354,1.71,1.56,2.64,240000,F3158.png,TRUE,FALSE,FALSE,240000,FALSE,FALSE,FALSE
4966,706.8559,14.73,14.47,14.79,2100,F3159.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
4750,706.8975,14.67,14.52,14.78,2900,F3160.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
3893,706.9635,14.42,14.16,14.74,19000,F3161.png,TRUE,FALSE,FALSE,19000,FALSE,FALSE,FALSE
1998,707.0716,9.72,9.63,9.86,2300,F3162.png,TRUE,FALSE,FALSE,2300,FALSE,FALSE,FALSE
3894,707.4652,14.42,14.2,14.69,5800,F3163.png,TRUE,FALSE,FALSE,5800,FALSE,FALSE,FALSE
534,707.5386,1.71,1.57,2.62,95000,F3164.png,TRUE,FALSE,FALSE,95000,FALSE,FALSE,FALSE
3496,707.919,14.25,14.16,14.46,1800,F3165.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
3861,707.9634,14.41,14.21,14.69,4800,F3166.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
2225,708.0766,10.26,10.22,10.31,1300,F3167.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
53,708.5098,1.54,1.47,1.61,14000,F3168.png,TRUE,FALSE,FALSE,14000,FALSE,FALSE,FALSE
558,708.5414,1.73,1.63,2.22,23000,F3169.png,TRUE,FALSE,FALSE,23000,FALSE,FALSE,FALSE
5113,708.8266,14.77,14.59,14.88,4300,F3170.png,TRUE,FALSE,FALSE,4300,FALSE,FALSE,FALSE
3244,708.829,14.15,14.12,14.21,1300,F3171.png,FALSE,TRUE,FALSE,1300,FALSE,FALSE,FALSE
5070,708.8801,14.76,14.54,14.84,1700,F3172.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
3306,708.8838,14.18,14.12,14.24,1200,F3173.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
1964,709.0694,9.69,9.62,9.92,12000,F3174.png,TRUE,FALSE,FALSE,12000,FALSE,FALSE,FALSE
54,709.5125,1.54,1.48,1.63,7000,F3175.png,TRUE,FALSE,FALSE,7000,FALSE,FALSE,FALSE
559,709.5449,1.73,1.63,2.03,4000,F3176.png,TRUE,FALSE,FALSE,4000,FALSE,FALSE,FALSE
5167,709.8262,14.78,14.68,14.83,1400,F3177.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
3356,709.8901,14.2,14.15,14.32,2600,F3178.png,FALSE,TRUE,FALSE,2600,FALSE,FALSE,FALSE
4690,709.8906,14.66,14.42,14.81,5400,F3179.png,TRUE,FALSE,FALSE,5400,FALSE,FALSE,FALSE
2002,710.069,9.73,9.65,9.83,1900,F3180.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
2444,710.2212,10.77,10.7,10.86,1400,F3181.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
55,710.5143,1.54,1.49,1.6,1900,F3182.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
4191,710.9577,14.51,14.13,14.86,100000,F3183.png,TRUE,FALSE,FALSE,100000,FALSE,FALSE,FALSE
1965,711.0665,9.69,9.62,9.94,26000,F3184.png,TRUE,FALSE,FALSE,26000,FALSE,FALSE,FALSE
3594,711.0961,14.32,14.15,14.51,5300,F3185.png,TRUE,FALSE,FALSE,5300,FALSE,FALSE,FALSE
3595,711.4581,14.32,14.18,14.67,3600,F3186.png,TRUE,FALSE,FALSE,3600,FALSE,FALSE,FALSE
156,711.4997,1.56,1.49,1.58,1200,F3187.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
4297,711.96,14.55,14.16,14.82,19000,F3188.png,TRUE,FALSE,FALSE,19000,FALSE,FALSE,FALSE
2003,712.0654,9.73,9.64,9.88,5600,F3189.png,TRUE,FALSE,FALSE,5600,FALSE,FALSE,FALSE
3574,712.0995,14.31,14.21,14.41,1100,F3190.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
569,712.4916,1.75,1.69,1.77,1100,F3191.png,FALSE,TRUE,FALSE,1100,FALSE,FALSE,FALSE
5168,712.8177,14.78,14.68,14.82,1800,F3192.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
4638,712.8658,14.65,14.13,14.83,2500,F3193.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
3152,712.9488,13.96,13.73,13.98,1000,F3194.png,FALSE,TRUE,FALSE,1000,FALSE,FALSE,FALSE
4192,712.9568,14.51,14.15,14.83,18000,F3195.png,TRUE,FALSE,FALSE,18000,FALSE,FALSE,FALSE
1966,713.0637,9.69,9.61,9.94,32000,F3196.png,TRUE,FALSE,FALSE,32000,FALSE,FALSE,FALSE
157,713.4192,1.56,1.47,3.09,36000,F3197.png,TRUE,FALSE,FALSE,36000,FALSE,FALSE,FALSE
4805,713.8833,14.68,14.45,14.82,4800,F3198.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
3357,713.8842,14.2,14.15,14.31,2500,F3199.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
4216,713.959,14.52,14.2,14.76,2900,F3200.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
1967,714.0618,9.69,9.64,9.88,6300,F3201.png,TRUE,FALSE,FALSE,6300,FALSE,FALSE,FALSE
4917,714.386,14.72,14.6,14.78,1100,F3202.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
158,714.4227,1.56,1.48,1.8,15000,F3203.png,TRUE,FALSE,FALSE,15000,FALSE,FALSE,FALSE
3038,714.9072,12.78,12.67,12.92,1700,F3204.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
4258,714.9507,14.54,14.16,14.77,16000,F3205.png,TRUE,FALSE,FALSE,16000,FALSE,FALSE,FALSE
1968,715.0605,9.69,9.62,9.93,25000,F3206.png,TRUE,FALSE,FALSE,25000,FALSE,FALSE,FALSE
159,715.4248,1.56,1.5,1.74,4100,F3207.png,TRUE,FALSE,FALSE,4100,FALSE,FALSE,FALSE
4193,715.4518,14.51,14.19,14.72,4800,F3208.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
4338,715.9033,14.57,14.43,14.72,1400,F3209.png,FALSE,TRUE,FALSE,1400,FALSE,FALSE,FALSE
3523,715.9052,14.27,14.18,14.43,1700,F3210.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
4137,715.9514,14.49,14.19,14.73,4700,F3211.png,TRUE,FALSE,FALSE,4700,FALSE,FALSE,FALSE
1969,716.059,9.69,9.63,9.85,3500,F3212.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
2525,716.2099,11.03,10.99,11.11,2000,F3213.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
3895,716.4524,14.42,14.4,14.6,1200,F3214.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
500,716.5538,1.7,1.55,2.6,63000,F3215.png,TRUE,FALSE,FALSE,63000,FALSE,FALSE,FALSE
5302,716.7506,14.87,14.82,14.98,1200,F3216.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
5169,716.8162,14.78,14.63,14.9,2900,F3217.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
3245,716.8203,14.15,14.1,14.19,1600,F3218.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
1970,717.0574,9.69,9.62,9.92,13000,F3219.png,TRUE,FALSE,FALSE,13000,FALSE,FALSE,FALSE
501,717.557,1.7,1.57,2.64,28000,F3220.png,TRUE,FALSE,FALSE,28000,FALSE,FALSE,FALSE
5170,717.8104,14.78,14.73,14.84,1000,F3221.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
3331,717.8767,14.19,14.15,14.25,1900,F3222.png,FALSE,TRUE,FALSE,1900,FALSE,FALSE,FALSE
4835,717.8786,14.69,14.5,14.82,3900,F3223.png,TRUE,FALSE,FALSE,3900,FALSE,FALSE,FALSE
89,717.9554,1.55,1.47,1.8,6400,F3224.png,TRUE,FALSE,FALSE,6400,FALSE,FALSE,FALSE
90,718.4577,1.55,1.47,1.67,6100,F3225.png,TRUE,FALSE,FALSE,6100,FALSE,FALSE,FALSE
502,718.5601,1.7,1.55,2.63,410000,F3226.png,TRUE,FALSE,FALSE,410000,FALSE,FALSE,FALSE
1334,718.5611,4.05,3.96,4.25,1900,F3227.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
5228,718.8043,14.81,14.76,14.9,1900,F3228.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
4836,718.8781,14.69,14.57,14.81,2400,F3229.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
3993,718.9448,14.45,14.11,14.87,72000,F3230.png,TRUE,FALSE,FALSE,72000,FALSE,FALSE,FALSE
3115,718.9616,13.75,13.68,13.9,1600,F3231.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
3154,718.9631,13.98,13.93,14.03,1400,F3232.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1971,719.0539,9.69,9.62,9.9,4900,F3233.png,TRUE,FALSE,FALSE,4900,FALSE,FALSE,FALSE
3768,719.4458,14.39,14.19,14.72,3300,F3234.png,TRUE,FALSE,FALSE,3300,FALSE,FALSE,FALSE
91,719.4661,1.55,1.5,1.58,1200,F3235.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
503,719.5644,1.7,1.56,2.63,180000,F3236.png,TRUE,FALSE,FALSE,180000,FALSE,FALSE,FALSE
4138,719.947,14.49,14.13,14.83,14000,F3237.png,TRUE,FALSE,FALSE,14000,FALSE,FALSE,FALSE
3658,720.0096,14.35,14.2,14.58,5000,F3238.png,TRUE,FALSE,FALSE,5000,FALSE,FALSE,FALSE
3659,720.512,14.35,14.26,14.5,1400,F3239.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
504,720.555,1.7,1.57,2.7,130000,F3240.png,TRUE,FALSE,FALSE,130000,FALSE,FALSE,FALSE
3264,720.855,14.16,14.13,14.26,1300,F3241.png,FALSE,TRUE,FALSE,1300,FALSE,FALSE,FALSE
4167,720.9417,14.5,14.15,14.84,9500,F3242.png,TRUE,FALSE,FALSE,9500,FALSE,FALSE,FALSE
3769,720.9969,14.39,14.21,14.44,2500,F3243.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
1972,721.0511,9.69,9.64,9.82,1400,F3244.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
947,721.5052,2.13,2.06,2.9,3000,F3245.png,TRUE,FALSE,FALSE,3000,FALSE,FALSE,FALSE
56,721.5054,1.54,1.45,1.68,35000,F3246.png,TRUE,FALSE,FALSE,35000,FALSE,FALSE,FALSE
505,721.555,1.7,1.6,2.67,46000,F3247.png,TRUE,FALSE,FALSE,46000,FALSE,FALSE,FALSE
4882,721.8719,14.71,14.55,14.82,3600,F3248.png,TRUE,FALSE,FALSE,3600,FALSE,FALSE,FALSE
3307,721.8735,14.18,14.13,14.26,1800,F3249.png,FALSE,TRUE,FALSE,1800,FALSE,FALSE,FALSE
3078,721.9376,13.11,12.99,13.28,3300,F3250.png,TRUE,FALSE,FALSE,3300,FALSE,FALSE,FALSE
57,722.5086,1.54,1.46,1.7,17000,F3251.png,TRUE,FALSE,FALSE,17000,FALSE,FALSE,FALSE
667,722.5528,1.91,1.89,1.98,4500,F3252.png,TRUE,FALSE,FALSE,4500,FALSE,FALSE,FALSE
5303,722.7565,14.87,14.82,14.93,1000,F3253.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
4837,722.8707,14.69,14.61,14.79,2400,F3254.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
4298,722.9372,14.55,14.15,14.78,12000,F3255.png,TRUE,FALSE,FALSE,12000,FALSE,FALSE,FALSE
4239,723.439,14.53,14.18,14.74,3500,F3256.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
58,723.5104,1.54,1.48,1.58,4700,F3257.png,FALSE,TRUE,FALSE,4700,FALSE,FALSE,FALSE
579,723.5194,1.77,1.61,2.08,6000,F3258.png,FALSE,TRUE,FALSE,6000,FALSE,FALSE,FALSE
466,723.562,1.69,1.64,1.71,1700,F3259.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
4545,723.8905,14.62,14.51,14.77,1500,F3260.png,FALSE,TRUE,FALSE,1500,FALSE,FALSE,FALSE
3439,723.8918,14.23,14.15,14.27,1200,F3261.png,FALSE,TRUE,FALSE,1200,FALSE,FALSE,FALSE
4259,723.9381,14.54,14.18,14.73,4500,F3262.png,TRUE,FALSE,FALSE,4500,FALSE,FALSE,FALSE
900,724.5108,2.08,2.01,2.63,57000,F3263.png,TRUE,FALSE,FALSE,57000,FALSE,FALSE,FALSE
1079,724.5113,2.92,2.63,3.7,9300,F3264.png,FALSE,TRUE,FALSE,9300,FALSE,FALSE,FALSE
535,724.5243,1.71,1.61,1.96,21000,F3265.png,TRUE,FALSE,FALSE,21000,FALSE,FALSE,FALSE
5171,724.8026,14.78,14.65,14.88,2000,F3266.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
5071,724.8555,14.76,14.68,14.83,1300,F3267.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
610,724.9625,1.84,1.79,2.05,1700,F3268.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
92,724.9636,1.55,1.47,1.79,14000,F3269.png,TRUE,FALSE,FALSE,14000,FALSE,FALSE,FALSE
93,725.4657,1.55,1.47,2.04,12000,F3270.png,TRUE,FALSE,FALSE,12000,FALSE,FALSE,FALSE
1080,725.5149,2.92,2.58,3.14,4100,F3271.png,FALSE,TRUE,FALSE,4100,FALSE,FALSE,FALSE
901,725.5151,2.08,1.99,2.58,26000,F3272.png,TRUE,FALSE,FALSE,26000,FALSE,FALSE,FALSE
4967,725.8647,14.73,14.57,14.83,3200,F3273.png,TRUE,FALSE,FALSE,3200,FALSE,FALSE,FALSE
3308,725.8653,14.18,14.15,14.24,1300,F3274.png,FALSE,TRUE,FALSE,1300,FALSE,FALSE,FALSE
94,725.9666,1.55,1.48,1.72,5400,F3275.png,TRUE,FALSE,FALSE,5400,FALSE,FALSE,FALSE
