ilp_nodes1,ilp_nodes2,edge_id,node1,node2,mass_dif,category,linktype,direction,rdbe,formula1,formula2,ilp_edge_id,score_category,score_chromatogram_artifact,score_inten_isotope,score_MS2_library_fragment,score_MS2_similarity,score_MS2_abiotic_mz_appearance,cplex_score,ilp_solution
31498,31351,6109,1841,1833,-1.5516139681161911,Natural_abundance,[13]C1C-1,1,0,C10H20N4O6,[13]C1C9H20N4O6,8282,1,0,-0.002163718339923614,,,,0.9978363,1
35414,35936,6110,2039,2081,-1.202408788185237,Natural_abundance,[13]C1C-1,1,0,C22H14O1,[13]C1C21H14O1,8286,1,-0.25315889848047035,-0.12495383825918974,,,,0.6218873,1
21393,21406,6112,975,976,-1.8613087875806291,Natural_abundance,[13]C1C-1,1,0,C11H15N5O3S1,[13]C1C10H15N5O3S1,8298,1,0,-0.02587044932505373,,,,0.9741296,1
17944,17961,6113,736,737,-0.18332325119653953,Natural_abundance,[13]C1C-1,1,0,C11H23K1N4O3,[13]C1C10H23K1N4O3,8304,1,0,-0.02703142540430672,,,,0.9729686,1
44909,45131,6115,2803,2843,-0.5141872655942383,Natural_abundance,[13]C1C-1,1,0,C13H20N2O6,[13]C1C12H20N2O6,8328,1,0,-0.13622795994783105,,,,0.863772,1
22617,22628,6116,1071,1072,-2.8288048539818273,Natural_abundance,[13]C1C-1,1,0,C15H27N1O5,[13]C1C14H27N1O5,8332,1,0,-0.03225490946428894,,,,0.9677451,1
22618,22628,6116,1071,1072,-2.8288048539818273,Natural_abundance,[13]C1C-1,1,0,C15H27N1O5,[13]C1C14H27N1O5,8333,1,0,-0.03225490946428894,,,,0.9677451,1
43312,43339,6118,2582,2583,-3.7852099078444694,Natural_abundance,[13]C1C-1,1,0,C13H21O4P1S1,[13]C1C12H21O4P1S1,8339,1,0,-0.03761112668830627,,,,0.9623889,1
33743,33779,6121,1968,1969,-2.7746786845142917,Natural_abundance,[13]C1C-1,1,0,C10H17N3O6S1,[13]C1C9H17N3O6S1,8361,1,0,-0.12741508088419895,,,,0.8725849,1
33993,33815,6122,1980,1970,-5.014271609052807,Natural_abundance,[13]C1C-1,1,0,[34]S1C10H17N3O6,[13]C1[34]S1C9H17N3O6,8376,1,0,-0.003821459365703057,,,,0.9961785,1
17974,17976,6126,738,739,-0.8056510049179786,Natural_abundance,[13]C1C-1,1,0,C19H41N1O2,[13]C1C18H41N1O2,8405,1,0,-0.4771184956947182,,,,0.5228815,1
