mz,rt,rtmin,rtmax,p_glc
82.0652,584.4,577.8000000000001,606.5999999999999,410000
210.0723,584.4,581.4,603.6,480000
225.0537,584.4,579.6,598.2,460000
245.0444,584.4,581.4,605.4,760000
296.058,584.4,581.4,598.2,520000
420.015,584.4,571.1999999999999,588,840000
435.0525,584.4,579.6,593.4000000000001,1600000
80.0495,586.1999999999999,579.6,606.5999999999999,1300000
84.0455,586.1999999999999,581.4,600,630000
85.0415,586.1999999999999,581.4,596.4,400000
101.0709,586.1999999999999,579.6,601.8,15000000
130.0518,586.1999999999999,579.6,603.6,3100000
147.0825,586.1999999999999,579.6,603.6,1900000
149.083,586.1999999999999,579.6,605.4,1400000
172.0797,586.1999999999999,583.2,603.6,540000
274.0921,586.1999999999999,579.6,596.4,780000
294.0604,586.1999999999999,579.6,600,3500000
310.0379,586.1999999999999,579.6,600,1800000
456.107,586.1999999999999,581.4,598.2,2400000
84.0429,588,583.2,598.2,380000
84.0444,588,577.8000000000001,612,100000000
112.0393,588,579.6,598.2,410000
130.0438,588,581.4,598.2,760000
130.0498,588,577.8000000000001,612,500000000
130.0543,588,583.2,603.6,670000
130.0566,588,584.4,596.4,470000
130.0723,588,581.4,598.2,380000
131.0469,588,579.6,605.4,1700000
131.0531,588,577.8000000000001,612,27000000
131.056,588,581.4,600,970000
132.054,588,576,605.4,3200000
147.069,588,581.4,600,1900000
147.073,588,579.6,598.2,4000000
147.0763,588,577.8000000000001,620.4,1400000000
147.0787,588,577.8000000000001,589.8,8400000
147.0798,588,577.8000000000001,600,3500000
147.0845,588,584.4,596.4,1200000
147.0883,588,579.6,595.2,760000
147.0898,588,579.6,596.4,630000
147.0917,588,579.6,596.4,550000
148.0734,588,577.8000000000001,612,10000000
148.0796,588,577.8000000000001,618.6,77000000
148.0822,588,579.6,605.4,2400000
149.0805,588,577.8000000000001,610.2,8400000
150.0839,588,581.4,603.6,620000
162.076,588,562.8000000000001,618.6,2400000
171.0763,588,576,610.2,5100000
229.0669,588,579.6,606.5999999999999,2900000
292.1027,588,579.6,593.4000000000001,440000
293.1455,588,581.4,601.8,2600000
310.1132,588,581.4,596.4,810000
316.0424,588,581.4,600,810000
317.1189,588,584.4,598.2,390000
440.1294,588,581.4,598.2,1300000
457.0345,588,581.4,595.2,420000
84.0434,589.8,573,596.4,1000000
85.0478,589.8,579.6,610.2,5200000
102.0743,589.8,579.6,601.8,710000
118.0611,589.8,579.6,603.6,630000
132.0565,589.8,579.6,598.2,560000
267.0765,589.8,581.4,598.2,350000
315.115,589.8,581.4,603.6,13000000
316.0549,589.8,583.2,600,710000
332.0955,589.8,581.4,600,2400000
339.0942,589.8,586.1999999999999,600,430000
461.1839,589.8,583.2,600,1800000
462.1115,589.8,584.4,596.4,500000
477.1614,589.8,581.4,600,2200000
478.0889,589.8,583.2,598.2,590000
101.0597,591.5999999999999,584.4,603.6,410000
130.045,591.5999999999999,579.6,593.4000000000001,780000
130.0478,591.5999999999999,579.6,606.5999999999999,4400000
147.0706,591.5999999999999,579.6,603.6,2100000
147.0739,591.5999999999999,577.8000000000001,610.2,12000000
147.1033,591.5999999999999,579.6,598.2,970000
190.1186,591.5999999999999,579.6,596.4,480000
203.1138,591.5999999999999,581.4,603.6,1200000
230.0701,591.5999999999999,586.1999999999999,600,270000
286.1397,591.5999999999999,573,605.4,820000
298.0884,591.5999999999999,583.2,601.8,760000
316.1154,591.5999999999999,581.4,601.8,1200000
317.1124,591.5999999999999,581.4,601.8,1700000
332.0199,591.5999999999999,586.1999999999999,600,530000
462.1864,591.5999999999999,586.1999999999999,598.2,340000
1046.487,591.5999999999999,584.4,605.4,1100000
1046.9888,591.5999999999999,584.4,601.8,1100000
76.0393,593.4000000000001,584.4,661.8,29000000
128.0706,593.4000000000001,583.2,624,1800000
170.0615,593.4000000000001,581.4,603.6,1300000
189.08690000000001,593.4000000000001,586.1999999999999,606.5999999999999,2200000
258.11,593.4000000000001,586.1999999999999,610.2,450000
272.0175,583.2,573,588,440000
315.1275,593.4000000000001,583.2,603.6,2000000
331.0925,593.4000000000001,581.4,603.6,9200000
347.0648,593.4000000000001,583.2,600,790000
361.183,593.4000000000001,584.4,608.4000000000001,4200000
362.1863,593.4000000000001,589.8,601.8,650000
483.1533,593.4000000000001,586.1999999999999,598.2,830000
484.0933,593.4000000000001,584.4,600,530000
499.1308,593.4000000000001,584.4,600,960000
77.0427,595.2,588,603.6,550000
151.0477,595.2,581.4,601.8,990000
169.0583,595.2,579.6,608.4000000000001,22000000
205.1295,595.2,586.1999999999999,601.8,450000
226.0499,595.2,579.6,605.4,1800000
231.0644,595.2,586.1999999999999,600,260000
251.1237,595.2,588,606.5999999999999,1300000
353.0744,595.2,586.1999999999999,600,1200000
358.1642,595.2,579.6,606.5999999999999,1000000
515.1086,595.2,588,600,610000
667.1818,595.2,588,600,560000
75.0634,596.4,595.2,606.5999999999999,160000
191.0402,596.4,584.4,603.6,1000000
306.0617,596.4,591.5999999999999,606.5999999999999,1100000
316.1267,596.4,591.5999999999999,606.5999999999999,2200000
317.0427,596.4,588,605.4,1400000
337.0969,596.4,581.4,603.6,2500000
505.148,596.4,586.1999999999999,600,750000
511.1618,596.4,591.5999999999999,603.6,370000
527.1396,596.4,588,601.8,540000
534.1555,596.4,593.4000000000001,605.4,270000
1010.9686,596.4,589.8,605.4,680000
170.0576,598.2,589.8,622.1999999999999,33000000
171.0609,598.2,591.5999999999999,610.2,1400000
185.0322,598.2,581.4,603.6,1300000
228.1107,598.2,593.4000000000001,605.4,690000
248.0349,598.2,593.4000000000001,608.4000000000001,500000
295.0608,598.2,581.4,606.5999999999999,2200000
325.1271,598.2,593.4000000000001,608.4000000000001,620000
339.1079,598.2,595.2,606.5999999999999,1400000
364.1213,598.2,593.4000000000001,603.6,600000
365.1053,598.2,576,612,24000000
381.1454,598.2,595.2,608.4000000000001,500000
511.1743,598.2,586.1999999999999,603.6,770000
568.1844,598.2,593.4000000000001,605.4,470000
1011.4704,598.2,589.8,605.4,890000
72.0808,600,593.4000000000001,610.2,1600000
81.0336,600,593.4000000000001,603.6,280000
111.0745,600,596.4,608.4000000000001,310000
133.0607,600,591.5999999999999,616.8,16000000
134.0641,600,595.2,608.4000000000001,720000
146.0812,600,564.6,616.8,6000000
178.0586,600,593.4000000000001,603.6,400000
192.0395,600,593.4000000000001,608.4000000000001,950000
225.1233,600,595.2,606.5999999999999,240000
236.6515,600,595.2,608.4000000000001,470000
247.1287,600,595.2,606.5999999999999,400000
264.0899,600,591.5999999999999,610.2,460000
318.1295,600,591.5999999999999,612,2100000
366.1086,600,583.2,606.5999999999999,3000000
381.0792,600,593.4000000000001,605.4,1200000
391.1935,600,593.4000000000001,608.4000000000001,1100000
405.1437,600,593.4000000000001,606.5999999999999,560000
440.1563,600,593.4000000000001,606.5999999999999,540000
471.2923,600,591.5999999999999,608.4000000000001,1300000
74.06,601.8,588,624,3800000
87.0553,601.8,595.2,606.5999999999999,1600000
116.0342,601.8,596.4,606.5999999999999,490000
139.0865,601.8,596.4,612,270000
175.0713,601.8,596.4,606.5999999999999,160000
199.1077,601.8,593.4000000000001,610.2,340000
229.1182,601.8,586.1999999999999,613.8000000000001,13000000
230.1216,601.8,588,610.2,1600000
236.1498,601.8,593.4000000000001,610.2,2400000
246.0794,601.8,593.4000000000001,610.2,680000
265.1117,601.8,589.8,615.6,1000000
284.0797,601.8,589.8,615.6,3900000
285.0831,601.8,595.2,608.4000000000001,450000
331.1111,601.8,593.4000000000001,610.2,11000000
332.1144,601.8,596.4,606.5999999999999,1400000
106.0862,603.6,586.1999999999999,610.2,1100000
110.0712,603.6,591.5999999999999,620.4,5700000
132.0767,603.6,586.1999999999999,612,3600000
150.0759,603.6,598.2,608.4000000000001,400000
156.0766,603.6,591.5999999999999,616.8,65000000
157.08,603.6,589.8,613.8000000000001,4300000
158.081,603.6,591.5999999999999,612,330000
170.0923,603.6,589.8,612,1200000
175.1076,603.6,593.4000000000001,610.2,1500000
213.2073,603.6,596.4,608.4000000000001,190000
217.1182,603.6,593.4000000000001,605.4,230000
218.1862,603.6,593.4000000000001,610.2,550000
245.1131,603.6,595.2,610.2,360000
260.1716,603.6,598.2,612,550000
273.108,603.6,591.5999999999999,610.2,1100000
309.1291,603.6,581.4,613.8000000000001,25000000
310.1325,603.6,593.4000000000001,610.2,3100000
311.1332,603.6,595.2,608.4000000000001,300000
333.1768,603.6,596.4,610.2,1900000
360.15,603.6,577.8000000000001,637.8000000000001,1000000
525.0609,603.6,598.2,610.2,450000
564.0498,603.6,596.4,610.2,2400000
565.0533,603.6,598.2,610.2,390000
686.0977,603.6,596.4,612,6300000
687.1014,603.6,598.2,610.2,1300000
810.1323,603.6,596.4,612,1600000
73.7911,605.4,598.2,613.8000000000001,4400000
83.0604,605.4,593.4000000000001,615.6,3100000
88.0393,605.4,596.4,618.6,5400000
106.0482,605.4,600,612,1000000
106.0498,605.4,596.4,696,100000000
107.0532,605.4,598.2,616.8,3700000
147.0842,605.4,601.8,612,340000
156.0739,605.4,596.4,606.5999999999999,620000
157.0737,605.4,588,610.2,670000
188.0916,605.4,588,610.2,380000
214.0993,605.4,598.2,610.2,280000
291.1186,605.4,593.4000000000001,612,2300000
302.1346,605.4,596.4,612,1700000
450.0185,605.4,600,610.2,490000
524.0575,605.4,598.2,612,3200000
664.1156,605.4,596.4,618.6,89000000
665.1194,605.4,596.4,616.8,21000000
666.1212,605.4,598.2,613.8000000000001,4000000
1029.6884,605.4,601.8,612,510000
124.0585,606.5999999999999,601.8,615.6,730000
164.0916,606.5999999999999,588,612,1200000
214.0908,606.5999999999999,600,610.2,1400000
218.1021,606.5999999999999,598.2,608.4000000000001,150000
238.092,606.5999999999999,600,613.8000000000001,1100000
251.0695,606.5999999999999,600,613.8000000000001,3500000
287.1097,606.5999999999999,601.8,613.8000000000001,1600000
288.1189,606.5999999999999,595.2,610.2,390000
346.0468,606.5999999999999,603.6,615.6,1700000
349.1175,606.5999999999999,591.5999999999999,612,3500000
350.1208,606.5999999999999,591.5999999999999,610.2,530000
363.1873,606.5999999999999,600,612,1600000
428.0364,606.5999999999999,600,612,3000000
429.0399,606.5999999999999,600,610.2,280000
542.068,606.5999999999999,598.2,613.8000000000001,5800000
543.0715,606.5999999999999,600,612,960000
70.0651,608.4000000000001,600,612,300000
103.0866,608.4000000000001,595.2,612,390000
113.0709,608.4000000000001,603.6,613.8000000000001,1300000
123.0552,608.4000000000001,600,634.2,12000000
159.0763,608.4000000000001,601.8,618.6,12000000
163.0535,608.4000000000001,596.4,610.2,240000
176.1029,608.4000000000001,601.8,620.4,38000000
177.1062,608.4000000000001,601.8,615.6,2300000
177.1233,608.4000000000001,600,618.6,870000
310.0904,608.4000000000001,603.6,615.6,430000
330.0729,608.4000000000001,601.8,620.4,38000000
331.0762,608.4000000000001,603.6,618.6,4300000
332.0687,608.4000000000001,603.6,616.8,1700000
341.2182,608.4000000000001,598.2,612,310000
346.0378,608.4000000000001,603.6,616.8,1800000
348.0703,608.4000000000001,601.8,625.8,9100000
76.0209,610.2,603.6,615.6,1600000
76.0216,610.2,603.6,616.8,1300000
77.0231,610.2,603.6,616.8,1300000
84.0436,610.2,600,615.6,1800000
100.0215,610.2,605.4,615.6,1000000
179.0484,610.2,603.6,618.6,3300000
216.063,610.2,603.6,616.8,3500000
228.1171,610.2,606.5999999999999,627.6,1100000
233.059,610.2,603.6,618.6,8800000
234.0623,610.2,601.8,615.6,860000
245.0589,610.2,603.6,616.8,3000000
290.0805,610.2,603.6,618.6,2800000
291.0645,610.2,603.6,616.8,5800000
308.0831,610.2,605.4,615.6,5600000
308.0908,610.2,603.6,648,740000000
308.097,610.2,605.4,616.8,7700000
309.0884,610.2,603.6,618.6,6400000
309.091,610.2,601.8,620.4,3400000
309.0942,610.2,603.6,648,85000000
310.0868,610.2,603.6,640.8,35000000
310.0948,610.2,603.6,640.8,7900000
311.09,610.2,603.6,616.8,3800000
349.0735,610.2,603.6,615.6,1200000
615.1743,610.2,605.4,616.8,11000000
227.1138,612,605.4,646.1999999999999,9100000
311.0983,612,605.4,616.8,750000
353.1237,612,608.4000000000001,636,2500000
184.0788,613.8000000000001,610.2,622.1999999999999,2600000
242.1264,613.8000000000001,610.2,636,1400000
266.0638,613.8000000000001,610.2,651,2000000
395.161,613.8000000000001,608.4000000000001,666.5999999999999,3300000
491.157,613.8000000000001,608.4000000000001,639.6,14000000
492.1604,613.8000000000001,608.4000000000001,620.4,2000000
513.1265,613.8000000000001,608.4000000000001,648,2300000
513.1388,613.8000000000001,608.4000000000001,649.8,5600000
529.1039,613.8000000000001,608.4000000000001,622.1999999999999,1200000
666.1315,613.8000000000001,608.4000000000001,625.8,3600000
696.1921,613.8000000000001,610.2,628.8000000000001,1300000
98.9841,615.6,610.2,636,1600000
184.063,615.6,610.2,625.8,1100000
184.0766,615.6,608.4000000000001,636,9600000
187.0808,615.6,610.2,627.6,760000
207.0586,615.6,610.2,652.8000000000001,980000
282.0413,615.6,610.2,627.6,1200000
307.0903,615.6,610.2,624,900000
367.1493,615.6,612,624,5300000
370.1467,615.6,612,625.8,1000000
427.106,615.6,610.2,646.1999999999999,1500000
667.1351,615.6,608.4000000000001,622.1999999999999,930000
696.2046,615.6,612,624,770000
91.7853,616.8,612,627.6,1400000
124.9997,616.8,608.4000000000001,648,4500000
154.0168,616.8,610.2,622.1999999999999,1600000
184.0351,616.8,612,637.8000000000001,1000000
184.0698,616.8,608.4000000000001,654.6,10000000
184.0778,616.8,610.2,620.4,3300000
184.0874,616.8,612,628.8000000000001,930000
184.1103,616.8,612,624,950000
185.0703,616.8,608.4000000000001,648,5100000
286.591,616.8,612,634.2,2000000
367.1291,616.8,612,627.6,4700000
367.1311,616.8,612,625.8,4000000
367.1391,616.8,610.2,666.5999999999999,720000000
368.1367,616.8,612,639.6,4200000
368.1425,616.8,610.2,651,76000000
369.1431,616.8,610.2,636,9500000
396.1644,616.8,612,646.1999999999999,440000
156.042,618.6,612,648,7300000
184.0685,618.6,610.2,636,4200000
184.0731,618.6,608.4000000000001,648,1400000000
185.0765,618.6,608.4000000000001,648,81000000
185.0792,618.6,610.2,649.8,3100000
186.0774,618.6,608.4000000000001,648,13000000
339.108,618.6,610.2,646.1999999999999,11000000
340.11130000000003,618.6,612,634.2,920000
367.1261,618.6,612,624,1600000
378.6253,618.6,612,627.6,1700000
550.2051,618.6,612,624,14000000
80.0495,620.4,613.8000000000001,628.8000000000001,700000
84.0444,620.4,612,654.6,65000000
102.0549,620.4,608.4000000000001,651,26000000
130.0498,620.4,612,658.2,86000000
131.0532,620.4,612,652.8000000000001,5200000
132.0655,620.4,618.6,654.6,340000
148.0603,620.4,612,682.1999999999999,740000000
148.0627,620.4,615.6,636,6100000
149.0574,620.4,613.8000000000001,640.8,2300000
150.0646,620.4,613.8000000000001,651,5900000
186.0798,620.4,610.2,644.4,1500000
230.0509,620.4,615.6,630.6,840000
360.1175,620.4,615.6,627.6,840000
378.1239,620.4,612,630.6,4900000
386.1127,620.4,612,632.4,2900000
85.0285,622.1999999999999,615.6,627.6,1400000
85.0478,622.1999999999999,613.8000000000001,640.8,2700000
103.0583,622.1999999999999,613.8000000000001,649.8,1100000
131.0338,622.1999999999999,615.6,634.2,1200000
132.054,622.1999999999999,615.6,627.6,410000
146.9817,622.1999999999999,610.2,649.8,530000
148.0329,622.1999999999999,616.8,630.6,570000
148.0581,622.1999999999999,612,644.4,5700000
149.0637,622.1999999999999,612,658.2,42000000
149.0664,622.1999999999999,613.8000000000001,630.6,1500000
150.067,622.1999999999999,616.8,630.6,1100000
206.0552,622.1999999999999,608.4000000000001,654.6,12000000
288.0747,622.1999999999999,615.6,628.8000000000001,470000
294.5797,622.1999999999999,613.8000000000001,636,2400000
319.0804,622.1999999999999,616.8,628.8000000000001,550000
353.0958,622.1999999999999,613.8000000000001,644.4,4000000
353.1083,622.1999999999999,615.6,634.2,1100000
355.0934,622.1999999999999,615.6,628.8000000000001,630000
361.0901,622.1999999999999,618.6,644.4,1000000
364.1083,622.1999999999999,615.6,627.6,570000
369.0733,622.1999999999999,613.8000000000001,640.8,2000000
389.1212,622.1999999999999,612,648,10000000
171.0764,624,613.8000000000001,644.4,1100000
186.0524,624,620.4,649.8,900000
222.0291,624,610.2,651,1600000
227.0339,624,613.8000000000001,649.8,1300000
309.0882,624,622.1999999999999,636,220000
317.0829,624,615.6,636,3800000
333.0605,624,615.6,640.8,3500000
516.1265,624,616.8,630.6,750000
535.1208,624,620.4,642.6,520000
548.1712,624,620.4,632.4,1100000
207.6265,625.8,624,636,240000
318.1772,625.8,624,644.4,250000
350.0932,625.8,622.1999999999999,640.8,1000000
369.1186,625.8,618.6,634.2,750000
428.1791,625.8,618.6,634.2,2700000
869.0624,625.8,620.4,684,1100000
1047.9822,625.8,620.4,632.4,990000
170.0424,627.6,622.1999999999999,634.2,430000
170.0576,627.6,622.1999999999999,640.8,1100000
176.1029,627.6,624,637.8000000000001,210000
184.0822,627.6,625.8,639.6,510000
186.0759,627.6,625.8,639.6,210000
245.1131,627.6,620.4,644.4,16000000
246.1165,627.6,622.1999999999999,637.8000000000001,1800000
291.1187,627.6,625.8,654.6,190000
303.0673,627.6,624,639.6,1500000
309.1292,627.6,618.6,648,2700000
310.1326,627.6,624,642.6,290000
319.0449,627.6,624,640.8,2000000
365.1054,627.6,622.1999999999999,637.8000000000001,1700000
1027.5374,627.6,625.8,646.1999999999999,250000
1046.9797,627.6,624,636,1100000
1047.4813,627.6,622.1999999999999,637.8000000000001,1400000
74.0237,628.8000000000001,622.1999999999999,642.6,2400000
88.0394,628.8000000000001,622.1999999999999,658.2,5800000
98.0601,628.8000000000001,624,637.8000000000001,490000
99.0665,628.8000000000001,627.6,649.8,110000
116.0342,628.8000000000001,624,648,1500000
121.0688,628.8000000000001,627.6,651,160000
134.0447,628.8000000000001,620.4,668.4000000000001,70000000
135.0481,628.8000000000001,624,651,3000000
136.049,628.8000000000001,625.8,639.6,520000
144.0655,628.8000000000001,622.1999999999999,648,1700000
162.0761,628.8000000000001,618.6,651,12000000
184.1078,628.8000000000001,627.6,644.4,270000
213.08690000000001,628.8000000000001,627.6,642.6,86000
215.1138,628.8000000000001,622.1999999999999,642.6,300000
220.0815,628.8000000000001,625.8,651,200000
233.059,628.8000000000001,625.8,652.8000000000001,230000
260.0741,628.8000000000001,627.6,639.6,330000
263.0612,628.8000000000001,622.1999999999999,644.4,1000000
279.0387,628.8000000000001,625.8,640.8,370000
307.0904,628.8000000000001,627.6,649.8,130000
320.0653,628.8000000000001,624,642.6,420000
325.0493,628.8000000000001,625.8,639.6,390000
326.0143,628.8000000000001,624,639.6,210000
330.073,628.8000000000001,620.4,651,3500000
331.0764,628.8000000000001,624,651,480000
331.1112,628.8000000000001,624,644.4,2200000
332.1146,628.8000000000001,625.8,637.8000000000001,200000
341.0269,628.8000000000001,625.8,640.8,300000
350.121,628.8000000000001,625.8,640.8,280000
405.198,628.8000000000001,622.1999999999999,634.2,1000000
451.2398,628.8000000000001,624,636,550000
561.1972,628.8000000000001,624,636,310000
760.681,628.8000000000001,624,652.8000000000001,1000000
81.0336,630.6,625.8,651,160000
111.044,630.6,628.8000000000001,651,220000
147.0764,630.6,620.4,658.2,16000000
164.0917,630.6,627.6,654.6,230000
199.0437,630.6,625.8,639.6,1500000
203.0526,630.6,627.6,640.8,500000
216.0353,630.6,627.6,642.6,470000
236.1029,630.6,627.6,652.8000000000001,160000
238.0921,630.6,627.6,639.6,180000
247.0924,630.6,627.6,651,250000
262.0506,630.6,608.4000000000001,648,6900000
263.054,630.6,622.1999999999999,656.4,400000
264.0474,630.6,625.8,652.8000000000001,200000
274.1034,630.6,627.6,646.1999999999999,350000
282.0577,630.6,628.8000000000001,639.6,190000
289.0517,630.6,627.6,639.6,1600000
296.1162,630.6,622.1999999999999,652.8000000000001,910000
305.0293,630.6,625.8,637.8000000000001,2600000
336.0776,630.6,625.8,639.6,2100000
336.1402,630.6,625.8,637.8000000000001,390000
338.0752,630.6,625.8,637.8000000000001,410000
339.0802,630.6,624,640.8,1800000
349.1176,630.6,625.8,656.4,1700000
352.0551,630.6,624,649.8,1500000
355.0578,630.6,625.8,639.6,860000
358.1221,630.6,627.6,640.8,950000
470.1438,630.6,625.8,642.6,1300000
760.8062,630.6,624,654.6,560000
1027.354,630.6,628.8000000000001,642.6,330000
92.0707,632.4,628.8000000000001,648,95000
110.0712,632.4,620.4,652.8000000000001,1700000
148.0797,632.4,625.8,654.6,950000
156.0767,632.4,616.8,652.8000000000001,19000000
157.0738,632.4,627.6,649.8,240000
164.0553,632.4,627.6,649.8,590000
170.0924,632.4,624,652.8000000000001,720000
201.087,632.4,627.6,637.8000000000001,300000
213.0183,632.4,627.6,642.6,450000
218.1247,632.4,625.8,649.8,20000000
219.1218,632.4,627.6,640.8,390000
219.1281,632.4,627.6,644.4,1500000
231.0975,632.4,625.8,651,5600000
232.1009,632.4,628.8000000000001,646.1999999999999,540000
245.0591,632.4,627.6,646.1999999999999,120000
246.156,632.4,625.8,649.8,230000
246.1812,632.4,627.6,642.6,410000
259.0924,632.4,628.8000000000001,642.6,270000
287.1099,632.4,627.6,642.6,2400000
288.1191,632.4,628.8000000000001,642.6,130000
289.1619,632.4,625.8,642.6,200000
312.1779,632.4,627.6,640.8,120000
318.1295,632.4,627.6,654.6,310000
361.0623,632.4,627.6,639.6,290000
361.0746,632.4,625.8,639.6,410000
401.2142,632.4,627.6,640.8,150000
111.0746,634.2,628.8000000000001,649.8,120000
178.0086,634.2,627.6,640.8,370000
236.1357,634.2,630.6,648,180000
256.0928,634.2,630.6,642.6,190000
273.1081,634.2,627.6,646.1999999999999,150000
276.119,634.2,627.6,642.6,5300000
277.1031,634.2,628.8000000000001,640.8,350000
284.1716,634.2,630.6,644.4,120000
288.1132,634.2,628.8000000000001,642.6,230000
299.085,634.2,630.6,644.4,360000
309.0917,634.2,628.8000000000001,640.8,1200000
326.0959,634.2,630.6,649.8,870000
328.1252,634.2,630.6,642.6,170000
329.1571,634.2,628.8000000000001,640.8,170000
345.1405,634.2,627.6,640.8,270000
365.1125,634.2,630.6,642.6,280000
489.1147,634.2,628.8000000000001,642.6,390000
730.2375,634.2,627.6,649.8,630000
731.241,634.2,628.8000000000001,640.8,190000
761.057,634.2,630.6,651,290000
868.9195,634.2,620.4,666.5999999999999,930000
1013.4041,634.2,628.8000000000001,649.8,480000
1014.0728,634.2,624,651,660000
157.0801,636,620.4,656.4,1300000
169.0584,636,632.4,649.8,330000
216.0326,636,630.6,642.6,130000
235.6341,636,628.8000000000001,649.8,720000
238.0172,636,628.8000000000001,642.6,190000
262.038,636,627.6,648,1400000
262.1509,636,630.6,646.1999999999999,380000
275.135,636,630.6,648,490000
282.1184,636,627.6,648,240000
284.02,636,630.6,644.4,150000
285.1194,636,625.8,651,6300000
286.1227,636,630.6,644.4,750000
298.1009,636,628.8000000000001,651,960000
303.1775,636,628.8000000000001,651,460000
304.114,636,628.8000000000001,649.8,840000
308.0701,636,628.8000000000001,640.8,94000
373.2082,636,628.8000000000001,642.6,190000
438.1249,636,630.6,642.6,230000
459.2562,636,630.6,644.4,140000
470.2609,636,630.6,648,350000
710.2241,636,630.6,649.8,360000
869.2057,636,622.1999999999999,651,800000
1029.6892,636,630.6,642.6,150000
156.074,637.8000000000001,630.6,649.8,150000
172.0604,637.8000000000001,632.4,646.1999999999999,400000
178.0587,637.8000000000001,634.2,648,170000
218.1862,637.8000000000001,625.8,649.8,380000
233.0768,637.8000000000001,630.6,646.1999999999999,2200000
234.077,637.8000000000001,634.2,651,6100000
235.0804,637.8000000000001,634.2,649.8,490000
236.0728,637.8000000000001,634.2,649.8,290000
244.1655,637.8000000000001,625.8,652.8000000000001,670000
247.1288,637.8000000000001,630.6,648,370000
249.0635,637.8000000000001,632.4,644.4,130000
255.0588,637.8000000000001,630.6,651,1700000
261.1557,637.8000000000001,630.6,649.8,300000
263.0413,637.8000000000001,630.6,642.6,150000
282.0414,637.8000000000001,627.6,649.8,260000
284.0744,637.8000000000001,634.2,646.1999999999999,150000
291.1551,637.8000000000001,630.6,649.8,310000
308.0643,637.8000000000001,634.2,644.4,110000
329.2184,637.8000000000001,627.6,651,1000000
330.2218,637.8000000000001,632.4,648,180000
395.119,637.8000000000001,632.4,646.1999999999999,1200000
417.1431,637.8000000000001,622.1999999999999,649.8,300000
869.6355,637.8000000000001,625.8,651,390000
190.0709,639.6,628.8000000000001,651,3500000
212.053,639.6,630.6,649.8,4300000
213.0563,639.6,634.2,646.1999999999999,340000
228.0269,639.6,634.2,646.1999999999999,210000
230.0509,639.6,634.2,644.4,84000
245.0767,639.6,636,648,230000
245.1689,639.6,632.4,649.8,88000
248.1604,639.6,636,648,150000
249.0539,639.6,634.2,648,170000
250.051,639.6,634.2,646.1999999999999,910000
252.0492,639.6,634.2,644.4,67000
260.0529,639.6,632.4,648,1600000
263.0873,639.6,632.4,648,1500000
264.0905,639.6,634.2,646.1999999999999,150000
271.0327,639.6,632.4,644.4,140000
282.0349,639.6,634.2,648,440000
284.0325,639.6,625.8,651,240000
309.1656,639.6,628.8000000000001,649.8,950000
310.169,639.6,632.4,651,120000
331.1476,639.6,632.4,649.8,300000
342.1396,639.6,637.8000000000001,649.8,68000
367.1645,639.6,632.4,646.1999999999999,89000
375.1987,639.6,627.6,651,120000
652.2293,639.6,632.4,649.8,130000
676.3842,639.6,632.4,648,150000
738.246,639.6,634.2,649.8,230000
869.3489,639.6,620.4,651,770000
190.1185,640.8,632.4,646.1999999999999,160000
218.1498,640.8,630.6,649.8,480000
235.0765,640.8,636,648,59000
250.1114,640.8,636,648,140000
272.1717,640.8,625.8,649.8,300000
275.1714,640.8,636,649.8,280000
285.0693,640.8,632.4,649.8,1400000
286.0726,640.8,634.2,646.1999999999999,140000
320.218,640.8,632.4,651,220000
378.0563,640.8,637.8000000000001,649.8,200000
452.1875,640.8,634.2,648,430000
471.2645,640.8,634.2,648,74000
474.1694,640.8,634.2,648,610000
1013.7384,640.8,620.4,651,680000
1013.9058,640.8,632.4,656.4,730000
176.0665,642.6,637.8000000000001,648,300000
188.0665,642.6,637.8000000000001,649.8,180000
190.0474,642.6,639.6,651,110000
198.0873,642.6,632.4,649.8,430000
224.0665,642.6,636,649.8,440000
242.0771,642.6,634.2,654.6,30000000
243.0804,642.6,634.2,651,2800000
249.1081,642.6,622.1999999999999,651,1300000
268.0927,642.6,636,649.8,350000
271.0901,642.6,634.2,648,220000
347.1673,642.6,636,649.8,660000
378.0689,642.6,637.8000000000001,649.8,570000
400.0508,642.6,636,648,470000
429.2454,642.6,637.8000000000001,649.8,70000
430.2294,642.6,637.8000000000001,651,150000
482.1373,642.6,636,652.8000000000001,890000
524.0562,642.6,637.8000000000001,648,73000
769.126,642.6,636,649.8,450000
790.1043,642.6,637.8000000000001,649.8,340000
98.9842,644.4,636,668.4000000000001,1300000
140.0107,644.4,637.8000000000001,649.8,180000
142.0263,644.4,639.6,654.6,590000
173.0209,644.4,636,668.4000000000001,3500000
195.0029,644.4,637.8000000000001,651,450000
216.9848,644.4,637.8000000000001,649.8,910000
236.0168,644.4,637.8000000000001,649.8,190000
243.0742,644.4,637.8000000000001,649.8,310000
251.9944,644.4,637.8000000000001,649.8,350000
255.0645,644.4,636,652.8000000000001,1100000
264.1012,644.4,634.2,649.8,300000
271.1036,644.4,625.8,652.8000000000001,1900000
318.2023,644.4,637.8000000000001,651,530000
365.1054,644.4,637.8000000000001,651,400000
384.115,644.4,639.6,652.8000000000001,600000
385.1183,644.4,640.8,651,100000
483.1409,644.4,639.6,651,210000
768.1223,644.4,636,652.8000000000001,1700000
120.0443,646.1999999999999,639.6,654.6,2500000
