mz,rt,rtmin,rtmax,p_glc
186.1852,313.8,295.2,362.4,290000
250.0451,313.8,300,321,84000
318.3003,313.8,291.6,322.2,82000
271.0748,315.59999999999997,291.6,358.8,560000
298.1146,315.59999999999997,298.2,333,170000
320.0966,315.59999999999997,295.2,343.2,200000
334.9985,315.59999999999997,303.59999999999997,321,56000
202.176,317.4,309,324,170000
272.0781,317.4,307.2,322.2,64000
290.1724,317.4,310.2,322.2,76000
296.9934,317.4,310.2,353.4,75000
132.9872,319.20000000000005,303.59999999999997,382.8,380000
218.1495,319.20000000000005,310.2,324,240000
221.1463,319.20000000000005,305.4,367.2,170000
160.0686,321,310.2,353.4,100000
203.0626,321,319.20000000000005,346.8,87000
436.2735,321,315.59999999999997,334.20000000000005,89000
117.1386,322.2,291.6,355.2,220000
166.0724,322.2,300,334.20000000000005,96000
218.117,322.2,315.59999999999997,327.6,92000
218.1446,322.2,313.8,325.79999999999995,490000
247.2169,322.2,309,334.20000000000005,66000
323.1271,322.2,319.20000000000005,329.40000000000003,73000
342.2639,322.2,321,336,89000
85.0276,324,303.59999999999997,360.59999999999997,150000
179.0897,324,322.2,337.8,58000
218.1429,324,300,362.4,1800000
219.136,324,300,400.2,830000
220.1453,324,300,369,1200000
300.1292,324,312,333,86000
435.2701,324,312,348.59999999999997,410000
457.2521,324,321,343.2,87000
85.0285,325.79999999999995,310.2,351.6,1900000
147.0264,325.79999999999995,321,333,77000
218.0893,325.79999999999995,312,329.40000000000003,120000
218.1326,325.79999999999995,321,351.6,640000
218.1386,325.79999999999995,298.2,369,190000000
219.142,325.79999999999995,298.2,363.59999999999997,21000000
220.1429,325.79999999999995,298.2,369,1600000
240.1207,325.79999999999995,293.4,370.79999999999995,6200000
256.0946,325.79999999999995,301.8,372.6,510000
292.0357,325.79999999999995,288,360.59999999999997,120000
404.1268,325.79999999999995,313.8,365.4,160000
136.1121,327.6,315.59999999999997,331.2,41000
184.1696,327.6,310.2,381,320000
206.0845,327.6,325.79999999999995,365.4,59000
216.0068,327.6,312,343.2,100000
220.1391,327.6,307.2,343.2,91000
181.0472,329.40000000000003,305.4,386.40000000000003,310000
241.124,329.40000000000003,303.59999999999997,370.79999999999995,690000
322.1238,329.40000000000003,303.59999999999997,393,500000
128.1434,331.2,321,339.6,68000
159.0652,331.2,300,370.79999999999995,1400000
218.1313,331.2,325.79999999999995,339.6,490000
242.1249,331.2,321,337.8,73000
115.0866,333,291.6,367.2,410000
160.0427,333,322.2,343.2,50000
218.1343,333,310.2,370.79999999999995,1600000
173.1227,334.20000000000005,329.40000000000003,369,98000
178.0863,334.20000000000005,312,391.2,480000
149.046,336,333,349.8,72000
184.0567,336,333,376.2,140000
226.0822,336,334.20000000000005,358.8,55000
249.9998,336,331.2,349.8,73000
323.1271,336,333,345,73000
102.1278,337.8,329.40000000000003,362.4,130000
146.1176,337.8,296.40000000000003,372.6,410000
241.1547,337.8,325.79999999999995,372.6,1100000
242.1581,339.6,322.2,365.4,150000
341.1569,339.6,327.6,384.6,390000
196.9508,341.40000000000003,325.79999999999995,343.2,59000
234.1586,341.40000000000003,336,355.2,50000
113.0539,343.2,331.2,382.8,240000
218.1492,343.2,341.40000000000003,355.2,100000
229.1012,343.2,333,369,120000
258.1601,343.2,322.2,382.8,110000
342.264,343.2,341.40000000000003,351.6,63000
353.9972,343.2,341.40000000000003,369,37000
363.1389,343.2,336,353.4,69000
112.0505,345,327.6,396.6,4600000
160.1332,345,336,382.8,110000
228.098,345,327.6,396.6,1200000
251.0833,345,331.2,381,200000
287.1544,345,331.2,390,330000
82.945,346.8,317.4,362.4,100000
229.1547,346.8,325.79999999999995,402,3000000
250.0799,346.8,325.79999999999995,378,2000000
266.0539,346.8,331.2,369,340000
286.1511,346.8,325.79999999999995,398.4,2400000
416.2492,346.8,339.6,353.4,58000
456.1921,346.8,336,363.59999999999997,75000
113.0476,348.59999999999997,337.8,372.6,65000
220.1392,348.59999999999997,346.8,360.59999999999997,39000
455.1887,348.59999999999997,329.40000000000003,378,340000
477.1706,348.59999999999997,334.20000000000005,357,100000
216.0068,349.8,346.8,363.59999999999997,51000
679.0138,349.8,341.40000000000003,370.79999999999995,68000
158.154,351.6,331.2,365.4,430000
200.0343,351.6,346.8,372.6,99000
230.158,351.6,324,391.2,410000
251.1367,351.6,331.2,386.40000000000003,130000
144.1019,353.4,333,396.6,2700000
145.1053,353.4,334.20000000000005,396.6,210000
179.0897,353.4,349.8,372.6,38000
281.9495,353.4,348.59999999999997,358.8,43000
202.1551,355.2,333,396.6,350000
218.0894,355.2,353.4,369,26000
250.1914,357,333,367.2,140000
271.9942,357,346.8,363.59999999999997,31000
166.0839,358.8,341.40000000000003,378,88000
218.1311,358.8,353.4,363.59999999999997,95000
249.9997,358.8,349.8,367.2,49000
352.005,358.8,353.4,367.2,41000
247.2169,360.59999999999997,353.4,363.59999999999997,34000
165.9254,362.4,353.4,369,76000
250.9031,362.4,358.8,376.2,190000
330.1662,362.4,348.59999999999997,365.4,44000
150.0761,363.59999999999997,324,394.8,130000
192.1594,363.59999999999997,339.6,396.6,290000
219.1703,363.59999999999997,353.4,382.8,49000
166.1226,365.4,349.8,388.2,130000
191.0849,365.4,349.8,388.2,91000
98.0577,367.2,348.59999999999997,394.8,340000
148.9934,367.2,362.4,378,52000
187.0312,367.2,363.59999999999997,384.6,66000
335.8807,367.2,358.8,388.2,150000
420.8583,367.2,360.59999999999997,379.20000000000005,83000
437.9893,367.2,363.59999999999997,376.2,61000
123.9407,369,357,390,100000
192.9444,369,357,391.2,340000
298.1147,369,358.8,388.2,92000
312.9317,369,363.59999999999997,378,79000
337.8778,369,360.59999999999997,386.40000000000003,52000
353.0116,369,360.59999999999997,379.20000000000005,75000
356.8828,369,362.4,382.8,94000
378.8735,369,362.4,382.8,110000
398.0154,369,363.59999999999997,386.40000000000003,55000
422.9293,369,363.59999999999997,376.2,56000
76.0757,370.79999999999995,346.8,406.8,4700000
77.0791,370.79999999999995,351.6,393,190000
107.9668,370.79999999999995,321,396.6,1100000
134.1288,370.79999999999995,351.6,396.6,150000
268.1405,370.79999999999995,348.59999999999997,388.2,350000
293.896,370.79999999999995,360.59999999999997,388.2,160000
319.0547,370.79999999999995,341.40000000000003,405,260000
404.0322,370.79999999999995,358.8,390,210000
447.8772,370.79999999999995,362.4,384.6,160000
151.1441,372.6,353.4,391.2,410000
168.0254,372.6,360.59999999999997,388.2,160000
184.0029,372.6,357,396.6,360000
199.9753,372.6,360.59999999999997,388.2,120000
302.9371,372.6,363.59999999999997,376.2,62000
341.9292,372.6,369,381,37000
362.8997,372.6,360.59999999999997,390,380000
403.0798,372.6,362.4,379.20000000000005,63000
441.8604,372.6,363.59999999999997,381,77000
489.0098,372.6,362.4,386.40000000000003,92000
532.8549,372.6,363.59999999999997,379.20000000000005,110000
117.1135,374.40000000000003,337.8,386.40000000000003,130000
147.0264,374.40000000000003,365.4,376.2,27000
281.9997,374.40000000000003,349.8,393,75000
290.1612,374.40000000000003,369,384.6,48000
397.9091,374.40000000000003,363.59999999999997,382.8,70000
134.027,376.2,355.2,406.8,2400000
172.1696,376.2,353.4,396.6,310000
183.124,376.2,346.8,390,84000
208.9184,376.2,362.4,381,70000
209.052,376.2,363.59999999999997,388.2,58000
225.0295,376.2,362.4,386.40000000000003,110000
277.922,376.2,358.8,390,540000
292.1445,376.2,348.59999999999997,396.6,140000
338.1612,376.2,369,384.6,64000
410.9292,376.2,367.2,382.8,82000
758.6521,378,367.2,379.20000000000005,54000
124.0853,379.20000000000005,360.59999999999997,388.2,150000
180.1091,379.20000000000005,360.59999999999997,388.2,150000
226.0822,379.20000000000005,362.4,386.40000000000003,40000
173.1226,381,369,386.40000000000003,34000
179.0353,381,327.6,388.2,95000
214.1802,381,351.6,396.6,170000
218.1326,381,378,388.2,140000
233.1033,381,362.4,388.2,37000
246.1237,381,358.8,388.2,88000
290.1725,381,355.2,388.2,84000
88.0216,382.8,360.59999999999997,400.2,420000
135.0303,382.8,360.59999999999997,393,91000
160.0968,382.8,365.4,388.2,200000
182.0481,382.8,370.79999999999995,388.2,40000
208.0302,382.8,372.6,393,240000
221.1463,382.8,370.79999999999995,384.6,33000
308.9854,382.8,376.2,391.2,170000
165.9254,384.6,372.6,388.2,60000
179.1372,384.6,370.79999999999995,402,230000
224.0077,384.6,376.2,393,170000
136.0228,386.40000000000003,362.4,396.6,110000
207.0533,386.40000000000003,379.20000000000005,394.8,70000
265.0343,386.40000000000003,374.40000000000003,394.8,340000
281.9664,386.40000000000003,376.2,391.2,130000
101.1073,388.2,376.2,396.6,140000
159.1128,388.2,365.4,415.2,420000
178.1338,388.2,365.4,434.40000000000003,1900000
205.0557,388.2,379.20000000000005,396.6,490000
221.0332,388.2,378,400.2,480000
262.0598,388.2,379.20000000000005,396.6,130000
227.0377,390,378,393,160000
249.1267,390,382.8,394.8,71000
332.0955,390,384.6,394.8,160000
116.107,391.2,355.2,405,310000
277.9641,393,386.40000000000003,400.2,130000
319.2592,393,384.6,398.4,240000
220.0556,394.8,388.2,400.2,130000
310.1135,394.8,384.6,405,960000
326.0911,394.8,384.6,405,700000
475.1923,394.8,388.2,403.2,440000
476.0718,394.8,386.40000000000003,400.2,180000
491.1699,394.8,390,402,290000
270.0586,396.6,388.2,410.4,400000
270.1087,396.6,388.2,405,240000
286.0362,396.6,388.2,403.2,370000
302.0085,396.6,388.2,405,290000
118.0786,398.4,388.2,403.2,160000
118.0844,398.4,381,473.4,2000000
118.089,398.4,381,400.2,430000
140.0681,398.4,378,480,7600000
177.1363,398.4,382.8,412.2,350000
245.0597,398.4,388.2,453,1000000
285.0829,398.4,379.20000000000005,403.2,270000
307.0649,398.4,386.40000000000003,415.2,500000
402.2122,398.4,349.8,418.8,3800000
120.0904,400.2,381,468,1100000
148.0968,400.2,386.40000000000003,417,780000
156.0421,400.2,386.40000000000003,432.6,1000000
257.0744,400.2,384.6,403.2,210000
286.0862,400.2,386.40000000000003,430.79999999999995,330000
295.0276,400.2,386.40000000000003,417,320000
367.1587,400.2,393,406.8,230000
403.2155,400.2,357,420.59999999999997,880000
443.6627,400.2,398.4,412.2,310000
521.2143,400.2,393,412.2,210000
579.1579,400.2,393,417,420000
77.0384,402,393,417,220000
104.0575,402,388.2,418.8,620000
118.0668,402,396.6,412.2,200000
119.0924,402,382.8,434.40000000000003,450000
122.0874,402,394.8,413.4,330000
141.0715,402,382.8,406.8,500000
152.1069,402,378,403.2,180000
166.0821,402,390,427.2,1300000
193.1546,402,381,425.4,770000
235.1652,402,388.2,418.8,4000000
236.1685,402,390,412.2,490000
248.0767,402,388.2,456,1200000
257.1471,402,386.40000000000003,451.2,13000000
258.1505,402,388.2,420.59999999999997,1500000
273.1211,402,391.2,415.2,380000
335.2176,402,393,410.4,670000
399.1432,402,391.2,403.2,220000
413.1556,402,391.2,422.4,380000
594.127,402,390,418.8,760000
595.1302,402,393,406.8,230000
727.2433,402,391.2,412.2,530000
91.0542,403.2,390,418.8,440000
107.0491,403.2,386.40000000000003,456,2200000
118.0832,403.2,398.4,418.8,540000
118.0862,403.2,381,473.4,240000000
119.0832,403.2,379.20000000000005,457.8,970000
119.0895,403.2,381,473.4,13000000
131.0491,403.2,386.40000000000003,456,2400000
150.063,403.2,394.8,410.4,360000
166.0861,403.2,382.8,483.6,400000000
166.1189,403.2,396.6,412.2,330000
167.0895,403.2,382.8,485.4,40000000
167.0921,403.2,394.8,417,760000
168.0904,403.2,388.2,454.20000000000005,1700000
175.0225,403.2,390,410.4,390000
207.1127,403.2,391.2,413.4,360000
210.0501,403.2,381,456,5600000
211.0534,403.2,386.40000000000003,424.20000000000005,650000
216.0542,403.2,388.2,410.4,200000
353.1344,403.2,391.2,417,850000
385.0844,403.2,390,430.79999999999995,2200000
386.0879,403.2,393,412.2,450000
408.0697,403.2,391.2,417,470000
520.2187,403.2,393,412.2,310000
541.1983,403.2,390,417,600000
542.1927,403.2,393,408.59999999999997,290000
663.1317,403.2,391.2,408.59999999999997,240000
750.2399,403.2,393,410.4,210000
103.0542,405,382.8,475.2,7300000
108.0524,405,394.8,408.59999999999997,270000
118.0652,405,388.2,442.8,1300000
118.0879,405,379.20000000000005,425.4,1900000
120.0789,405,390,425.4,650000
120.0807,405,384.6,490.2,89000000
121.0647,405,390,415.2,310000
121.0841,405,384.6,477,8000000
144.0807,405,386.40000000000003,442.8,1300000
148.0757,405,394.8,410.4,230000
149.0596,405,384.6,459.6,2200000
166.0832,405,388.2,451.2,3300000
166.0891,405,390,413.4,3300000
167.0832,405,384.6,451.2,1600000
176.1393,405,376.2,481.79999999999995,31000000
177.1426,405,379.20000000000005,463.2,2400000
190.0862,405,384.6,425.4,1000000
211.9963,405,386.40000000000003,413.4,410000
221.1859,405,388.2,408.59999999999997,260000
370.1153,405,391.2,425.4,1300000
391.094,405,388.2,445.79999999999995,2500000
392.0974,405,388.2,417,560000
407.0663,405,390,436.2,1900000
416.143,405,388.2,432.6,950000
486.2267,405,400.2,425.4,430000
518.2134,405,391.2,430.79999999999995,5200000
534.1909,405,391.2,425.4,1800000
550.1634,405,393,413.4,450000
556.1729,405,393,413.4,520000
557.176,405,394.8,408.59999999999997,220000
562.177,405,390,434.40000000000003,1800000
563.1802,405,390,422.4,640000
572.1371,405,393,418.8,390000
573.1406,405,394.8,410.4,240000
584.1716,405,394.8,413.4,470000
721.2389,405,394.8,417,720000
759.1945,405,391.2,412.2,490000
118.0823,406.8,381,412.2,440000
188.0681,406.8,386.40000000000003,415.2,280000
263.1682,406.8,394.8,425.4,340000
289.1033,406.8,388.2,456,680000
369.112,406.8,390,447.6,7200000
394.161,406.8,390,437.4,2800000
396.1586,406.8,393,420.59999999999997,440000
397.1109,406.8,390,432.6,1200000
410.1386,406.8,391.2,430.79999999999995,1600000
482.0884,406.8,390,410.4,340000
500.2066,406.8,398.4,430.79999999999995,700000
519.2164,406.8,391.2,425.4,2000000
520.2109,406.8,393,415.2,820000
535.1943,406.8,393,410.4,630000
540.1953,406.8,391.2,429,2100000
578.1547,406.8,390,420.59999999999997,1400000
647.1545,406.8,388.2,408.59999999999997,480000
722.2418,406.8,393,412.2,350000
743.2208,406.8,391.2,413.4,850000
168.0928,408.59999999999997,386.40000000000003,454.20000000000005,1700000
250.0798,396.6,378,402,450000
86.0954,410.4,405,425.4,880000
134.106,410.4,400.2,424.20000000000005,2000000
226.024,410.4,408.59999999999997,418.8,280000
245.1495,410.4,391.2,429,580000
286.151,410.4,398.4,425.4,650000
322.2052,410.4,406.8,418.8,310000
335.1278,410.4,396.6,456,4700000
337.1608,410.4,402,422.4,310000
371.1451,410.4,391.2,418.8,380000
482.1948,410.4,405,429,370000
484.2291,410.4,394.8,447.6,3000000
485.2319,410.4,398.4,432.6,750000
86.0965,412.2,396.6,424.20000000000005,100000000
132.0989,412.2,400.2,424.20000000000005,1900000
132.0997,412.2,396.6,425.4,3900000
132.1018,412.2,394.8,425.4,500000000
133.0989,412.2,400.2,424.20000000000005,2000000
133.1051,412.2,394.8,425.4,34000000
134.1084,412.2,398.4,424.20000000000005,990000
246.0422,412.2,406.8,425.4,540000
262.1648,412.2,378,477,2700000
268.0742,412.2,410.4,432.6,380000
280.0266,412.2,388.2,439.20000000000005,670000
302.0085,412.2,408.59999999999997,430.79999999999995,330000
319.1502,412.2,400.2,451.2,780000
321.2019,412.2,402,429,1400000
327.1963,412.2,410.4,422.4,230000
351.1001,412.2,398.4,447.6,2100000
352.1036,412.2,402,425.4,380000
360.1768,412.2,396.6,454.20000000000005,2600000
362.1743,412.2,402,436.2,420000
373.082,412.2,402,447.6,680000
379.1713,412.2,400.2,427.2,810000
407.2387,412.2,408.59999999999997,424.20000000000005,290000
439.116,412.2,408.59999999999997,429,480000
451.2479,412.2,405,424.20000000000005,550000
538.1533,412.2,405,429,270000
86.0976,413.4,403.2,418.8,730000
173.1284,413.4,400.2,427.2,600000
264.0543,413.4,386.40000000000003,456,1000000
310.1468,413.4,408.59999999999997,425.4,320000
336.1312,413.4,403.2,453,800000
358.1424,413.4,408.59999999999997,425.4,430000
361.1804,413.4,405,425.4,330000
363.1267,413.4,405,425.4,350000
423.1438,413.4,403.2,436.2,1700000
424.1473,413.4,408.59999999999997,427.2,370000
450.2447,413.4,402,425.4,2800000
451.1427,413.4,410.4,429,420000
461.0982,413.4,406.8,430.79999999999995,700000
544.1706,413.4,408.59999999999997,434.40000000000003,220000
610.1918,413.4,410.4,429,510000
687.2542,413.4,406.8,422.4,290000
709.2368,413.4,406.8,418.8,280000
87.0998,415.2,394.8,425.4,5700000
132.1093,415.2,405,420.59999999999997,310000
133.108,415.2,398.4,424.20000000000005,920000
145.0495,415.2,412.2,429,480000
186.1124,415.2,412.2,427.2,190000
206.1272,415.2,405,473.4,720000
236.1243,415.2,405,461.40000000000003,510000
256.1198,415.2,408.59999999999997,463.2,380000
264.0818,415.2,406.8,480,2800000
265.0852,415.2,413.4,429,280000
270.1124,415.2,410.4,424.20000000000005,230000
270.1481,415.2,400.2,425.4,1400000
287.0688,415.2,406.8,425.4,350000
328.19,415.2,410.4,425.4,340000
343.1734,415.2,406.8,425.4,820000
349.0593,415.2,408.59999999999997,427.2,270000
357.1097,415.2,398.4,422.4,820000
374.1854,415.2,413.4,430.79999999999995,190000
376.1543,415.2,398.4,453,1300000
407.1662,415.2,403.2,439.20000000000005,2600000
409.1637,415.2,410.4,429,410000
445.1257,415.2,406.8,436.2,960000
452.2423,415.2,406.8,425.4,410000
466.2223,415.2,405,424.20000000000005,480000
528.1928,415.2,405,420.59999999999997,460000
632.1863,415.2,410.4,427.2,300000
85.0285,417,406.8,430.79999999999995,1300000
132.1047,417,403.2,425.4,1300000
184.0967,417,410.4,444,430000
204.1189,417,410.4,429,590000
204.123,417,394.8,491.99999999999994,86000000
205.1263,417,400.2,481.79999999999995,8900000
242.0999,417,400.2,447.6,33000000
256.1223,417,406.8,457.8,280000
299.0914,417,408.59999999999997,457.8,2100000
382.1587,417,403.2,424.20000000000005,560000
416.2604,417,405,425.4,1800000
429.1482,417,405,445.79999999999995,1200000
483.1922,417,413.4,427.2,500000
505.1743,417,412.2,429,470000
506.2109,417,402,441,610000
616.2087,417,405,429,510000
205.12,418.8,410.4,429,380000
221.1213,418.8,403.2,480,6100000
222.1221,418.8,412.2,436.2,660000
243.1032,418.8,405,449.40000000000003,3100000
326.1924,418.8,403.2,424.20000000000005,2600000
373.1819,418.8,408.59999999999997,454.20000000000005,2300000
395.164,418.8,398.4,454.20000000000005,580000
411.1416,418.8,393,451.2,330000
418.2579,418.8,412.2,425.4,260000
483.1799,418.8,412.2,429,500000
499.1574,418.8,413.4,429,550000
576.2075,418.8,412.2,430.79999999999995,390000
159.1128,420.59999999999997,418.8,434.40000000000003,160000
176.0657,420.59999999999997,394.8,427.2,1300000
202.1074,420.59999999999997,408.59999999999997,434.40000000000003,1200000
206.1296,420.59999999999997,408.59999999999997,437.4,420000
220.1179,420.59999999999997,400.2,488.40000000000003,59000000
277.1008,420.59999999999997,415.2,429,240000
315.0638,420.59999999999997,410.4,429,330000
339.0977,420.59999999999997,410.4,425.4,340000
375.1795,420.59999999999997,415.2,449.40000000000003,340000
427.1136,420.59999999999997,412.2,432.6,270000
461.1979,420.59999999999997,412.2,430.79999999999995,1200000
477.1754,420.59999999999997,412.2,430.79999999999995,1200000
515.1298,420.59999999999997,413.4,425.4,170000
104.0576,422.4,418.8,436.2,170000
205.1293,422.4,417,427.2,140000
220.1132,422.4,415.2,429,460000
226.1049,422.4,403.2,430.79999999999995,960000
244.1041,422.4,410.4,434.40000000000003,310000
257.1165,422.4,403.2,425.4,400000
258.0737,422.4,408.59999999999997,434.40000000000003,460000
268.0242,422.4,410.4,425.4,400000
389.1595,422.4,410.4,453,1100000
390.1628,422.4,418.8,430.79999999999995,180000
222.1245,424.20000000000005,413.4,432.6,230000
236.0744,424.20000000000005,415.2,430.79999999999995,440000
258.0647,424.20000000000005,417,429,140000
283.1139,424.20000000000005,412.2,430.79999999999995,380000
255.2179,427.2,413.4,445.79999999999995,1100000
260.1605,427.2,418.8,444,290000
450.1721,427.2,420.59999999999997,432.6,200000
466.1496,427.2,420.59999999999997,434.40000000000003,240000
94.0652,429,420.59999999999997,442.8,430000
132.0976,429,415.2,430.79999999999995,610000
168.0631,429,424.20000000000005,437.4,210000
192.0655,429,417,461.40000000000003,1100000
209.092,429,415.2,480,6700000
237.087,429,413.4,449.40000000000003,410000
315.1663,429,422.4,441,490000
418.1222,429,418.8,430.79999999999995,170000
528.193,429,420.59999999999997,444,360000
136.0756,430.79999999999995,420.59999999999997,437.4,350000
198.0873,430.79999999999995,417,451.2,13000000
219.0764,430.79999999999995,422.4,437.4,170000
220.0693,430.79999999999995,420.59999999999997,444,680000
253.056,430.79999999999995,422.4,444,480000
358.1131,430.79999999999995,425.4,444,170000
362.1561,430.79999999999995,420.59999999999997,437.4,370000
488.1917,430.79999999999995,417,445.79999999999995,210000
510.1861,430.79999999999995,415.2,449.40000000000003,300000
80.0496,432.6,424.20000000000005,463.2,1000000
86.0602,432.6,427.2,441,1100000
86.0954,432.6,425.4,475.2,1300000
86.0977,432.6,429,441,1200000
87.0935,432.6,400.2,469.8,590000
115.0753,432.6,427.2,449.40000000000003,330000
132.0903,432.6,425.4,454.20000000000005,360000
132.0922,432.6,424.20000000000005,453,400000
132.099,432.6,424.20000000000005,466.2,2900000
132.0998,432.6,425.4,478.2,4700000
132.1073,432.6,413.4,445.79999999999995,880000
180.0767,432.6,424.20000000000005,439.20000000000005,210000
199.0907,432.6,420.59999999999997,453,1100000
210.0954,432.6,418.8,457.8,680000
271.1516,432.6,425.4,437.4,170000
418.2581,432.6,425.4,453,520000
448.2104,432.6,425.4,445.79999999999995,310000
451.2478,432.6,424.20000000000005,445.79999999999995,460000
466.2223,432.6,424.20000000000005,449.40000000000003,390000
86.0965,434.40000000000003,424.20000000000005,517.8000000000001,160000000
87.0998,434.40000000000003,425.4,480,9000000
132.1018,434.40000000000003,425.4,538.2,570000000
133.1051,434.40000000000003,425.4,483.6,38000000
134.106,434.40000000000003,424.20000000000005,478.2,2300000
134.1084,434.40000000000003,424.20000000000005,473.4,1100000
138.0549,434.40000000000003,425.4,453,530000
199.0843,434.40000000000003,424.20000000000005,437.4,150000
204.0866,434.40000000000003,425.4,447.6,300000
221.092,434.40000000000003,432.6,445.79999999999995,220000
244.0791,434.40000000000003,415.2,449.40000000000003,1900000
252.1019,434.40000000000003,398.4,465,1100000
260.053,434.40000000000003,427.2,447.6,190000
270.1482,434.40000000000003,425.4,478.2,1000000
285.1657,434.40000000000003,425.4,453,400000
293.1546,434.40000000000003,429,453,510000
327.1962,434.40000000000003,429,456,520000
342.17,434.40000000000003,400.2,466.2,7200000
345.187,434.40000000000003,406.8,456,1600000
347.1845,434.40000000000003,427.2,454.20000000000005,250000
350.1719,434.40000000000003,430.79999999999995,453,150000
450.2448,434.40000000000003,425.4,453,1900000
472.2267,434.40000000000003,406.8,453,590000
494.2087,434.40000000000003,415.2,451.2,500000
607.2838,434.40000000000003,429,449.40000000000003,350000
82.0652,436.2,424.20000000000005,466.2,560000
86.0933,436.2,432.6,445.79999999999995,250000
86.0992,436.2,425.4,445.79999999999995,330000
88.1032,436.2,429,444,240000
117.1134,436.2,429,456,180000
132.0953,436.2,427.2,445.79999999999995,600000
132.1124,436.2,415.2,451.2,440000
133.0989,436.2,424.20000000000005,478.2,2000000
133.103,436.2,434.40000000000003,447.6,290000
158.1539,436.2,424.20000000000005,459.6,4700000
171.0764,436.2,429,453,520000
173.1284,436.2,427.2,454.20000000000005,490000
177.0692,436.2,415.2,480,1700000
232.1029,436.2,403.2,459.6,650000
234.1489,447.6,442.8,463.2,200000
246.0423,436.2,425.4,454.20000000000005,620000
255.119,436.2,396.6,477,2800000
268.0743,436.2,432.6,454.20000000000005,240000
287.0689,436.2,425.4,454.20000000000005,400000
301.1433,436.2,410.4,454.20000000000005,1100000
310.1468,436.2,425.4,451.2,390000
317.1158,436.2,406.8,454.20000000000005,930000
318.1356,436.2,420.59999999999997,447.6,270000
329.1424,436.2,425.4,453,340000
339.0977,436.2,425.4,449.40000000000003,540000
343.1733,436.2,425.4,456,1300000
358.1423,436.2,425.4,451.2,540000
379.1713,436.2,427.2,451.2,400000
416.2605,436.2,425.4,456,4000000
417.2637,436.2,422.4,453,660000
438.2424,436.2,417,453,940000
585.3018,436.2,427.2,453,530000
133.1079,437.4,424.20000000000005,475.2,900000
139.0978,437.4,422.4,456,490000
159.1573,437.4,425.4,454.20000000000005,430000
266.0747,437.4,429,451.2,370000
267.0587,437.4,430.79999999999995,453,330000
271.0965,437.4,400.2,475.2,1800000
272.0999,437.4,429,456,210000
302.1461,437.4,434.40000000000003,451.2,310000
323.1253,437.4,424.20000000000005,451.2,140000
326.1925,437.4,424.20000000000005,459.6,4200000
328.19,437.4,425.4,454.20000000000005,690000
339.133,437.4,429,456,210000
348.1744,437.4,410.4,456,940000
432.238,437.4,429,445.79999999999995,890000
507.3538,437.4,434.40000000000003,454.20000000000005,270000
536.2102,437.4,436.2,451.2,180000
569.3243,437.4,429,449.40000000000003,300000
603.3086,437.4,429,449.40000000000003,200000
641.268,437.4,425.4,449.40000000000003,330000
675.2523,437.4,425.4,439.20000000000005,220000
132.0873,439.20000000000005,432.6,442.8,180000
132.1252,439.20000000000005,437.4,466.2,300000
135.1093,439.20000000000005,427.2,442.8,180000
170.0124,439.20000000000005,434.40000000000003,453,160000
171.5886,439.20000000000005,434.40000000000003,447.6,240000
175.1634,439.20000000000005,434.40000000000003,447.6,140000
195.0614,439.20000000000005,427.2,456,260000
214.0925,439.20000000000005,402,459.6,1300000
215.0932,439.20000000000005,437.4,454.20000000000005,220000
258.1699,439.20000000000005,420.59999999999997,493.8,28000000
259.1733,439.20000000000005,424.20000000000005,491.99999999999994,4000000
259.1757,439.20000000000005,437.4,449.40000000000003,150000
260.1742,439.20000000000005,430.79999999999995,456,190000
285.1296,439.20000000000005,424.20000000000005,454.20000000000005,280000
301.1071,439.20000000000005,424.20000000000005,454.20000000000005,390000
305.1244,439.20000000000005,427.2,453,570000
357.1098,439.20000000000005,422.4,453,800000
361.1646,439.20000000000005,406.8,454.20000000000005,890000
364.152,439.20000000000005,410.4,454.20000000000005,1100000
365.155,439.20000000000005,432.6,451.2,220000
476.2019,439.20000000000005,430.79999999999995,449.40000000000003,470000
514.3121,439.20000000000005,437.4,453,98000
619.2857,439.20000000000005,413.4,447.6,370000
132.1049,441,425.4,449.40000000000003,1600000
230.0336,441,434.40000000000003,456,220000
230.0699,441,402,469.8,1100000
246.0948,441,436.2,451.2,180000
303.1765,441,425.4,449.40000000000003,250000
307.1477,441,429,451.2,240000
319.154,441,425.4,451.2,230000
461.2272,441,436.2,449.40000000000003,130000
591.3063,441,427.2,449.40000000000003,340000
625.2905,441,425.4,444,270000
132.1108,442.8,437.4,454.20000000000005,240000
211.039,442.8,424.20000000000005,459.6,680000
237.0752,442.8,441,454.20000000000005,100000
268.0243,442.8,425.4,456,380000
272.1353,442.8,436.2,478.2,160000
305.1627,442.8,437.4,451.2,110000
350.7132,442.8,436.2,447.6,110000
367.169,442.8,429,453,230000
440.2399,442.8,430.79999999999995,447.6,130000
460.2244,442.8,418.8,454.20000000000005,660000
587.335,442.8,430.79999999999995,445.79999999999995,140000
216.0899,444,432.6,456,230000
222.1221,444,439.20000000000005,463.2,140000
257.1165,444,425.4,459.6,380000
174.1237,445.79999999999995,430.79999999999995,480,1500000
186.1124,445.79999999999995,441,478.2,380000
215.139,445.79999999999995,417,451.2,510000
226.1049,445.79999999999995,442.8,454.20000000000005,100000
236.0745,445.79999999999995,430.79999999999995,456,790000
