mz,rt,rtmin,rtmax,n_293T_2
149.0606,122.99999999999999,114,160.8,9200
259.117,122.99999999999999,120,126,1700
271.1177,122.99999999999999,105.6,130.8,1700
285.1315,122.99999999999999,119.4,126,1900
287.1128,122.99999999999999,117.6,126,1300
327.1795,122.99999999999999,90,125.39999999999999,2700
329.1888,122.99999999999999,120,126,5000
331.1754,122.99999999999999,117.6,125.39999999999999,1800
347.1687,122.99999999999999,107.4,126,1500
359.1673,122.99999999999999,102,126.6,2000
391.208,122.99999999999999,115.8,125.39999999999999,2700
393.2271,122.99999999999999,111,126.6,3100
395.2516,122.99999999999999,119.4,126,3000
407.2165,122.99999999999999,118.8,126.6,4200
409.2334,122.99999999999999,114.6,156.6,18000
410.235,122.99999999999999,120,126,5200
411.2342,122.99999999999999,117.6,126.6,1400
462.2959,122.99999999999999,118.8,127.2,9700
464.3114,122.99999999999999,116.39999999999999,133.20000000000002,13000
465.3138,122.99999999999999,118.2,126.6,3600
468.2466,122.99999999999999,118.8,126,2900
480.3075,122.99999999999999,116.39999999999999,154.8,58000
481.3103,122.99999999999999,117,132,16000
494.2606,122.99999999999999,117,125.39999999999999,1300
495.326,122.99999999999999,118.8,124.19999999999999,1600
497.2765,122.99999999999999,119.4,125.39999999999999,1200
498.2866,122.99999999999999,118.8,134.4,27000
499.2898,122.99999999999999,120,126.6,8300
528.3039,122.99999999999999,117,126.6,6300
540.3302,122.99999999999999,115.8,129.60000000000002,11000
540.3633,122.99999999999999,117.6,147.6,32000
541.3313,122.99999999999999,117,126.6,4800
541.3668,122.99999999999999,118.8,127.2,9100
542.3425,122.99999999999999,118.8,127.2,7900
552.3286,122.99999999999999,117.6,135.6,36000
553.332,122.99999999999999,118.2,127.2,11000
554.345,122.99999999999999,113.39999999999999,134.4,340000
555.3477,122.99999999999999,114.6,135,96000
556.3262,122.99999999999999,114.6,147.6,67000
557.3258,122.99999999999999,114.6,135,20000
571.3414,122.99999999999999,118.2,124.19999999999999,1100
751.4321,122.99999999999999,119.4,126,4500
752.4353,122.99999999999999,120,125.39999999999999,1800
779.4624,122.99999999999999,118.8,124.19999999999999,1300
904.5511,122.99999999999999,120,154.2,1700
960.6272,122.99999999999999,117,124.19999999999999,1100
241.1075,123.60000000000001,120,125.39999999999999,1100
242.1758,123.60000000000001,121.79999999999998,127.2,6700
257.1021,123.60000000000001,121.2,126.6,1200
257.1383,123.60000000000001,117.6,126,1200
289.1282,123.60000000000001,118.2,125.39999999999999,1000
297.1336,123.60000000000001,113.39999999999999,159.60000000000002,84000
298.1367,123.60000000000001,116.39999999999999,148.8,15000
299.1438,123.60000000000001,118.8,133.8,3600
301.1279,123.60000000000001,118.8,126,1200
315.1421,123.60000000000001,102,126.6,1600
329.1602,123.60000000000001,117,126.6,1600
343.138,123.60000000000001,114.6,126,1400
345.1533,123.60000000000001,106.8,126.6,2000
351.0317,123.60000000000001,121.2,150.6,9900
357.1535,123.60000000000001,111.60000000000001,147.6,17000
358.1569,123.60000000000001,117,127.2,3300
367.2101,123.60000000000001,117,125.39999999999999,1300
387.1654,123.60000000000001,120,125.39999999999999,1000
389.1807,123.60000000000001,118.8,125.39999999999999,1800
403.1949,123.60000000000001,101.39999999999999,126,1600
431.2225,123.60000000000001,114.6,127.2,1700
436.2801,123.60000000000001,121.79999999999998,132,33000
450.2963,123.60000000000001,119.4,126.6,3900
466.292,123.60000000000001,118.8,127.2,4500
466.3266,123.60000000000001,119.4,126.6,5200
478.2918,123.60000000000001,117.6,145.2,36000
479.2954,123.60000000000001,118.8,129,9900
496.2743,123.60000000000001,115.8,126.6,4100
500.2771,123.60000000000001,119.4,129.60000000000002,18000
501.2794,123.60000000000001,120,127.2,5000
502.2896,123.60000000000001,120,126,3300
522.2813,123.60000000000001,121.79999999999998,126.6,4800
524.2887,123.60000000000001,122.4,127.2,20000
526.3097,123.60000000000001,122.4,130.2,22000
529.3051,123.60000000000001,120,126,2000
539.3423,123.60000000000001,121.2,127.8,4100
597.3027,123.60000000000001,121.2,127.2,10000
599.318,123.60000000000001,121.79999999999998,127.8,16000
600.3232,123.60000000000001,118.8,126.6,5300
1149.7066,123.60000000000001,118.8,125.39999999999999,1100
215.092,124.19999999999999,122.4,149.4,1300
283.1141,124.19999999999999,106.2,127.2,1100
313.1278,124.19999999999999,121.2,153,4800
450.2604,124.19999999999999,122.4,127.2,3800
452.2764,124.19999999999999,121.79999999999998,135,26000
453.2797,124.19999999999999,122.4,127.2,6600
504.3057,124.19999999999999,118.8,159,8000
571.287,124.19999999999999,121.79999999999998,126.6,5800
782.5179,124.19999999999999,116.39999999999999,132,3700
783.519,124.19999999999999,121.2,127.2,1700
345.1892,125.39999999999999,120,129.60000000000002,1200
437.2391,127.8,124.19999999999999,164.4,6100
172.991,140.39999999999998,126,178.8,2000
505.3086,140.39999999999998,130.8,156.6,1200
803.5805,141,135.6,151.2,2200
856.5947,141.6,138.6,147.6,1000
129.0557,142.79999999999998,122.99999999999999,162.6,7300
354.0504,148.8,137.4,165.6,4100
353.0476,149.4,137.4,165,18000
355.0468,149.4,139.2,161.4,1500
828.5875,167.4,147.6,174.60000000000002,2700
420.2484,171,154.2,173.4,1100
760.5651,171,153,179.4,1300
298.1364,171.6,148.8,183.6,2600
777.565,171.6,149.4,177.6,4200
792.555,171.6,169.8,186,14000
802.5811,171.6,149.4,183.6,4800
803.5819,171.6,163.8,180.6,2500
297.1334,172.20000000000002,159.60000000000002,234,15000
299.1455,172.20000000000002,166.2,173.4,1100
501.2145,172.20000000000002,165.6,175.8,1000
733.5474,172.20000000000002,154.8,177,1200
759.5647,172.20000000000002,157.20000000000002,184.8,2600
857.5171,172.20000000000002,149.4,180,1500
160.8963,172.79999999999998,168.6,176.4,1100
162.8934,172.79999999999998,168.6,176.4,1000
188.9858,172.79999999999998,167.4,183,1900
351.0317,172.79999999999998,150.6,184.8,11000
352.0358,172.79999999999998,165.6,189,2300
357.1534,172.79999999999998,147.6,183.6,3000
441.2212,172.79999999999998,154.8,182.4,1900
584.3598,172.79999999999998,154.8,190.8,12000
585.3567,172.79999999999998,152.4,184.2,4900
883.5326,172.79999999999998,153,182.4,2000
884.5364,172.79999999999998,156.6,178.8,1100
182.0455,173.4,167.4,181.79999999999998,3800
241.0725,173.4,123.60000000000001,184.2,6000
435.2517,173.4,172.20000000000002,184.2,6300
582.3752,173.4,133.8,244.8,63000
583.3708,173.4,153.6,238.20000000000002,25000
586.357,173.4,165.6,175.8,1300
603.3473,173.4,169.2,176.4,1200
604.3585,173.4,162.6,176.4,2600
628.3594,173.4,165.6,177,1400
885.5464,173.4,153,182.4,1700
229.1074,174.60000000000002,171.6,177,1200
235.1193,174.60000000000002,171,177,1200
242.1756,174.60000000000002,159.60000000000002,183,5000
293.1751,174.60000000000002,136.79999999999998,182.4,1200
309.1702,174.60000000000002,158.4,182.4,1200
313.1279,174.60000000000002,153,182.4,3200
325.1825,174.60000000000002,158.4,181.79999999999998,1200
327.1796,174.60000000000002,168.6,182.4,3100
505.3086,174.60000000000002,165.6,184.2,4900
508.3379,174.60000000000002,142.20000000000002,183,5000
509.3416,174.60000000000002,168,178.8,1500
538.3484,174.60000000000002,158.4,180.6,3400
558.3269,174.60000000000002,162.6,180.6,3500
569.3619,174.60000000000002,163.20000000000002,180,3400
580.3602,174.60000000000002,134.4,252,46000
581.3633,174.60000000000002,133.20000000000002,189.60000000000002,15000
602.3436,174.60000000000002,160.8,180.6,3500
608.3904,174.60000000000002,163.8,179.4,2300
101.0606,175.2,171.6,181.79999999999998,1300
285.1266,175.2,171.6,177.6,1700
427.1951,175.2,172.79999999999998,177.6,1600
457.2337,175.2,167.4,182.4,2900
459.2491,175.2,171,180.6,1300
492.3426,175.2,171,177.6,1400
494.3225,175.2,168.6,178.8,1600
504.3055,175.2,159,188.4,15000
507.3258,175.2,171,179.4,1800
530.2995,175.2,168,180,3300
540.3633,175.2,147.6,186.6,25000
542.3427,175.2,169.2,179.4,2700
554.3447,175.2,134.4,250.2,170000
555.3475,175.2,135,233.4,48000
556.3282,175.2,147.6,186,21000
557.3238,175.2,135,184.2,9100
566.3449,175.2,164.4,180,3400
566.3793,175.2,159,181.79999999999998,5300
567.347,175.2,171,177,1200
567.3819,175.2,171,178.8,1800
568.3592,175.2,134.4,184.2,11000
578.3438,175.2,159.60000000000002,183,5700
579.3474,175.2,169.8,177.6,1400
650.4014,175.2,171.6,180,15000
651.4047,175.2,172.79999999999998,179.4,5400
652.4169,175.2,171,181.79999999999998,19000
653.4199,175.2,172.20000000000002,179.4,6500
860.5999,175.2,167.4,183,8300
861.6025,175.2,171.6,180.6,4200
862.6072,175.2,172.79999999999998,177.6,1600
874.6162,175.2,172.20000000000002,179.4,2100
886.6153,175.2,171.6,181.79999999999998,5100
887.6181,175.2,172.79999999999998,179.4,2600
888.6302,175.2,171,183.6,8000
889.6333,175.2,172.20000000000002,180.6,4000
912.6293,175.2,172.79999999999998,178.8,1600
914.6451,175.2,172.20000000000002,180.6,3600
915.6481,175.2,172.79999999999998,177.6,2000
129.0561,175.8,162.6,255,140000
131.0602,175.8,173.4,178.8,1200
211.0584,175.8,173.4,180.6,1200
213.0759,175.8,173.4,181.79999999999998,1100
215.0919,175.8,169.8,185.39999999999998,4700
280.6219,175.8,174.60000000000002,179.4,1700
281.0603,175.8,172.79999999999998,180.6,4800
281.0994,175.8,172.79999999999998,181.79999999999998,7300
329.1884,175.8,172.79999999999998,180,4600
369.2257,175.8,173.4,180.6,1200
393.227,175.8,172.20000000000002,179.4,1300
395.2529,175.8,172.79999999999998,182.4,1500
407.217,175.8,172.20000000000002,183,2400
409.2333,175.8,156.6,186,6700
410.23630000000003,175.8,171,182.4,1500
432.3094,175.8,173.4,178.8,1700
433.2338,175.8,171.6,181.79999999999998,1900
496.2678,175.8,172.79999999999998,192.6,1500
498.2869,175.8,171.6,193.20000000000002,44000
499.2899,175.8,172.79999999999998,183.6,14000
506.3214,175.8,130.2,182.4,6700
527.3132,175.8,172.79999999999998,181.79999999999998,5700
528.3043,175.8,172.20000000000002,180.6,4800
529.3024,175.8,173.4,178.8,1600
541.3312,175.8,169.8,180,2800
541.3668,175.8,169.2,181.79999999999998,6600
552.3283,175.8,135.6,187.20000000000002,21000
553.3313,175.8,166.2,182.4,6500
579.3872,175.8,172.79999999999998,180.6,4700
596.3543,175.8,173.4,179.4,6200
610.4055,175.8,171,179.4,10000
611.4086,175.8,173.4,178.8,3000
622.3697,175.8,172.79999999999998,178.8,8200
624.3864,175.8,169.8,183,56000
625.3894,175.8,172.20000000000002,180.6,19000
626.392,175.8,172.79999999999998,178.8,4500
632.3561,175.8,173.4,179.4,2200
683.3734,175.8,172.20000000000002,183.6,7500
684.3768,175.8,172.79999999999998,181.79999999999998,3000
149.0604,176.4,160.8,183,1700
188.0745,176.4,174.60000000000002,180.6,2000
248.08,176.4,174.60000000000002,183.6,2500
273.1303,176.4,165,182.4,1200
436.2806,176.4,172.79999999999998,190.8,33000
450.2956,176.4,173.4,179.4,3200
462.2959,176.4,172.20000000000002,181.79999999999998,8500
464.3114,176.4,168,183,11000
465.3149,176.4,173.4,180,2800
466.2917,176.4,173.4,181.79999999999998,3600
466.3261,176.4,172.79999999999998,181.79999999999998,4700
476.2754,176.4,175.2,180.6,2400
478.2914,176.4,169.8,191.4,38000
479.2945,176.4,173.4,183,10000
480.3073,176.4,154.8,214.8,44000
481.3102,176.4,165.6,184.2,12000
482.3115,176.4,172.79999999999998,179.4,2300
500.2774,176.4,172.20000000000002,184.2,21000
501.2798,176.4,173.4,181.79999999999998,5700
502.2887,176.4,173.4,180,3800
526.3098,176.4,168.6,186.6,20000
570.3444,176.4,171,180.6,1500
588.2946,176.4,174.60000000000002,180.6,3300
590.307,176.4,175.2,180,1000
777.4448,176.4,174.60000000000002,180.6,1800
347.2422,177,174.60000000000002,185.39999999999998,3500
452.2759,177,173.4,192.6,31000
453.2792,177,174.60000000000002,183.6,7700
454.2807,177,175.2,180,1300
497.1649,177,174.60000000000002,185.39999999999998,4500
498.1686,177,175.8,183,1200
604.3257,177,174.60000000000002,182.4,3500
751.4318,177,174.60000000000002,183.6,4100
752.4339,177,175.2,182.4,1900
779.4614,177,175.2,180,1300
144.0452,177.6,176.4,182.4,1600
438.2953,177.6,175.2,184.8,7000
439.2994,177.6,176.4,181.79999999999998,1600
450.2602,177.6,175.2,183.6,4300
451.263,177.6,175.2,180.6,1100
277.0756,178.8,175.2,184.8,2400
619.2865,179.4,176.4,187.20000000000002,1400
621.3013,179.4,177,183,1000
397.1485,180,175.8,188.4,1500
600.3214,180,175.2,192,3700
1151.7017,180,177,187.20000000000002,1200
134.0473,180.6,177.6,185.39999999999998,1500
356.1018,180.6,177.6,186,1600
598.3057,180.6,176.4,191.4,2300
599.3177,180.6,175.2,205.8,11000
296.0811,181.79999999999998,177,190.8,3400
597.3025,181.79999999999998,175.2,199.2,7300
522.2812,183,176.4,192,3200
571.2868,183.6,175.8,202.79999999999998,3500
848.3794,183.6,177.6,192.6,1900
876.4103,183.6,180.6,193.20000000000002,1300
1112.6223,184.2,180,202.20000000000002,2200
1113.6272,184.2,180.6,194.4,1400
174.059,184.8,179.4,201,2700
1085.5941,184.8,180.6,193.20000000000002,1400
1110.6073,184.8,180.6,196.79999999999998,1200
183.0661,185.39999999999998,175.8,237.6,7500
139.0763,186,181.79999999999998,192.6,1000
356.0489,186,179.4,223.20000000000002,7600
443.0169,186,182.4,198,1300
752.1602,186,183,193.8,1800
1084.592,186,180,202.79999999999998,2100
728.299,186.6,180.6,202.20000000000002,2100
187.0608,187.20000000000002,183.6,204,1200
353.04880000000003,187.20000000000002,174.60000000000002,291,650000
354.0512,187.20000000000002,174.60000000000002,290.4,130000
564.1346,187.20000000000002,180.6,204,1300
707.1035,187.20000000000002,181.79999999999998,199.8,3700
708.1057,187.20000000000002,183.6,195.6,1400
746.0626,187.20000000000002,183.6,195.6,1100
765.1571,187.20000000000002,180.6,218.4,49000
766.16010000000006,187.20000000000002,180.6,210.6,23000
767.1588,187.20000000000002,181.79999999999998,205.8,11000
768.1595,187.20000000000002,182.4,198,2900
137.0832,188.4,182.4,205.8,2800
351.9859,188.4,181.79999999999998,200.39999999999998,1800
355.0476,188.4,176.4,271.8,47000
376.0327,188.4,180.6,220.2,1800
398.0322,188.4,180.6,206.4,2800
732.0884,188.4,181.79999999999998,204,3900
1105.1214,188.4,183,200.39999999999998,3000
1177.2651,188.4,183,196.79999999999998,3000
201.0765,189,187.20000000000002,204.60000000000002,1100
730.0889,189,180,220.2,33000
1141.1937,189,183.6,197.4,1900
375.0291,189.60000000000002,178.8,260.4,9800
729.0861,189.60000000000002,180,227.4,75000
1178.2673,189.60000000000002,183,196.2,2100
1179.2676,189.60000000000002,183.6,193.8,1100
731.0874,190.2,180.6,213,14000
745.0593,190.2,181.79999999999998,204.60000000000002,3400
1106.1253,190.8,183,197.4,1600
1142.1951,190.8,184.8,194.4,1000
463.0398,191.4,180.6,216,3500
122.0609,192,189,205.2,1600
751.067,192,181.79999999999998,209.4,2400
150.0561,192.6,184.2,261.6,24000
151.0592,192.6,188.4,210,2000
138.0558,193.20000000000002,186.6,216.6,3400
168.0666,193.20000000000002,181.79999999999998,279.6,49000
169.0697,193.20000000000002,186.6,214.2,4400
166.0517,193.8,185.39999999999998,268.8,8000
818.3035,193.8,189.60000000000002,202.20000000000002,1800
411.0055,194.4,180,239.4,2000
345.1252,195.6,188.4,223.20000000000002,8800
346.1281,195.6,191.4,205.8,1400
214.069,196.2,190.8,205.8,1000
245.1024,196.2,189.60000000000002,205.8,1500
448.305,196.2,184.2,228,5900
344.1286,196.79999999999998,189.60000000000002,210.6,2000
449.3085,196.79999999999998,186.6,210.6,1700
464.2482,196.79999999999998,182.4,223.20000000000002,5100
439.0277,197.4,180.6,222.6,1600
524.2708,197.4,192,211.2,2100
115.0401,198,190.8,231.6,4400
527.2438,198,188.4,223.20000000000002,5700
540.3333,198,190.2,204.60000000000002,1100
641.3088,198,192,209.4,2300
157.0504,199.2,196.2,209.4,1100
202.1082,199.2,193.8,209.4,1100
438.0246,199.2,179.4,267,7400
465.2513,199.2,192.6,205.8,1100
500.225,199.2,190.2,214.2,2200
415.0216,199.8,181.79999999999998,219.60000000000002,1000
528.2473,199.8,193.20000000000002,210,1200
783.1677,201,196.2,214.8,1800
514.2824,202.20000000000002,192.6,220.8,3000
748.1003,202.20000000000002,194.4,215.39999999999998,3500
793.5433,202.20000000000002,192,229.2,1300
747.0966,202.79999999999998,193.20000000000002,220.2,8500
749.0988,202.79999999999998,196.79999999999998,211.79999999999998,1700
371.0588,205.2,192,307.2,36000
372.0616,206.4,193.8,243.59999999999997,7800
373.0582,206.4,196.79999999999998,227.4,3000
765.1073,206.4,202.79999999999998,211.79999999999998,1200
393.0394,207,199.8,214.8,1100
457.0372,207,200.39999999999998,216.6,1100
231.08690000000001,208.8,198,223.8,1400
456.035,208.8,197.4,230.39999999999998,4100
776.5728,202.20000000000002,190.8,208.20000000000002,1800
111.0198,211.79999999999998,207,221.4,1400
245.1025,214.8,205.8,234.60000000000002,1500
160.0434,217.20000000000002,209.4,235.8,2200
776.5706,226.2,225,250.79999999999998,1300
173.0453,228,211.79999999999998,256.8,4200
192.0664,228,213,247.20000000000002,2500
157.0504,229.2,219.60000000000002,238.8,1200
300.1813,229.2,192.6,345.59999999999997,150000
301.1841,229.2,219,285.59999999999997,23000
302.1861,229.2,225.6,235.8,3300
322.1624,229.2,225,237.6,3100
344.1871,229.2,226.2,232.79999999999998,1400
358.1387,229.2,227.4,232.79999999999998,1100
382.1831,229.2,225.6,234.60000000000002,2200
601.3688,229.2,227.4,231.6,2500
623.3499,229.2,227.4,231.6,2000
99.0088,229.8,226.2,233.4,1900
158.0822,229.8,219.60000000000002,246.60000000000002,1100
275.1032,229.8,225,239.4,1100
345.086,230.39999999999998,222.6,276.6,2800
190.054,244.8,229.2,305.4,6500
134.061,252,245.39999999999998,263.4,1000
178.0508,252,238.8,315.59999999999997,8800
159.0661,262.8,250.2,275.4,1200
147.0659,276,262.8,306,1500
112.0516,281.40000000000003,269.40000000000003,326.40000000000003,6000
146.0277,284.40000000000003,265.79999999999995,322.2,3100
145.0502,297.6,278.4,316.8,2100
188.0925,305.4,290.4,337.8,1800
129.019,310.2,291.6,324,1800
245.0772,310.79999999999995,301.2,327.6,1100
100.0225,334.20000000000005,321.6,355.79999999999995,1300
226.083,370.79999999999995,358.2,390.59999999999997,1400
165.0766,385.2,376.2,405,1500
357.0997,392.4,381.6,405.59999999999997,1300
146.9657,393,299.40000000000003,423,5600
316.9161,394.20000000000005,385.79999999999995,415.2,1800
231.9431,395.4,385.2,412.8,1600
486.8757,396,386.40000000000003,410.4,1400
209.949,397.2,382.8,420.59999999999997,25000
210.9494,397.2,385.79999999999995,415.2,3500
211.9467,397.2,385.79999999999995,415.2,3900
225.9262,397.2,382.8,420,8600
243.8989,397.2,382.8,415.79999999999995,12000
245.8945,397.2,384,412.8,5100
401.8967,397.2,385.79999999999995,411.6,1600
240.9016,398.4,384,416.40000000000003,10000
213.8825,404.40000000000003,385.2,412.2,1200
283.0677,417.6,407.4,431.40000000000003,1500
152.0294,421.8,407.4,438.59999999999997,2800
151.0262,422.4,402.6,472.2,35000
401.199,423.59999999999997,411,439.20000000000005,1700
246.0738,425.4,414.6,448.2,2400
352.1338,428.4,418.2,444,3800
400.1955,428.4,399,465,8300
719.2353,428.4,423,435,1500
166.0767,429,418.2,444.6,2700
174.0769,429,410.4,459,9600
538.1901,429,418.8,442.2,4300
163.5831,429.6,422.4,438.59999999999997,1000
164.0723,429.6,406.2,487.80000000000007,350000
293.1754,429.6,423.59999999999997,435.59999999999997,1000
327.1799,429.6,418.8,463.2,1400
375.1578,429.6,418.2,443.4,1700
391.123,429.6,417.6,439.20000000000005,1800
532.1737,429.6,420,441,3100
165.0749,430.2,405,471,34000
166.0176,430.2,413.4,457.8,9200
147.0453,430.79999999999995,409.8,477,42000
103.0551,431.40000000000003,421.2,443.4,1600
148.0482,431.40000000000003,415.79999999999995,450.59999999999997,4300
351.1306,431.40000000000003,415.2,451.8,18000
474.2832,431.40000000000003,424.8,444.6,1000
249.0484,432,415.79999999999995,454.20000000000005,3100
309.17,432,421.8,462.6,1200
318.1503,432,426.6,444,1200
393.1321,432,424.8,444,1500
504.2055,433.2,424.20000000000005,444,2400
498.1899,434.40000000000003,423,444.6,3400
317.1466,435,421.2,449.40000000000003,8700
370.1348,435.59999999999997,429,445.2,1300
131.0907,436.2,420,450,21000
132.0921,436.2,426.6,450,1800
212.0899,436.2,423,472.8,2900
130.0878,436.8,415.2,448.8,310000
181.0502,438,431.40000000000003,460.79999999999995,2600
393.1854,438,428.4,444.6,1400
464.2053,438,426.6,446.40000000000003,3800
283.163,438.59999999999997,426.6,465,5500
88.0402,439.20000000000005,429,463.8,3900
173.0451,439.20000000000005,428.4,460.79999999999995,2500
282.1008,439.20000000000005,430.79999999999995,461.40000000000003,2100
392.1543,440.4,431.40000000000003,454.8,3200
405.1619,440.4,428.4,454.20000000000005,6300
470.2213,440.4,430.79999999999995,444.6,1500
146.082,441,428.4,466.8,7200
217.4511,441,433.8,454.20000000000005,1400
218.1038,441,421.8,498.6,480000
220.1078,441,428.4,465.59999999999997,6900
281.0981,441,424.8,489,18000
406.1644,441,432,450,1600
430.2211,441,429,447,2400
692.3913,441,431.40000000000003,453.59999999999997,1500
219.1066,441.6,424.8,491.99999999999994,46000
246.0946,441.6,432,452.4,1900
288.0754,441.6,424.8,472.2,2900
322.0753,441.6,433.2,455.4,3900
371.1783,441.6,433.2,456,3400
244.0993,442.2,433.2,455.4,1200
303.0798,442.2,428.4,471,8100
359.1484,442.2,428.4,451.8,1800
379.1409,442.2,437.4,448.2,1300
437.2125,442.2,427.2,482.4,190000
438.2154,442.2,429,465,41000
445.1978,442.8,433.2,451.8,3900
439.2168,443.4,431.40000000000003,457.8,7800
459.1935,443.4,433.8,456.6,5600
460.1971,443.4,438.59999999999997,450.59999999999997,1200
304.0827,446.40000000000003,440.4,448.2,1000
423.1422,447,444,454.8,1000
276.0837,448.2,444.6,456,1500
330.1157,450,444,458.4,2200
382.0801,450,447,456.6,1000
226.0887,451.2,445.79999999999995,459,1400
317.1241,451.2,445.79999999999995,465.59999999999997,3000
315.1231,452.4,445.2,481.79999999999995,3900
316.1199,452.4,442.2,490.79999999999995,16000
144.0665,453.59999999999997,446.40000000000003,462,1300
190.0716,453.59999999999997,445.79999999999995,462,1300
196.0723,454.8,444,468.59999999999997,3700
318.086,455.4,447,472.8,1000
188.0454,457.8,447,505.2,7600
242.1004,458.4,444,475.2,3400
222.0135,459,453.59999999999997,470.4,1100
283.0764,459,451.2,489,1100
300.1106,459,445.79999999999995,478.2,1400
348.0961,459,446.40000000000003,460.79999999999995,6000
89.0251,460.2,441,537,190000
90.0278,460.2,445.79999999999995,500.4,6400
115.0206,460.2,446.40000000000003,472.2,3800
135.027,460.2,448.8,461.40000000000003,2100
91.0287,460.79999999999995,450.59999999999997,474.6,1300
186.0454,460.79999999999995,445.79999999999995,510.59999999999997,25000
187.0424,460.79999999999995,444.6,518.4000000000001,100000
189.0464,460.79999999999995,450.59999999999997,470.4,1900
216.0871,460.79999999999995,454.20000000000005,474.6,1300
243.0616,460.79999999999995,450,490.2,9700
221.0117,462,448.8,505.79999999999995,9200
277.0234,464.40000000000003,450,474.6,1700
201.0373,465,448.2,496.2,10000
291.056,465,451.8,473.4,1300
307.0336,465,448.8,479.40000000000003,6300
258.0772,465.59999999999997,462,480.59999999999997,1100
160.0613,466.2,458.4,495,3100
419.046,466.2,459,475.2,1200
171.026,468,466.2,473.4,1100
247.0128,469.8,446.40000000000003,476.40000000000003,3400
514.6718,469.8,464.40000000000003,479.40000000000003,2800
515.1735,470.4,465.59999999999997,475.79999999999995,1100
501.6641,472.2,466.2,483.6,4300
502.1654,473.4,466.8,480,2100
152.0023,474.6,465,519.6,12000
421.0912,475.2,471.6,481.2,1000
236.9791,475.79999999999995,469.8,486,1500
315.0952,477,471,491.99999999999994,2100
368.138,477.6,470.4,486,1200
159.0926,479.40000000000003,474.6,486.59999999999997,1100
213.0058,479.40000000000003,471,498.00000000000006,1200
487.6483,479.40000000000003,474.6,485.4,1700
204.0856,480,469.8,500.4,8400
192.998,480.59999999999997,449.40000000000003,494.40000000000003,1900
203.083,480.59999999999997,466.8,512.4,66000
429.1523,480.59999999999997,472.8,491.99999999999994,5600
655.224,480.59999999999997,475.79999999999995,486,1500
194.9936,481.2,448.8,505.2,3000
397.0878,481.2,475.79999999999995,486.59999999999997,1200
414.1684,481.2,475.79999999999995,489.6,1100
270.975,482.4,451.8,502.80000000000007,3400
149.0462,483.6,476.40000000000003,499.20000000000005,1700
288.985,484.20000000000005,472.8,496.2,1500
148.0439,484.8,472.2,513.6,21000
260.0565,484.8,475.79999999999995,493.8,1600
374.1138,484.8,475.79999999999995,492.6,3300
150.0396,485.4,479.40000000000003,491.99999999999994,1200
434.2123,485.4,477.6,491.99999999999994,1900
319.0755,486,480,491.99999999999994,1700
233.0208,486.59999999999997,478.2,493.20000000000005,1300
300.1112,487.80000000000007,478.2,494.40000000000003,1300
249.0786,488.40000000000003,477,506.4,9500
255.0341,488.40000000000003,481.2,497.4,1400
248.0818,489,479.40000000000003,500.4,2400
311.1142,489,484.8,496.2,1300
256.0853,490.2,477,519.6,1200
483.2173,490.2,486,495,1200
151.0609,490.79999999999995,480,508.20000000000005,3200
157.0364,496.79999999999995,487.80000000000007,517.8000000000001,8500
337.0612,497.4,493.20000000000005,502.80000000000007,1100
338.1122,500.4,496.79999999999995,512.4,1100
339.1093,500.4,486.59999999999997,519,4400
219.0768,501.59999999999997,485.4,512.4,2100
452.0811,502.80000000000007,498.6,505.79999999999995,1500
114.0561,503.40000000000003,494.40000000000003,521.4,12000
276.0766,503.40000000000003,489.6,521.4,4100
278.0763,504.6,493.8,518.4000000000001,1900
373.06,504.6,492.6,508.8,1300
277.0734,505.2,483.6,526.8,17000
282.0327,505.2,494.40000000000003,516.5999999999999,1200
283.029,505.2,488.40000000000003,535.2,4800
205.0523,506.99999999999994,500.4,517.8000000000001,1400
116.0722,508.20000000000005,493.8,529.8,43000
117.075,508.20000000000005,500.4,517.8000000000001,2600
131.0096,508.20000000000005,502.80000000000007,514.8,1100
292.1393,508.20000000000005,498.6,511.79999999999995,1200
294.1182,509.40000000000003,503.40000000000003,515.4,1700
328.1059,509.40000000000003,489,515.4,2600
255.1316,510,504.6,515.4,1700
359.1169,510,502.19999999999993,516.5999999999999,2900
388.1746,510.59999999999997,505.79999999999995,515.4,1300
119.035,511.2,497.4,526.1999999999999,3400
149.0454,511.2,499.20000000000005,517.8000000000001,1300
161.0454,511.2,500.4,528,4200
179.0562,511.2,486.59999999999997,538.8000000000001,64000
296.134,511.2,501.59999999999997,519,12000
297.1372,511.2,505.79999999999995,516,1700
251.097,511.79999999999995,508.8,516,5500
269.0873,511.79999999999995,496.2,521.4,26000
270.0915,511.79999999999995,503.40000000000003,517.8000000000001,3100
281.1071,511.79999999999995,508.20000000000005,516.5999999999999,13000
282.1096,511.79999999999995,509.40000000000003,514.8,2100
299.0975,511.79999999999995,505.2,517.8000000000001,2300
397.1143,511.79999999999995,504.6,520.8,1600
143.0349,512.4,502.19999999999993,519,1900
366.108,512.4,493.20000000000005,534.6,56000
367.1052,512.4,490.79999999999995,538.8000000000001,260000
368.108,512.4,496.2,529.8,33000
369.1091,512.4,498.6,527.4,8000
233.086,513.6,510,516.5999999999999,2300
547.1671,513.6,505.79999999999995,519.6,1700
113.0243,514.2,505.2,517.8000000000001,1100
160.0613,514.2,495,519.6,1700
215.0317,514.2,495,522.6,15000
