mz,rt,rtmin,rtmax,n_293T_2
1097.7607,100.19999999999999,96.60000000000001,109.80000000000001,4200
1113.7553,100.19999999999999,99,105,1300
1117.7846,100.19999999999999,99,104.4,1200
257.2382,100.8,94.80000000000001,123.60000000000001,4400
632.4887,100.8,95.4,118.2,4500
746.5103,100.8,87,159.60000000000002,37000
747.5146,100.8,87,160.8,20000
748.5255,100.8,88.2,160.8,38000
770.5676,100.8,93.60000000000001,158.4,6000
775.5541,100.8,91.2,150.6,7800
831.593,100.8,93,156.6,15000
832.511,100.8,95.4,113.39999999999999,1900
832.6004,100.8,93,156.6,15000
850.5932,100.8,91.8,157.20000000000002,11000
988.7832,100.8,99.6,106.2,1000
1013.7953,100.8,96,108,2100
1014.8073,100.8,95.4,117,5100
1015.8105,100.8,95.4,111,2900
1098.7649,100.8,96.60000000000001,106.8,2600
1099.7697,100.8,99,104.4,1100
241.2165,101.39999999999999,94.2,151.2,5800
253.2164,101.39999999999999,94.80000000000001,148.20000000000002,13000
254.2195,101.39999999999999,96.60000000000001,112.8,2000
271.2266,101.39999999999999,96,126,3900
644.3803,101.39999999999999,98.39999999999999,107.4,1400
720.4943,101.39999999999999,88.8,158.4,12000
722.5106,101.39999999999999,93.60000000000001,163.8,36000
723.5136,101.39999999999999,94.2,162,15000
728.5216,101.39999999999999,96,153,3100
738.5051,101.39999999999999,94.2,158.4,18000
742.5366,101.39999999999999,93.60000000000001,159.60000000000002,20000
764.5345,101.39999999999999,93,158.4,68000
766.5339,101.39999999999999,93.60000000000001,159.60000000000002,23000
776.5631,101.39999999999999,93,190.8,65000
800.5764,101.39999999999999,94.2,141.6,5300
804.5768,101.39999999999999,91.8,161.4,73000
805.5783,101.39999999999999,93,157.20000000000002,36000
816.5742,101.39999999999999,91.8,157.20000000000002,180000
818.5888,101.39999999999999,91.8,159.60000000000002,250000
838.5579,101.39999999999999,93,158.4,18000
873.5679,101.39999999999999,98.39999999999999,106.8,1400
924.5923,101.39999999999999,98.39999999999999,110.4,1100
1000.7951,101.39999999999999,98.39999999999999,105,1100
1121.7616,101.39999999999999,96.60000000000001,106.2,2200
1137.7606,101.39999999999999,100.19999999999999,106.2,1200
314.2145,102,98.39999999999999,105.6,1200
360.2229,102,100.8,105.6,1100
373.1162,102,93,123.60000000000001,3100
429.0777,102,98.39999999999999,110.4,1500
458.2733,102,93,108.60000000000001,1600
672.4938,102,99,111,1900
686.4746,102,99,124.19999999999999,3500
690.5015,102,97.2,126.6,2500
698.5082,102,99.6,110.4,1400
700.523,102,97.2,110.4,1900
702.5377,102,97.2,105.6,1600
712.4896,102,97.2,122.99999999999999,2600
713.4921,102,100.8,108,1300
714.5054,102,94.80000000000001,159.60000000000002,17000
715.5086,102,96,157.20000000000002,7900
716.5209,102,93.60000000000001,159.60000000000002,24000
721.4964,102,93,154.2,5300
724.5198,102,94.80000000000001,142.79999999999998,7000
725.5212,102,96,122.99999999999999,2100
726.5375,102,97.2,108,1400
740.5192,102,94.80000000000001,157.20000000000002,9400
743.5399,102,94.2,174.60000000000002,9200
744.5518,102,93.60000000000001,183.6,14000
745.5543,102,94.80000000000001,174.60000000000002,5800
761.5149,102,95.4,108.60000000000001,6200
762.5257,102,93,157.20000000000002,71000
765.5371,102,94.2,159,30000
767.5355,102,94.2,159.60000000000002,9100
768.5475,102,93.60000000000001,149.4,5900
769.5524,102,95.4,118.8,1700
771.5704,102,93,125.39999999999999,2800
774.5489,102,86.39999999999999,159.60000000000002,18000
786.5252,102,96,149.4,7900
787.5284,102,95.4,123.60000000000001,3500
788.5405,102,91.8,158.4,60000
789.5438,102,93.60000000000001,160.8,29000
791.562,102,91.8,157.20000000000002,140000
795.5467,102,100.19999999999999,126,3800
796.5365,102,100.19999999999999,105,2300
809.5154,102,93.60000000000001,122.4,2000
810.52,102,93.60000000000001,141.6,4300
811.5232,102,95.4,126.6,2300
813.5428,102,93.60000000000001,125.39999999999999,3800
814.5577,102,93,160.8,20000
819.5923,102,91.8,159.60000000000002,120000
824.5775,102,93,157.20000000000002,7400
825.5809,102,93.60000000000001,126,3500
833.6051,102,93.60000000000001,131.4,5900
834.5247,102,94.2,135,5500
836.5405,102,93.60000000000001,158.4,7000
837.544,102,94.2,124.19999999999999,3000
839.561,102,93.60000000000001,159,8500
843.5918,102,91.8,162,28000
862.555,102,93,158.4,6300
870.6142,102,93,113.39999999999999,8000
881.5158,102,96.60000000000001,118.2,2100
883.5317,102,94.2,153,15000
884.5357,102,95.4,156.6,7500
885.5458,102,94.80000000000001,153,12000
987.7786,102,97.2,109.80000000000001,2400
1089.7578,102,99,105,1600
1090.7608,102,98.39999999999999,103.2,1100
1091.7696,102,98.39999999999999,105.6,1300
1139.7727,102,97.2,107.4,2500
227.201,102.6,96,158.4,23000
228.2044,102.6,98.39999999999999,123.60000000000001,3700
277.1433,102.6,101.39999999999999,111,1300
297.2424,102.6,96,121.79999999999998,2700
299.2577,102.6,88.8,123.60000000000001,2700
335.2207,102.6,101.39999999999999,124.19999999999999,1500
345.2398,102.6,99,104.4,1100
355.2037,102.6,101.39999999999999,110.4,1500
361.1849,102.6,94.80000000000001,125.39999999999999,2400
602.4511,102.6,97.2,121.79999999999998,4800
603.4539,102.6,99.6,107.4,1700
704.4902,102.6,94.2,106.2,1900
717.5239,102.6,94.2,159.60000000000002,11000
718.5262,102.6,96,124.19999999999999,3400
730.5367,102.6,95.4,173.4,3700
733.4912,102.6,96,108.60000000000001,3000
734.4978,102.6,94.80000000000001,120,4200
737.5129,102.6,96,159,13000
739.5068,102.6,95.4,160.8,7000
741.5229,102.6,96,127.2,3500
751.535,102.6,98.39999999999999,160.8,11000
752.5292,102.6,95.4,149.4,5400
756.552,102.6,98.39999999999999,125.39999999999999,1800
758.4995,102.6,96.60000000000001,129.60000000000002,3700
759.5125,102.6,88.2,112.2,2400
760.5124,102.6,89.4,152.4,14000
763.5297,102.6,94.2,154.8,33000
778.5584,102.6,93.60000000000001,193.8,24000
779.5606,102.6,93.60000000000001,156.6,9900
784.5126,102.6,97.2,115.8,2100
790.5587,102.6,91.8,159.60000000000002,310000
794.5489,102.6,95.4,155.39999999999998,9100
798.5332,102.6,101.39999999999999,108,1700
801.5791,102.6,95.4,124.19999999999999,2200
802.581,102.6,93,149.4,32000
808.5097,102.6,96.60000000000001,124.19999999999999,3000
808.5647,102.6,96.60000000000001,156.6,2900
812.5397,102.6,93.60000000000001,162,7600
815.5612,102.6,93.60000000000001,181.79999999999998,9900
823.5695,102.6,99,133.8,1800
835.5861,102.6,97.2,127.2,3100
857.5162,102.6,96.60000000000001,149.4,9800
858.5198,102.6,96,130.8,4800
859.5285,102.6,96.60000000000001,125.39999999999999,3500
861.5411,102.6,91.8,133.8,5300
863.5602,102.6,93.60000000000001,127.2,3000
866.5864,102.6,91.8,126.6,49000
871.5394,102.6,99.6,105.6,1600
872.5639,102.6,96,113.39999999999999,3000
882.5195,102.6,99,108.60000000000001,1100
882.5859,102.6,101.39999999999999,116.39999999999999,1900
886.551,102.6,94.2,146.4,6400
887.558,102.6,94.80000000000001,124.19999999999999,3100
888.5717,102.6,93.60000000000001,136.79999999999998,3900
889.5751,102.6,94.2,122.99999999999999,1800
898.5786,102.6,96,114,2200
902.6045,102.6,96.60000000000001,111,1200
986.7759,102.6,96,112.8,4100
1038.8056,102.6,97.2,104.4,1200
1140.7772,102.6,97.2,104.4,1500
213.1852,103.2,100.19999999999999,116.39999999999999,1600
225.1849,103.2,100.8,110.4,1400
269.2112,103.2,99,114,1500
286.1829,103.2,102,107.4,1100
337.2352,103.2,96,112.8,2100
343.2255,103.2,97.2,110.4,1600
349.1215,103.2,94.2,123.60000000000001,1500
359.2195,103.2,99,115.8,3800
361.2345,103.2,99.6,124.19999999999999,2500
417.2111,103.2,99.6,126,1800
419.2345,103.2,98.39999999999999,107.4,2200
431.2252,103.2,99.6,114.6,1400
433.2052,103.2,99,112.8,1400
441.2206,103.2,76.8,125.39999999999999,1800
447.2208,103.2,100.19999999999999,107.4,1100
451.2702,103.2,100.8,110.4,1500
477.3548,103.2,94.80000000000001,123.60000000000001,1700
687.4771,103.2,100.19999999999999,117.6,1500
688.49,103.2,96,159.60000000000002,10000
689.4922,103.2,96,129.60000000000002,4600
732.487,103.2,96.60000000000001,162.6,6100
736.5099,103.2,94.2,159.60000000000002,30000
777.5643,103.2,96,119.4,30000
781.5396,103.2,102,123.60000000000001,1500
806.5738,103.2,93,175.8,17000
807.5024,103.2,97.2,125.39999999999999,3100
833.5164,103.2,95.4,133.20000000000002,5600
834.5852,103.2,95.4,125.39999999999999,7700
835.5302,103.2,96,126,4800
855.5024,103.2,98.39999999999999,112.2,1600
855.6058,103.2,93.60000000000001,109.80000000000001,3300
874.5885,103.2,94.2,113.39999999999999,2000
899.5781,103.2,99.6,108,1100
900.5919,103.2,94.80000000000001,123.60000000000001,2600
926.6065,103.2,95.4,110.4,1400
241.0385,104.4,101.39999999999999,108.60000000000001,1100
373.185,104.4,97.2,126.6,2400
509.2855,105,100.19999999999999,123.60000000000001,3300
773.5817,111.60000000000001,110.4,120,1400
199.1698,106.2,100.8,124.19999999999999,6500
371.0129,106.8,101.39999999999999,120,1900
483.2706,106.8,102,109.80000000000001,1900
293.1755,107.4,87,135,3900
357.1905,107.4,99.6,126,1700
414.2107,107.4,100.19999999999999,182.4,34000
415.2145,107.4,102,153,9800
416.2175,107.4,102.6,117.6,1700
826.5908,107.4,106.2,161.4,10000
633.4024,108,105,116.39999999999999,1400
789.4638,108,101.39999999999999,122.99999999999999,2900
241.107,108.60000000000001,107.4,114,1100
387.1998,108.60000000000001,100.8,125.39999999999999,1500
687.5419,108.60000000000001,106.2,118.8,1600
258.1521,109.80000000000001,103.2,125.39999999999999,4700
331.1372,109.80000000000001,106.8,112.2,1100
543.362,109.80000000000001,102,174.60000000000002,21000
544.3655,109.80000000000001,102.6,141,6000
759.5641,109.80000000000001,101.39999999999999,157.20000000000002,17000
760.5639,109.80000000000001,105,153,8600
761.5782,109.80000000000001,102,149.4,30000
787.5932,109.80000000000001,102.6,122.99999999999999,1800
269.1371,110.4,105,126.6,1700
329.1583,110.4,106.8,115.8,1400
733.5472,110.4,105,154.8,7500
734.5489,110.4,105.6,124.19999999999999,3000
747.5609,110.4,106.8,125.39999999999999,3800
317.159,111,104.4,125.39999999999999,2200
367.0624,111.60000000000001,105.6,160.8,17000
792.5619,111.60000000000001,93,112.8,58000
822.5713,111.60000000000001,94.2,159.60000000000002,6000
244.1368,112.2,106.2,144.60000000000002,10000
313.1641,112.2,101.39999999999999,117.6,1000
368.0658,112.2,108,124.19999999999999,3500
379.2129,112.2,106.2,123.60000000000001,2800
413.1954,112.2,94.2,153.6,5000
619.3373,112.2,106.8,123.60000000000001,2300
619.3865,112.2,106.8,123.60000000000001,4500
645.4475,112.2,108.60000000000001,149.4,1800
646.3532,112.2,108,124.19999999999999,1100
673.4789,112.2,105.6,159,2300
731.537,112.2,96,127.2,2100
807.5666,112.2,107.4,177.6,5800
958.6098,112.2,106.2,124.19999999999999,3200
171.1385,112.8,100.19999999999999,124.19999999999999,4300
211.1333,112.8,96.60000000000001,124.19999999999999,2500
245.1395,112.8,108.60000000000001,125.39999999999999,1500
279.1227,112.8,108.60000000000001,126.6,1800
369.0627,112.8,108.60000000000001,117.6,1200
616.4672,112.8,105,117.6,1000
620.3909,112.8,108.60000000000001,118.2,1500
697.4763,112.8,109.80000000000001,114,1500
700.4937,112.8,100.8,124.19999999999999,2700
793.5448,112.8,108,158.4,22000
377.1988,113.39999999999999,107.4,126,4700
378.2015,113.39999999999999,112.2,117.6,1100
483.294,113.39999999999999,111.60000000000001,118.2,1100
847.5932,113.39999999999999,108.60000000000001,156.6,10000
848.5876,113.39999999999999,111,156.6,5100
854.5995,113.39999999999999,111,150.6,5400
959.6121,113.39999999999999,108,121.79999999999998,1900
482.2922,114,106.8,121.2,3300
671.4628,114,99.6,164.4,2800
699.4953,114,106.2,124.19999999999999,2600
704.4619,114,109.80000000000001,139.2,1800
758.5678,114.6,105.6,145.2,1600
820.5791,114.6,106.2,192.6,45000
157.1232,115.8,60.6,124.19999999999999,5500
828.5858,115.8,114,147.6,9700
230.1214,116.39999999999999,112.2,122.99999999999999,2400
726.5124,116.39999999999999,108.60000000000001,124.19999999999999,1300
730.475,116.39999999999999,108.60000000000001,122.99999999999999,1100
249.0312,117,112.2,148.20000000000002,7900
377.2336,117,112.8,123.60000000000001,3000
564.3641,117,112.8,124.19999999999999,2000
624.2826,117,113.39999999999999,121.2,1800
250.035,117.6,114,118.8,1000
597.3825,117.6,112.2,126,2500
598.3738,117.6,109.80000000000001,124.19999999999999,1300
605.3651,117.6,112.8,123.60000000000001,3600
608.3905,117.6,111,125.39999999999999,5800
609.3937,117.6,112.8,123.60000000000001,1800
610.4058,117.6,111,124.19999999999999,2700
630.3718,117.6,111.60000000000001,124.19999999999999,2400
483.1665,118.2,114,125.39999999999999,3000
583.3647,118.2,108.60000000000001,153.6,110000
626.3438,118.2,112.8,125.39999999999999,3900
628.3597,118.2,111,126,6100
629.3629,118.2,113.39999999999999,124.19999999999999,2100
823.5145,118.2,114,123.60000000000001,1100
481.2347,118.8,116.39999999999999,123.60000000000001,1400
483.2515,118.8,115.8,122.99999999999999,1700
584.3598,118.8,102.6,154.8,59000
586.3621,118.8,113.39999999999999,126.6,4100
606.3736,118.8,112.8,124.19999999999999,2600
1105.7301,118.8,117,123.60000000000001,1700
501.2139,119.4,115.8,123.60000000000001,2700
522.3536,119.4,114.6,124.19999999999999,2100
585.3604,119.4,105.6,152.4,18000
591.3523,119.4,117,123.60000000000001,2000
596.3904,119.4,112.2,125.39999999999999,4900
627.3489,119.4,115.8,122.99999999999999,1700
822.5134,119.4,114,125.39999999999999,2200
1106.7246,119.4,117,122.99999999999999,1200
216.1054,120,117.6,122.99999999999999,1800
351.1821,120,116.39999999999999,124.19999999999999,1600
457.2341,120,113.39999999999999,129.60000000000002,4800
458.2369,120,118.2,123.60000000000001,1200
459.2501,120,114.6,126.6,2700
461.2653,120,114.6,125.39999999999999,1600
592.3569,120,117.6,122.99999999999999,1100
594.3751,120,114.6,124.19999999999999,2800
604.3583,120,113.39999999999999,126.6,9000
144.045,121.2,117.6,126,1400
187.0067,121.2,116.39999999999999,177,8800
253.1435,121.2,112.2,124.19999999999999,1800
354.2402,121.2,113.39999999999999,124.19999999999999,1000
582.375,121.2,109.80000000000001,133.8,220000
602.3436,121.2,113.39999999999999,127.2,11000
603.3467,121.2,114,125.39999999999999,3400
632.3573,121.2,116.39999999999999,123.60000000000001,1800
1103.7197,121.2,118.2,123.60000000000001,1600
273.0968,121.79999999999998,118.8,129.60000000000002,2500
277.0164,121.79999999999998,117.6,127.2,2300
351.2162,121.79999999999998,102,125.39999999999999,1700
353.2308,121.79999999999998,108.60000000000001,125.39999999999999,3100
355.2464,121.79999999999998,118.8,123.60000000000001,1100
398.2632,121.79999999999998,118.8,123.60000000000001,1000
423.2486,121.79999999999998,118.2,124.19999999999999,1300
492.3424,121.79999999999998,113.39999999999999,125.39999999999999,3000
508.3382,121.79999999999998,112.2,142.20000000000002,16000
509.3413,121.79999999999998,113.39999999999999,126,4500
520.3382,121.79999999999998,117.6,124.19999999999999,1400
538.3485,121.79999999999998,114,127.2,11000
565.34760000000006,121.79999999999998,93.60000000000001,131.4,2400
580.3603,121.79999999999998,111.60000000000001,134.4,130000
581.3633,121.79999999999998,112.2,133.20000000000002,43000
610.3691,121.79999999999998,114.6,122.99999999999999,1100
433.2351,122.4,116.39999999999999,126,3400
464.2765,122.4,112.8,126.6,3700
492.3072,122.4,116.39999999999999,125.39999999999999,2300
494.3222,122.4,117,126.6,5100
506.3223,122.4,113.39999999999999,130.2,14000
507.3259,122.4,115.8,126,4000
530.3052,122.4,119.4,126,2600
558.3282,122.4,115.8,126.6,5100
566.3458,122.4,114,127.8,8500
566.3789,122.4,111,127.8,11000
567.3459,122.4,117,125.39999999999999,3000
567.3827,122.4,114.6,125.39999999999999,3800
568.3597,122.4,112.8,134.4,30000
569.3619,122.4,114,127.2,9000
570.3438,122.4,116.39999999999999,125.39999999999999,5400
578.3439,122.4,115.8,127.8,14000
579.3472,122.4,116.39999999999999,125.39999999999999,4500
579.3867,122.4,118.8,125.39999999999999,3700
588.2949,122.4,118.8,123.60000000000001,1600
604.3256,122.4,121.2,126,3200
606.3383,122.4,116.39999999999999,126,1600
618.3401,122.4,119.4,124.19999999999999,1000
683.374,122.4,118.8,127.2,12000
684.377,122.4,119.4,126,4300
878.6117,122.4,112.2,123.60000000000001,1800
932.5969,122.4,118.8,125.39999999999999,1700
1075.6915,122.4,119.4,124.19999999999999,2500
1077.7027,122.4,118.2,124.19999999999999,4400
1078.7034,122.4,118.8,124.19999999999999,2900
1104.7182,122.4,118.2,123.60000000000001,1000
