label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,sample
,,1340,,257.2122,2.751611,0.7482662,,,,,,,,362812.55
,,1341,,313.0945,3.062145,0.795128,,,,,,,,121724.3271
,,1343,,573.2193,13.58018,0.8530264,,,,,,,,317700.6427
,,1344,,136.0344,7.668867,0.8195496,,,,,,,,385107.2063
,,1345,,136.0345,8.665234,0.8123012,,,,,,,,9530.917855
,,1348,,217.108,7.097578,0.7701001,,,,,,,,213392.5938
,,1349,,207.012,2.328034,0.8555856,,,,,,,,308779.374
,,1350,,266.0893,7.617178,0.7997654,,,,,,,,371900.6812
,,1351,,266.0893,8.645462,0.8228959,,,,,,,,16625.5082
,,1352,,365.2309,2.44795,0.8552259,,,,,,,,376053.6031
,,1355,,244.1664,13.43508,0.8547773,,,,,,,,359446.0333
,,1356,,244.1664,13.75498,0.8329456,,,,,,,,359446.0333
,,1357,,350.2087,2.482167,0.8514003,,,,,,,,278465.0656
,,1358,,350.2079,2.086667,0.8249127,,,,,,,,394328.9688
,,1362,,554.3465,7.094395,0.854199,,,,,,,,303951.7594
,,1364,,148.0073,11.25825,0.8411911,,,,,,,,321067.7854
,,1365,,148.0073,10.37674,0.8130025,,,,,,,,16773.73984
,,1366,,389.0767,2.629306,0.854719,,,,,,,,218359.9531
,,1367,,425.1234,13.01538,0.7177091,,,,,,,,377325.2312
,,1369,,156.0665,12.2415,0.7277736,,,,,,,,378493.7583
,,1370,,234.8882,13.84992,0.8546566,,,,,,,,333010.7208
,,1373,,252.7884,2.469723,0.8472215,,,,,,,,229805.5185
,,1374,,337.2009,2.500872,0.8500537,,,,,,,,91358.13594
,,1379,,227.1077,2.7328,0.8550299,,,,,,,,325342.0167
,,1380,,89.03733,13.01538,0.6670415,,,,,,,,2360850.816
,,1381,,279.0041,7.049834,0.6631217,,,,,,,,372565.65
,,1382,,249.0872,3.967994,0.8164933,,,,,,,,5389.588184
,,1383,,404.1519,13.5517,0.8542929,,,,,,,,306439.2396
,,1384,,156.7813,13.87186,0.8532671,,,,,,,,228561.1789
,,1385,,597.084,13.87813,0.8538558,,,,,,,,383967.5208
,,1386,,132.0746,4.20065,0.7743693,,,,,,,,416060.525
,,1387,,132.0746,2.944339,0.8127221,,,,,,,,56170.90443
,,1388,,142.9253,4.203784,0.8537943,,,,,,,,332952.8458
,,1389,,244.0137,13.49185,0.8542291,,,,,,,,357950.7667
,,1390,,454.0514,2.795617,0.8538449,,,,,,,,203082.8826
,,1391,,381.2032,2.485284,0.8550375,,,,,,,,270766.3628
,,1392,,381.2032,3.737939,0.8239486,,,,,,,,11125.35052
,,1394,,332.8494,13.84366,0.8558989,,,,,,,,333659.0021
,,1395,,444.0326,13.76811,0.8267669,,,,,,,,290716.6958
,,1396,,246.0294,13.00597,0.8533815,,,,,,,,361056.225
,,1399,,89.04642,13.01225,0.8556818,,,,,,,,377985.6958
,,1400,,281.1963,2.432395,0.854696,,,,,,,,365153.5776
,,1401,,207.0298,11.85425,0.8406969,,,,,,,,346439.2021
,,1403,,95.95232,13.84053,0.8355544,,,,,,,,162315.8176
,,1404,,95.95228,7.2157,0.7438802,,,,,,,,375815.9688
,,1405,,88.03255,13.03421,0.8551043,,,,,,,,458310.9969
,,1406,,227.9605,13.49499,0.8545631,,,,,,,,348857.6417
,,1407,,227.9605,10.84521,0.8201526,,,,,,,,76149.96484
,,1408,,227.9605,11.14211,0.7266542,,,,,,,,76149.96484
,,1409,,250.068,11.29367,0.8545136,,,,,,,,343752.1229
,,1412,,489.3251,2.429283,0.8547086,,,,,,,,282811.2859
,,1413,,334.2025,2.682645,0.8520219,,,,,,,,302707.7208
,,1414,,334.2024,4.197523,0.8483694,,,,,,,,205690.1656
,,1417,,121.0155,4.2069,0.8514308,,,,,,,,110415.3124
,,1421,,132.0495,13.40346,0.8542153,,,,,,,,346589.0146
,,1422,,132.0487,11.24534,0.8209711,,,,,,,,22404.29167
,,1423,,88.06335,13.00597,0.8520284,,,,,,,,104846.1862
,,1424,,212.0153,7.119856,0.8349939,,,,,,,,333310.126
,,1425,,212.0156,6.123528,0.496193,,,,,,,,14904.44473
,,1426,,126.056,7.196489,0.7042074,,,,,,,,368161.8132
,,1427,,216.9189,13.84993,0.7852392,,,,,,,,351542.4729
,,1429,,302.0728,13.26994,0.7979235,,,,,,,,293171.9757
,,1430,,302.0728,11.91909,0.7535988,,,,,,,,357627.85
,,1431,,302.0728,12.78971,0.7108384,,,,,,,,341113.6167
,,1433,,300.0802,2.651311,0.8532221,,,,,,,,446693.6031
,,1434,,207.0774,8.947923,0.8544899,,,,,,,,369073.1167
,,1435,,132.0488,7.1901,0.8320841,,,,,,,,44391.90846
,,1438,,243.1793,5.268534,0.7049574,,,,,,,,104242.8026
,,1439,,253.1305,11.25502,0.8392826,,,,,,,,334380.7833
,,1440,,254.7991,2.469723,0.8543649,,,,,,,,245421.976
,,1443,,280.9969,11.81532,0.7773702,,,,,,,,357567.5563
,,1444,,280.9969,11.36463,0.7655422,,,,,,,,303188.4479
,,1445,,246.9743,13.5107,0.8534421,,,,,,,,305337.0167
,,1446,,374.2119,4.222534,0.8521312,,,,,,,,272413.9073
,,1448,,344.2887,4.096434,0.7809042,,,,,,,,16123.01022
,,1449,,180.9214,13.84992,0.8537179,,,,,,,,324283.0375
,,1450,,203.0672,13.72271,0.853991,,,,,,,,339708.8646
,,1451,,203.0673,11.30009,0.8480124,,,,,,,,216718.7688
,,1452,,292.0162,13.10137,0.8537949,,,,,,,,303684.1896
,,1453,,263.0439,6.412878,0.85353,,,,,,,,344274.5062
,,1455,,221.0818,2.594739,0.8201447,,,,,,,,339226.6687
,,1456,,314.1094,11.29366,0.8533681,,,,,,,,293825.325
,,1457,,70.43905,2.429283,0.8510113,,,,,,,,307187.9314
,,1458,,254.092,2.4884,0.8535072,,,,,,,,321704.1719
,,1459,,580.6411,13.8468,0.8530571,,,,,,,,248602.3766
,,1460,,404.783,13.84992,0.8532662,,,,,,,,316953.7698
,,1461,,304.2365,2.491511,0.8541915,,,,,,,,223893.0682
,,1462,,142.9257,2.823906,0.7317387,,,,,,,,195688.4526
,,1463,,328.0584,13.48556,0.8544682,,,,,,,,291303.9844
,,1464,,314.8961,13.85933,0.8004977,,,,,,,,324303.0167
,,1465,,121.171,4.206906,0.8518641,,,,,,,,204776.8452
,,1470,,146.0281,7.110306,0.8201422,,,,,,,,1203909.317
,,1471,,146.0283,13.50441,0.8214599,,,,,,,,212911.3331
,,1472,,146.028,8.737672,0.6817992,,,,,,,,183419.5792
,,1473,,371.3167,2.560261,0.854307,,,,,,,,307138.8844
,,1474,,371.3167,3.867639,0.8294493,,,,,,,,32248.54505
,,1475,,215.1399,7.164534,0.8539816,,,,,,,,340360.3563
,,1478,,215.148,4.203778,0.8520259,,,,,,,,280296.9937
,,1480,,215.1481,2.811339,0.7435911,,,,,,,,178454.1531
,,1481,,160.1058,4.222528,0.8295664,,,,,,,,272692.6823
,,1482,,160.1059,7.113501,0.7996318,,,,,,,,39602.18555
,,1483,,160.1059,3.812528,0.6378193,,,,,,,,272531.2552
,,1484,,184.9707,13.50756,0.8533314,,,,,,,,280907.0302
,,1485,,254.8906,13.92216,0.8193489,,,,,,,,273411.8448
,,1487,,282.4012,2.441728,0.8561113,,,,,,,,668578.7542
,,1488,,292.1343,13.37193,0.8533961,,,,,,,,332770.1042
,,1489,,303.145,7.094395,0.8168827,,,,,,,,76452.96068
,,1490,,303.145,7.442306,0.7847025,,,,,,,,76452.96068
,,1492,,188.0352,6.5913,0.8545471,,,,,,,,341114.9104
,,1494,,217.1192,14.43364,0.8507923,,,,,,,,338868.6729
,,1495,,217.1192,8.885445,0.7751327,,,,,,,,238321.901
,,1496,,217.1192,9.262145,0.5365813,,,,,,,,244909.5128
,,1497,,328.0706,13.01228,0.646789,,,,,,,,293792.1792
,,1499,,269.0922,16.79283,0.8549228,,,,,,,,310210.8813
,,1500,,88.05237,13.00283,0.8223732,,,,,,,,374520.2008
,,1501,,581.3655,7.100761,0.8540816,,,,,,,,279988.7635
,,1502,,298.0465,2.632478,0.8445081,,,,,,,,167959.2875
,,1504,,157.0616,9.183673,0.6839124,,,,,,,,88370.71582
,,1505,,157.1998,13.89698,0.8543817,,,,,,,,228575.4003
,,1506,,495.2558,7.103945,0.8530962,,,,,,,,267380.0219
,,1508,,165.0609,7.749906,0.8388622,,,,,,,,323813.9312
,,1510,,162.0488,13.04992,0.7017806,,,,,,,,321203.4354
,,1511,,247.0722,2.391839,0.8550408,,,,,,,,278899.4
,,1512,,247.0721,3.440945,0.8296207,,,,,,,,18624.59297
,,1513,,243.9765,13.50127,0.8547372,,,,,,,,295129.6469
,,1514,,500.1104,13.85307,0.8544754,,,,,,,,329544.4302
,,1515,,500.1105,14.83165,0.8122681,,,,,,,,6679.322412
,,1517,,181.0505,12.42499,0.831652,,,,,,,,346106.7292
,,1518,,322.0908,13.67811,0.8540208,,,,,,,,293226.1021
,,1519,,116.9788,13.30839,0.8491631,,,,,,,,334806.9776
,,1520,,116.9783,13.9033,0.8479448,,,,,,,,116908.3697
,,1521,,307.126,13.61178,0.8533656,,,,,,,,291936.3135
,,1522,,329.2334,8.033217,0.8344142,,,,,,,,77158.34167
,,1525,,365.1394,2.353711,0.8126935,,,,,,,,313260.975
,,1526,,365.1374,11.29366,0.8318632,,,,,,,,54205.26536
,,1527,,236.9878,13.52643,0.8531521,,,,,,,,296880.5531
,,1528,,580.6516,13.85619,0.8535408,,,,,,,,285387.2927
,,1531,,578.0097,13.90326,0.8531823,,,,,,,,225239.3401
,,1533,,387.14,13.70036,0.853631,,,,,,,,242338.5396
,,1534,,328.2573,2.441728,0.8553694,,,,,,,,226951.6714
,,1535,,521.0823,2.557217,0.8534675,,,,,,,,150515.8536
,,1536,,402.1646,13.56437,0.8555915,,,,,,,,282079.1323
,,1537,,484.6718,13.85306,0.8524362,,,,,,,,232984.1156
,,1538,,222.0771,7.461784,0.8547714,,,,,,,,319808.1813
,,1540,,258.1821,12.99343,0.7812702,,,,,,,,304099.3635
,,1541,,258.1821,11.87046,0.8217537,,,,,,,,49089.44271
,,1542,,258.1821,13.36558,0.8153274,,,,,,,,302456.475
,,1543,,261.0686,2.701461,0.8541436,,,,,,,,301524.4281
,,1544,,481.1638,13.37192,0.8533725,,,,,,,,314655.7333
,,1545,,282.7561,2.44795,0.8504173,,,,,,,,261972.4396
,,1546,,133.0869,4.353306,0.8334899,,,,,,,,206486.9974
,,1547,,555.3134,3.065322,0.8539973,,,,,,,,278469.4573
,,1550,,187.0246,13.07201,0.8494915,,,,,,,,169372.4875
,,1551,,187.0247,13.91901,0.7949187,,,,,,,,272514.7365
,,1552,,175.0974,8.503451,0.8407801,,,,,,,,101436.5115
,,1554,,245.1141,13.01851,0.8003953,,,,,,,,287934.3219
,,1555,,245.1142,12.65496,0.8414017,,,,,,,,287934.3219
,,1556,,229.0828,13.71951,0.8454659,,,,,,,,57909.55703
,,1557,,314.1104,13.36562,0.8107369,,,,,,,,26991.10553
,,1559,,96.96958,14.20777,0.7551636,,,,,,,,12854375.67
,,1560,,442.0171,14.26558,0.7654815,,,,,,,,279233.3948
,,1562,,155.9757,13.03107,0.8530405,,,,,,,,295364.5688
,,1563,,229.0804,13.00911,0.8225179,,,,,,,,279918.0021
,,1566,,612.955,13.85306,0.8528127,,,,,,,,256385.7948
,,1567,,477.0321,13.85306,0.8534307,,,,,,,,228023.6833
,,1568,,88.14789,13.03106,0.8545923,,,,,,,,249980.3362
,,1570,,162.0406,13.62755,0.8487673,,,,,,,,278751.724
,,1571,,162.0394,7.610717,0.8304869,,,,,,,,90627.84115
,,1572,,162.042,8.29539,0.7992461,,,,,,,,90058.21615
,,1573,,162.0406,16.27832,0.5536782,,,,,,,,76701.4849
,,1574,,173.9862,13.01537,0.8530545,,,,,,,,287544.2771
,,1575,,353.9482,13.89069,0.8526481,,,,,,,,260111.6396
,,1576,,152.9957,9.729645,0.7904464,,,,,,,,318440.5437
,,1577,,135.0184,13.53906,0.8549992,,,,,,,,318629.2432
,,1580,,160.108,7.6172,0.8452238,,,,,,,,8789.863997
,,1581,,299.149,2.096222,0.8467718,,,,,,,,297997.3865
,,1585,,136.914,13.84366,0.8529677,,,,,,,,273068.5385
,,1586,,196.9412,13.86246,0.8536168,,,,,,,,281226.6
,,1587,,186.0173,13.86248,0.8525198,,,,,,,,283441.9698
,,1588,,186.0172,13.00911,0.8428143,,,,,,,,110798.087
,,1589,,359.1249,13.12717,0.8413773,,,,,,,,39083.5612
,,1590,,359.125,12.54324,0.8393266,,,,,,,,24256.28197
,,1591,,281.1996,2.438617,0.8547491,,,,,,,,512329.0063
,,1592,,218.0862,13.58968,0.8531824,,,,,,,,257669.3865
,,1596,,470.7612,13.88441,0.8534887,,,,,,,,269173.4156
,,1597,,411.2061,2.670111,0.8522443,,,,,,,,190341.7771
,,1598,,88.03111,13.0248,0.8550074,,,,,,,,509712.0367
,,1599,,147.0451,4.083711,0.8411481,,,,,,,,135583.6807
,,1600,,147.0451,8.855901,0.7784106,,,,,,,,301534.4938
,,1602,,492.8362,13.90956,0.8524852,,,,,,,,254189.2427
,,1604,,599.1306,2.513334,0.8536579,,,,,,,,165604.1875
,,1605,,133.0867,13.64016,0.8526323,,,,,,,,275538.6771
,,1606,,311.2866,2.4106,0.8536495,,,,,,,,226078.8823
,,1607,,149.0354,4.203784,0.8345356,,,,,,,,71655.17956
,,1608,,149.0348,13.7259,0.8258118,,,,,,,,312139.7175
,,1609,,230.1478,2.601033,0.8536389,,,,,,,,264502.501
,,1610,,230.1477,3.900106,0.8291316,,,,,,,,30234.13646
,,1611,,368.816,13.84367,0.8536597,,,,,,,,233268.0333
,,1612,,373.1691,2.080283,0.8537204,,,,,,,,248571.5542
,,1613,,244.1553,7.100761,0.8484833,,,,,,,,174559.6292
,,1614,,244.1552,4.222528,0.8343332,,,,,,,,233405.5219
,,1615,,244.1553,2.893489,0.8322654,,,,,,,,64967.02161
,,1617,,288.2261,4.222528,0.8124161,,,,,,,,186588.3073
,,1618,,376.0741,2.601028,0.8525935,,,,,,,,188758.363
,,1620,,544.683,13.84993,0.853159,,,,,,,,254831.2365
,,1621,,137.0377,7.662428,0.836358,,,,,,,,5476.727686
,,1622,,356.9034,13.9064,0.8544406,,,,,,,,227428.2427
,,1624,,283.2278,2.547728,0.8525819,,,,,,,,275435.6552
,,1626,,327.1078,7.613956,0.8376724,,,,,,,,36055.89232
,,1627,,230.0519,12.99657,0.8530264,,,,,,,,278174.7219
,,1628,,290.9347,13.92531,0.852378,,,,,,,,259666.7354
,,1631,,307.0612,7.601034,0.8212439,,,,,,,,293358.0354
,,1632,,223.0559,14.17263,0.8534555,,,,,,,,285009.8833
,,1634,,391.1979,7.091222,0.8441887,,,,,,,,33320.90762
,,1636,,277.1152,13.394,0.8525954,,,,,,,,275629.0271
,,1637,,160.968,13.90639,0.8046536,,,,,,,,272672.5531
,,1638,,152.9265,13.84993,0.8526736,,,,,,,,264724.8385
,,1639,,280.1667,7.091222,0.8523527,,,,,,,,256585.9771
,,1641,,152.9957,13.596,0.8300329,,,,,,,,60858.53385
,,1643,,219.0985,11.29366,0.8403831,,,,,,,,284940.1885
,,1645,,254.1478,2.701461,0.8529255,,,,,,,,263928.4958
,,1646,,254.1478,4.172467,0.8407023,,,,,,,,84785.72214
,,1648,,233.1254,16.7675,0.8535309,,,,,,,,289315.5844
,,1649,,158.0433,13.02479,0.8531109,,,,,,,,250400.5542
,,1651,,232.9393,13.5296,0.8533103,,,,,,,,231482.8979
,,1652,,220.0251,7.06579,0.825587,,,,,,,,265248.151
,,1653,,137.0198,2.925256,0.8512475,,,,,,,,171988.8419
,,1655,,244.0838,13.58968,0.8407546,,,,,,,,64862.02682
,,1656,,244.0841,9.069039,0.7303826,,,,,,,,285359.3323
,,1657,,244.0839,14.3497,0.7929262,,,,,,,,35047.80065
,,1661,,555.3135,7.100761,0.8492891,,,,,,,,180616.3469
,,1662,,88.04768,13.00283,0.8543746,,,,,,,,354788.4672
,,1663,,279.092,4.874056,0.8521116,,,,,,,,287711.0437
,,1665,,606.2866,13.61808,0.8528624,,,,,,,,236821.3958
,,1666,,120.0551,13.00911,0.7703575,,,,,,,,274641.4625
,,1667,,374.2118,2.868067,0.8426728,,,,,,,,94370.4974
,,1668,,293.0289,13.01225,0.8547671,,,,,,,,236648.1469
,,1669,,257.1547,2.645034,0.8546391,,,,,,,,189227.8089
,,1670,,257.1547,3.799522,0.8284453,,,,,,,,16821.66016
,,1671,,581.3487,16.77061,0.8528135,,,,,,,,272317.1083
,,1672,,148.0522,13.49813,0.7877445,,,,,,,,266970.3698
,,1676,,294.1195,11.96446,0.7951261,,,,,,,,281728.7677
,,1677,,293.9176,13.85933,0.8527528,,,,,,,,216639.2021
,,1678,,487.178,13.88441,0.8529966,,,,,,,,140906.4156
,,1679,,258.2414,2.469723,0.8548477,,,,,,,,401695.1219
,,1681,,437.2494,2.438617,0.8530273,,,,,,,,202323.0156
,,1682,,140.0828,13.62439,0.8532832,,,,,,,,285301.001
,,1683,,176.0644,11.96123,0.6777775,,,,,,,,185923.7479
,,1684,,176.0644,13.00597,0.6422914,,,,,,,,269984.75
,,1685,,230.1257,14.50165,0.7905036,,,,,,,,247623.7771
,,1686,,214.0568,9.899045,0.8535358,,,,,,,,291875.3292
,,1687,,618.5975,13.8468,0.8519523,,,,,,,,190420.0083
,,1689,,310.0117,13.81234,0.8532807,,,,,,,,246626.7927
,,1690,,113.9262,13.01538,0.774592,,,,,,,,259368.2781
,,1691,,113.9262,11.95798,0.8074331,,,,,,,,18877.50902
,,1692,,113.9262,13.40031,0.7309062,,,,,,,,301927.6354
,,1693,,212.0904,9.820867,0.7285622,,,,,,,,273725.275
,,1694,,212.0904,9.340495,0.7018588,,,,,,,,185577.0719
,,1695,,316.0843,13.50127,0.8532437,,,,,,,,220946.3406
,,1697,,173.0647,10.34067,0.8116542,,,,,,,,83980.5526
,,1698,,173.0647,11.26792,0.7732723,,,,,,,,271416.3302
,,1699,,173.0647,9.382984,0.801549,,,,,,,,30218.94531
,,1701,,107.0363,1.870689,0.8404356,,,,,,,,63999.82891
,,1702,,215.0519,13.61493,0.8529266,,,,,,,,247565.3625
,,1703,,219.0621,13.62124,0.8538432,,,,,,,,257299.0125
,,1704,,247.1703,2.585322,0.8536508,,,,,,,,184680.8812
,,1705,,556.3165,7.091222,0.853582,,,,,,,,210295.7641
,,1706,,243.224,2.482172,0.8514274,,,,,,,,199785.5031
,,1708,,550.8779,13.90012,0.8529119,,,,,,,,211007.0635
,,1709,,299.0972,13.39399,0.8545645,,,,,,,,254781.85
,,1710,,282.0201,13.9064,0.852291,,,,,,,,132065.1732
,,1711,,236.0999,16.777,0.8532292,,,,,,,,261391.9271
,,1712,,275.056,12.9997,0.8470867,,,,,,,,222227.5375
,,1713,,275.0539,11.91908,0.8270193,,,,,,,,33746.73086
,,1717,,715.5114,4.231917,0.8524818,,,,,,,,232918.0177
,,1718,,715.5115,3.0399,0.850519,,,,,,,,163854.3135
,,1719,,452.0721,2.635583,0.8530055,,,,,,,,153177.9383
,,1720,,570.2767,7.094395,0.8527164,,,,,,,,239142.2198
,,1722,,431.2263,2.0707,0.768499,,,,,,,,12686.51162
,,1725,,319.0269,13.33387,0.854964,,,,,,,,248407.8781
,,1726,,319.0277,14.16305,0.8285835,,,,,,,,22136.55658
,,1727,,301.266,2.632467,0.8535317,,,,,,,,260721.9573
,,1728,,633.1268,14.19178,0.8542121,,,,,,,,247081.9313
,,1729,,145.2475,13.3877,0.8526617,,,,,,,,162796.173
,,1730,,236.1738,2.519589,0.8530159,,,,,,,,214373.925
,,1731,,366.8367,13.86246,0.8531848,,,,,,,,234714.3917
,,1732,,506.7462,13.85933,0.8532162,,,,,,,,253819.0229
,,1733,,574.999,13.8468,0.8537921,,,,,,,,213138.2927
,,1735,,214.0388,13.01538,0.85289,,,,,,,,249167.4594
,,1737,,302.2207,2.466645,0.8525401,,,,,,,,170999.4206
,,1738,,292.8213,13.85306,0.8533606,,,,,,,,240725.4115
,,1740,,262.0956,2.321578,0.8518924,,,,,,,,196155.2229
,,1741,,262.0931,12.9997,0.8385149,,,,,,,,44366.50286
,,1742,,303.0351,13.75497,0.8551491,,,,,,,,199753.0385
,,1745,,583.3281,16.78333,0.8530738,,,,,,,,264575.0438
,,1748,,380.2555,2.432395,0.8536926,,,,,,,,201913.1182
,,1749,,144.9733,13.90325,0.8535023,,,,,,,,237208.8496
,,1751,,304.1917,2.5227,0.8505777,,,,,,,,244878.4125
,,1752,,304.1918,3.702267,0.8309337,,,,,,,,26528.44792
,,1754,,301.1153,13.50757,0.853968,,,,,,,,239063.5125
,,1755,,173.3465,16.78967,0.79057,,,,,,,,175060.1961
,,1756,,280.0495,13.37192,0.8529351,,,,,,,,241238.0979
,,1757,,344.0401,11.30009,0.8537415,,,,,,,,235286.8792
,,1758,,233.0777,13.51699,0.8534718,,,,,,,,204895.9042
,,1759,,270.2073,2.572783,0.8515506,,,,,,,,241480.3677
,,1760,,270.2074,2.963433,0.8466274,,,,,,,,259094.3594
,,1762,,484.8133,13.88127,0.8526211,,,,,,,,206652.3573
,,1763,,604.0071,13.9127,0.8530166,,,,,,,,237538.25
,,1767,,387.1848,2.080283,0.8524534,,,,,,,,230357.2927
,,1768,,583.3447,3.065322,0.8544291,,,,,,,,221594.1167
,,1772,,88.06182,13.01853,0.8498221,,,,,,,,37465.79727
,,1773,,161.0647,10.75713,0.692317,,,,,,,,204876.7229
,,1775,,256.1059,2.466611,0.8536083,,,,,,,,323154.9583
,,1776,,695.4396,16.77378,0.852289,,,,,,,,259260.849
,,1777,,439.0858,13.89068,0.8499476,,,,,,,,209306.9667
,,1778,,439.0858,14.81532,0.8486709,,,,,,,,110048.2771
,,1783,,289.1234,13.45722,0.853534,,,,,,,,252382.8927
,,1784,,274.1408,14.12787,0.8310208,,,,,,,,261049.2219
,,1787,,143.0896,4.203772,0.8534682,,,,,,,,231123.7867
,,1789,,132.0455,2.801917,0.8246294,,,,,,,,239935.3417
,,1790,,131.0542,9.036372,0.8545073,,,,,,,,264140.9385
,,1791,,131.0542,12.69109,0.8117599,,,,,,,,12819.84463
,,1794,,529.2805,2.805056,0.8530392,,,,,,,,213493.1781
,,1795,,256.3666,2.472834,0.8538172,,,,,,,,291879.651
,,1796,,238.8592,13.9348,0.8027835,,,,,,,,248867.6167
,,1797,,196.059,12.23823,0.7022184,,,,,,,,253351.5417
,,1798,,196.059,11.96122,0.6928123,,,,,,,,253351.5417
,,1799,,327.1912,2.083478,0.8528833,,,,,,,,229643.8427
,,1800,,463.9778,13.98257,0.8525649,,,,,,,,229466.3438
,,1802,,217.0074,11.28401,0.8519447,,,,,,,,246570.874
,,1803,,327.0865,13.01224,0.686291,,,,,,,,233998.4927
,,1805,,143.1245,4.203772,0.8536152,,,,,,,,216577.325
,,1806,,146.0458,4.09965,0.811335,,,,,,,,327333.9375
,,1807,,354.0614,13.94748,0.8367089,,,,,,,,250329.3438
,,1808,,116.0312,11.21952,0.8520406,,,,,,,,230245.1215
,,1811,,146.0458,2.830184,0.7430896,,,,,,,,231182.0802
,,1812,,255.5896,2.340883,0.8534507,,,,,,,,188773.6406
,,1813,,376.0223,13.97297,0.8527527,,,,,,,,218524.7354
,,1815,,163.1128,2.626172,0.8328267,,,,,,,,149201.4643
,,1816,,556.3258,3.071684,0.8539769,,,,,,,,219274.7354
,,1817,,700.9783,13.92217,0.8474512,,,,,,,,166864.9193
,,1818,,108.0217,2.922089,0.7975191,,,,,,,,158042.5495
,,1822,,457.3688,2.360117,0.8525242,,,,,,,,223315.2208
,,1823,,523.2868,7.094395,0.8535342,,,,,,,,225090.8844
,,1829,,202.0332,13.01537,0.852684,,,,,,,,234966.1937
,,1832,,497.1817,13.88441,0.8540882,,,,,,,,158504.3427
,,1833,,497.1818,14.8088,0.8285522,,,,,,,,19470.62155
,,1837,,410.9095,13.90011,0.8517371,,,,,,,,204036.6208
,,1838,,135.0662,8.072412,0.8345419,,,,,,,,75939.18584
,,1839,,135.0662,7.513678,0.7810233,,,,,,,,242282.3104
,,1840,,417.2107,2.061139,0.8482072,,,,,,,,235962.7958
,,1843,,214.1529,2.820756,0.7617841,,,,,,,,163293.4964
,,1844,,205.0828,11.79909,0.8189695,,,,,,,,252954.851
,,1848,,177.0767,7.174112,0.711238,,,,,,,,228467.9906
,,1849,,239.023,13.47298,0.8542789,,,,,,,,229318.5323
,,1850,,281.1593,2.054761,0.8215683,,,,,,,,217023.3177
,,1851,,309.1531,2.131406,0.8522169,,,,,,,,220500.7656
,,1852,,189.0597,13.26635,0.8527492,,,,,,,,238995.6958
,,1853,,87.02175,1.896456,0.8047413,,,,,,,,9655.525977
,,1857,,147.0491,9.990401,0.7967578,,,,,,,,215576.5593
,,1858,,147.0491,11.24857,0.8186404,,,,,,,,26044.84427
,,1859,,287.0785,4.337206,0.8547946,,,,,,,,236761.8969
,,1860,,272.8362,13.85306,0.8543407,,,,,,,,669850.5771
,,1861,,255.1888,2.475945,0.8458167,,,,,,,,199972.0406
,,1862,,613.1511,14.19498,0.8539898,,,,,,,,215863.4729
,,1863,,300.0259,2.947522,0.8480942,,,,,,,,136514.8065
,,1864,,300.0259,2.688916,0.8506103,,,,,,,,136514.8065
,,1865,,249.5796,2.356917,0.8547638,,,,,,,,230057.6396
,,1869,,256.0953,13.58019,0.8524744,,,,,,,,173394.2255
,,1870,,818.5551,4.379073,0.8515374,,,,,,,,237348.2854
,,1871,,120.8879,4.210028,0.8410504,,,,,,,,203224.1612
,,1872,,191.1029,14.18859,0.8515195,,,,,,,,225797.2415
,,1873,,191.1036,16.24231,0.8069381,,,,,,,,15340.90282
,,1876,,242.0645,10.5771,0.852502,,,,,,,,245003.7312
,,1877,,350.1813,13.64332,0.8527941,,,,,,,,202267.5104
,,1880,,369.121,11.86072,0.853564,,,,,,,,229097.3823
,,1882,,310.0213,13.76811,0.8540022,,,,,,,,194424.5089
,,1883,,90.04696,13.00911,0.7271765,,,,,,,,202883.2688
,,1884,,302.0548,13.01539,0.6623081,,,,,,,,206324.5375
,,1885,,302.0549,2.670111,0.5979033,,,,,,,,185965.2177
,,1886,,481.4261,2.5071,0.8536654,,,,,,,,166370.1781
,,1887,,190.9357,14.1918,0.8063327,,,,,,,,238537.7741
,,1888,,190.9359,16.3508,0.8283514,,,,,,,,10287.0521
,,1892,,306.1711,4.21315,0.852895,,,,,,,,207485.6875
,,1898,,232.059,8.813256,0.8527066,,,,,,,,246264.0573
,,1899,,167.0201,2.648167,0.8488295,,,,,,,,187248.0974
,,1900,,167.02,3.074878,0.6816449,,,,,,,,197473.7646
,,1901,,293.1508,7.091217,0.8545257,,,,,,,,203327.2042
,,1903,,129.0138,7.027456,0.8526929,,,,,,,,193678.9625
,,1904,,656.5535,13.84366,0.8523166,,,,,,,,181869.3562
,,1905,,409.3114,2.438617,0.8435588,,,,,,,,74179.35599
,,1906,,389.0945,2.563417,0.8522475,,,,,,,,83557.62422
,,1907,,373.0996,2.597894,0.8537804,,,,,,,,150272.6775
,,1910,,146.0539,7.15494,0.7414638,,,,,,,,211417.6027
,,1913,,506.888,13.89697,0.8524003,,,,,,,,158118.9182
,,1914,,172.0227,13.00283,0.8526683,,,,,,,,217523.2073
,,1915,,306.1712,2.779917,0.8492694,,,,,,,,150735.1901
,,1916,,377.0856,13.88127,0.8526653,,,,,,,,112312.871
,,1917,,377.0856,14.81858,0.8348595,,,,,,,,42516.87943
,,1919,,150.0169,10.3505,0.8277605,,,,,,,,34031.82764
