label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,sample
,,4350,,353.0772,13.68127,0.8496325,,,,,,,,45632.64258
,,4351,,173.0762,16.80917,0.8477592,,,,,,,,35130.97484
,,4353,,274.2024,3.008044,0.8506898,,,,,,,,54318.29479
,,4355,,194.1113,4.343645,0.8487604,,,,,,,,46312.25091
,,4357,,421.1724,2.080272,0.8261723,,,,,,,,17067.75059
,,4358,,174.9338,13.48866,0.8275852,,,,,,,,42273.34479
,,4359,,228.1685,2.7579,0.8444459,,,,,,,,39239.88099
,,4360,,289.0554,8.681706,0.84981,,,,,,,,51230.53333
,,4362,,298.1507,11.36141,0.8482448,,,,,,,,50624.84063
,,4363,,91.02206,2.597883,0.7967963,,,,,,,,1207379.359
,,4364,,268.086,13.88755,0.6914238,,,,,,,,26941.786
,,4365,,284.2311,2.5634,0.8370689,,,,,,,,35311.9248
,,4366,,357.1068,14.97899,0.8471106,,,,,,,,50926.29609
,,4368,,368.8346,13.88441,0.8496047,,,,,,,,43595.68164
,,4369,,497.2717,3.06215,0.7547425,,,,,,,,19614.62819
,,4370,,215.0649,16.22266,0.8476065,,,,,,,,61535.70807
,,4372,,490.2163,2.855522,0.8504375,,,,,,,,32163.27148
,,4373,,582.3523,16.78017,0.8495165,,,,,,,,58288.49635
,,4374,,409.1668,2.09305,0.8494703,,,,,,,,50921.16224
,,4375,,232.0502,11.19696,0.8491744,,,,,,,,61419.08229
,,4376,,223.0835,11.31617,0.8457552,,,,,,,,40428.34531
,,4377,,585.077,13.95383,0.848188,,,,,,,,49805.77721
,,4378,,306.1419,13.61807,0.850253,,,,,,,,54671.36146
,,4379,,301.1041,5.547667,0.8493718,,,,,,,,57321.27839
,,4381,,165.1228,4.20065,0.8447717,,,,,,,,47520.6099
,,4382,,359.0304,13.51384,0.8488791,,,,,,,,24575.62904
,,4384,,481.2569,2.880772,0.8503667,,,,,,,,63879.34583
,,4386,,317.0853,13.50127,0.8497733,,,,,,,,31690.50566
,,4387,,257.0431,13.58019,0.8507944,,,,,,,,42997.07331
,,4390,,506.3248,3.062145,0.8489969,,,,,,,,49230.24336
,,4391,,304.0786,5.557412,0.8486243,,,,,,,,57103.49714
,,4392,,174.3876,13.63387,0.8500361,,,,,,,,42598.41855
,,4393,,283.0966,13.37193,0.8391358,,,,,,,,38939.35697
,,4394,,283.0981,14.9757,0.8358005,,,,,,,,21845.82682
,,4395,,338.8156,13.93163,0.8470491,,,,,,,,43034.26133
,,4396,,142.9678,13.00283,0.8488491,,,,,,,,38781.09382
,,4397,,228.9605,13.52328,0.8304838,,,,,,,,28743.81289
,,4398,,764.5087,3.0685,0.8415641,,,,,,,,46417.14922
,,4401,,322.1448,13.59913,0.8486308,,,,,,,,50668.07135
,,4403,,597.3042,3.068506,0.8499274,,,,,,,,59381.62344
,,4404,,242.0436,11.32583,0.8499839,,,,,,,,55369.56927
,,4406,,325.0517,7.053017,0.8390173,,,,,,,,46009.48594
,,4407,,296.0821,14.9757,0.8484404,,,,,,,,63532.98385
,,4412,,258.9639,13.88443,0.8494956,,,,,,,,36319.01901
,,4414,,279.0348,13.57064,0.84808,,,,,,,,52559.84557
,,4415,,265.1324,7.075345,0.8396794,,,,,,,,56236.22057
,,4416,,294.0474,13.71952,0.8511118,,,,,,,,54753.15026
,,4417,,327.071,14.19498,0.8507727,,,,,,,,53940.1013
,,4419,,599.3203,3.065328,0.8473745,,,,,,,,56312.41823
,,4421,,132.0431,13.39086,0.8458941,,,,,,,,56826.32552
,,4428,,360.8621,13.88451,0.8501563,,,,,,,,37298.43802
,,4429,,239.0673,2.00005,0.8355992,,,,,,,,18208.74899
,,4430,,239.0657,13.09144,0.7992259,,,,,,,,17848.92656
,,4431,,241.0231,13.76811,0.8485928,,,,,,,,52748.75143
,,4432,,197.0665,9.899067,0.8485152,,,,,,,,57693.99661
,,4436,,496.8136,13.90639,0.8504328,,,,,,,,36490.39922
,,4440,,300.0813,13.45722,0.8489186,,,,,,,,36889.13359
,,4442,,303.0548,13.04056,0.8424694,,,,,,,,51038.74076
,,4443,,357.1093,11.15827,0.8468714,,,,,,,,55030.0388
,,4444,,357.1093,9.209834,0.8242612,,,,,,,,25674.87734
,,4445,,357.1094,12.81602,0.784477,,,,,,,,13200.99772
,,4447,,243.0233,11.33551,0.8503199,,,,,,,,55332.34089
,,4448,,225.0153,11.15181,0.8469909,,,,,,,,57121.43672
,,4449,,267.1878,2.575922,0.8512807,,,,,,,,34473.42799
,,4450,,141.0385,12.91741,0.8380997,,,,,,,,55221.64818
,,4451,,279.1461,8.160762,0.8494638,,,,,,,,56966.33047
,,4452,,197.0542,11.30331,0.8495602,,,,,,,,54868.96641
,,4453,,358.1079,13.01858,0.8409929,,,,,,,,20772.33145
,,4455,,130.9985,13.40977,0.8416266,,,,,,,,51465.46016
,,4456,,628.7595,13.87501,0.8461726,,,,,,,,29705.91706
,,4457,,160.0331,13.37193,0.8489972,,,,,,,,49367.24141
,,4458,,198.9577,13.51071,0.8450441,,,,,,,,34415.46074
,,4459,,399.127,13.01856,0.8453456,,,,,,,,53665.62734
,,4460,,158.065,13.64332,0.8494948,,,,,,,,53187.84049
,,4462,,324.0468,14.15987,0.8494647,,,,,,,,49082.25859
,,4463,,762.0794,13.92217,0.8495085,,,,,,,,44711.88158
,,4464,,592.0791,14.18541,0.8496737,,,,,,,,51124.27865
,,4466,,110.9827,5.330056,0.849164,,,,,,,,65975.26165
,,4467,,675.9869,13.90325,0.850808,,,,,,,,42456.38522
,,4468,,568.2433,13.65279,0.8490246,,,,,,,,41998.23509
,,4471,,817.5794,4.372633,0.8466465,,,,,,,,50092.84049
,,4472,,817.5793,3.081272,0.8250949,,,,,,,,27276.97884
,,4473,,156.9647,13.90013,0.8154273,,,,,,,,22805.57702
,,4475,,356.9412,13.88444,0.8504478,,,,,,,,34904.17266
,,4476,,293.0506,13.36877,0.8500851,,,,,,,,47708.62539
,,4477,,312.0605,13.85309,0.8466827,,,,,,,,33896.1776
,,4481,,214.8329,7.183695,0.8439245,,,,,,,,46377.59505
,,4485,,319.124,13.58334,0.8501689,,,,,,,,53323.62526
,,4488,,143.1318,2.827039,0.8503786,,,,,,,,119953.1363
,,4489,,228.0837,11.21952,0.8452703,,,,,,,,45004.2625
,,4490,,228.0853,9.957784,0.8328303,,,,,,,,17838.0446
,,4491,,299.4241,2.613605,0.8446166,,,,,,,,61912.47383
,,4492,,166.0757,8.859196,0.8483588,,,,,,,,55082.75677
,,4494,,271.0723,16.78333,0.8479943,,,,,,,,52760.41432
,,4496,,191.9654,7.1965,0.8493422,,,,,,,,48165.88346
,,4497,,243.0984,13.64648,0.8495324,,,,,,,,43913.14193
,,4498,,282.9714,7.148572,0.8503956,,,,,,,,49769.06888
,,4499,,227.1765,3.058973,0.8490598,,,,,,,,45665.32786
,,4500,,318.8524,13.86247,0.8498985,,,,,,,,26264.18763
,,4501,,371.1127,13.0474,0.8338065,,,,,,,,48342.13151
,,4502,,154.0121,13.57386,0.8508594,,,,,,,,42853.75156
,,4504,,509.2879,2.833328,0.8478801,,,,,,,,41730.03411
,,4505,,311.3423,2.099417,0.8483925,,,,,,,,62741.13255
,,4507,,256.0494,10.54097,0.8477222,,,,,,,,55498.55391
,,4508,,230.9713,13.43193,0.8453231,,,,,,,,43056.24225
,,4511,,176.0813,12.24153,0.8495842,,,,,,,,56339.60625
,,4512,,154.0015,13.76775,0.8123627,,,,,,,,57969.88555
,,4513,,313.9359,13.89385,0.8455993,,,,,,,,31801.94303
,,4518,,202.1025,13.44457,0.8498467,,,,,,,,40351.37904
,,4520,,333.1718,2.067523,0.8478212,,,,,,,,42637.68646
,,4521,,216.06,16.23574,0.8485485,,,,,,,,52759.09948
,,4523,,245.1698,13.44457,0.8480244,,,,,,,,42441.39479
,,4524,,400.8763,14.81858,0.8431867,,,,,,,,14032.19824
,,4525,,362.1205,13.40346,0.8473422,,,,,,,,47176.4138
,,4526,,174.0344,16.76428,0.847725,,,,,,,,52358.14909
,,4528,,259.0658,13.70676,0.8476651,,,,,,,,50759.26328
,,4530,,368.1246,11.86074,0.8507292,,,,,,,,53924.63203
,,4531,,357.0971,12.97455,0.8271368,,,,,,,,27336.82012
,,4533,,276.1604,2.144239,0.8466103,,,,,,,,32580.59831
,,4534,,118.0783,11.2292,0.8472573,,,,,,,,51463.46159
,,4535,,596.3567,3.074861,0.8507895,,,,,,,,52991.6026
,,4536,,252.8517,13.82172,0.8486566,,,,,,,,22548.20514
,,4537,,192.9897,7.681834,0.8478221,,,,,,,,53841.86354
,,4539,,259.1855,12.97456,0.8489814,,,,,,,,31841.61211
,,4540,,242.0301,7.056217,0.7297894,,,,,,,,52379.72344
,,4541,,209.0606,13.38124,0.8490963,,,,,,,,21383.31169
,,4542,,194.8502,13.84367,0.851598,,,,,,,,102517.0277
,,4545,,180.9941,11.34518,0.8266316,,,,,,,,35799.89941
,,4549,,203.123,14.71401,0.8492907,,,,,,,,48533.30521
,,4550,,230.0125,12.23497,0.8503579,,,,,,,,42079.71211
,,4552,,310.7994,13.85619,0.8507141,,,,,,,,52427.28385
,,4553,,212.012,7.113501,0.8248425,,,,,,,,37909.89141
,,4554,,151.1195,7.190089,0.8448689,,,,,,,,272730.7137
,,4555,,345.1432,13.58336,0.8489141,,,,,,,,50942.61328
,,4556,,296.117,13.00597,0.8498936,,,,,,,,31536.60592
,,4557,,291.1239,11.24532,0.8452832,,,,,,,,56635.03984
,,4558,,291.1239,2.192506,0.8390415,,,,,,,,31662.53906
,,4559,,291.1239,13.04419,0.7044536,,,,,,,,33683.26224
,,4560,,493.1606,13.01542,0.832928,,,,,,,,35105.75215
,,4561,,157.021,13.88445,0.8358817,,,,,,,,89463.80671
,,4562,,186.9815,13.42561,0.8483295,,,,,,,,45867.82279
,,4563,,210.0187,13.64016,0.8481377,,,,,,,,47427.50781
,,4566,,363.152,11.3001,0.8514947,,,,,,,,40873.97214
,,4567,,363.1509,11.78935,0.7782111,,,,,,,,7187.34043
,,4574,,251.0507,13.39083,0.8507468,,,,,,,,43462.09596
,,4575,,294.013,13.1141,0.8482299,,,,,,,,40121.65091
,,4577,,136.8629,7.107128,0.7091841,,,,,,,,50311.70446
,,4579,,146.1009,13.52328,0.8547509,,,,,,,,1426621.993
,,4580,,105.0382,13.44775,0.7561768,,,,,,,,214023.6242
,,4581,,116.0602,11.98389,0.8481234,,,,,,,,53706.68203
,,4582,,116.0597,11.24533,0.8412234,,,,,,,,30610.58783
,,4584,,288.0837,14.03082,0.8506275,,,,,,,,45207.84987
,,4586,,117.9249,13.04051,0.8471334,,,,,,,,35889.09134
,,4588,,319.925,13.81548,0.8470287,,,,,,,,35478.7207
,,4589,,316.0973,12.70753,0.7735017,,,,,,,,7169.073975
,,4590,,317.0082,13.58651,0.8493673,,,,,,,,38382.98867
,,4592,,328.0453,8.934772,0.8478003,,,,,,,,56257.04896
,,4593,,328.0453,9.461484,0.8228768,,,,,,,,19162.71263
,,4594,,328.0452,9.742678,0.7613637,,,,,,,,16271.96126
,,4596,,272.1697,7.059417,0.7439695,,,,,,,,49216.63229
,,4597,,297.0397,13.96657,0.845726,,,,,,,,46780.70234
,,4598,,138.0277,11.85748,0.7912853,,,,,,,,7886.629427
,,4600,,835.5339,7.053028,0.8504771,,,,,,,,30923.54674
,,4601,,340.0622,13.97617,0.8483953,,,,,,,,39718.80508
,,4608,,88.07657,12.99969,0.8238962,,,,,,,,50421.01576
,,4611,,180.9519,14.36263,0.8455349,,,,,,,,50645.25117
,,4615,,227.0382,2.231217,0.850331,,,,,,,,49606.00703
,,4617,,445.0362,13.7776,0.847651,,,,,,,,40691.06003
,,4618,,352.0511,8.68499,0.849424,,,,,,,,55389.56068
,,4619,,170.8925,13.83427,0.8441026,,,,,,,,35279.1651
,,4620,,180.9921,13.38454,0.842225,,,,,,,,48509.31602
,,4621,,180.9932,11.78283,0.8331317,,,,,,,,48806.9139
,,4622,,216.9636,13.51699,0.8469774,,,,,,,,35008.62734
,,4623,,148.0696,5.762489,0.6050099,,,,,,,,84224.66458
,,4624,,599.0817,13.90012,0.8484226,,,,,,,,30729.77318
,,4625,,296.9073,13.90013,0.8495519,,,,,,,,38910.64557
,,4626,,174.0592,7.097578,0.8476238,,,,,,,,41795.49779
,,4627,,217.0959,11.3001,0.8494746,,,,,,,,44182.81602
,,4628,,255.1326,11.20018,0.8490253,,,,,,,,43574.40326
,,4629,,169.0464,14.36263,0.8499806,,,,,,,,49831.87044
,,4630,,291.121,13.26284,0.8445753,,,,,,,,47228.35352
,,4631,,206.0101,13.00596,0.8448471,,,,,,,,32166.32656
,,4632,,303.5359,13.77448,0.8452969,,,,,,,,45431.26315
,,4633,,251.1135,9.118106,0.8490844,,,,,,,,52868.31719
,,4634,,227.0673,6.416117,0.8485396,,,,,,,,53947.65755
,,4635,,227.0661,2.852222,0.8231285,,,,,,,,28431.82676
,,4637,,582.3779,3.071689,0.849821,,,,,,,,44887.12279
,,4638,,231.0233,10.00672,0.8445446,,,,,,,,50297.4599
,,4639,,231.0233,10.29148,0.8336709,,,,,,,,50297.4599
,,4640,,264.0836,13.61493,0.8477873,,,,,,,,32326.73698
,,4642,,296.135,11.21307,0.8438454,,,,,,,,42016.46576
,,4643,,296.135,11.87371,0.8370086,,,,,,,,25100.38646
,,4644,,272.1866,4.238217,0.8373936,,,,,,,,24838.96921
,,4645,,322.0782,7.701256,0.85048,,,,,,,,44323.35091
,,4646,,784.1495,13.34333,0.8398312,,,,,,,,45548.89473
,,4647,,276.0335,12.16968,0.8424952,,,,,,,,18888.14115
,,4649,,204.0511,13.40346,0.8477509,,,,,,,,40132.68281
,,4651,,358.9016,13.91273,0.8502901,,,,,,,,41153.77799
,,4652,,319.0717,13.79973,0.8489448,,,,,,,,46249.60221
,,4653,,342.265,2.877589,0.8467707,,,,,,,,50258.63815
,,4654,,270.0924,13.58019,0.8399764,,,,,,,,45235.61914
,,4656,,303.1384,2.988928,0.8285538,,,,,,,,34278.13255
,,4657,,303.1384,4.670172,0.8125197,,,,,,,,11587.76999
,,4658,,276.0399,13.05982,0.847068,,,,,,,,37444.22148
,,4659,,208.0574,11.30331,0.8508297,,,,,,,,45195.14141
,,4660,,701.061,13.90012,0.6374234,,,,,,,,29627.72663
,,4662,,758.4979,7.046645,0.8377191,,,,,,,,41998.34167
,,4663,,146.0611,8.951211,0.8483403,,,,,,,,55539.18646
,,4666,,228.0641,13.53594,0.8266259,,,,,,,,46166.85495
,,4667,,367.0466,13.54224,0.8450756,,,,,,,,41931.26667
,,4668,,222.0572,14.18221,0.8471702,,,,,,,,48503.61875
,,4669,,499.1631,2.366389,0.8440845,,,,,,,,51443.70781
,,4670,,258.081,5.255584,0.8486522,,,,,,,,49051.71328
,,4671,,117.0778,11.22919,0.8495832,,,,,,,,54909.97891
,,4672,,212.0858,9.886005,0.8487814,,,,,,,,53690.65625
,,4674,,181.0384,13.38453,0.8470942,,,,,,,,43910.97995
,,4675,,99.0564,13.40031,0.8398755,,,,,,,,44004.63698
,,4679,,132.8509,13.5296,0.8489297,,,,,,,,49367.35918
,,4681,,372.7844,13.87507,0.8305173,,,,,,,,21244.3487
,,4682,,202.0122,13.79661,0.8446449,,,,,,,,38523.06152
,,4683,,349.2748,2.202183,0.8495902,,,,,,,,44342.9737
,,4685,,177.0956,13.64332,0.85057,,,,,,,,50375.03672
,,4686,,333.182,4.166162,0.8439345,,,,,,,,30312.7196
,,4687,,426.0128,12.65823,0.8502484,,,,,,,,53943.57109
,,4689,,186.9908,11.29687,0.8497512,,,,,,,,52207.4569
,,4691,,203.9795,13.49497,0.8453346,,,,,,,,24061.21686
,,4692,,176.0715,4.083723,0.8197282,,,,,,,,14080.81117
,,4693,,185.9711,13.01224,0.8477597,,,,,,,,41951.89108
,,4694,,833.5182,7.0562,0.8494892,,,,,,,,39661.68099
,,4695,,474.1056,13.58335,0.8506885,,,,,,,,37678.77174
,,4696,,328.09,8.062612,0.8299135,,,,,,,,11112.79469
,,4697,,328.09,13.06665,0.7907981,,,,,,,,18093.72318
,,4698,,328.09,8.800073,0.7838335,,,,,,,,7599.368262
,,4699,,320.0847,8.118178,0.8493814,,,,,,,,53122.525
,,4700,,91.02087,2.638734,0.853359,,,,,,,,102278.1512
,,4701,,174.0488,12.95885,0.8347423,,,,,,,,17583.21608
,,4705,,323.0479,14.0373,0.8501313,,,,,,,,51190.89323
,,4706,,157.0252,10.22597,0.8373746,,,,,,,,34683.31654
,,4707,,157.0252,10.75712,0.8367947,,,,,,,,31166.58555
,,4708,,319.0634,16.93489,0.8487068,,,,,,,,42478.11927
,,4712,,424.9738,2.150661,0.8493692,,,,,,,,42335.23438
,,4713,,239.9973,13.8782,0.8362808,,,,,,,,21172.01419
,,4714,,239.9973,14.39814,0.8284751,,,,,,,,12957.01799
,,4715,,708.4461,3.062145,0.8381692,,,,,,,,48142.94635
,,4717,,238.0921,2.182839,0.7966985,,,,,,,,16726.72721
,,4720,,181.9314,13.42242,0.8443308,,,,,,,,39883.30807
,,4721,,239.0714,11.3001,0.8488606,,,,,,,,51139.04375
,,4724,,145.9917,7.568739,0.8495618,,,,,,,,49080.29661
,,4727,,206.2571,2.582184,0.8499182,,,,,,,,38527.17214
,,4728,,165.96,13.50441,0.8450751,,,,,,,,35315.57148
,,4729,,317.0279,14.03408,0.8497493,,,,,,,,46506.00729
,,4730,,256.0316,7.575195,0.848142,,,,,,,,51703.03099
,,4734,,219.0509,13.54232,0.8446831,,,,,,,,39840.10299
,,4735,,219.0503,6.937706,0.8333184,,,,,,,,30976.61589
,,4736,,219.0509,13.07871,0.8163205,,,,,,,,46922.09909
,,4739,,584.3575,7.110312,0.8500178,,,,,,,,45006.31849
,,4740,,221.0414,11.34518,0.8466815,,,,,,,,54530.00885
,,4741,,152.0592,13.50443,0.8467699,,,,,,,,30296.53698
,,4742,,212.1292,7.107128,0.8454403,,,,,,,,43134.61979
,,4743,,212.1292,3.058961,0.8417904,,,,,,,,27599.10628
,,4745,,300.8596,13.92847,0.8495571,,,,,,,,36248.21628
,,4746,,747.0777,14.18221,0.8497398,,,,,,,,38491.93997
,,4748,,263.0971,15.39256,0.8479701,,,,,,,,51158.23229
,,4749,,217.9446,13.31478,0.8505472,,,,,,,,46741.0737
,,4750,,412.9572,13.92216,0.8440419,,,,,,,,37211.40527
,,4751,,100.0121,13.2956,0.8373703,,,,,,,,44319.2487
,,4752,,218.0491,7.088045,0.8322003,,,,,,,,36434.76237
,,4753,,177.0226,3.469872,0.8443191,,,,,,,,41795.31089
,,4754,,249.584,2.3505,0.8508607,,,,,,,,40259.75065
,,4755,,147.03,4.951578,0.8447831,,,,,,,,920989.7375
,,4756,,467.1482,13.39716,0.8479437,,,,,,,,33818.29036
,,4757,,665.3555,2.057961,0.850117,,,,,,,,38145.13646
,,4758,,297.9044,13.90325,0.8475122,,,,,,,,32027.40592
,,4760,,619.305,16.75478,0.8474813,,,,,,,,41637.11055
,,4761,,179.0825,5.18115,0.8424218,,,,,,,,50964.7263
,,4764,,180.0253,13.04734,0.8279784,,,,,,,,24881.59831
,,4765,,808.1182,13.48869,0.8491614,,,,,,,,19432.78896
,,4766,,507.9926,14.23982,0.8489144,,,,,,,,49918.66536
,,4767,,382.0121,3.081239,0.8504584,,,,,,,,32144.15951
,,4768,,182.0434,10.58364,0.8467711,,,,,,,,47624.21536
,,4770,,373.1214,13.38139,0.844053,,,,,,,,39029.76693
,,4772,,190.0606,13.26274,0.8489017,,,,,,,,29260.5248
,,4773,,314.9711,13.93165,0.8424758,,,,,,,,42953.99551
,,4774,,371.1936,11.24209,0.8506938,,,,,,,,46415.51706
,,4781,,288.0765,9.833873,0.8462662,,,,,,,,49817.98958
,,4782,,288.0766,9.363357,0.8329268,,,,,,,,36313.81576
,,4784,,208.1189,11.21951,0.7505666,,,,,,,,38526.07227
,,4786,,505.3534,2.988934,0.8491312,,,,,,,,42953.86966
,,4789,,113.0971,3.796289,0.8308715,,,,,,,,19082.57539
,,4792,,91.03017,1.870689,0.760174,,,,,,,,58118.69354
,,4794,,216.0278,13.06002,0.7955989,,,,,,,,14708.40176
,,4795,,285.1204,13.24018,0.8495779,,,,,,,,46016.28854
,,4796,,247.9556,2.347295,0.8474739,,,,,,,,49131.45488
,,4797,,204.064,8.819844,0.8477426,,,,,,,,46852.43594
,,4799,,231.1097,13.19821,0.8496299,,,,,,,,41682.62461
,,4800,,583.3813,7.091222,0.8462119,,,,,,,,34598.92331
,,4801,,396.8762,13.919,0.8484973,,,,,,,,26725.78984
,,4803,,338.1093,11.34196,0.846972,,,,,,,,34270.60469
,,4804,,208.0543,4.94835,0.8482212,,,,,,,,45588.04141
,,4807,,449.1599,16.27526,0.7936728,,,,,,,,9158.918978
,,4808,,115.9836,13.86558,0.8416414,,,,,,,,32698.77839
,,4810,,248.04,7.753162,0.8474569,,,,,,,,41167.22513
,,4811,,253.8958,13.93478,0.8500786,,,,,,,,31481.72819
,,4812,,276.0119,13.64331,0.8487595,,,,,,,,38917.02285
,,4813,,737.4805,4.521122,0.848559,,,,,,,,34771.35755
,,4814,,737.4805,3.0685,0.8417005,,,,,,,,38148.15788
,,4815,,148.0695,3.750911,0.8463052,,,,,,,,50069.15729
,,4816,,352.0834,13.58967,0.8458847,,,,,,,,37237.16699
,,4817,,459.1387,13.01226,0.8445795,,,,,,,,28525.36797
,,4821,,134.9434,13.81853,0.8301932,,,,,,,,21678.25736
,,4822,,206.0689,2.579061,0.8506953,,,,,,,,39215.98503
,,4823,,480.2999,3.071689,0.8508762,,,,,,,,46379.87917
,,4824,,133.0505,13.01224,0.6455421,,,,,,,,120619.6813
,,4825,,133.0505,13.39399,0.6138063,,,,,,,,120091.3773
,,4827,,248.205,2.344089,0.846904,,,,,,,,43861.8235
,,4828,,203.0461,5.602995,0.6298071,,,,,,,,20918.37689
,,4832,,349.1689,2.811339,0.8471309,,,,,,,,34901.99349
,,4834,,143.1615,2.836478,0.8563959,,,,,,,,1154945.727
,,4835,,385.172,16.77383,0.8456398,,,,,,,,34177.86667
,,4837,,160.9354,12.98711,0.8464195,,,,,,,,42168.44479
,,4838,,308.0619,7.584895,0.8502119,,,,,,,,46150.8681
,,4840,,329.0742,13.05634,0.8399717,,,,,,,,20959.65026
,,4842,,203.0204,13.35614,0.8492007,,,,,,,,42886.69206
,,4843,,833.5183,3.052617,0.839827,,,,,,,,25369.04421
,,4845,,269.0449,12.95569,0.8498329,,,,,,,,46152.50833
,,4846,,350.0125,1.915883,0.7737829,,,,,,,,18339.761
,,4847,,203.056,13.00598,0.6861183,,,,,,,,51743.62878
,,4848,,436.255,7.100761,0.8487249,,,,,,,,40920.35182
,,4849,,196.9445,14.15023,0.8467684,,,,,,,,44185.44766
,,4850,,213.9606,13.92215,0.8497238,,,,,,,,28801.06315
,,4852,,587.0296,13.94433,0.8489038,,,,,,,,31082.36589
,,4855,,130.9311,6.982595,0.8273509,,,,,,,,42793.83942
,,4856,,381.2049,7.107128,0.8501799,,,,,,,,42376.56706
,,4857,,319.0007,13.99538,0.8502063,,,,,,,,49389.43945
,,4858,,564.0638,13.99538,0.8494907,,,,,,,,42555.24714
,,4859,,348.0602,13.71951,0.8480445,,,,,,,,44838.76901
,,4860,,708.446,4.572917,0.8504103,,,,,,,,41863.38646
,,4863,,447.1522,13.63701,0.8504372,,,,,,,,29620.74076
,,4864,,173.0789,16.76428,0.8510375,,,,,,,,113247.3616
,,4865,,242.0468,7.575211,0.848866,,,,,,,,52894.57161
,,4866,,264.0739,13.47298,0.8487507,,,,,,,,36758.59837
,,4867,,254.1339,11.2421,0.8494617,,,,,,,,41112.09479
,,4868,,231.0526,13.07209,0.8437306,,,,,,,,24904.7306
,,4869,,456.8595,13.91585,0.8518376,,,,,,,,47186.27897
,,4871,,293.9137,13.88127,0.8439004,,,,,,,,23616.06341
,,4877,,643.1981,13.39399,0.8482815,,,,,,,,35506.72311
,,4878,,252.0465,12.99655,0.8479442,,,,,,,,41869.12448
,,4881,,181.1492,11.81207,0.8452223,,,,,,,,52440.14844
,,4882,,181.1492,11.37436,0.8334661,,,,,,,,45137.74121
,,4884,,316.2941,13.58019,0.8491657,,,,,,,,122119.3195
,,4885,,324.1945,8.516685,0.8479279,,,,,,,,47668.20859
,,4886,,261.0025,13.39715,0.847649,,,,,,,,33559.39069
,,4887,,381.1892,11.61298,0.8443935,,,,,,,,46566.65833
,,4888,,381.1896,11.30331,0.8390957,,,,,,,,46566.65833
,,4889,,519.1489,2.356917,0.8491737,,,,,,,,43907.14453
,,4890,,388.1433,13.69718,0.8501531,,,,,,,,30931.62975
,,4891,,156.9449,13.87502,0.8514079,,,,,,,,46427.65221
,,4894,,472.0946,12.97766,0.7744173,,,,,,,,18785.98711
,,4895,,239.9874,8.529916,0.8491365,,,,,,,,46744.83698
,,4897,,119.0572,13.01855,0.8053159,,,,,,,,24650.73398
,,4898,,298.1019,11.30008,0.8423111,,,,,,,,37687.62467
,,4899,,584.3332,16.77695,0.8460452,,,,,,,,26735.00059
,,4900,,329.0841,16.26848,0.8285651,,,,,,,,14695.26146
,,4902,,168.0469,13.39399,0.8455143,,,,,,,,48547.50078
,,4905,,192.0877,13.03107,0.839125,,,,,,,,25687.15475
,,4906,,295.9942,13.73868,0.8497348,,,,,,,,41215.93086
,,4909,,428.0265,13.98259,0.8484625,,,,,,,,41174.26432
,,4911,,250.0356,3.731456,0.8471105,,,,,,,,47122.43021
,,4915,,153.028,13.40664,0.8470813,,,,,,,,41845.63437
,,4916,,260.0708,13.46982,0.8499587,,,,,,,,37394.54173
,,4919,,230.5295,14.1085,0.8484744,,,,,,,,41358.11211
,,4923,,277.0892,16.7005,0.8133439,,,,,,,,42375.25521
,,4924,,277.0893,17.15478,0.7334931,,,,,,,,43985.6349
,,4925,,462.1851,2.928433,0.8487436,,,,,,,,41606.09258
,,4928,,208.0331,11.85748,0.8484299,,,,,,,,37284.83242
,,4929,,176.057,7.471517,0.8299836,,,,,,,,9898.863086
,,4930,,403.0646,13.99218,0.8488327,,,,,,,,43549.03164
,,4931,,290.127,2.141033,0.841554,,,,,,,,27581.61543
,,4935,,300.0572,13.10771,0.8325911,,,,,,,,26898.17757
,,4936,,246.0607,7.756411,0.8508173,,,,,,,,44427.58047
,,4937,,238.0808,11.31297,0.8487322,,,,,,,,43105.15768
,,4938,,474.8829,13.91899,0.8485435,,,,,,,,24688.01315
,,4939,,263.0181,13.03422,0.8359752,,,,,,,,21262.5487
,,4941,,403.3257,2.861722,0.8469352,,,,,,,,43312.25716
,,4944,,306.5643,14.19818,0.8476737,,,,,,,,28692.12376
,,4945,,253.1735,2.482172,0.8431506,,,,,,,,186561.9422
,,4946,,256.0939,7.238144,0.8454433,,,,,,,,48452.14505
,,4947,,256.0938,7.655939,0.8295323,,,,,,,,40182.62044
,,4948,,256.0939,8.763989,0.802398,,,,,,,,14216.43906
,,4949,,295.0515,5.320328,0.8481698,,,,,,,,41622.41901
,,4950,,469.2609,14.74018,0.8488204,,,,,,,,38337.10625
,,4951,,303.0963,13.57701,0.8384968,,,,,,,,39857.73092
,,4952,,687.0566,14.15667,0.849617,,,,,,,,42364.79492
,,4955,,411.1261,13.64332,0.847122,,,,,,,,28538.68919
,,4956,,177.0678,11.96446,0.8144276,,,,,,,,7151.042594
,,4958,,171.0304,2.8239,0.8495861,,,,,,,,135218.0384
,,4959,,316.0596,14.20778,0.8453405,,,,,,,,37275.47188
,,4960,,244.9982,13.56121,0.8330474,,,,,,,,30024.08815
,,4961,,160.9741,13.92225,0.8481244,,,,,,,,39547.68802
,,4962,,513.1959,13.57386,0.8452347,,,,,,,,35658.22878
