ilp_nodes1,ilp_nodes2,edge_id,node1,node2,mass_dif,category,linktype,direction,rdbe,formula1,formula2,ilp_edge_id,score_category,score_rt_artifact,score_inten_isotope,score_MS2_abiotic_mz_appearance,cplex_score,ilp_solution
32115,36,262,4664,9,0.574662505952799,Biotransform,H-1N-1O1,0,0,C5H10N2O3,C5H9N1O4,305,0,0,NA,NA,0,0
32115,8213,263,4664,1290,0.574662505952799,Biotransform,H-1N-1O1,0,0,C5H10N2O3,C5H9N1O4,309,0,0,NA,NA,0,0
32115,8222,264,4664,1293,0.574662505952799,Biotransform,H-1N-1O1,0,0,C5H10N2O3,C5H9N1O4,313,0,0,NA,NA,0,0
49,28,265,13,8,-0.7853902186936055,Biotransform,H-1N-1O1,0,0,C5H10N2O3,C5H9N1O4,317,0,0,NA,NA,0,0
49,36,266,13,9,-0.1053635894241189,Biotransform,H-1N-1O1,0,0,C5H10N2O3,C5H9N1O4,321,0,0,NA,NA,0,0
49,8213,267,13,1290,-0.1053635894241189,Biotransform,H-1N-1O1,0,0,C5H10N2O3,C5H9N1O4,325,0,0,NA,NA,0,0
49,8222,268,13,1293,-0.1053635894241189,Biotransform,H-1N-1O1,0,0,C5H10N2O3,C5H9N1O4,329,0,0,NA,NA,0,0
1176,2614,274,234,496,0.5745202952321558,Biotransform,H-1N-1O1,0,0,C6H14N2O2,C6H13N1O3,335,0,0,NA,NA,0,0
1176,18671,275,234,2505,0.5745202952321558,Biotransform,H-1N-1O1,0,0,C6H14N2O2,C6H13N1O3,337,0,0,NA,NA,0,0
28,24505,291,8,3205,1.9218520921021434,Biotransform,H-1N-1O1,0,0,C5H9N1O4,C5H8O5,341,0,0,NA,NA,0,0
36,24505,293,9,3205,1.2463470285756735,Biotransform,H-1N-1O1,0,0,C5H9N1O4,C5H8O5,349,0,0,NA,NA,0,0
8213,24505,295,1290,3205,1.2463470285756735,Biotransform,H-1N-1O1,0,0,C5H9N1O4,C5H8O5,357,0,0,NA,NA,0,0
8222,24505,297,1293,3205,1.2463470285756735,Biotransform,H-1N-1O1,0,0,C5H9N1O4,C5H8O5,365,0,0,NA,NA,0,0
2614,9793,321,496,1500,-0.10463751097827838,Biotransform,H-1N-1O1,0,0,C6H13N1O3,C6H12O4,399,0,0,NA,NA,0,0
