id,mz,rt,rtmin,rtmax,n_293T_2,image,prediction,EVA_remove,is_duplicate,mean_inten,low_inten,high_blank,high_QC_var
2398,503.1431,11.54,11.36,11.71,2600,F1863.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
2236,503.1595,10.96,10.69,11.11,9000,F1864.png,TRUE,FALSE,FALSE,9000,FALSE,FALSE,FALSE
2673,503.9554,12.71,12.64,12.82,1100,F1865.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
2233,504.1629,10.95,10.74,11.03,1900,F1866.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
1082,504.2055,7.22,7.07,7.4,2400,F1867.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
789,504.3055,2.92,2.65,3.14,15000,F1868.png,TRUE,FALSE,FALSE,15000,FALSE,FALSE,FALSE
715,504.3057,2.07,1.98,2.65,8000,F1869.png,FALSE,TRUE,FALSE,8000,FALSE,FALSE,FALSE
2492,504.4588,11.86,11.79,11.94,1500,F1870.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
2654,504.939,12.57,12.44,12.73,4500,F1871.png,TRUE,FALSE,FALSE,4500,FALSE,FALSE,FALSE
1494,505.2123,9.41,9.34,9.5,2100,F1872.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
722,505.3086,2.34,2.18,2.61,1200,F1873.png,FALSE,TRUE,FALSE,1200,FALSE,FALSE,FALSE
772,505.3086,2.91,2.76,3.07,4900,F1874.png,TRUE,FALSE,FALSE,4900,FALSE,FALSE,FALSE
2493,505.9875,11.86,11.67,14.01,590000,F1875.png,TRUE,FALSE,FALSE,590000,FALSE,FALSE,FALSE
1256,506.0682,8.65,8.63,8.83,1100,F1876.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
840,506.3214,2.93,2.17,3.04,6700,F1877.png,TRUE,FALSE,FALSE,6700,FALSE,FALSE,FALSE
597,506.3223,2.04,1.89,2.17,14000,F1878.png,TRUE,FALSE,FALSE,14000,FALSE,FALSE,FALSE
2494,506.9893,11.86,11.71,12.39,73000,F1879.png,TRUE,FALSE,FALSE,73000,FALSE,FALSE,FALSE
790,507.3258,2.92,2.85,2.99,1800,F1880.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
598,507.3259,2.04,1.93,2.1,4000,F1881.png,TRUE,FALSE,FALSE,4000,FALSE,FALSE,FALSE
2495,507.9908,11.86,11.73,12.16,20000,F1882.png,TRUE,FALSE,FALSE,20000,FALSE,FALSE,FALSE
773,508.3379,2.91,2.37,3.05,5000,F1883.png,TRUE,FALSE,FALSE,5000,FALSE,FALSE,FALSE
585,508.3382,2.03,1.87,2.37,16000,F1884.png,TRUE,FALSE,FALSE,16000,FALSE,FALSE,FALSE
3591,508.9618,14.58,14.12,14.95,50000,F1885.png,TRUE,FALSE,FALSE,50000,FALSE,FALSE,FALSE
2496,508.9934,11.86,11.77,11.94,2000,F1886.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
2896,509.0184,14.32,14.13,14.88,50000,F1887.png,TRUE,FALSE,FALSE,50000,FALSE,FALSE,FALSE
452,509.2855,1.75,1.67,2.06,3300,F1888.png,TRUE,FALSE,FALSE,3300,FALSE,FALSE,FALSE
586,509.3413,2.03,1.89,2.1,4500,F1889.png,TRUE,FALSE,FALSE,4500,FALSE,FALSE,FALSE
774,509.3416,2.91,2.8,2.98,1500,F1890.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
3283,509.9647,14.47,14.15,14.87,5500,F1891.png,TRUE,FALSE,FALSE,5500,FALSE,FALSE,FALSE
2868,510.0219,14.3,14.16,14.78,6900,F1892.png,TRUE,FALSE,FALSE,6900,FALSE,FALSE,FALSE
1918,510.157,10.23,10.11,10.3,3400,F1893.png,TRUE,FALSE,FALSE,3400,FALSE,FALSE,FALSE
3527,510.9614,14.56,14.16,14.85,4700,F1894.png,TRUE,FALSE,FALSE,4700,FALSE,FALSE,FALSE
3199,511.0169,14.45,14.17,14.76,5400,F1895.png,TRUE,FALSE,FALSE,5400,FALSE,FALSE,FALSE
2046,511.1211,10.42,10.36,10.49,1800,F1896.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
1963,511.1579,10.29,10.18,10.32,1200,F1897.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
1528,512.1516,9.48,9.45,9.53,1200,F1898.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
2096,512.1756,10.51,10.47,10.59,4000,F1899.png,TRUE,FALSE,FALSE,4000,FALSE,FALSE,FALSE
2612,512.8207,12.35,12.33,12.49,1200,F1900.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
3853,512.8487,14.75,14.64,14.92,1200,F1901.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
2437,513.0933,11.71,11.61,11.76,1200,F1902.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
990,514.2824,3.37,3.21,3.68,3000,F1903.png,TRUE,FALSE,FALSE,3000,FALSE,FALSE,FALSE
1162,514.6718,7.83,7.74,7.99,2800,F1904.png,TRUE,FALSE,FALSE,2800,FALSE,FALSE,FALSE
2692,514.9504,12.79,12.62,13.06,4400,F1905.png,TRUE,FALSE,FALSE,4400,FALSE,FALSE,FALSE
1163,515.1735,7.84,7.76,7.93,1100,F1906.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
1611,515.9915,9.69,9.63,9.73,1900,F1907.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
3705,516.9478,14.64,14.13,14.88,11000,F1908.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
2473,516.9718,11.84,11.77,11.95,3700,F1909.png,TRUE,FALSE,FALSE,3700,FALSE,FALSE,FALSE
2897,517.0873,14.32,14.17,14.56,3600,F1910.png,TRUE,FALSE,FALSE,3600,FALSE,FALSE,FALSE
1257,517.1319,8.65,8.63,8.86,1900,F1911.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
1612,517.9872,9.69,9.63,9.75,1200,F1912.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
1259,518.128,8.66,8.59,8.89,8800,F1913.png,TRUE,FALSE,FALSE,8800,FALSE,FALSE,FALSE
3784,518.9469,14.69,14.46,14.84,1900,F1914.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
2327,519.0386,11.19,11.11,11.24,3000,F1915.png,TRUE,FALSE,FALSE,3000,FALSE,FALSE,FALSE
1292,519.132,8.76,8.63,8.86,1700,F1916.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
1319,520.1429,8.86,8.82,8.9,2200,F1917.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
587,520.3382,2.03,1.96,2.07,1400,F1918.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1830,521.0305,9.95,9.82,10.05,3700,F1919.png,TRUE,FALSE,FALSE,3700,FALSE,FALSE,FALSE
1999,521.1303,10.35,10.3,10.45,3800,F1920.png,TRUE,FALSE,FALSE,3800,FALSE,FALSE,FALSE
2727,521.9812,13.12,12.97,13.5,18000,F1921.png,TRUE,FALSE,FALSE,18000,FALSE,FALSE,FALSE
911,522.2812,3.05,2.94,3.2,3200,F1922.png,TRUE,FALSE,FALSE,3200,FALSE,FALSE,FALSE
700,522.2813,2.06,2.03,2.11,4800,F1923.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
552,522.3536,1.99,1.91,2.07,2100,F1924.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
2725,522.9835,13.11,13.02,13.28,2400,F1925.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
2843,523.0955,14.26,14.2,14.38,1800,F1926.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
977,524.2708,3.29,3.2,3.52,2100,F1927.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
701,524.2887,2.06,2.04,2.12,20000,F1928.png,TRUE,FALSE,FALSE,20000,FALSE,FALSE,FALSE
3768,524.936,14.68,14.14,14.96,27000,F1929.png,TRUE,FALSE,FALSE,27000,FALSE,FALSE,FALSE
2474,524.961,11.84,11.77,11.92,2400,F1930.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
3556,524.9926,14.57,14.14,14.92,32000,F1931.png,TRUE,FALSE,FALSE,32000,FALSE,FALSE,FALSE
3663,525.9385,14.62,14.46,14.87,2700,F1932.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
3508,525.9963,14.55,14.18,14.84,3800,F1933.png,TRUE,FALSE,FALSE,3800,FALSE,FALSE,FALSE
702,526.3097,2.06,2.04,2.17,22000,F1934.png,TRUE,FALSE,FALSE,22000,FALSE,FALSE,FALSE
879,526.3098,2.94,2.81,3.11,20000,F1935.png,TRUE,FALSE,FALSE,20000,FALSE,FALSE,FALSE
2707,526.8824,12.98,12.54,13.98,9000,F1936.png,TRUE,FALSE,FALSE,9000,FALSE,FALSE,FALSE
3911,526.8827,15.45,15.26,16.22,3100,F1937.png,FALSE,TRUE,FALSE,3100,FALSE,FALSE,FALSE
3736,526.9347,14.66,14.3,14.88,4600,F1938.png,TRUE,FALSE,FALSE,4600,FALSE,FALSE,FALSE
3284,526.9905,14.47,14.18,14.84,4900,F1939.png,TRUE,FALSE,FALSE,4900,FALSE,FALSE,FALSE
979,527.2438,3.3,3.14,3.72,5700,F1940.png,TRUE,FALSE,FALSE,5700,FALSE,FALSE,FALSE
841,527.3132,2.93,2.88,3.03,5700,F1941.png,TRUE,FALSE,FALSE,5700,FALSE,FALSE,FALSE
2475,527.9659,11.84,11.71,12.3,23000,F1942.png,TRUE,FALSE,FALSE,23000,FALSE,FALSE,FALSE
1329,528.1274,8.89,8.86,8.98,1900,F1943.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
988,528.2473,3.33,3.22,3.5,1200,F1944.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
651,528.3039,2.05,1.95,2.11,6300,F1945.png,TRUE,FALSE,FALSE,6300,FALSE,FALSE,FALSE
842,528.3043,2.93,2.87,3.01,4800,F1946.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
2467,528.9656,11.83,11.74,11.99,3900,F1947.png,TRUE,FALSE,FALSE,3900,FALSE,FALSE,FALSE
2158,529.1559,10.68,10.63,10.7,1100,F1948.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
843,529.3024,2.93,2.89,2.98,1600,F1949.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
703,529.3051,2.06,2,2.1,2000,F1950.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
2479,529.9591,11.85,11.77,11.94,1400,F1951.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
791,530.2995,2.92,2.8,3,3300,F1952.png,TRUE,FALSE,FALSE,3300,FALSE,FALSE,FALSE
599,530.3052,2.04,1.99,2.1,2600,F1953.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
1810,532.1051,9.94,9.85,10.04,1600,F1954.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
1070,532.1737,7.16,7,7.35,3100,F1955.png,TRUE,FALSE,FALSE,3100,FALSE,FALSE,FALSE
3879,532.9215,14.81,14.65,14.93,1800,F1956.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
2792,532.923,14.17,14.13,14.25,1400,F1957.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
2832,532.9799,14.24,14.13,14.87,11000,F1958.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
1893,533.1038,10.15,10.05,10.22,1900,F1959.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
2844,533.9857,14.26,14.17,14.43,1300,F1960.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
1330,534.145,8.89,8.86,8.96,1400,F1961.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
2082,534.1576,10.49,10.46,10.53,1300,F1962.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
2426,535.0348,11.66,11.56,11.83,2500,F1963.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
2646,535.0833,12.55,12.47,12.69,2500,F1964.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
2468,535.9492,11.83,11.79,11.89,1400,F1965.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
2447,536.0662,11.77,11.68,11.84,1800,F1966.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
1320,536.1385,8.86,8.81,8.9,1300,F1967.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
2693,536.9318,12.8,12.7,12.91,1200,F1968.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
2967,537.0137,14.36,14.18,14.69,3800,F1969.png,TRUE,FALSE,FALSE,3800,FALSE,FALSE,FALSE
1964,537.1646,10.29,10.11,10.38,5700,F1970.png,TRUE,FALSE,FALSE,5700,FALSE,FALSE,FALSE
1331,538.1543,8.89,8.85,8.94,1600,F1971.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
1965,538.1683,10.29,10.24,10.33,1200,F1972.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
1063,538.1901,7.15,6.98,7.37,4300,F1973.png,TRUE,FALSE,FALSE,4300,FALSE,FALSE,FALSE
775,538.3484,2.91,2.64,3.01,3400,F1974.png,TRUE,FALSE,FALSE,3400,FALSE,FALSE,FALSE
588,538.3485,2.03,1.9,2.12,11000,F1975.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
2204,539.1363,10.84,10.76,10.94,1400,F1976.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1529,539.1801,9.48,9.39,9.56,4300,F1977.png,TRUE,FALSE,FALSE,4300,FALSE,FALSE,FALSE
704,539.3423,2.06,2.02,2.13,4100,F1978.png,TRUE,FALSE,FALSE,4100,FALSE,FALSE,FALSE
1966,540.0526,10.29,10.15,10.49,110000,F1979.png,TRUE,FALSE,FALSE,110000,FALSE,FALSE,FALSE
1347,540.1693,8.92,8.88,9.02,1900,F1980.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
652,540.3302,2.05,1.93,2.16,11000,F1981.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
980,540.3333,3.3,3.17,3.41,1100,F1982.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
653,540.3633,2.05,1.96,2.46,32000,F1983.png,TRUE,FALSE,FALSE,32000,FALSE,FALSE,FALSE
792,540.3633,2.92,2.46,3.11,25000,F1984.png,TRUE,FALSE,FALSE,25000,FALSE,FALSE,FALSE
3824,540.9102,14.73,14.24,14.95,11000,F1985.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
3724,540.9666,14.65,14.17,14.92,16000,F1986.png,TRUE,FALSE,FALSE,16000,FALSE,FALSE,FALSE
1977,541.0546,10.3,10.18,10.45,20000,F1987.png,TRUE,FALSE,FALSE,20000,FALSE,FALSE,FALSE
844,541.3312,2.93,2.83,3,2800,F1988.png,TRUE,FALSE,FALSE,2800,FALSE,FALSE,FALSE
654,541.3313,2.05,1.95,2.11,4800,F1989.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
655,541.3668,2.05,1.98,2.12,9100,F1990.png,TRUE,FALSE,FALSE,9100,FALSE,FALSE,FALSE
845,541.3668,2.93,2.82,3.03,6600,F1991.png,TRUE,FALSE,FALSE,6600,FALSE,FALSE,FALSE
3664,541.9698,14.62,14.45,14.79,1400,F1992.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1978,542.057,10.3,10.19,10.38,4800,F1993.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
656,542.3425,2.05,1.98,2.12,7900,F1994.png,TRUE,FALSE,FALSE,7900,FALSE,FALSE,FALSE
793,542.3427,2.92,2.82,2.99,2700,F1995.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
3854,542.9077,14.75,14.48,14.88,2400,F1996.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
3706,542.9644,14.64,14.33,14.83,2900,F1997.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
1699,543.0084,9.84,9.82,10.06,3500,F1998.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
470,543.362,1.83,1.7,2.91,21000,F1999.png,TRUE,FALSE,FALSE,21000,FALSE,FALSE,FALSE
2480,543.9355,11.85,11.75,11.96,3700,F2000.png,TRUE,FALSE,FALSE,3700,FALSE,FALSE,FALSE
1722,544.2233,9.85,9.76,9.95,1900,F2001.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
1354,544.2253,8.94,8.89,8.99,1100,F2002.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
471,544.3655,1.83,1.71,2.35,6000,F2003.png,TRUE,FALSE,FALSE,6000,FALSE,FALSE,FALSE
1979,545.1497,10.3,10.12,10.38,2500,F2004.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
2346,545.9775,11.27,11.25,11.35,1300,F2005.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
1348,546.1383,8.92,8.88,8.98,1100,F2006.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
1489,546.1704,9.4,9.06,9.56,8900,F2007.png,TRUE,FALSE,FALSE,8900,FALSE,FALSE,FALSE
2898,546.9299,14.32,14.12,14.89,16000,F2008.png,TRUE,FALSE,FALSE,16000,FALSE,FALSE,FALSE
1502,547.167,9.44,9.05,9.73,40000,F2009.png,TRUE,FALSE,FALSE,40000,FALSE,FALSE,FALSE
1242,547.1671,8.56,8.43,8.66,1700,F2010.png,FALSE,TRUE,FALSE,1700,FALSE,FALSE,FALSE
45,547.2599,1.56,1.49,2.06,6500,F2011.png,TRUE,FALSE,FALSE,6500,FALSE,FALSE,FALSE
2497,547.9426,11.86,11.79,11.93,2700,F2012.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
2000,548.0934,10.35,10.3,10.38,1500,F2013.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
1485,548.1704,9.38,9.06,9.56,8000,F2014.png,TRUE,FALSE,FALSE,8000,FALSE,FALSE,FALSE
2062,548.1885,10.46,10.41,10.5,2600,F2015.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
26,548.2626,1.55,1.51,1.61,1800,F2016.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
2704,548.8636,12.97,12.6,13.99,8800,F2017.png,FALSE,TRUE,FALSE,8800,FALSE,FALSE,FALSE
3891,548.8967,14.87,14.73,14.93,1100,F2018.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
3785,548.9537,14.69,14.13,14.93,6700,F2019.png,FALSE,TRUE,FALSE,6700,FALSE,FALSE,FALSE
1420,549.1758,9.08,9.04,9.27,2500,F2020.png,FALSE,TRUE,FALSE,2500,FALSE,FALSE,FALSE
2462,549.9479,11.81,11.74,11.93,3100,F2021.png,TRUE,FALSE,FALSE,3100,FALSE,FALSE,FALSE
2849,550.0106,14.27,14.17,14.35,3200,F2022.png,TRUE,FALSE,FALSE,3200,FALSE,FALSE,FALSE
3125,551.0303,14.43,14.13,14.89,800000,F2023.png,TRUE,FALSE,FALSE,800000,FALSE,FALSE,FALSE
3043,552.0331,14.4,14.15,14.85,130000,F2024.png,TRUE,FALSE,FALSE,130000,FALSE,FALSE,FALSE
846,552.3283,2.93,2.26,3.12,21000,F2025.png,TRUE,FALSE,FALSE,21000,FALSE,FALSE,FALSE
657,552.3286,2.05,1.96,2.26,36000,F2026.png,TRUE,FALSE,FALSE,36000,FALSE,FALSE,FALSE
3285,552.9889,14.47,14.32,14.82,1700,F2027.png,FALSE,TRUE,FALSE,1700,FALSE,FALSE,FALSE
3002,553.0342,14.38,14.17,14.84,32000,F2028.png,TRUE,FALSE,FALSE,32000,FALSE,FALSE,FALSE
847,553.3313,2.93,2.77,3.04,6500,F2029.png,TRUE,FALSE,FALSE,6500,FALSE,FALSE,FALSE
658,553.332,2.05,1.97,2.12,11000,F2030.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
3316,553.986,14.48,14.36,14.56,1100,F2031.png,FALSE,TRUE,FALSE,1100,FALSE,FALSE,FALSE
3099,554.0366,14.42,14.21,14.64,3600,F2032.png,TRUE,FALSE,FALSE,3600,FALSE,FALSE,FALSE
2564,554.1213,12.07,11.94,12.17,5900,F2033.png,TRUE,FALSE,FALSE,5900,FALSE,FALSE,FALSE
2186,554.1566,10.75,10.68,10.78,1400,F2034.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
794,554.3447,2.92,2.24,4.17,170000,F2035.png,TRUE,FALSE,FALSE,170000,FALSE,FALSE,FALSE
659,554.345,2.05,1.89,2.24,340000,F2036.png,TRUE,FALSE,FALSE,340000,FALSE,FALSE,FALSE
2807,555.1108,14.2,14.17,14.26,2800,F2037.png,TRUE,FALSE,FALSE,2800,FALSE,FALSE,FALSE
1591,555.1518,9.65,9.62,9.73,1600,F2038.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
2187,555.153,10.75,10.65,10.8,3200,F2039.png,TRUE,FALSE,FALSE,3200,FALSE,FALSE,FALSE
795,555.3475,2.92,2.25,3.89,48000,F2040.png,TRUE,FALSE,FALSE,48000,FALSE,FALSE,FALSE
660,555.3477,2.05,1.91,2.25,96000,F2041.png,TRUE,FALSE,FALSE,96000,FALSE,FALSE,FALSE
1980,556.1626,10.3,10.26,10.34,2300,F2042.png,TRUE,FALSE,FALSE,2300,FALSE,FALSE,FALSE
661,556.3262,2.05,1.91,2.46,67000,F2043.png,TRUE,FALSE,FALSE,67000,FALSE,FALSE,FALSE
796,556.3282,2.92,2.46,3.1,21000,F2044.png,TRUE,FALSE,FALSE,21000,FALSE,FALSE,FALSE
3839,556.8857,14.74,14.58,14.93,2400,F2045.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
3801,556.9406,14.71,14.42,14.88,4800,F2046.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
797,557.3238,2.92,2.25,3.07,9100,F2047.png,TRUE,FALSE,FALSE,9100,FALSE,FALSE,FALSE
662,557.3258,2.05,1.91,2.25,20000,F2048.png,TRUE,FALSE,FALSE,20000,FALSE,FALSE,FALSE
2262,558.0642,11.05,10.98,11.1,2300,F2049.png,TRUE,FALSE,FALSE,2300,FALSE,FALSE,FALSE
776,558.3269,2.91,2.71,3.01,3500,F2050.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
600,558.3282,2.04,1.93,2.11,5100,F2051.png,TRUE,FALSE,FALSE,5100,FALSE,FALSE,FALSE
2505,558.9089,11.89,11.77,11.95,1900,F2052.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
3737,558.9381,14.66,14.58,14.83,1500,F2053.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
1746,558.9775,9.87,9.82,10.06,4400,F2054.png,TRUE,FALSE,FALSE,4400,FALSE,FALSE,FALSE
1267,559.1124,8.69,8.64,8.85,6500,F2055.png,TRUE,FALSE,FALSE,6500,FALSE,FALSE,FALSE
2481,559.9062,11.85,11.77,11.96,2000,F2056.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
1268,560.1144,8.69,8.65,8.82,2400,F2057.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
1269,561.1127,8.69,8.66,8.82,1400,F2058.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1952,562.0333,10.28,10.22,10.35,2700,F2059.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
3665,562.9037,14.62,14.13,14.94,10000,F2060.png,TRUE,FALSE,FALSE,10000,FALSE,FALSE,FALSE
2319,563.0659,11.16,11.05,11.32,5000,F2061.png,TRUE,FALSE,FALSE,5000,FALSE,FALSE,FALSE
2237,563.1809,10.96,10.76,11.03,1600,F2062.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
930,564.1346,3.12,3.01,3.4,1300,F2063.png,FALSE,TRUE,FALSE,1300,FALSE,FALSE,FALSE
1372,564.1805,8.97,8.89,9.08,1800,F2064.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
529,564.3641,1.95,1.88,2.07,2000,F2065.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
2713,564.8306,13,12.6,14,1800,F2066.png,FALSE,TRUE,FALSE,1800,FALSE,FALSE,FALSE
3910,564.8321,15.33,15.16,16.13,1400,F2067.png,FALSE,TRUE,FALSE,1400,FALSE,FALSE,FALSE
2812,564.9264,14.21,14.14,14.27,1600,F2068.png,FALSE,TRUE,FALSE,1600,FALSE,FALSE,FALSE
3825,564.9272,14.73,14.3,14.94,6300,F2069.png,TRUE,FALSE,FALSE,6300,FALSE,FALSE,FALSE
2650,564.9493,12.56,12.43,12.71,4900,F2070.png,TRUE,FALSE,FALSE,4900,FALSE,FALSE,FALSE
1723,564.9942,9.85,9.81,10.08,2900,F2071.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
2450,565.047,11.79,11.51,11.95,220000,F2072.png,TRUE,FALSE,FALSE,220000,FALSE,FALSE,FALSE
2579,565.1118,12.14,12.06,12.25,1100,F2073.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
1363,565.1847,8.96,8.9,9.05,1100,F2074.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
589,565.34760000000006,2.03,1.56,2.19,2400,F2075.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
2469,565.9171,11.83,11.77,11.85,1100,F2076.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
2651,565.9518,12.56,12.49,12.67,1200,F2077.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
2482,565.9524,11.85,11.8,11.91,2700,F2078.png,TRUE,FALSE,FALSE,2700,FALSE,FALSE,FALSE
2833,565.9846,14.24,14.21,14.34,1400,F2079.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
2451,566.0498,11.79,11.54,11.92,36000,F2080.png,TRUE,FALSE,FALSE,36000,FALSE,FALSE,FALSE
2205,566.1551,10.84,10.77,10.95,3200,F2081.png,TRUE,FALSE,FALSE,3200,FALSE,FALSE,FALSE
798,566.3449,2.92,2.74,3,3400,F2082.png,TRUE,FALSE,FALSE,3400,FALSE,FALSE,FALSE
601,566.3458,2.04,1.9,2.13,8500,F2083.png,TRUE,FALSE,FALSE,8500,FALSE,FALSE,FALSE
602,566.3789,2.04,1.85,2.13,11000,F2084.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
799,566.3793,2.92,2.65,3.03,5300,F2085.png,TRUE,FALSE,FALSE,5300,FALSE,FALSE,FALSE
3317,567.0041,14.48,14.14,14.9,420000,F2086.png,TRUE,FALSE,FALSE,420000,FALSE,FALSE,FALSE
2452,567.0506,11.79,11.56,11.87,10000,F2087.png,TRUE,FALSE,FALSE,10000,FALSE,FALSE,FALSE
603,567.3459,2.04,1.95,2.09,3000,F2088.png,TRUE,FALSE,FALSE,3000,FALSE,FALSE,FALSE
