id,mz,rt,rtmin,rtmax,n_293T_2,image,prediction,EVA_remove,is_duplicate,mean_inten,low_inten,high_blank,high_QC_var
1530,71.014,9.49,9.05,9.62,12000,F1.png,TRUE,FALSE,FALSE,12000,FALSE,FALSE,FALSE
2425,71.0141,11.66,11.54,11.79,1800,F2.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
1663,72.0091,9.8,9.73,9.87,1200,F3.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
2323,73.0296,11.18,11.09,11.37,4600,F4.png,TRUE,FALSE,FALSE,4600,FALSE,FALSE,FALSE
1638,74.0247,9.78,9.65,9.97,11000,F5.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
1888,74.0247,10.15,9.97,10.43,9700,F6.png,TRUE,FALSE,FALSE,9700,FALSE,FALSE,FALSE
1338,74.0248,8.91,8.82,9.02,1600,F7.png,FALSE,TRUE,FALSE,1600,FALSE,FALSE,FALSE
1578,75.0089,9.54,9.49,9.61,2400,F8.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
2780,76.9701,14.14,13.8,14.16,2700,F9.png,FALSE,TRUE,FALSE,2700,FALSE,FALSE,FALSE
3897,76.9701,14.93,14.89,15.15,2200,F10.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
1555,78.9186,9.53,9.42,9.72,9300,F11.png,TRUE,FALSE,FALSE,9300,FALSE,FALSE,FALSE
2066,78.959,10.47,10.4,10.57,12000,F12.png,FALSE,TRUE,FALSE,12000,FALSE,FALSE,FALSE
2294,78.9593,11.1,10.99,11.49,55000,F13.png,TRUE,FALSE,FALSE,55000,FALSE,FALSE,FALSE
1767,79.9576,9.9,9.79,10.2,19000,F14.png,TRUE,FALSE,FALSE,19000,FALSE,FALSE,FALSE
2619,79.9576,12.42,12.31,12.64,11000,F15.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
1556,80.9165,9.53,9.41,9.74,8300,F16.png,TRUE,FALSE,FALSE,8300,FALSE,FALSE,FALSE
1866,84.0455,10.07,9.95,10.17,1400,F17.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1531,85.0294,9.49,9.06,9.61,7900,F18.png,TRUE,FALSE,FALSE,7900,FALSE,FALSE,FALSE
2655,85.0294,12.59,12.53,12.82,1400,F19.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1094,88.0402,7.32,7.15,7.73,3900,F20.png,TRUE,FALSE,FALSE,3900,FALSE,FALSE,FALSE
1557,88.0403,9.53,9.42,9.87,13000,F21.png,TRUE,FALSE,FALSE,13000,FALSE,FALSE,FALSE
2150,88.0404,10.68,10.47,10.83,13000,F22.png,TRUE,FALSE,FALSE,13000,FALSE,FALSE,FALSE
2249,88.0404,11.01,10.9,11.15,5000,F23.png,TRUE,FALSE,FALSE,5000,FALSE,FALSE,FALSE
1520,89.0244,9.48,8.95,9.68,50000,F24.png,TRUE,FALSE,FALSE,50000,FALSE,FALSE,FALSE
1142,89.0251,7.67,7.35,8.95,190000,F25.png,TRUE,FALSE,FALSE,190000,FALSE,FALSE,FALSE
1143,90.0278,7.67,7.43,8.34,6400,F26.png,TRUE,FALSE,FALSE,6400,FALSE,FALSE,FALSE
1516,90.0278,9.47,9.2,9.57,1500,F27.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
89,91.0219,1.59,1.52,1.74,1400,F28.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1146,91.0287,7.68,7.51,7.91,1300,F29.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
1712,93.0456,9.85,9.74,9.96,2600,F30.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
3896,94.9806,14.92,14.89,15.16,1100,F31.png,FALSE,TRUE,FALSE,1100,FALSE,FALSE,FALSE
1449,95.0137,9.2,9.11,9.33,1100,F32.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
1538,95.0137,9.5,9.35,9.57,1500,F33.png,FALSE,TRUE,FALSE,1500,FALSE,FALSE,FALSE
2720,96.9602,13.08,12.83,13.46,2600,F34.png,FALSE,TRUE,FALSE,2600,FALSE,FALSE,FALSE
2620,96.9608,12.42,12.18,12.83,150000,F35.png,TRUE,FALSE,FALSE,150000,FALSE,FALSE,FALSE
2059,96.9691,10.46,10.41,10.51,1500,F36.png,FALSE,TRUE,FALSE,1500,FALSE,FALSE,FALSE
2295,96.9693,11.1,11,11.4,6800,F37.png,TRUE,FALSE,FALSE,6800,FALSE,FALSE,FALSE
2621,97.9598,12.42,12.35,12.53,1300,F38.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
2622,98.9562,12.42,12.32,12.63,7300,F39.png,TRUE,FALSE,FALSE,7300,FALSE,FALSE,FALSE
2798,99.0062,14.2,14.06,15.09,6000,F40.png,FALSE,TRUE,FALSE,6000,FALSE,FALSE,FALSE
1021,99.0088,3.83,3.77,3.89,1900,F41.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
1036,100.0225,5.57,5.36,5.93,1300,F42.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
1510,101.0244,9.46,9.06,9.61,6100,F43.png,TRUE,FALSE,FALSE,6100,FALSE,FALSE,FALSE
2395,101.0244,11.51,11.42,11.64,4500,F44.png,TRUE,FALSE,FALSE,4500,FALSE,FALSE,FALSE
782,101.0606,2.92,2.86,3.03,1300,F45.png,FALSE,TRUE,FALSE,1300,FALSE,FALSE,FALSE
1873,101.0719,10.08,9.94,10.2,3400,F46.png,TRUE,FALSE,FALSE,3400,FALSE,FALSE,FALSE
1483,102.0196,9.38,9.3,9.43,1600,F47.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
2119,102.0561,10.56,10.43,10.85,70000,F48.png,TRUE,FALSE,FALSE,70000,FALSE,FALSE,FALSE
1074,103.0551,7.19,7.02,7.39,1600,F49.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
2120,103.0592,10.56,10.48,10.66,2900,F50.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
1982,104.0354,10.32,10.21,10.5,11000,F51.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
1484,105.0192,9.38,9.26,9.52,8000,F52.png,TRUE,FALSE,FALSE,8000,FALSE,FALSE,FALSE
1671,108.01220000000001,9.82,9.73,9.93,1700,F53.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
1867,109.0406,10.07,9.91,10.24,9400,F54.png,TRUE,FALSE,FALSE,9400,FALSE,FALSE,FALSE
1683,110.0722,9.83,9.76,9.94,1700,F55.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
2682,111.0088,12.76,12.55,13.59,9800,F56.png,TRUE,FALSE,FALSE,9800,FALSE,FALSE,FALSE
1005,111.0198,3.53,3.45,3.69,1400,F57.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1768,111.947,9.9,9.83,10.03,1900,F58.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
2628,111.947,12.44,12.35,12.52,1100,F59.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
2353,112.0406,11.32,10.97,11.51,13000,F60.png,TRUE,FALSE,FALSE,13000,FALSE,FALSE,FALSE
1030,112.0516,4.69,4.49,5.44,6000,F61.png,TRUE,FALSE,FALSE,6000,FALSE,FALSE,FALSE
1243,113.0243,8.57,8.42,8.63,1100,F62.png,FALSE,TRUE,FALSE,1100,FALSE,FALSE,FALSE
1532,113.0245,9.49,9.03,9.67,24000,F63.png,TRUE,FALSE,FALSE,24000,FALSE,FALSE,FALSE
1912,113.0355,10.22,10.18,10.3,1300,F64.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
2165,114.0193,10.73,10.64,10.75,1200,F65.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
2250,114.0196,11.01,10.91,11.13,4000,F66.png,TRUE,FALSE,FALSE,4000,FALSE,FALSE,FALSE
1558,114.0275,9.53,9.34,9.55,1200,F67.png,FALSE,TRUE,FALSE,1200,FALSE,FALSE,FALSE
1206,114.0561,8.39,8.24,8.69,12000,F68.png,TRUE,FALSE,FALSE,12000,FALSE,FALSE,FALSE
2146,115.0036,10.67,10.62,10.8,3400,F69.png,FALSE,TRUE,FALSE,3400,FALSE,FALSE,FALSE
2424,115.0041,11.65,11.5,11.84,14000,F70.png,TRUE,FALSE,FALSE,14000,FALSE,FALSE,FALSE
1144,115.0206,7.67,7.44,7.87,3800,F71.png,FALSE,TRUE,FALSE,3800,FALSE,FALSE,FALSE
978,115.0401,3.3,3.18,3.86,4400,F72.png,TRUE,FALSE,FALSE,4400,FALSE,FALSE,FALSE
1342,116.0352,8.92,8.78,9.09,4500,F73.png,TRUE,FALSE,FALSE,4500,FALSE,FALSE,FALSE
1214,116.0722,8.47,8.23,8.83,43000,F74.png,TRUE,FALSE,FALSE,43000,FALSE,FALSE,FALSE
2330,117.0192,11.2,11.08,11.36,15000,F75.png,TRUE,FALSE,FALSE,15000,FALSE,FALSE,FALSE
1215,117.075,8.47,8.34,8.63,2600,F76.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
1639,118.0511,9.78,9.61,9.98,50000,F77.png,TRUE,FALSE,FALSE,50000,FALSE,FALSE,FALSE
1223,119.035,8.52,8.29,8.77,3400,F78.png,FALSE,TRUE,FALSE,3400,FALSE,FALSE,FALSE
1521,119.0351,9.48,8.88,9.68,33000,F79.png,TRUE,FALSE,FALSE,33000,FALSE,FALSE,FALSE
1648,119.054,9.79,9.69,9.9,2300,F80.png,TRUE,FALSE,FALSE,2300,FALSE,FALSE,FALSE
1511,120.0382,9.46,9.34,9.56,1100,F81.png,FALSE,TRUE,FALSE,1100,FALSE,FALSE,FALSE
2280,120.9805,11.08,11.05,11.16,1200,F82.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
958,122.0609,3.2,3.15,3.42,1600,F83.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
2078,122.9849,10.49,10.42,10.54,1400,F84.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1769,124.0077,9.9,9.76,10.26,120000,F85.png,TRUE,FALSE,FALSE,120000,FALSE,FALSE,FALSE
1787,125.0093,9.91,9.81,10.08,5000,F86.png,TRUE,FALSE,FALSE,5000,FALSE,FALSE,FALSE
1854,125.0353,10.05,9.96,10.15,1500,F87.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
1838,126.0033,9.97,9.8,10.14,7800,F88.png,TRUE,FALSE,FALSE,7800,FALSE,FALSE,FALSE
1858,127.0514,10.06,9.88,10.32,110000,F89.png,TRUE,FALSE,FALSE,110000,FALSE,FALSE,FALSE
2588,128.0352,12.27,12.23,12.32,1300,F90.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
1859,128.0354,10.06,9.88,10.4,40000,F91.png,FALSE,TRUE,FALSE,40000,FALSE,FALSE,FALSE
2112,128.0354,10.55,10.4,10.94,130000,F92.png,TRUE,FALSE,FALSE,130000,FALSE,FALSE,FALSE
1277,128.036,8.74,8.13,9.55,240000,F93.png,TRUE,FALSE,FALSE,240000,FALSE,FALSE,FALSE
1860,128.0533,10.06,9.97,10.23,7100,F94.png,TRUE,FALSE,FALSE,7100,FALSE,FALSE,FALSE
1034,129.019,5.17,4.86,5.4,1800,F95.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
2348,129.0191,11.3,11.23,11.42,2500,F96.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
2664,129.0191,12.61,12.5,12.9,3800,F97.png,TRUE,FALSE,FALSE,3800,FALSE,FALSE,FALSE
1848,129.0384,10.03,9.95,10.18,2100,F98.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
2123,129.0384,10.57,10.46,10.69,8500,F99.png,TRUE,FALSE,FALSE,8500,FALSE,FALSE,FALSE
1278,129.0386,8.74,8.57,8.99,14000,F100.png,TRUE,FALSE,FALSE,14000,FALSE,FALSE,FALSE
725,129.0557,2.38,2.05,2.71,7300,F101.png,FALSE,TRUE,FALSE,7300,FALSE,FALSE,FALSE
820,129.0561,2.93,2.71,4.25,140000,F102.png,TRUE,FALSE,FALSE,140000,FALSE,FALSE,FALSE
1299,130.0398,8.78,8.6,8.87,1800,F103.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
2251,130.0508,11.01,10.89,11.26,16000,F104.png,TRUE,FALSE,FALSE,16000,FALSE,FALSE,FALSE
1546,130.0616,9.52,9.45,9.81,100000,F105.png,TRUE,FALSE,FALSE,100000,FALSE,FALSE,FALSE
1089,130.0878,7.28,6.92,7.48,310000,F106.png,TRUE,FALSE,FALSE,310000,FALSE,FALSE,FALSE
1275,130.966,8.72,8.52,8.87,1900,F107.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
1216,131.0096,8.47,8.38,8.58,1100,F108.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
1517,131.0349,9.47,9.05,9.59,5600,F109.png,TRUE,FALSE,FALSE,5600,FALSE,FALSE,FALSE
2159,131.0349,10.69,10.63,10.84,2400,F110.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
1913,131.0462,10.22,10.13,10.34,6200,F111.png,TRUE,FALSE,FALSE,6200,FALSE,FALSE,FALSE
821,131.0602,2.93,2.89,2.98,1200,F112.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
1559,131.0642,9.53,9.46,9.57,4800,F113.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
2008,131.0824,10.36,10.28,10.49,2900,F114.png,TRUE,FALSE,FALSE,2900,FALSE,FALSE,FALSE
2820,131.0824,14.23,14.08,14.48,5400,F115.png,TRUE,FALSE,FALSE,5400,FALSE,FALSE,FALSE
2743,131.0825,13.54,13.38,13.83,5900,F116.png,TRUE,FALSE,FALSE,5900,FALSE,FALSE,FALSE
1086,131.0907,7.27,7,7.5,21000,F117.png,TRUE,FALSE,FALSE,21000,FALSE,FALSE,FALSE
2521,132.0301,11.93,11.82,12.04,4200,F118.png,TRUE,FALSE,FALSE,4200,FALSE,FALSE,FALSE
1481,132.0302,9.37,9.22,9.55,20000,F119.png,TRUE,FALSE,FALSE,20000,FALSE,FALSE,FALSE
2160,132.0307,10.69,10.55,11.08,110000,F120.png,TRUE,FALSE,FALSE,110000,FALSE,FALSE,FALSE
1087,132.0921,7.27,7.11,7.5,1800,F121.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
1640,132.8673,9.78,9.57,10.02,5900,F122.png,TRUE,FALSE,FALSE,5900,FALSE,FALSE,FALSE
2409,133.0149,11.63,11.48,11.94,110000,F123.png,TRUE,FALSE,FALSE,110000,FALSE,FALSE,FALSE
2161,133.0333,10.69,10.6,10.82,5900,F124.png,TRUE,FALSE,FALSE,5900,FALSE,FALSE,FALSE
2410,134.0176,11.63,11.51,11.79,5000,F125.png,TRUE,FALSE,FALSE,5000,FALSE,FALSE,FALSE
2361,134.0279,11.33,11.23,11.45,2100,F126.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
2162,134.0346,10.69,10.64,10.76,1000,F127.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
905,134.0473,3.01,2.96,3.09,1500,F128.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
1026,134.061,4.2,4.09,4.39,1000,F129.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
1629,134.8648,9.76,9.57,10.03,6900,F130.png,TRUE,FALSE,FALSE,6900,FALSE,FALSE,FALSE
1839,134.8941,9.97,9.74,10.05,1400,F131.png,FALSE,TRUE,FALSE,1400,FALSE,FALSE,FALSE
2411,135.0185,11.63,11.55,11.73,1400,F132.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1145,135.027,7.67,7.48,7.69,2100,F133.png,FALSE,TRUE,FALSE,2100,FALSE,FALSE,FALSE
1560,135.0298,9.53,9.43,9.97,81000,F134.png,TRUE,FALSE,FALSE,81000,FALSE,FALSE,FALSE
1579,136.0331,9.54,9.49,9.61,3500,F135.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
1672,136.0512,9.82,9.74,9.94,1900,F136.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
1734,136.0878,9.87,9.8,9.94,1200,F137.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
1630,136.8622,9.76,9.61,9.97,2400,F138.png,TRUE,FALSE,FALSE,2400,FALSE,FALSE,FALSE
1713,137.0354,9.85,9.73,9.98,4700,F139.png,TRUE,FALSE,FALSE,4700,FALSE,FALSE,FALSE
938,137.0832,3.14,3.04,3.43,2800,F140.png,TRUE,FALSE,FALSE,2800,FALSE,FALSE,FALSE
962,138.0558,3.22,3.11,3.61,3400,F141.png,TRUE,FALSE,FALSE,3400,FALSE,FALSE,FALSE
2653,138.9705,12.57,12.51,12.67,1200,F142.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
921,139.0763,3.1,3.03,3.21,1000,F143.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
1478,139.9842,9.33,9.24,9.43,1700,F144.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
3248,140.5978,14.46,14.15,14.86,3500,F145.png,TRUE,FALSE,FALSE,3500,FALSE,FALSE,FALSE
1444,141.0167,9.18,9.03,9.56,3500,F146.png,FALSE,TRUE,FALSE,3500,FALSE,FALSE,FALSE
3191,141.0174,14.45,13.86,15.7,1200000,F147.png,TRUE,FALSE,FALSE,1200000,FALSE,FALSE,FALSE
3192,142.02,14.45,14.06,15.08,52000,F148.png,TRUE,FALSE,FALSE,52000,FALSE,FALSE,FALSE
2830,142.9957,14.24,14.14,14.37,1100,F149.png,FALSE,TRUE,FALSE,1100,FALSE,FALSE,FALSE
3847,142.9958,14.75,14.53,14.94,1800,F150.png,FALSE,TRUE,FALSE,1800,FALSE,FALSE,FALSE
3249,143.0209,14.46,14.1,14.97,10000,F151.png,TRUE,FALSE,FALSE,10000,FALSE,FALSE,FALSE
1533,143.0348,9.49,9,9.66,21000,F152.png,TRUE,FALSE,FALSE,21000,FALSE,FALSE,FALSE
1236,143.0349,8.54,8.37,8.65,1900,F153.png,FALSE,TRUE,FALSE,1900,FALSE,FALSE,FALSE
2031,143.046,10.4,10.3,10.51,1500,F154.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
1325,144.03,8.89,8.78,8.95,1700,F155.png,FALSE,TRUE,FALSE,1700,FALSE,FALSE,FALSE
568,144.045,2.02,1.96,2.1,1400,F156.png,FALSE,TRUE,FALSE,1400,FALSE,FALSE,FALSE
894,144.0452,2.96,2.94,3.04,1600,F157.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
1132,144.0665,7.56,7.44,7.7,1300,F158.png,TRUE,FALSE,FALSE,1300,FALSE,FALSE,FALSE
2199,144.0665,10.83,10.74,10.94,3200,F159.png,TRUE,FALSE,FALSE,3200,FALSE,FALSE,FALSE
1855,144.6306,10.05,9.94,10.19,2600,F160.png,TRUE,FALSE,FALSE,2600,FALSE,FALSE,FALSE
2394,145.0142,11.5,11.41,11.67,11000,F161.png,TRUE,FALSE,FALSE,11000,FALSE,FALSE,FALSE
1032,145.0502,4.96,4.64,5.28,2100,F162.png,TRUE,FALSE,FALSE,2100,FALSE,FALSE,FALSE
1861,145.0624,10.06,9.84,10.37,880000,F163.png,TRUE,FALSE,FALSE,880000,FALSE,FALSE,FALSE
2758,145.0989,13.89,13.66,14.28,100000,F164.png,TRUE,FALSE,FALSE,100000,FALSE,FALSE,FALSE
2113,145.6118,10.55,10.48,10.66,2000,F165.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
1031,146.0277,4.74,4.43,5.37,3100,F166.png,TRUE,FALSE,FALSE,3100,FALSE,FALSE,FALSE
2375,146.0277,11.35,11.26,11.43,1200,F167.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
2557,146.0456,12.03,11.94,12.13,1400,F168.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1343,146.0462,8.92,8.36,9.25,95000,F169.png,TRUE,FALSE,FALSE,95000,FALSE,FALSE,FALSE
2114,146.0464,10.55,10.41,10.92,770000,F170.png,TRUE,FALSE,FALSE,770000,FALSE,FALSE,FALSE
1856,146.0649,10.05,9.89,10.29,55000,F171.png,TRUE,FALSE,FALSE,55000,FALSE,FALSE,FALSE
1100,146.082,7.35,7.14,7.78,7200,F172.png,TRUE,FALSE,FALSE,7200,FALSE,FALSE,FALSE
1451,146.0821,9.22,9.15,9.37,1800,F173.png,TRUE,FALSE,FALSE,1800,FALSE,FALSE,FALSE
2759,146.1011,13.89,13.72,14.15,7400,F174.png,TRUE,FALSE,FALSE,7400,FALSE,FALSE,FALSE
1596,146.8663,9.67,9.62,9.87,1000,F175.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
1040,146.9657,6.55,4.99,7.05,5600,F176.png,FALSE,TRUE,FALSE,5600,FALSE,FALSE,FALSE
2240,147.0296,10.97,10.74,11.12,5600,F177.png,TRUE,FALSE,FALSE,5600,FALSE,FALSE,FALSE
2731,147.0296,13.28,13.19,13.43,1900,F178.png,TRUE,FALSE,FALSE,1900,FALSE,FALSE,FALSE
2354,147.0297,11.32,11.2,11.48,6500,F179.png,TRUE,FALSE,FALSE,6500,FALSE,FALSE,FALSE
1073,147.0453,7.18,6.83,7.95,42000,F180.png,TRUE,FALSE,FALSE,42000,FALSE,FALSE,FALSE
1349,147.049,8.94,8.76,9.12,5700,F181.png,TRUE,FALSE,FALSE,5700,FALSE,FALSE,FALSE
2115,147.049,10.55,10.43,10.75,45000,F182.png,TRUE,FALSE,FALSE,45000,FALSE,FALSE,FALSE
1029,147.0659,4.6,4.38,5.1,1500,F183.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
1862,147.066,10.06,9.91,10.23,6500,F184.png,TRUE,FALSE,FALSE,6500,FALSE,FALSE,FALSE
1185,148.0439,8.08,7.87,8.56,21000,F185.png,TRUE,FALSE,FALSE,21000,FALSE,FALSE,FALSE
1075,148.0482,7.19,6.93,7.51,4300,F186.png,FALSE,TRUE,FALSE,4300,FALSE,FALSE,FALSE
1344,148.0496,8.92,8.87,9,1100,F187.png,FALSE,TRUE,FALSE,1100,FALSE,FALSE,FALSE
2116,148.05,10.55,10.47,10.68,7300,F188.png,TRUE,FALSE,FALSE,7300,FALSE,FALSE,FALSE
90,149.0093,1.59,1.49,2.07,4800,F189.png,TRUE,FALSE,FALSE,4800,FALSE,FALSE,FALSE
1673,149.0452,9.82,9.73,9.93,1700,F190.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
1501,149.0453,9.44,8.92,9.63,17000,F191.png,TRUE,FALSE,FALSE,17000,FALSE,FALSE,FALSE
1224,149.0454,8.52,8.32,8.63,1300,F192.png,FALSE,TRUE,FALSE,1300,FALSE,FALSE,FALSE
1183,149.0462,8.06,7.94,8.32,1700,F193.png,FALSE,TRUE,FALSE,1700,FALSE,FALSE,FALSE
859,149.0604,2.94,2.68,3.05,1700,F194.png,TRUE,FALSE,FALSE,1700,FALSE,FALSE,FALSE
623,149.0606,2.05,1.9,2.68,9200,F195.png,TRUE,FALSE,FALSE,9200,FALSE,FALSE,FALSE
1466,150.0229,9.3,9.24,9.39,1500,F196.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
1188,150.0396,8.09,7.99,8.2,1200,F197.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
960,150.0561,3.21,3.07,4.36,24000,F198.png,TRUE,FALSE,FALSE,24000,FALSE,FALSE,FALSE
1055,151.0262,7.04,6.71,7.87,35000,F199.png,TRUE,FALSE,FALSE,35000,FALSE,FALSE,FALSE
961,151.0592,3.21,3.14,3.5,2000,F200.png,TRUE,FALSE,FALSE,2000,FALSE,FALSE,FALSE
1199,151.0609,8.18,8,8.47,3200,F201.png,TRUE,FALSE,FALSE,3200,FALSE,FALSE,FALSE
2094,152.002,10.51,10.42,10.63,4700,F202.png,TRUE,FALSE,FALSE,4700,FALSE,FALSE,FALSE
1166,152.0023,7.91,7.75,8.66,12000,F203.png,TRUE,FALSE,FALSE,12000,FALSE,FALSE,FALSE
1054,152.0294,7.03,6.79,7.31,2800,F204.png,TRUE,FALSE,FALSE,2800,FALSE,FALSE,FALSE
1450,152.9956,9.21,9.12,9.37,5600,F205.png,TRUE,FALSE,FALSE,5600,FALSE,FALSE,FALSE
2079,154.0272,10.49,10.43,10.57,2300,F206.png,TRUE,FALSE,FALSE,2300,FALSE,FALSE,FALSE
2201,154.0619,10.84,10.59,11.02,1700,F207.png,FALSE,TRUE,FALSE,1700,FALSE,FALSE,FALSE
1695,154.0625,9.84,9.67,10.56,170000,F208.png,TRUE,FALSE,FALSE,170000,FALSE,FALSE,FALSE
1614,154.0868,9.71,9.35,9.78,5100,F209.png,TRUE,FALSE,FALSE,5100,FALSE,FALSE,FALSE
2721,154.9653,13.08,12.97,13.25,3800,F210.png,TRUE,FALSE,FALSE,3800,FALSE,FALSE,FALSE
1455,155.0458,9.25,9.07,9.34,1600,F211.png,TRUE,FALSE,FALSE,1600,FALSE,FALSE,FALSE
1674,155.0649,9.82,9.7,10.09,12000,F212.png,TRUE,FALSE,FALSE,12000,FALSE,FALSE,FALSE
1914,155.0653,10.22,10.11,10.29,1000,F213.png,TRUE,FALSE,FALSE,1000,FALSE,FALSE,FALSE
2252,156.0299,11.01,10.9,11.15,6200,F214.png,TRUE,FALSE,FALSE,6200,FALSE,FALSE,FALSE
1714,156.0666,9.85,9.78,9.93,1100,F215.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
3733,156.9902,14.66,14.09,15.11,32000,F216.png,TRUE,FALSE,FALSE,32000,FALSE,FALSE,FALSE
1200,157.0364,8.28,8.13,8.63,8500,F217.png,TRUE,FALSE,FALSE,8500,FALSE,FALSE,FALSE
982,157.0504,3.32,3.27,3.49,1100,F218.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
1011,157.0504,3.82,3.66,3.98,1200,F219.png,FALSE,TRUE,FALSE,1200,FALSE,FALSE,FALSE
522,157.1232,1.93,1.01,2.07,5500,F220.png,FALSE,TRUE,FALSE,5500,FALSE,FALSE,FALSE
3820,157.9938,14.73,14.54,14.89,1300,F221.png,FALSE,TRUE,FALSE,1300,FALSE,FALSE,FALSE
1022,158.0822,3.83,3.66,4.11,1100,F222.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
3779,158.9889,14.69,14.43,14.95,2500,F223.png,TRUE,FALSE,FALSE,2500,FALSE,FALSE,FALSE
2151,159.0295,10.68,10.6,10.77,1400,F224.png,TRUE,FALSE,FALSE,1400,FALSE,FALSE,FALSE
1028,159.0661,4.38,4.17,4.59,1200,F225.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
1171,159.0926,7.99,7.91,8.11,1100,F226.png,TRUE,FALSE,FALSE,1100,FALSE,FALSE,FALSE
2026,160.0071,10.39,10.3,10.47,1200,F227.png,TRUE,FALSE,FALSE,1200,FALSE,FALSE,FALSE
1007,160.0434,3.62,3.49,3.93,2200,F228.png,TRUE,FALSE,FALSE,2200,FALSE,FALSE,FALSE
1833,160.0612,9.96,9.9,10.07,1500,F229.png,TRUE,FALSE,FALSE,1500,FALSE,FALSE,FALSE
