ilp_nodes1,ilp_nodes2,edge_id,node1,node2,mass_dif,category,linktype,direction,rdbe,formula1,formula2,ilp_edge_id,score_category,score_chromatogram_artifact,score_inten_isotope,score_MS2_library_fragment,score_MS2_similarity,score_MS2_abiotic_mz_appearance,cplex_score,ilp_solution
32583,37846,685,1647,1907,3.6200531208633335,Biotransform,H-1N-1O1,0,0,C7H12N2O4,C7H11N1O5,986,0,0,,,,,0,0
35754,22769,686,1818,1124,-0.6081533001714056,Biotransform,H-1N-1O1,0,0,C7H11N1O5,C7H10O6,992,0,0,,,,,0,0
37846,22769,687,1907,1124,-3.239074843304933,Biotransform,H-1N-1O1,0,0,C7H11N1O5,C7H10O6,1002,0,0,,,,,0,0
29685,41522,688,1525,2082,-0.08196420430582273,Biotransform,H-1N-1O1,0,0,C6H11N3O4,C6H10N2O5,1012,0,0,,,,,0,0
31820,40727,697,1616,2045,0.41368311683932596,Biotransform,H-1N-1O1,0,0,C7H13N3O4,C7H12N2O5,1052,0,0,,,,,0,0
35584,24461,707,1805,1201,1.6928165101634851,Biotransform,H-1N-1O1,0,0,C9H14N4O3,C9H13N3O4,1105,0,0,,,0.39229253199969055,,0.3922925,1
35584,18849,708,1805,862,2.133169273319595,Biotransform,H-1N-1O1,0,0,C9H14N4O3,C9H13N3O4,1109,0,0,,,,,0,0
27061,38258,728,1325,1931,-2.0293834157592467,Biotransform,H-1N-1O1,0,0,C15H11N1O3,C15H10O4,1213,0,0,,,,,0,0
37953,42145,731,1913,2136,-1.5982006509634132,Biotransform,H-1N-1O1,0,0,C6H14N1O8P1,C6H13O9P1,1243,0,0,,,,,0,0
37953,41247,732,1913,2071,-0.44448123270954176,Biotransform,H-1N-1O1,0,0,C6H14N1O8P1,C6H13O9P1,1253,0,0,,,,,0,0
36431,38707,735,1841,1961,1.4027717861488622,Biotransform,H-1N-1O1,0,0,C7H16N1O8P1,C7H15O9P1,1279,0,0,,,0.2606230832693269,,0.2606231,1
28280,37331,736,1414,1883,0.6703551759421639,Biotransform,H-1N-1O1,0,0,C10H18N4O5,C10H17N3O6,1286,0,0,,,,,0,0
37331,37354,737,1883,1884,-0.05642263327070676,Biotransform,H-1N-1O1,0,0,C10H17N3O6,C10H16N2O7,1296,0,0,,,,,0,0
37331,43974,738,1883,2260,-0.05642263327070676,Biotransform,H-1N-1O1,0,0,C10H17N3O6,C10H16N2O7,1307,0,0,,,,,0,0
18667,4892,750,839,201,-2.6990541923562277,Biotransform,H-1N-1O1,0,0,C15H27N1O5,C15H26O6,1382,0,0,,,,,0,0
24760,22226,783,1223,1097,0.8387187344744151,Biotransform,H-1N-1O1,0,0,C16H22N2O4S1,C16H21N1O5S1,1646,0,0,,,,,0,0
34074,38723,786,1723,1962,-0.619396069059833,Biotransform,H-1N-1O1,0,0,C10H14N5O7P1,C10H13N4O8P1,1682,0,0,,,0.23950250648525573,,0.2395025,1
44004,45242,813,2262,2334,-0.03855936991640165,Biotransform,H-1N-1O1,0,0,C9H15N3O11P2,C9H14N2O12P2,1920,0,0,,,0.21013376118873867,,0.2101338,1
44004,42489,814,2262,2183,0.4564894476321757,Biotransform,H-1N-1O1,0,0,C9H15N3O11P2,C9H14N2O12P2,1927,0,0,,,0.21113715215980483,,0.2111372,1
32181,30329,821,1628,1570,0.424819611534918,Biotransform,H-1N-1O1,0,0,C17H27N3O6S2,C17H26N2O7S2,1958,0,0,,,,,0,0
41425,22010,823,2078,1089,1.5446799323775025,Biotransform,H-1N-1O1,0,0,C14H23N2O12P1,C14H22N1O13P1,1990,0,0,,,,,0,0
45527,39936,834,2368,2004,-0.6520660950049796,Biotransform,H-1N-1O1,0,0,C9H16N3O14P3,C9H15N2O15P3,2063,0,0,,,0.20513959092764913,,0.2051396,1
45527,45282,835,2368,2339,2.4473158289654506,Biotransform,H-1N-1O1,0,0,C9H16N3O14P3,C9H15N2O15P3,2068,0,0,,,0.19276863600789698,,0.1927686,1
31545,36323,838,1608,1834,-0.8495631856798563,Biotransform,H-1N-1O1,0,0,C21H32N2O9S1,C21H31N1O10S1,2078,0,0,,,0.27506838317384774,,0.2750684,1
12095,13148,861,432,489,-0.910344417231416,Biotransform,H-1N-1O1,0,0,C30H51N3O7,C30H50N2O8,2177,0,0,,,,,0,0
45498,45267,892,2365,2337,1.2973184796392931,Biotransform,H-1N-1O1,0,0,C12H27N1O29P6,C12H26O30P6,2265,0,0,,,,,0,0
64592,11094,895,2902,373,1.9666117572999562,Biotransform,H-1N-1O1,0,0,C45H78N1O12P1,C45H77O13P1,2272,0,0,,,,,0,0
25659,25573,3914,1270,1266,0.49607252236172794,Natural_abundance,[13]C1C-1,1,0,C3H6O3,[13]C1C2H6O3,7053,1,0,-0.0016444828304405174,,,,0.9983555,1
20158,20195,3915,957,958,-7.193271269878206,Natural_abundance,[13]C1C-1,1,0,C3H6O3,[13]C1C2H6O3,7056,1,0,-0.0024868441213251975,,,,0.9975132,1
36174,36266,3916,1829,1830,-2.448819338217736,Natural_abundance,[13]C1C-1,1,0,C4H9N1O2,[13]C1C3H9N1O2,7059,1,0,-0.001315117540716057,,,,0.9986849,1
20781,20794,3917,1017,1018,-4.698757651546318,Natural_abundance,[13]C1C-1,1,0,C5H11N1O2,[13]C1C4H11N1O2,7062,1,0,-0.00886104450886038,,,,0.991139,1
27906,28028,3918,1379,1385,-3.7883988363548498,Natural_abundance,[13]C1C-1,1,0,C4H9N1O3,[13]C1C3H9N1O3,7064,1,0,-0.00215700073052803,,,,0.997843,1
35840,36298,3919,1822,1833,-2.7285797551620115,Natural_abundance,[13]C1C-1,1,0,C5H7N1O3,[13]C1C4H7N1O3,7066,1,0,-0.09406524419672985,,,,0.9059348,1
21369,21463,3920,1058,1059,-5.804413185494031,Natural_abundance,[13]C1C-1,1,0,C5H7N1O3,[13]C1C4H7N1O3,7069,1,0,-0.018244341628318637,,,,0.9817557,1
19324,19309,3922,906,903,-3.4432018733701932,Natural_abundance,[13]C1C-1,1,0,C6H13N1O2,[13]C1C5H13N1O2,7072,1,0,-0.006818993096912695,,,,0.993181,1
36979,37043,3923,1867,1868,-5.631429078995958,Natural_abundance,[13]C1C-1,1,0,C4H7N1O4,[13]C1C3H7N1O4,7075,1,0,-0.09144509766549483,,,,0.9085549,1
41841,41868,3924,2103,2104,-4.849772999091195,Natural_abundance,[13]C1C-1,1,0,C4H6O5,[13]C1C3H6O5,7077,1,0,-0.003482881299783741,,,,0.9965171,1
26712,27025,3925,1304,1322,-0.4001740320911579,Natural_abundance,[13]C1C-1,1,0,C4H8O5,[13]C1C3H8O5,7084,1,0,-1.3831843192394504e-6,,,,0.9999986,1
26713,27025,3925,1304,1322,-0.4001740320911579,Natural_abundance,[13]C1C-1,1,0,C4H8O5,[13]C1C3H8O5,7085,1,0,-1.3831843192394504e-6,,,,0.9999986,1
59203,59268,3926,2806,2807,-5.2775947268395,Natural_abundance,[13]C1C-1,1,0,C4H7Na1O4,[13]C1C3H7Na1O4,7089,1,0,-1.1970897589127677e-5,,,,0.999988,1
30803,30674,3927,1583,1579,-5.812384236248982,Natural_abundance,[13]C1C-1,1,0,C5H10N2O3,[13]C1C4H10N2O3,7091,1,0,-0.11061910650526319,,,,0.8893809,1
46000,46004,3928,2421,2422,-7.8502667749725985,Natural_abundance,[13]C1C-1,1,0,C6H14N2O2,[13]C1C5H14N2O2,7094,1,0,-0.038064538389798876,,,,0.9619355,1
22650,22762,3930,1118,1123,-3.747493948161237,Natural_abundance,[13]C1C-1,1,0,C5H9N1O4,[13]C1C4H9N1O4,7096,1,0,-0.018470042215591894,,,,0.98153,1
35991,36102,3931,1824,1825,-5.09833164852062,Natural_abundance,[13]C1C-1,1,0,C5H9N1O4,[13]C1C4H9N1O4,7098,1,0,-0.02862081583982879,,,,0.9713792,1
18192,18205,3932,799,800,-1.675846024237456,Natural_abundance,[13]C1C-1,1,0,C8H9N1O2,[13]C1C7H9N1O2,7101,1,0,-6.032898090411955e-4,,,,0.9993967,1
18902,18897,3933,877,876,-1.0117836035687064,Natural_abundance,[13]C1C-1,1,0,C5H4N4O2,[13]C1C4H4N4O2,7104,1,0,-0.1607256631691971,,,,0.8392743,1
28409,28235,3934,1431,1410,-6.117938646785728,Natural_abundance,[13]C1C-1,1,0,C6H9N3O2,[13]C1C5H9N3O2,7108,1,0,-0.02082378350844945,,,,0.9791762,1
25316,26285,3935,1257,1284,-1.5629007788347886,Natural_abundance,[13]C1C-1,1,0,C6H10O5,[13]C1C5H10O5,7111,1,0,-7.585474489724964e-4,,,,0.9992415,1
25317,26285,3935,1257,1284,-1.5629007788347886,Natural_abundance,[13]C1C-1,1,0,C6H10O5,[13]C1C5H10O5,7112,1,0,-7.585474489724964e-4,,,,0.9992415,1
19003,19102,3936,887,891,-4.544978974403625,Natural_abundance,[13]C1C-1,1,0,C9H11N1O2,[13]C1C8H11N1O2,7117,1,0,-1.7190898146887734e-5,,,,0.9999828,1
35198,35374,3938,1777,1785,-1.4985891793875288,Natural_abundance,[13]C1C-1,1,0,C4H12N1O4P1,[13]C1C3H12N1O4P1,7124,1,0,-0.04205700095631825,,,,0.957943,1
18215,18219,3939,802,803,-1.498380352815502,Natural_abundance,[13]C1C-1,1,0,C8H11N1O3,[13]C1C7H11N1O3,7128,1,0,-0.0016989204436948452,,,,0.9983011,1
25119,25186,3940,1246,1250,0.8534386830548822,Natural_abundance,[13]C1C-1,1,0,C7H11N3O2,[13]C1C6H11N3O2,7131,1,0,-0.0037063732042933277,,,,0.9962936,1
24711,24675,3941,1218,1216,-3.1693031329767085,Natural_abundance,[13]C1C-1,1,0,C6H10N2O4,[13]C1C5H10N2O4,7134,1,0,-0.003029306039425107,,,,0.9969707,1
