ilp_nodes1,ilp_nodes2,edge_id,node1,node2,mass_dif,category,linktype,direction,rdbe,formula1,formula2,ilp_edge_id,score_category,score_chromatogram_artifact,score_inten_isotope,score_MS2_library_fragment,score_MS2_similarity,score_MS2_abiotic_mz_appearance,cplex_score,ilp_solution
43663,25950,10219,2310,1596,-0.044970629399790046,Biotransform,O1,0,0,C11H19N1O9,C11H19N1O10,60954,0,0,,,,,0,0
43663,42871,10220,2310,2282,0.26262593367652737,Biotransform,O1,0,0,C11H19N1O9,C11H19N1O10,60971,0,0,,,,,0,0
31062,25950,10221,1754,1596,-0.3525672730841148,Biotransform,O1,0,0,C11H19N1O9,C11H19N1O10,60988,0,0,,,,,0,0
31062,42871,10222,1754,2282,-0.04497061539213123,Biotransform,O1,0,0,C11H19N1O9,C11H19N1O10,61005,0,0,,,,,0,0
53292,25950,10223,2676,1596,-0.3525672730841148,Biotransform,O1,0,0,C11H19N1O9,C11H19N1O10,61022,0,0,,,,,0,0
53292,42871,10224,2676,2282,-0.04497061539213123,Biotransform,O1,0,0,C11H19N1O9,C11H19N1O10,61039,0,0,,,,,0,0
20575,17343,10229,1319,1117,3.623707913789829,Biotransform,O1,0,0,C12H17N5O5,C12H17N5O6,61114,0,0,,,,,0,0
6424,66663,10235,370,3317,0.2609374314064342,Biotransform,O1,0,0,C17H29N1O4,C17H29N1O5,61180,0,0,,,,,0,0
21195,27420,10241,1357,1641,-0.04402306003127267,Biotransform,O1,0,0,C9H21N2O8P1,C9H21N2O9P1,61237,0,0,,,,,0,0
44373,27420,10242,2340,1641,-0.04402306003127267,Biotransform,O1,0,0,C9H21N2O8P1,C9H21N2O9P1,61248,0,0,,,,,0,0
7828,8998,10245,459,526,0.25705456691266215,Biotransform,O1,0,0,C15H24O7,C15H24O8,61286,0,0,,,,,0,0
7850,7862,10248,460,461,0.25702639924240755,Biotransform,O1,0,0,C16H28O6,C16H28O7,61323,0,0,,,,,0,0
41211,43509,10255,2226,2306,0.5532427071360739,Biotransform,O1,0,0,C11H17N3O6S1,C11H17N3O7S1,61432,0,0,,,0.27639392810442276,,0.2763939,1
66663,6065,10269,3317,351,-0.6253504221997779,Biotransform,O1,0,0,C17H29N1O5,C17H29N1O6,61597,0,0,,,,,0,0
728,2469,10271,73,181,-0.33297003863107816,Biotransform,O1,0,0,C22H32O2,C22H32O3,61618,0,0,,,,,0,0
67985,8028,10275,3385,467,2.2688163677427147,Biotransform,O1,0,0,C16H26O7,C16H26O8,61655,0,0,,,,,0,0
5698,8028,10276,332,467,-0.331115806455614,Biotransform,O1,0,0,C16H26O7,C16H26O8,61665,0,0,,,,,0,0
47727,54735,10281,2492,2753,-0.04176406904856219,Biotransform,O1,0,0,C9H19O11P1,C9H19O12P1,61740,0,0,,,,,0,0
3725,6776,10289,233,398,-0.6093262925459332,Biotransform,O1,0,0,C20H32O4,C20H32O5,61828,0,0,,,,,0,0
8965,6787,10297,521,399,-1.452740718244328,Biotransform,O1,0,0,C20H34O4,C20H34O5,61923,0,0,,,,,0,0
