groupId,sample,peakMz,mzmax,mzmin,peakArea,peakIntensity,rt,rtmax,rtmin
218,n_glc,800.5648,800.5659,800.564,130000,600000,1.56,1.99,1.53
219,n_glc,802.5617,802.5633,802.5607,290000,950000,1.56,2.07,1.47
220,n_glc,802.5966,802.5979,802.5953,250000,900000,1.56,2.07,1.47
221,n_glc,804.6132,804.6142,804.6128,210000,810000,1.56,1.93,1.47
222,n_glc,805.5804,805.5815,805.5801,380000,1300000,1.56,2.07,1.47
223,n_glc,814.5613,814.562,814.5605,350000,1200000,1.56,2.04,1.47
224,n_glc,815.5646,815.5665,815.5634,150000,580000,1.56,2.07,1.5
225,n_glc,819.596,819.5966,819.5956,1600000,5200000,1.56,2.07,1.45
226,n_glc,827.5926,827.5954,827.5905,130000,560000,1.56,1.96,1.47
227,n_glc,832.6082,832.6112,832.6068,91000,420000,1.56,1.93,1.47
228,n_glc,838.5612,838.5617,838.5601,270000,920000,1.56,2.13,1.45
229,n_glc,840.577,840.5781,840.5763,610000,2100000,1.56,2.07,1.45
230,n_glc,843.5959,843.5983,843.5953,370000,1400000,1.56,1.99,1.45
231,n_glc,844.6083,844.6094,844.6079,1300000,4400000,1.56,2.1,1.45
232,n_glc,845.6116,845.6125,845.611,700000,2300000,1.56,2.1,1.45
233,n_glc,846.6139,846.6167,846.612,160000,690000,1.56,1.99,1.47
234,n_glc,848.5357,848.5377,848.533,87000,500000,1.56,1.79,1.45
235,n_glc,862.5603,862.5616,862.5587,33000,210000,1.56,1.67,1.47
236,n_glc,864.5767,864.5778,864.5763,350000,1200000,1.56,2.07,1.45
237,n_glc,867.596,867.59760000000006,867.5937,260000,970000,1.56,2.04,1.45
238,n_glc,868.609,868.6109,868.6079,220000,800000,1.56,1.9,1.45
239,n_glc,892.6083,892.6095,892.6069,110000,580000,1.56,1.84,1.45
240,n_glc,87.9522,87.9522,87.9521,61000,280000,1.59,1.93,1.53
241,n_glc,90.7313,90.7314,90.7313,96000,350000,1.59,1.93,1.5
242,n_glc,205.1599,205.16,205.1598,390000,1500000,1.59,1.93,1.24
244,n_glc,242.2208,242.2211,242.2207,130000,550000,1.59,1.96,1.47
246,n_glc,251.2018,251.202,251.2017,52000,360000,1.59,1.87,1.53
247,n_glc,253.2174,253.2176,253.2174,1900000,9000000,1.59,2.1,1.47
248,n_glc,254.2208,254.221,254.2207,310000,1500000,1.59,2.01,1.47
249,n_glc,255.233,255.2332,255.233,31000000,130000000,1.59,2.07,1.45
250,n_glc,255.3421,255.3426,255.3417,50000,320000,1.59,1.87,1.53
252,n_glc,259.1116,259.1118,259.1114,190000,990000,1.59,1.82,1.45
253,n_glc,269.1313,269.1315,269.1312,140000,750000,1.59,1.87,1.5
254,n_glc,270.2521,270.2522,270.252,130000,510000,1.59,1.9,1.45
255,n_glc,271.228,271.2281,271.2279,910000,3500000,1.59,2.1,1.47
256,n_glc,272.2314,272.2315,272.2312,160000,450000,1.59,2.39,1.47
257,n_glc,277.2174,277.2178,277.2173,76000,430000,1.59,1.87,1.5
258,n_glc,280.2365,280.2368,280.2362,230000,1100000,1.59,2.1,1.47
259,n_glc,298.247,298.2472,298.2468,120000,480000,1.59,2.04,1.47
260,n_glc,300.2627,300.2629,300.2625,65000,390000,1.59,1.84,1.53
261,n_glc,301.1662,301.1664,301.166,390000,1600000,1.59,2.13,1.47
262,n_glc,314.2162,314.2164,314.2159,83000,450000,1.59,1.87,1.53
264,n_glc,343.2279,343.2283,343.2278,130000,620000,1.59,1.87,1.5
265,n_glc,361.1874,361.1882,361.1871,110000,470000,1.59,1.96,1.47
266,n_glc,374.055,374.0559,374.0537,86000,410000,1.59,1.84,1.47
267,n_glc,374.4387,374.4395,374.4383,130000,540000,1.59,1.93,1.45
268,n_glc,412.2188,412.2192,412.2185,150000,620000,1.59,1.87,1.45
269,n_glc,420.2507,420.2512,420.2506,780000,2700000,1.59,2.04,1.42
270,n_glc,429.0804,429.0811,429.08,80000,410000,1.59,1.76,1.5
271,n_glc,436.2732,436.2736,436.2725,250000,1100000,1.59,1.9,1.45
273,n_glc,475.2248,475.2254,475.224,140000,570000,1.59,2.01,1.45
274,n_glc,630.4857,630.4861,630.4855,490000,2800000,1.59,1.9,1.47
275,n_glc,631.489,631.4896,631.4885,180000,970000,1.59,1.87,1.47
276,n_glc,723.5172,723.5188,723.5166,140000,660000,1.59,1.93,1.47
277,n_glc,738.5087,738.5094,738.5077,140000,650000,1.59,2.07,1.53
278,n_glc,744.5559,744.5567,744.555,180000,700000,1.59,1.93,1.47
279,n_glc,746.5141,746.5158,746.5135,310000,1300000,1.59,2.13,1.47
280,n_glc,748.53,748.5313,748.5287,230000,930000,1.59,2.01,1.47
281,n_glc,749.5327,749.5349,749.5316,120000,490000,1.59,1.9,1.47
282,n_glc,750.5299,750.531,750.5292,140000,640000,1.59,1.87,1.5
283,n_glc,762.5092,762.5097,762.5075,180000,700000,1.59,2.07,1.45
284,n_glc,764.5244,764.525,764.5236,250000,970000,1.59,2.04,1.47
285,n_glc,764.5463,764.5468,764.5454,510000,2000000,1.59,2.07,1.47
286,n_glc,765.5492,765.5498,765.5485,210000,910000,1.59,1.9,1.5
287,n_glc,771.5302,771.531,771.5291,82000,310000,1.59,1.87,1.5
288,n_glc,772.531,772.5321,772.5287,86000,380000,1.59,1.9,1.5
289,n_glc,776.582,776.5828,776.5815,450000,1800000,1.59,1.96,1.47
290,n_glc,777.5493,777.5502,777.5478,240000,890000,1.59,2.1,1.47
291,n_glc,779.5647,779.5667,779.564,78000,390000,1.59,1.9,1.53
292,n_glc,788.5456,788.5463,788.5452,930000,3700000,1.59,2.07,1.47
293,n_glc,791.5646,791.5651,791.564,2100000,7600000,1.59,2.04,1.45
294,n_glc,803.6009,803.6025,803.5994,98000,390000,1.59,1.93,1.47
295,n_glc,816.5768,816.5773,816.5764,2900000,10000000,1.59,2.04,1.45
296,n_glc,817.5802,817.5808,817.5794,1400000,4800000,1.59,2.07,1.45
297,n_glc,818.593,818.5935,818.5927,3000000,10000000,1.59,2.04,1.45
298,n_glc,821.6016,821.6026,821.6011,55000,420000,1.59,1.7,1.5
299,n_glc,827.5477,827.5481,827.5466,170000,790000,1.59,1.9,1.45
300,n_glc,830.5926,830.5945,830.5915,340000,1300000,1.59,2.1,1.47
301,n_glc,841.5802,841.5808,841.5796,290000,1200000,1.59,2.01,1.47
302,n_glc,842.5928,842.5934,842.5912,690000,2400000,1.59,2.07,1.45
303,n_glc,866.5389,866.5404,866.5377,310000,1400000,1.59,2.13,1.42
304,n_glc,891.5959,891.5974,891.595,100000,440000,1.59,1.82,1.47
305,n_glc,87.8407,87.8408,87.8406,180000,720000,1.62,2.1,1.5
306,n_glc,225.1861,225.1863,225.1861,170000,930000,1.62,2.07,1.56
307,n_glc,227.2018,227.2019,227.2017,2600000,12000000,1.62,2.13,1.5
308,n_glc,228.2051,228.2052,228.205,370000,1800000,1.62,1.93,1.5
309,n_glc,229.0541,229.0544,229.0539,52000,310000,1.62,1.9,1.56
310,n_glc,233.1548,233.1549,233.1547,130000,600000,1.62,1.87,1.45
312,n_glc,241.2174,241.2175,241.2173,790000,3500000,1.62,2.04,1.47
313,n_glc,243.1967,243.1969,243.1966,110000,360000,1.62,2.13,1.53
315,n_glc,269.2123,269.2124,269.2121,340000,1300000,1.62,1.9,1.53
318,n_glc,283.2556,283.256,283.2555,130000,630000,1.62,1.76,1.42
319,n_glc,299.2593,299.2595,299.2591,370000,1600000,1.62,2.1,1.45
320,n_glc,300.2005,300.2007,300.2003,56000,400000,1.62,1.84,1.56
321,n_glc,335.2231,335.2234,335.2229,240000,980000,1.62,2.19,1.56
322,n_glc,341.2698,341.27,341.2696,54000,260000,1.62,1.7,1.42
323,n_glc,343.2855,343.2858,343.2852,45000,270000,1.62,1.76,1.53
324,n_glc,355.2045,355.2046,355.2043,67000,510000,1.62,1.84,1.56
325,n_glc,361.2386,361.239,361.2383,120000,580000,1.62,1.93,1.53
326,n_glc,441.1499,441.1504,441.1495,200000,610000,1.62,1.99,1.45
327,n_glc,659.5207,659.5225,659.5192,77000,430000,1.62,1.76,1.47
328,n_glc,686.4776,686.4793,686.4768,36000,200000,1.62,1.79,1.56
329,n_glc,688.4931,688.4937,688.4928,200000,900000,1.62,2.07,1.53
330,n_glc,714.5086,714.5095,714.508,260000,1100000,1.62,2.1,1.5
331,n_glc,716.5245,716.5249,716.5237,430000,1700000,1.62,2.07,1.47
332,n_glc,717.5276,717.5286,717.5268,180000,740000,1.62,1.9,1.5
333,n_glc,721.502,721.503,721.501,43000,280000,1.62,1.82,1.53
334,n_glc,736.5142,736.515,736.5137,320000,1300000,1.62,2.1,1.5
335,n_glc,740.5249,740.5255,740.5236,77000,370000,1.62,1.99,1.53
336,n_glc,742.54,742.5412,742.5395,290000,1300000,1.62,2.13,1.47
337,n_glc,747.5179,747.5197,747.5167,200000,660000,1.62,2.16,1.39
338,n_glc,762.5299,762.5306,762.5295,1000000,3900000,1.62,2.1,1.47
339,n_glc,763.5333,763.5343,763.5328,450000,1900000,1.62,2.13,1.5
340,n_glc,765.5277,765.5289,765.5268,100000,460000,1.62,1.99,1.53
341,n_glc,770.5714,770.573,770.5699,70000,320000,1.62,1.87,1.5
342,n_glc,773.5461,773.5467,773.5451,510000,1900000,1.62,2.07,1.47
343,n_glc,774.549,774.5498,774.5482,220000,790000,1.62,2.1,1.47
344,n_glc,774.5661,774.5667,774.564,110000,470000,1.62,1.99,1.47
345,n_glc,776.5456,776.5468,776.5452,530000,2000000,1.62,2.1,1.47
346,n_glc,777.5855,777.5862,777.5852,210000,800000,1.62,2.04,1.47
347,n_glc,788.5245,788.5256,788.5233,110000,490000,1.62,2.04,1.47
348,n_glc,789.549,789.5497,789.5483,410000,1700000,1.62,2.04,1.47
349,n_glc,790.5613,790.5617,790.561,4600000,17000000,1.62,2.07,1.47
350,n_glc,792.5668,792.5682,792.5659,510000,2200000,1.62,2.01,1.47
351,n_glc,799.5614,799.5624,799.5609,330000,1200000,1.62,2.1,1.47
352,n_glc,801.5773,801.5783,801.5765,340000,1200000,1.62,1.99,1.47
353,n_glc,803.5651,803.5664,803.5641,130000,540000,1.62,1.99,1.53
354,n_glc,804.577,804.5781,804.5764,710000,2700000,1.62,1.99,1.45
355,n_glc,805.6166,805.6178,805.6155,93000,410000,1.62,2.04,1.53
356,n_glc,820.5988,820.5997,820.5977,390000,1400000,1.62,2.07,1.45
357,n_glc,831.5962,831.5972,831.595,160000,640000,1.62,2.13,1.47
358,n_glc,836.5457,836.5478,836.5444,50000,230000,1.62,1.79,1.5
359,n_glc,865.5799,865.5817,865.579,160000,650000,1.62,1.87,1.45
360,n_glc,866.5928,866.5939,866.5917,460000,1400000,1.62,1.99,1.45
361,n_glc,867.5421,867.5441,867.5402,130000,640000,1.62,1.79,1.45
363,n_glc,883.5349,883.5359,883.5338,50000,390000,1.62,1.84,1.56
364,n_glc,199.1705,199.1705,199.1703,160000,920000,1.64,1.96,1.59
365,n_glc,213.1861,213.1862,213.1861,130000,760000,1.64,1.96,1.59
366,n_glc,221.1548,221.1549,221.1547,210000,870000,1.64,1.96,1.45
367,n_glc,240.9136,240.9138,240.9134,60000,230000,1.64,2.16,1.59
368,n_glc,243.1867,243.187,243.1866,100000,450000,1.64,1.9,1.53
370,n_glc,277.1447,277.1448,277.1445,240000,990000,1.64,2.24,1.45
371,n_glc,285.2437,285.2438,285.2434,55000,310000,1.64,1.82,1.53
372,n_glc,293.176,293.1761,293.1759,420000,2000000,1.64,1.9,1.5
373,n_glc,297.2436,297.2438,297.2435,530000,1900000,1.64,2.07,1.5
374,n_glc,299.0265,299.0269,299.0264,230000,870000,1.64,1.99,1.42
375,n_glc,319.228,319.2283,319.2278,110000,560000,1.64,1.9,1.53
376,n_glc,359.223,359.2234,359.2227,200000,1000000,1.64,2.04,1.53
377,n_glc,509.2889,509.2895,509.2885,110000,670000,1.64,1.99,1.56
378,n_glc,736.4934,736.4942,736.4916,92000,510000,1.64,1.9,1.53
379,n_glc,778.5621,778.5632,778.5609,180000,730000,1.64,2.07,1.5
380,n_glc,790.5959,790.5969,790.5944,42000,210000,1.64,1.87,1.59
381,n_glc,834.5873,834.5883,834.5857,85000,490000,1.64,1.84,1.53
382,n_glc,850.5973,850.599,850.5966,110000,420000,1.64,1.9,1.45
384,n_glc,217.9766,217.9766,217.9764,32000,140000,1.67,1.93,1.64
385,n_glc,236.1055,236.1057,236.1053,150000,800000,1.67,1.93,1.53
386,n_glc,265.181,265.1814,265.1808,39000,230000,1.67,1.9,1.62
388,n_glc,272.1691,272.1693,272.1689,48000,370000,1.67,1.9,1.62
389,n_glc,294.1793,294.1795,294.1792,57000,430000,1.67,1.9,1.64
391,n_glc,311.223,311.2231,311.2228,150000,660000,1.67,1.99,1.59
392,n_glc,413.2008,413.2012,413.2005,34000,250000,1.67,1.84,1.64
393,n_glc,414.2136,414.2139,414.2135,1600000,9400000,1.67,2.16,1.59
394,n_glc,415.2169,415.2175,415.2168,340000,2000000,1.67,1.96,1.59
395,n_glc,751.5336,751.5348,751.5323,55000,290000,1.67,1.87,1.56
396,n_glc,802.5805,802.5824,802.5775,140000,480000,1.67,2.04,1.47
397,n_glc,162.9824,162.9826,162.9824,120000,600000,1.7,2.3,1.64
398,n_glc,212.1375,212.1375,212.1372,30000,160000,1.7,1.9,1.64
400,n_glc,258.1534,258.1535,258.1533,280000,2000000,1.7,1.99,1.62
401,n_glc,269.1396,269.1398,269.1394,160000,670000,1.7,2.07,1.56
403,n_glc,331.14,331.1403,331.1398,110000,600000,1.7,1.99,1.64
404,n_glc,333.2073,333.2076,333.207,87000,350000,1.7,2.07,1.62
405,n_glc,365.1186,365.1189,365.1184,120000,440000,1.7,2.13,1.59
406,n_glc,371.0153,371.0155,371.015,130000,670000,1.7,2.3,1.62
407,n_glc,544.3689,544.3693,544.3684,63000,390000,1.7,1.87,1.64
408,n_glc,597.3762,597.3769,597.3757,68000,360000,1.7,1.9,1.62
409,n_glc,685.5299,685.5302,685.5293,21000,150000,1.7,1.87,1.67
410,n_glc,687.5454,687.5464,687.5449,59000,330000,1.7,1.93,1.62
411,n_glc,733.551,733.552,733.5505,110000,580000,1.7,2.07,1.64
412,n_glc,737.5179,737.5186,737.517,130000,470000,1.7,1.9,1.53
413,n_glc,759.5665,759.5675,759.5658,300000,1400000,1.7,2.21,1.56
414,n_glc,760.5701,760.5707,760.5687,120000,620000,1.7,1.9,1.59
415,n_glc,761.5824,761.5834,761.582,470000,2400000,1.7,2.16,1.59
416,n_glc,762.5858,762.5868,762.5852,230000,1200000,1.7,2.13,1.62
417,n_glc,806.5826,806.5842,806.5814,47000,270000,1.7,1.87,1.62
418,n_glc,812.5449,812.5458,812.5441,83000,310000,1.7,1.87,1.47
419,n_glc,244.1378,244.1379,244.1377,650000,4500000,1.73,2.13,1.64
420,n_glc,245.1413,245.1416,245.1412,59000,500000,1.73,1.87,1.67
421,n_glc,248.9898,248.99,248.9893,310000,1200000,1.73,2.7,1.64
422,n_glc,271.1189,271.1191,271.1186,220000,790000,1.73,2.39,1.62
423,n_glc,289.0872,289.0874,289.0871,200000,820000,1.73,2.16,1.62
424,n_glc,304.9935,304.9938,304.9933,66000,230000,1.73,2.3,1.67
425,n_glc,315.2543,315.2544,315.2542,98000,690000,1.73,1.87,1.64
426,n_glc,317.1608,317.161,317.1606,110000,460000,1.73,2.16,1.64
427,n_glc,329.1608,329.1613,329.1606,98000,430000,1.73,2.19,1.62
428,n_glc,367.0648,367.0649,367.0646,1100000,6700000,1.73,2.3,1.64
429,n_glc,368.0681,368.0683,368.068,170000,1200000,1.73,1.99,1.67
430,n_glc,373.2022,373.2026,373.202,28000,120000,1.73,1.96,1.64
431,n_glc,375.2179,375.2181,375.2175,88000,360000,1.73,2.01,1.59
432,n_glc,379.2161,379.2162,379.2159,82000,660000,1.73,1.87,1.64
433,n_glc,387.2026,387.203,387.2021,32000,170000,1.73,1.93,1.64
434,n_glc,543.3657,543.3662,543.3652,230000,1200000,1.73,2.19,1.62
435,n_glc,583.3606,583.361,583.3605,3100000,16000000,1.73,2.19,1.59
436,n_glc,585.3674,585.3686,585.3656,160000,930000,1.73,2.19,1.62
438,n_glc,734.5547,734.556,734.5538,42000,320000,1.73,1.9,1.67
439,n_glc,747.5666,747.5683,747.566,57000,320000,1.73,1.93,1.64
