label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,pseudo_sample
,,6727,,123.860268,11.167,0.825795,,,,,,,,302007.06979166664
,,4706,,123.902,6.496,0.772279,,,,,,,,117460.9005208334
,,6793,,123.957161,11.186,0.775483,,,,,,,,54318.35188802086
,,6732,,123.963173,11.167,0.790946,,,,,,,,2124753.933333334
,,6770,,123.965889,11.177,0.827465,,,,,,,,10758.89830729167
,,6661,,123.968422,11.139,0.824039,,,,,,,,44110.87942708333
,,6646,,123.970558,11.13,0.814751,,,,,,,,12613.447005208327
,,6676,,123.974892,11.149,0.824501,,,,,,,,26729.270182291646
,,7094,,123.975121,11.696,0.809375,,,,,,,,6031.296158854165
,,6700,,123.97744,11.158,0.80121,,,,,,,,35147.20494791666
,,6756,,123.978859,11.174,0.782073,,,,,,,,53589.29401041666
,,6653,,123.980873,11.136,0.795752,,,,,,,,47734.76263020831
,,6778,,123.982475,11.18,0.822586,,,,,,,,59740.738802083324
,,6767,,123.984711,11.177,0.827895,,,,,,,,53601.233072916686
,,6680,,123.986168,11.152,0.774125,,,,,,,,110252.58020833341
,,6777,,123.988258,11.18,0.798094,,,,,,,,101046.09140625008
,,6693,,123.991249,11.158,0.773306,,,,,,,,90160.9294270833
,,6765,,123.993225,11.177,0.800679,,,,,,,,230943.53958333356
,,6746,,123.994591,11.171,0.809956,,,,,,,,194850.98125000013
