mz,rt,rtmin,rtmax,p_293T_2
1078.163,663,661.8,670.2,2100
656.0934,663.6,660,675.6,9300
856.6401,663.6,662.4,667.1999999999999,1200
867.1283,663.6,661.1999999999999,673.2,5600
961.6545,663.6,662.4,668.4000000000001,2900
645.1026,664.2,662.4,667.8000000000001,1000
856.1381,664.2,661.8,669.6,3100
750.6206,664.8,661.8,669.6,2600
847.1507,664.8,662.4,670.8,1800
1067.1758,664.8,662.4,667.8000000000001,1800
739.6289,665.4,663.6,669,1500
950.6651,665.4,662.4,669.6,5800
951.165,665.4,663,669.6,2100
1056.1827,665.4,661.8,672,12000
1057.1835,665.4,662.4,669.6,2600
216.0132,666,659.4,677.4,4600
343.111,666,661.8,673.8000000000001,2900
445.0588,666,659.4,676.8,12000
845.1475,666,661.1999999999999,674.4,42000
846.1494,666,661.8,672.6,8600
90.0544,666.5999999999999,663,672,1100
214.0462,666.5999999999999,661.1999999999999,676.1999999999999,7800
263.1227,666.5999999999999,659.4,675.6,4600
325.1013,666.5999999999999,664.2,669,1200
335.0723,666.5999999999999,659.4,676.8,9500
424.0794,666.5999999999999,660,676.1999999999999,46000
616.0995,666.5999999999999,663.6,669,1300
634.1125,666.5999999999999,660,676.1999999999999,120000
635.1143,666.5999999999999,661.1999999999999,674.4,21000
636.1156,666.5999999999999,661.8,670.8,4700
1043.169,666.5999999999999,663,672,4800
1148.6886,666.5999999999999,663.6,670.2,3300
1149.189,666.5999999999999,663.6,669.6,1800
1161.698,666.5999999999999,663,667.8000000000001,1600
114.0653,667.1999999999999,660,676.1999999999999,9700
132.0758,667.1999999999999,660,676.1999999999999,11000
184.0724,667.1999999999999,658.8000000000001,691.8,17000
194.0312,667.1999999999999,660,687.6,18000
195.0156,667.1999999999999,661.1999999999999,676.8,12000
212.0435,667.1999999999999,658.2,698.4000000000001,730000
213.0446,667.1999999999999,658.8000000000001,679.8,39000
405.0661,667.1999999999999,661.1999999999999,675,10000
423.0782,667.1999999999999,659.4,678,420000
468.1191,667.1999999999999,660,679.8,6000
483.0432,667.1999999999999,661.8,672.6,1500
546.1053,667.1999999999999,662.4,670.8,2300
937.6519,667.1999999999999,663,672,4000
1043.6706,667.1999999999999,663.6,670.2,1900
1159.6778,667.1999999999999,663.6,669.6,1100
211.4121,667.8000000000001,662.4,672.6,1600
395.1069,667.8000000000001,661.1999999999999,673.2,2700
425.081,667.8000000000001,661.1999999999999,675,10000
843.1207,667.8000000000001,664.2,672.6,1300
938.1516,667.8000000000001,663.6,670.8,1600
948.6422,667.8000000000001,663.6,670.8,1200
1053.1396,667.8000000000001,665.4,673.8000000000001,1200
617.0463,668.4000000000001,665.4,673.8000000000001,1000
827.0764,668.4000000000001,664.8,673.8000000000001,1600
270.0953,669,662.4,675.6,3500
819.1218,669,661.1999999999999,678,66000
832.1359,669,665.4,670.2,1300
1030.1564,669,661.1999999999999,676.1999999999999,30000
1031.1596,669,661.8,675,9500
1032.1618,669,663,673.8000000000001,2700
625.1124,669.6,661.8,679.8,12000
820.1247,669.6,661.8,676.8,15000
821.1261,669.6,663,675.6,4500
826.1866,669.6,664.8,675.6,2700
851.1073,669.6,666,675,1500
415.12,670.2,666.5999999999999,674.4,1500
422.0345,670.2,666.5999999999999,676.8,1200
572.0643,670.2,666.5999999999999,675.6,1200
609.0896,670.2,660,682.1999999999999,38000
626.1157,670.2,664.8,676.8,2200
640.0724,670.2,666.5999999999999,676.8,4300
1052.1385,670.2,661.8,676.1999999999999,3900
608.087,670.8,659.4,685.2,180000
610.0912,670.8,662.4,680.4,9800
615.1515,670.8,663,681,10000
616.0421,670.8,662.4,676.1999999999999,7200
639.0695,670.8,664.8,679.8,24000
850.1045,670.8,664.8,676.1999999999999,6100
204.0856,672,661.1999999999999,681,16000
405.008,672,663,679.2,3800
611.0937,672,667.1999999999999,675.6,1200
616.1537,672,666,677.4,2400
1061.1384,672,666.5999999999999,673.8000000000001,1500
186.0751,672.6,664.8,676.8,1800
324.0576,672.6,664.8,679.8,3700
841.1026,672.6,661.1999999999999,678,5400
630.0673,673.2,661.1999999999999,681.5999999999999,8200
842.1055,673.2,664.8,675.6,1200
1035.1148,673.2,667.1999999999999,679.2,5100
430.0391,673.8000000000001,668.4000000000001,681.5999999999999,2400
653.1431,673.8000000000001,669.6,677.4,1200
706.0672,673.8000000000001,668.4000000000001,680.4,4800
1036.1178,673.8000000000001,669.6,677.4,1500
428.0352,674.4,663.6,717,87000
429.0376,674.4,666,686.4,12000
631.0712,674.4,669,678,1500
209.058,675,672.6,681,1200
469.1095,675,670.8,679.8,1600
684.25,675,670.8,677.4,1800
855.0628,675,670.8,679.2,2300
1041.1875,675,672.6,678,2900
1042.1888,675,673.2,677.4,1100
1057.0985,675,670.8,678,1400
434.1084,675.6,672,682.8000000000001,8000
450.0157,675.6,669.6,686.4,3200
987.9084,675.6,669.6,685.8,3400
988.3088,675.6,666.5999999999999,686.4,4400
830.153,676.1999999999999,672,682.8000000000001,11000
831.1557,676.1999999999999,673.2,681.5999999999999,3400
988.1083,676.1999999999999,666.5999999999999,688.8000000000001,4700
988.5099,676.1999999999999,667.8000000000001,686.4,3200
456.0898,676.8,675,680.4,1100
988.7105,676.8,672,682.1999999999999,1800
248.0865,677.4,674.4,682.1999999999999,1200
650.1012,677.4,674.4,684.6,3600
852.1333,677.4,674.4,680.4,1400
206.1488,678,672,687.6,1300
987.708,678,673.2,679.8,1000
192.032,679.2,661.1999999999999,697.1999999999999,34000
193.0344,679.2,670.8,687.6,2700
250.0924,679.2,669,693.6,6400
298.0953,679.2,670.8,690.6,3600
399.1437,679.2,663.6,706.1999999999999,100000
400.1457,679.2,667.8000000000001,699,19000
401.142,679.2,670.2,693.6,6800
402.1431,679.2,675,684.6,1100
134.0264,679.8,672.6,691.1999999999999,10000
146.0263,679.8,663.6,693.6,17000
223.0748,679.8,670.2,705,120000
224.077,679.8,672.6,691.8,10000
225.071,679.8,673.8000000000001,690.6,6200
147.0288,680.4,673.8000000000001,685.8,1200
156.0757,680.4,669.6,711,2700
278.9932,680.4,674.4,687,1400
214.0136,681.5999999999999,675,690,2000
242.6414,681.5999999999999,675,690,3600
245.0558,681.5999999999999,674.4,694.2,8100
484.2742,681.5999999999999,673.2,693,6500
689.2057,681.5999999999999,674.4,690,1400
483.0967,682.1999999999999,677.4,686.4,1400
485.277,682.1999999999999,676.1999999999999,688.8000000000001,1800
191.0654,682.8000000000001,679.2,688.8000000000001,1600
291.1291,683.4000000000001,676.8,692.4,7700
292.1326,683.4000000000001,679.8,687,1100
441.1087,683.4000000000001,676.8,691.8,6200
442.1106,683.4000000000001,679.2,687.6,1300
484.1136,683.4000000000001,678,690,2500
243.0729,684.6,676.1999999999999,699.6,4100
463.0909,684.6,681,688.2,1100
243.0257,685.2,676.8,694.2,2100
261.0339,685.2,680.4,693,2100
1054.3392,685.2,682.1999999999999,693.6,1200
492.0054,687,680.4,695.4,3500
337.1703,690,681,699,4700
273.0359,690.6,685.2,697.8000000000001,2100
330.0712,690.6,679.2,704.4,2100
290.1447,692.4,686.4,696.5999999999999,1100
332.0932,693.6,690.6,697.1999999999999,1000
465.0454,693.6,691.1999999999999,699,1200
186.015,694.2,688.8000000000001,702.6,2600
391.1801,694.2,690.6,698.4000000000001,1200
449.0751,694.2,687.6,703.2,8700
450.0754,694.2,690.6,701.4,1700
451.0725,694.2,691.1999999999999,698.4000000000001,1100
505.1569,694.2,684.6,705,2100
430.0894,695.4,688.2,704.4,1300
427.0937,696,682.8000000000001,709.2,44000
298.051,696.5999999999999,690.6,702.6,2300
309.1642,696.5999999999999,691.8,704.4,2000
310.1114,696.5999999999999,688.8000000000001,701.4,2100
428.0953,696.5999999999999,688.2,705,8000
429.0893,696.5999999999999,688.2,706.1999999999999,6200
676.1639,696.5999999999999,693,702.6,1800
846.3043,696.5999999999999,687,700.8,1000
328.5951,697.8000000000001,693,704.4,2300
364.0629,697.8000000000001,693,703.2,1400
654.1835,698.4000000000001,690,710.4,47000
655.1857,698.4000000000001,691.1999999999999,709.2,13000
656.1827,698.4000000000001,692.4,707.4,6900
657.1835,698.4000000000001,693.6,703.2,1600
993.1455,698.4000000000001,694.2,703.2,2200
327.5956,699,691.1999999999999,708.6,14000
328.0965,699,692.4,706.1999999999999,4200
482.9939,699,692.4,708.6,5100
752.0676,699,694.2,703.2,2000
303.0459,699.6,688.8000000000001,706.1999999999999,1200
500.02,700.8,693.6,707.4,2900
504.9703,700.8,695.4,704.4,1200
590.0422,700.8,695.4,704.4,2400
405.008,701.4,692.4,724.2,44000
406.0103,701.4,695.4,711,4800
407.0115,701.4,696.5999999999999,706.8,1300
422.0337,701.4,694.2,720,5800
580.9703,701.4,697.1999999999999,705,1100
589.0408,701.4,693,709.2,11000
611.0226,701.4,695.4,706.1999999999999,2500
612.1169,701.4,696,706.1999999999999,1500
809.0076,701.4,697.1999999999999,705,2800
1155.0949,701.4,696.5999999999999,705,2800
1156.0967,701.4,698.4000000000001,703.8000000000001,1100
1177.075,701.4,697.1999999999999,704.4,1600
567.0592,702,693,711,13000
568.062,702,696.5999999999999,707.4,2300
584.0864,702,692.4,712.1999999999999,38000
585.0892,702,694.2,709.2,7000
586.0902,702,696.5999999999999,707.4,1900
605.0081,702,696.5999999999999,708,1500
1150.1402,702,698.4000000000001,704.4,1300
426.9894,702.6,697.1999999999999,706.1999999999999,1800
515.1077,702.6,699,706.1999999999999,1000
665.0347,702.6,697.8000000000001,706.1999999999999,1700
827.0877,702.6,699,705,1200
849.069,702.6,698.4000000000001,705,1600
1013.3124,702.6,693.6,706.8,1300
261.0358,703.2,697.8000000000001,710.4,3100
283.0176,703.2,699,706.8,1200
1008.3566,703.2,693.6,711.5999999999999,2400
225.0148,703.8000000000001,699,708.6,1500
243.0252,703.8000000000001,697.1999999999999,709.2,2500
912.1596,703.8000000000001,699,707.4,1300
315.1509,704.4,698.4000000000001,708.6,1700
1175.3656,704.4,700.8,707.4,1100
248.0753,705,702,711,1100
361.1377,705,701.4,709.8,1300
790.0056,705,703.8000000000001,708.6,1500
1096.033,705,702.6,708.6,3000
538.0804,706.1999999999999,701.4,709.2,1300
912.0015,706.1999999999999,702.6,716.4,2700
1074.0533,706.1999999999999,702.6,709.2,3500
1170.4102,706.1999999999999,699,720,2600
768.0289,706.8,703.2,711.5999999999999,2500
1171.4144,707.4,701.4,714,1100
551.9568,708.6,703.2,717,2700
567.9286,708.6,705,714,1500
683.964,709.2,703.8000000000001,719.4,2900
705.9369,709.2,704.4,715.8,1300
1074.9188,709.2,705,714.6,2200
277.1018,709.8,703.8000000000001,717,5600
348.0689,709.8,706.8,715.8,1100
545.9472,709.8,703.2,727.1999999999999,14000
553.0577,709.8,704.4,718.8000000000001,1800
605.9727,709.8,708.6,713.4000000000001,1100
1026.4839,709.8,707.4,714,2400
506.4765,710.4,706.1999999999999,717,1300
590.026,710.4,705,718.8000000000001,2500
634.0356,710.4,705,717,2000
772.4842,710.4,706.8,714.6,3300
1025.9816,710.4,706.8,715.2,4700
1026.984,710.4,708,712.8000000000001,1400
1033.9671,710.4,708,712.8000000000001,2100
1037.9696,710.4,705,718.8000000000001,8500
1044.9568,710.4,707.4,712.8000000000001,1500
1053.9441,710.4,706.8,715.8,2200
98.9747,711,706.1999999999999,720,1600
136.0606,711,706.8,718.8000000000001,1500
530.9747,711,703.2,729.6,12000
619.0606,711,704.4,720,4000
772.9855,711,708,713.4000000000001,1200
780.4703,711,708,713.4000000000001,1400
1014.9958,711,703.2,724.2,66000
1015.9975,711,704.4,720.6,17000
1036.9698,711,703.8000000000001,720.6,24000
1038.9669,711,705,717,4900
1052.9425,711,704.4,718.8000000000001,8600
410.0239,711.5999999999999,704.4,719.4,3100
508.0021,711.5999999999999,700.8,840.6,710000
509.0034,711.5999999999999,701.4,750.6,87000
510.0045,711.5999999999999,702.6,732,23000
511.0074,711.5999999999999,705,719.4,2200
525.0265,711.5999999999999,706.1999999999999,718.2,2000
529.9756,711.5999999999999,702,744.6,55000
560.9223,711.5999999999999,705,718.2,3000
618.0583,711.5999999999999,703.2,726,13000
1016.9996,711.5999999999999,705,718.8000000000001,4900
1067.9179,711.5999999999999,707.4,714,1200
184.0723,712.1999999999999,691.8,736.1999999999999,5100
546.95,712.1999999999999,706.8,715.8,1500
589.9928,712.1999999999999,707.4,713.4000000000001,1100
620.0571,712.1999999999999,706.1999999999999,719.4,2400
187.063,713.4000000000001,703.2,721.8,3000
1078.5604,713.4000000000001,711.5999999999999,717,2600
1067.5714,714,711,718.2,4200
1068.0749,714,711.5999999999999,717,2600
442.1445,714.6,706.8,724.8,7700
443.1472,714.6,709.2,720.6,1700
500.1978,714.6,711,719.4,1800
814.0754,714.6,711,721.1999999999999,9100
814.5756,714.6,711.5999999999999,719.4,4200
815.0786,714.6,711,719.4,2600
825.0629,714.6,711,719.4,4300
833.0473,714.6,711.5999999999999,718.2,1900
1068.5747,714.6,711.5999999999999,716.4,1400
1079.0606,714.6,711,715.8,1700
571.5628,715.2,711.5999999999999,721.1999999999999,4200
572.0638,715.2,712.1999999999999,720,2100
579.5513,715.2,711,719.4,3100
826.0656,715.2,711.5999999999999,718.2,1600
295.0925,715.8,708.6,722.4,2800
326.0559,715.8,712.8000000000001,724.8,1900
572.563,715.8,712.8000000000001,720,1600
1017.1591,715.8,714.6,719.4,1100
1120.6527,715.8,713.4000000000001,719.4,3100
1121.1534,715.8,710.4,726.5999999999999,11000
1131.1398,715.8,712.8000000000001,719.4,2300
744.0792,716.4,709.8,721.8,2500
867.1557,716.4,714,721.8,3700
1120.1516,716.4,709.8,728.4000000000001,26000
1122.1524,716.4,711.5999999999999,724.2,5000
1123.1535,716.4,713.4000000000001,720,1500
1131.6397,716.4,714,719.4,1600
1142.1281,716.4,711,728.4000000000001,6700
1143.1303,716.4,712.1999999999999,726,3100
1144.1279,716.4,713.4000000000001,721.8,1900
1158.0979,716.4,712.1999999999999,723.6,2200
275.5667,717,713.4000000000001,724.2,2600
595.1448,717,714,722.4,1500
866.6532,717,712.8000000000001,723,5300
878.1434,717,714,721.8,2000
878.6413,717,714,720.6,1400
156.0757,718.2,712.1999999999999,737.4,1600
269.5666,718.2,715.2,721.8,1200
298.5694,718.2,713.4000000000001,724.2,2800
340.0792,718.2,713.4000000000001,724.8,2200
484.1145,718.2,711,730.2,17000
485.1163,718.2,712.8000000000001,726,3300
486.1121,718.2,714,723.6,2100
611.3146,718.2,713.4000000000001,724.2,1700
867.6552,718.2,714.6,721.1999999999999,2400
877.6432,718.2,713.4000000000001,722.4,2900
1172.7277,718.2,714,723,3700
1173.2287,718.2,714.6,723,3200
1173.7311,718.2,715.2,721.8,2700
1183.7167,718.2,715.2,721.8,1800
307.0834,718.8000000000001,709.2,735.6,160000
308.5829,718.8000000000001,712.8000000000001,726.5999999999999,4900
613.159,718.8000000000001,707.4,756,840000
615.1577,718.8000000000001,708.6,746.4,110000
618.1595,718.8000000000001,715.2,722.4,1200
825.2458,718.8000000000001,715.8,722.4,1100
919.2313,718.8000000000001,715.2,724.2,2800
919.7315,718.8000000000001,715.8,722.4,2200
920.2322,718.8000000000001,715.8,723,1800
930.2196,718.8000000000001,716.4,723,1200
1184.219,718.8000000000001,715.2,721.8,1700
130.049,719.4,712.1999999999999,728.4000000000001,3100
614.1623,719.4,706.8,766.8,190000
616.1582,719.4,710.4,730.8,23000
617.1564,719.4,713.4000000000001,726.5999999999999,6100
824.2441,719.4,714,726,3600
307.5839,720,709.8,732.6,38000
669.0753,720,712.8000000000001,729,3900
886.1595,720,718.2,724.8,1200
176.0364,720.6,715.2,728.4000000000001,2100
671.0722,720.6,714.6,727.1999999999999,2100
538.1258,721.1999999999999,712.8000000000001,722.4,2300
544.232,721.8,717,726,1500
651.1065,721.8,712.1999999999999,730.8,5300
652.1088,721.8,714.6,727.1999999999999,1400
789.1198,721.8,715.2,728.4000000000001,1600
308.0888,716.4,667.8000000000001,718.2,33000
556.1348,723,716.4,730.2,3600
635.1381,723,711,738.6,40000
636.1401,723,712.1999999999999,733.2,11000
638.1374,723,720.6,726.5999999999999,1200
637.1361,723.6,713.4000000000001,729.6,5900
811.1,724.2,721.1999999999999,728.4000000000001,1000
259.0914,725.4,720.6,732,2700
274.0131,725.4,718.8000000000001,728.4000000000001,1100
277.102,725.4,720,732,3200
657.1188,725.4,718.8000000000001,730.8,2400
869.1377,725.4,721.8,730.8,1400
404.0233,726,718.8000000000001,734.4,4200
868.1362,726,718.2,735,4600
395.0848,727.1999999999999,721.8,735,3600
140.9938,729.6,724.8,735.6,1500
186.9993,729.6,723,739.8,3600
245.076,729.6,723.6,739.8,8400
444.0294,729.6,723.6,736.8,4400
263.0866,730.2,723.6,739.8,7500
285.0681,730.2,725.4,736.1999999999999,2200
590.0868,730.2,723.6,738,4500
775.208,730.2,725.4,735,1300
249.071,731.4,725.4,740.4,5900
271.0524,731.4,727.1999999999999,736.1999999999999,1400
330.0715,733.2,724.2,738.6,1700
369.2485,734.4,721.1999999999999,754.2,16000
567.1749,734.4,731.4,738,1600
370.251,735,724.2,747.6,3600
467.9941,735.6,730.2,742.1999999999999,1500
553.1606,735.6,732.6,738.6,1200
343.0514,736.1999999999999,731.4,741.5999999999999,4000
327.0781,736.8,730.2,747,20000
328.0814,736.8,732,742.1999999999999,3000
631.1685,736.8,732,742.8000000000001,28000
632.1712,736.8,732.6,741,7600
633.1725,736.8,734.4,739.8,1800
307.0999,738,736.8,745.8,3400
357.2481,738,726.5999999999999,753.6,4100
363.1497,738,730.8,747.6,12000
364.1522,738,732.6,742.8000000000001,2100
350.1548,738.6,730.2,752.4,44000
351.1572,738.6,732.6,747.6,6900
352.1595,738.6,736.8,742.1999999999999,1200
609.1853,738.6,735.6,741.5999999999999,2000
130.049,739.8,734.4,745.8,1300
287.085,739.8,732,747.6,2800
305.0978,739.8,729.6,754.2,120000
306.1,739.8,730.8,749.4,15000
148.0598,740.4,730.8,750.6,20000
269.0755,740.4,736.1999999999999,743.4000000000001,1200
641.151,741,736.1999999999999,747,1600
440.9707,741.5999999999999,731.4,751.8,2700
438.9751,742.1999999999999,725.4,753.6,5300
478.0071,743.4000000000001,742.1999999999999,747.6,1300
854.1192,743.4000000000001,736.8,749.4,2200
363.0131,744,741.5999999999999,747.6,1400
593.0004,744,742.1999999999999,747,1100
133.0268,744.6,741.5999999999999,748.8000000000001,1100
248.0205,744.6,741.5999999999999,749.4,2000
423.9835,744.6,741.5999999999999,750,1700
606.0816,744.6,738,754.2,5300
146.026,745.8,741,750,1000
192.0315,745.8,739.8,753.6,2200
308.9906,746.4,741,752.4,2500
444.0296,746.4,736.8,760.2,11000
775.2093,746.4,742.1999999999999,752.4,1500
445.0325,747,741.5999999999999,752.4,1300
619.9927,747.6,742.8000000000001,754.2,1400
259.0203,748.2,742.8000000000001,757.1999999999999,3200
277.0307,748.2,744,756.5999999999999,1700
621.938,748.8000000000001,746.4,752.4,1100
1182.8509,750.6,748.2,754.8,1100
175.1432,751.8,744.6,760.2,1300
184.0723,751.8,736.1999999999999,790.2,2300
243.1573,751.8,746.4,757.8000000000001,1400
484.9756,751.8,741,810,170000
485.9785,751.8,742.8000000000001,762.6,17000
486.9783,751.8,744,763.8000000000001,5500
503.0029,751.8,744,763.2,6800
506.9506,751.8,742.1999999999999,771,16000
522.9219,751.8,746.4,759,2000
968.9416,751.8,746.4,760.2,5100
969.9443,751.8,748.2,756,1200
985.9677,751.8,747.6,759,5600
502.0008,752.4,741.5999999999999,780.6,59000
508.944,752.4,746.4,759,1800
523.9694,752.4,745.8,759,2100
530.0311,752.4,745.8,759.6,2100
662.9407,752.4,746.4,759.6,1900
682.916,752.4,743.4000000000001,768.6,10000
986.9704,752.4,747.6,755.4,1300
990.9196,752.4,745.8,759,4000
1144.9051,752.4,747,757.8000000000001,2200
504.0038,753,745.8,759.6,2200
660.9382,753,742.1999999999999,781.8,41000
661.9409,753,744.6,764.4,5100
677.963,753,745.8,761.4,4300
683.9163,753,746.4,762.6,1600
698.8843,753,745.8,761.4,2800
837.9041,753,747.6,760.2,1200
1161.9312,753,747,757.1999999999999,2200
203.1493,753.6,733.2,768.6,7400
308.0901,753.6,736.8,795,8100
507.9518,753.6,745.8,763.8000000000001,2700
853.9261,753.6,747,759.6,1600
1050.8117,753.6,748.2,760.2,1200
537.0977,754.2,747,759.6,2300
836.9017,754.2,744,769.2,9300
858.8784,754.2,744,768.6,5900
1012.868,754.2,746.4,764.4,3700
520.3522,754.8,736.8,760.8,1200
859.8782,755.4,747,764.4,1100
1034.8427,755.4,745.8,766.1999999999999,3100
746.0958,756.5999999999999,747,769.2,17000
747.0984,756.5999999999999,748.8000000000001,765,4500
748.0999,756.5999999999999,752.4,761.4,1000
365.0387,757.1999999999999,752.4,761.4,1300
1056.8149,757.1999999999999,745.8,762.6,1500
190.1619,761.4,756.5999999999999,768.6,1000
243.0253,761.4,753,768.6,1500
505.9647,761.4,754.8,774,5600
189.1589,762,752.4,778.8000000000001,9700
681.9305,762,755.4,771.5999999999999,3600
835.9162,762,756,772.8000000000001,4400
1011.8808,762,756.5999999999999,770.4,1900
210.0597,762.6,759,768.6,1100
215.0152,762.6,757.8000000000001,771.5999999999999,2400
390.966,762.6,757.8000000000001,768.6,1300
425.1381,762.6,757.1999999999999,769.8,2000
483.9903,762.6,752.4,798,68000
659.9527,762.6,753.6,778.8000000000001,13000
697.8999,762.6,757.8000000000001,766.1999999999999,1000
857.8934,762.6,756,771.5999999999999,2600
193.0333,763.2,759.6,768.6,1000
193.9968,764.4,742.8000000000001,828.6,3900
322.9914,766.8,757.1999999999999,801,19000
341.0022,766.8,752.4,803.4000000000001,12000
538.945,766.8,760.2,775.8,1700
692.928,766.8,759.6,779.4,2800
714.9072,766.8,760.2,775.2,1700
868.8917,766.8,762,774,1200
890.8707,766.8,762.6,773.4000000000001,1100
177.9736,767.4,747,839.4,1700
323.9949,767.4,761.4,774,1300
362.9835,767.4,759.6,777.6,2400
516.9646,768.6,754.8,785.4,6400
178.9744,771.5999999999999,747.6,834.6,1500
372.0334,772.8000000000001,765.6,779.4,1200
566.8431,773.4000000000001,752.4,823.8000000000001,2900
176.9712,774,747.6,839.4,130000
158.9599,774.6,747.6,831,16000
353.9368,774.6,748.8000000000001,825,1500
704.8601,775.2,753,824.4,5100
1056.788,775.2,765.6,798.6,1200
424.1,775.8,768.6,786,9500
425.1029,775.8,771.5999999999999,781.8,1700
528.8965,775.8,748.8000000000001,825,11000
581.8101,775.8,751.8,825.6,1100
924.7836,775.8,760.2,810,2100
352.9344,776.4,747.6,826.8,53000
904.7763,776.4,759.6,807.6,1400
940.751,776.4,760.8,806.4,1000
1078.7668,776.4,755.4,821.4,2200
1102.7204,776.4,768.6,807,1000
742.8072,777,754.2,822.6,1800
902.8022,777,753.6,823.8000000000001,2900
880.8238,777.6,759,822,2500
354.9375,779.4,748.2,825.6,1200
726.8388,779.4,754.2,823.8000000000001,5000
306.0919,780.6,772.8000000000001,790.8,8900
263.0865,781.8,775.8,786,1300
875.9223,784.8,779.4,796.1999999999999,2900
525.9997,786,780.6,792.6,1500
897.9002,786,780,795,2200
523.996,786.5999999999999,775.8,816.5999999999999,42000
524.9978,786.5999999999999,778.8000000000001,798,5500
545.9714,786.5999999999999,779.4,796.8,3600
699.9589,786.5999999999999,777.6,801,8200
700.9611,786.5999999999999,781.8,790.8,1200
721.9376,786.5999999999999,779.4,796.8,3300
1051.8867,786.5999999999999,781.1999999999999,792,1300
161.1277,795,791.4,804,1000
580.9704,797.4,795,803.4000000000001,1000
757.0019,797.4,792,805.8,2700
778.9833,797.4,793.8000000000001,804,1100
581.0381,798,792,807,3500
599.0678,798,794.4,802.8000000000001,1100
603.0202,798,794.4,804,1300
932.9646,798,794.4,802.8000000000001,1100
251.0397,798.6,784.2,807.6,3300
252.0344,798.6,787.1999999999999,806.4,1900
405.0073,798.6,791.4,807.6,4400
598.0649,798.6,790.8,808.2,6100
232.0262,800.4,787.8000000000001,805.8,1600
250.0373,800.4,773.4000000000001,814.2,32000
186.0209,801,781.8,807.6,3600
204.0314,801,786.5999999999999,806.4,2000
705.6409,803.4000000000001,748.2,843,1600
1034.8935,808.8000000000001,804.6,819,1000
309.0595,811.1999999999999,804.6,820.8,1700
133.0963,811.8,802.8000000000001,830.4,4500
485.0219,811.8,803.4000000000001,821.4,2400
507.003,811.8,804.6,821.4,1900
682.9659,812.4,804.6,821.4,1900
836.9493,812.4,804.6,819.6,1100
70.0647,813,804.6,825,2400
116.0697,813,803.4000000000001,828,4000
660.9851,813.6,805.2,819.6,1400
858.9295,813.6,804.6,820.2,1700
880.9107,814.2,805.2,819.6,1000
487.2099,817.8000000000001,810.6,827.4,2100
850.9636,823.8000000000001,821.4,827.4,1000
894.9248,823.8000000000001,821.4,838.8000000000001,1400
1048.9064,823.8000000000001,820.8,826.8,1000
1070.888,823.8000000000001,821.4,826.8,1100
872.9425,824.4,820.2,838.8000000000001,2100
718.9616,825,820.8,834,1600
674.9991,825.6,820.8,838.8000000000001,2200
696.9799,825.6,820.2,840.6,3700
325.1582,826.1999999999999,821.4,831.5999999999999,1000
1019.0478,826.8,823.8000000000001,838.2,1700
997.0667,827.4,823.8000000000001,837,1800
689.1025,828.6,825.6,839.4,1100
865.0658,828.6,824.4,838.8000000000001,1100
843.0849,829.2,823.8000000000001,838.8000000000001,2900
646.1437,830.4,826.8,837,1000
323.0743,831,820.2,841.8,10000
475.0487,831,826.1999999999999,838.2,1900
499.0368,831,819.6,841.8,9800
821.1041,831,822.6,838.8000000000001,4200
989.1892,831,826.1999999999999,837,1400
469.178,831.5999999999999,825,839.4,3600
521.0172,831.5999999999999,820.2,843,5400
645.141,831.5999999999999,823.8000000000001,839.4,5900
791.2445,831.5999999999999,826.8,836.4,1500
813.2265,831.5999999999999,827.4,836.4,1200
967.2081,831.5999999999999,826.1999999999999,836.4,1500
84.0804,832.1999999999999,821.4,847.8000000000001,17000
293.2158,832.1999999999999,826.1999999999999,840,2700
491.1578,832.1999999999999,826.8,838.2,1200
147.112,832.8000000000001,819,850.8,79000
148.1146,832.8000000000001,822.6,844.2,5700
667.1214,832.8000000000001,824.4,839.4,3000
129.1009,834,823.8000000000001,842.4,2600
130.0855,834,819.6,849.6,65000
131.0882,834,823.8000000000001,844.2,4500
358.1985,834,822,842.4,24000
359.2007,834,824.4,840.6,4100
360.1963,834,825,840,1800
243.2164,834.6,823.8000000000001,852.6,2200
345.0559,834.6,821.4,855.6,6300
361.0237,835.8,823.8000000000001,841.8,2100
536.9868,837,823.8000000000001,840.6,2000
712.9488,837.6,823.8000000000001,838.8000000000001,1000
558.9714,838.2,832.8000000000001,841.8,1200
718.9631,838.8000000000001,835.8,841.8,1400
214.9243,839.4,832.8000000000001,846.5999999999999,2300
383.0096,839.4,834.6,842.4,1100
542.9993,839.4,822,843.6,2400
185.0673,840,837,842.4,1200
564.9819,840,836.4,843.6,1200
367.0375,840.6,823.8000000000001,846.5999999999999,2900
404.9927,840.6,837.6,843.6,1200
169.0933,841.8,824.4,850.8,3000
389.0201,841.8,837,847.1999999999999,2000
412.8686,841.8,836.4,844.8,2100
434.8508,842.4,837.6,847.1999999999999,2600
411.0019,843,839.4,849,1400
198.9522,843.6,837,855,18000
236.9075,843.6,837.6,854.4,2000
456.8324,843.6,838.2,847.8000000000001,2200
418.8779,844.2,838.8000000000001,851.4,4400
440.8591,844.8,839.4,852.6,4000
478.8153,844.8,840.6,847.1999999999999,2000
500.7977,844.8,842.4,847.8000000000001,1100
202.9238,846,840.6,857.4,2100
220.9352,846,837.6,956.4,11000
250.8902,846,843,851.4,1800
258.8894,846,840.6,864.6,2100
290.8827,846,843.6,849,1200
302.8531,846,843,854.4,1500
