mz,rt,rtmin,rtmax,n_glc
198.0786,91.8,88.2,98.39999999999999,530000
212.0943,91.8,85.19999999999999,95.4,360000
223.0285,91.8,83.39999999999999,122.4,5100000
239.0598,91.8,81.60000000000001,120.6,5100000
253.0844,91.8,85.19999999999999,95.4,250000
268.2364,91.8,88.2,114,280000
269.1157,91.8,85.19999999999999,95.4,200000
283.2644,91.8,87,122.4,63000000
284.2677,91.8,85.19999999999999,122.4,12000000
285.2712,91.8,87,115.8,1100000
301.2174,91.8,87,112.2,790000
303.2331,91.8,87,124.19999999999999,5500000
304.2365,91.8,87,114,1100000
305.2487,91.8,87,124.19999999999999,1900000
309.2801,91.8,85.19999999999999,124.19999999999999,1800000
310.2834,91.8,87,105.6,530000
311.2957,91.8,85.19999999999999,120.6,870000
314.0782,91.8,83.39999999999999,112.2,360000
327.2331,91.8,85.19999999999999,122.4,7500000
328.2365,91.8,85.19999999999999,119.4,1800000
329.2488,91.8,85.19999999999999,124.19999999999999,2200000
331.2644,91.8,87,110.4,550000
342.2473,91.8,88.2,117.6,1100000
343.1705,91.8,87,124.19999999999999,1700000
344.17380000000003,91.8,87,109.2,490000
349.1235,91.8,87,124.19999999999999,790000
350.1269,91.8,87,107.4,220000
354.2474,91.8,87,112.2,500000
358.2388,91.8,87,114,1000000
373.0454,91.8,85.19999999999999,109.2,620000
374.0452,91.8,87,102,270000
374.2345,91.8,88.2,134.4,1900000
374.2449,91.8,87,122.4,320000000
374.2555,91.8,88.2,144.60000000000002,2000000
375.2483,91.8,87,122.4,71000000
376.2519,91.8,87,122.4,6900000
388.1556,91.8,85.19999999999999,148.20000000000002,3200000
390.24,91.8,85.19999999999999,122.4,1800000
410.2219,91.8,87,117.6,2000000
415.3068,91.8,88.2,114,530000
417.251,91.8,85.19999999999999,146.4,4900000
421.254,91.8,87,112.2,690000
434.2663,91.8,87,122.4,39000000
435.2638,91.8,87,109.2,440000
435.2696,91.8,87,122.4,9200000
658.5171,91.8,88.2,109.2,1300000
698.3958,91.8,85.19999999999999,117.6,980000
826.5443,91.8,87,124.19999999999999,1500000
826.5974,91.8,88.2,127.8,630000
839.5646,91.8,88.2,122.4,500000
852.6131,91.8,88.2,114,540000
890.5925,91.8,87,114,830000
90.9553,93.60000000000001,90,117.6,400000
212.9793,93.60000000000001,90,115.8,580000
219.1755,93.60000000000001,83.39999999999999,114,570000
224.0281,93.60000000000001,81.60000000000001,136.2,790000
241.0566,93.60000000000001,83.39999999999999,109.2,520000
255.239,93.60000000000001,90,117.6,880000
256.2364,93.60000000000001,87,120.6,23000000
257.2372,93.60000000000001,88.2,114,440000
267.2331,93.60000000000001,87,122.4,2200000
269.2487,93.60000000000001,87,117.6,3300000
279.2331,93.60000000000001,87,126,5600000
281.2487,93.60000000000001,87,124.19999999999999,38000000
282.2521,93.60000000000001,87,124.19999999999999,7800000
295.2644,93.60000000000001,87,115.8,720000
297.0473,93.60000000000001,81.60000000000001,115.8,1100000
306.2521,93.60000000000001,88.2,114,670000
337.2362,93.60000000000001,88.2,107.4,1100000
356.263,93.60000000000001,91.8,105.6,200000
358.213,93.60000000000001,88.2,110.4,320000
365.2675,93.60000000000001,87,109.2,490000
370.2788,93.60000000000001,87,119.4,1000000
372.1607,93.60000000000001,87,112.2,450000
374.2314,93.60000000000001,88.2,102,780000
375.2428,93.60000000000001,87,127.8,3500000
437.2409,93.60000000000001,85.19999999999999,114,910000
456.2031,93.60000000000001,88.2,114,1000000
459.2028,93.60000000000001,91.8,105.6,420000
473.2184,93.60000000000001,87,122.4,16000000
474.2218,93.60000000000001,87,122.4,4100000
656.5015,93.60000000000001,88.2,105.6,750000
720.4981,93.60000000000001,90,109.2,600000
722.5139,93.60000000000001,88.2,122.4,1100000
743.5435,93.60000000000001,88.2,114,480000
749.498,93.60000000000001,88.2,110.4,780000
766.5399,93.60000000000001,88.2,119.4,350000
800.5648,93.60000000000001,91.8,119.4,600000
802.5617,93.60000000000001,88.2,124.19999999999999,950000
802.5966,93.60000000000001,88.2,124.19999999999999,900000
804.6132,93.60000000000001,88.2,115.8,810000
805.5804,93.60000000000001,88.2,124.19999999999999,1300000
814.5613,93.60000000000001,88.2,122.4,1200000
815.5646,93.60000000000001,90,124.19999999999999,580000
819.596,93.60000000000001,87,124.19999999999999,5200000
827.5926,93.60000000000001,88.2,117.6,560000
832.6082,93.60000000000001,88.2,115.8,420000
838.5612,93.60000000000001,87,127.8,920000
840.577,93.60000000000001,87,124.19999999999999,2100000
843.5959,93.60000000000001,87,119.4,1400000
844.6083,93.60000000000001,87,126,4400000
845.6116,93.60000000000001,87,126,2300000
846.6139,93.60000000000001,88.2,119.4,690000
848.5357,93.60000000000001,87,107.4,500000
862.5603,93.60000000000001,88.2,100.19999999999999,210000
864.5767,93.60000000000001,87,124.19999999999999,1200000
867.596,93.60000000000001,87,122.4,970000
868.609,93.60000000000001,87,114,800000
892.6083,93.60000000000001,87,110.4,580000
87.9522,95.4,91.8,115.8,280000
90.7313,95.4,90,115.8,350000
205.1599,95.4,74.4,115.8,1500000
224.0319,95.4,83.39999999999999,107.4,280000
242.2208,95.4,88.2,117.6,550000
250.145,95.4,85.19999999999999,117.6,290000
251.2018,95.4,91.8,112.2,360000
253.2174,95.4,88.2,126,9000000
254.2208,95.4,88.2,120.6,1500000
255.233,95.4,87,124.19999999999999,130000000
255.3421,95.4,91.8,112.2,320000
257.2398,95.4,87,124.19999999999999,1600000
259.1116,95.4,87,109.2,990000
269.1313,95.4,90,112.2,750000
270.2521,95.4,87,114,510000
271.228,95.4,88.2,126,3500000
272.2314,95.4,88.2,143.4,450000
277.2174,95.4,90,112.2,430000
280.2365,95.4,88.2,126,1100000
298.247,95.4,88.2,122.4,480000
300.2627,95.4,91.8,110.4,390000
301.1662,95.4,88.2,127.8,1600000
314.2162,95.4,91.8,112.2,450000
328.2318,95.4,87,117.6,1900000
343.2279,95.4,90,112.2,620000
361.1874,95.4,88.2,117.6,470000
374.055,95.4,88.2,110.4,410000
374.4387,95.4,87,115.8,540000
412.2188,95.4,87,112.2,620000
420.2507,95.4,85.19999999999999,122.4,2700000
429.0804,95.4,90,105.6,410000
436.2732,95.4,87,114,1100000
441.2245,95.4,91.8,114,230000
475.2248,95.4,87,120.6,570000
630.4857,95.4,88.2,114,2800000
631.489,95.4,88.2,112.2,970000
723.5172,95.4,88.2,115.8,660000
738.5087,95.4,91.8,124.19999999999999,650000
744.5559,95.4,88.2,115.8,700000
746.5141,95.4,88.2,127.8,1300000
748.53,95.4,88.2,120.6,930000
749.5327,95.4,88.2,114,490000
750.5299,95.4,90,112.2,640000
762.5092,95.4,87,124.19999999999999,700000
764.5244,95.4,88.2,122.4,970000
764.5463,95.4,88.2,124.19999999999999,2000000
765.5492,95.4,90,114,910000
771.5302,95.4,90,112.2,310000
772.531,95.4,90,114,380000
776.582,95.4,88.2,117.6,1800000
777.5493,95.4,88.2,126,890000
779.5647,95.4,91.8,114,390000
788.5456,95.4,88.2,124.19999999999999,3700000
791.5646,95.4,87,122.4,7600000
803.6009,95.4,88.2,115.8,390000
816.5768,95.4,87,122.4,10000000
817.5802,95.4,87,124.19999999999999,4800000
818.593,95.4,87,122.4,10000000
821.6016,95.4,90,102,420000
827.5477,95.4,87,114,790000
830.5926,95.4,88.2,126,1300000
841.5802,95.4,88.2,120.6,1200000
842.5928,95.4,87,124.19999999999999,2400000
866.5389,95.4,85.19999999999999,127.8,1400000
891.5959,95.4,88.2,109.2,440000
87.8407,97.2,90,126,720000
225.1861,97.2,93.60000000000001,124.19999999999999,930000
227.2018,97.2,90,127.8,12000000
228.2051,97.2,90,115.8,1800000
229.0541,97.2,93.60000000000001,114,310000
233.1548,97.2,87,112.2,600000
234.9838,97.2,91.8,112.2,460000
241.2174,97.2,88.2,122.4,3500000
243.1967,97.2,91.8,127.8,360000
249.0229,97.2,93.60000000000001,120.6,290000
269.2123,97.2,91.8,114,1300000
270.2157,97.2,95.4,110.4,330000
281.1247,97.2,87,117.6,400000
283.2556,97.2,85.19999999999999,105.6,630000
299.2593,97.2,87,126,1600000
300.2005,97.2,93.60000000000001,110.4,400000
335.2231,97.2,93.60000000000001,131.4,980000
341.2698,97.2,85.19999999999999,102,260000
343.2855,97.2,91.8,105.6,270000
355.2045,97.2,93.60000000000001,110.4,510000
361.2386,97.2,91.8,115.8,580000
441.1499,97.2,87,119.4,610000
659.5207,97.2,88.2,105.6,430000
686.4776,97.2,93.60000000000001,107.4,200000
688.4931,97.2,91.8,124.19999999999999,900000
714.5086,97.2,90,126,1100000
716.5245,97.2,88.2,124.19999999999999,1700000
717.5276,97.2,90,114,740000
721.502,97.2,91.8,109.2,280000
736.5142,97.2,90,126,1300000
740.5249,97.2,91.8,119.4,370000
742.54,97.2,88.2,127.8,1300000
747.5179,97.2,83.39999999999999,129.60000000000002,660000
762.5299,97.2,88.2,126,3900000
763.5333,97.2,90,127.8,1900000
765.5277,97.2,91.8,119.4,460000
770.5714,97.2,90,112.2,320000
773.5461,97.2,88.2,124.19999999999999,1900000
774.549,97.2,88.2,126,790000
774.5661,97.2,88.2,119.4,470000
776.5456,97.2,88.2,126,2000000
777.5855,97.2,88.2,122.4,800000
788.5245,97.2,88.2,122.4,490000
789.549,97.2,88.2,122.4,1700000
790.5613,97.2,88.2,124.19999999999999,17000000
792.5668,97.2,88.2,120.6,2200000
799.5614,97.2,88.2,126,1200000
801.5773,97.2,88.2,119.4,1200000
803.5651,97.2,91.8,119.4,540000
804.577,97.2,87,119.4,2700000
805.6166,97.2,91.8,122.4,410000
820.5988,97.2,87,124.19999999999999,1400000
831.5962,97.2,88.2,127.8,640000
836.5457,97.2,90,107.4,230000
865.5799,97.2,87,112.2,650000
866.5928,97.2,87,119.4,1400000
867.5421,97.2,87,107.4,640000
869.6115,97.2,88.2,119.4,340000
883.5349,97.2,93.60000000000001,110.4,390000
199.1705,98.39999999999999,95.4,117.6,920000
213.1861,98.39999999999999,95.4,117.6,760000
221.1548,98.39999999999999,87,117.6,870000
240.9136,98.39999999999999,95.4,129.60000000000002,230000
243.1867,98.39999999999999,91.8,114,450000
255.1968,98.39999999999999,93.60000000000001,114,260000
277.1447,98.39999999999999,87,134.4,990000
285.2437,98.39999999999999,91.8,109.2,310000
293.176,98.39999999999999,90,114,2000000
297.2436,98.39999999999999,90,124.19999999999999,1900000
299.0265,98.39999999999999,85.19999999999999,119.4,870000
319.228,98.39999999999999,91.8,114,560000
359.223,98.39999999999999,91.8,122.4,1000000
509.2889,98.39999999999999,93.60000000000001,119.4,670000
736.4934,98.39999999999999,91.8,114,510000
778.5621,98.39999999999999,90,124.19999999999999,730000
790.5959,98.39999999999999,95.4,112.2,210000
834.5873,98.39999999999999,91.8,110.4,490000
850.5973,98.39999999999999,87,114,420000
155.027,100.19999999999999,98.39999999999999,112.2,250000
217.9766,100.19999999999999,98.39999999999999,115.8,140000
236.1055,100.19999999999999,91.8,115.8,800000
265.181,100.19999999999999,97.2,114,230000
271.1916,100.19999999999999,98.39999999999999,117.6,160000
272.1691,100.19999999999999,97.2,114,370000
294.1793,100.19999999999999,98.39999999999999,114,430000
295.228,100.19999999999999,88.2,120.6,360000
311.223,100.19999999999999,95.4,119.4,660000
413.2008,100.19999999999999,98.39999999999999,110.4,250000
414.2136,100.19999999999999,95.4,129.60000000000002,9400000
415.2169,100.19999999999999,95.4,117.6,2000000
751.5336,100.19999999999999,93.60000000000001,112.2,290000
802.5805,100.19999999999999,88.2,122.4,480000
162.9824,102,98.39999999999999,138,600000
212.1375,102,98.39999999999999,114,160000
243.1603,102,97.2,122.4,250000
258.1534,102,97.2,119.4,2000000
269.1396,102,93.60000000000001,124.19999999999999,670000
309.171,102,91.8,115.8,640000
331.14,102,98.39999999999999,119.4,600000
333.2073,102,97.2,124.19999999999999,350000
365.1186,102,95.4,127.8,440000
371.0153,102,97.2,138,670000
544.3689,102,98.39999999999999,112.2,390000
597.3762,102,97.2,114,360000
685.5299,102,100.19999999999999,112.2,150000
687.5454,102,97.2,115.8,330000
733.551,102,98.39999999999999,124.19999999999999,580000
737.5179,102,91.8,114,470000
759.5665,102,93.60000000000001,132.6,1400000
760.5701,102,95.4,114,620000
761.5824,102,95.4,129.60000000000002,2400000
762.5858,102,97.2,127.8,1200000
806.5826,102,97.2,112.2,270000
812.5449,102,88.2,112.2,310000
244.1378,103.8,98.39999999999999,127.8,4500000
245.1413,103.8,100.19999999999999,112.2,500000
248.9898,103.8,98.39999999999999,162,1200000
271.1189,103.8,97.2,143.4,790000
289.0872,103.8,97.2,129.60000000000002,820000
304.9935,103.8,100.19999999999999,138,230000
315.2543,103.8,98.39999999999999,112.2,690000
317.1608,103.8,98.39999999999999,129.60000000000002,460000
329.1608,103.8,97.2,131.4,430000
367.0648,103.8,98.39999999999999,138,6700000
368.0681,103.8,100.19999999999999,119.4,1200000
373.2022,103.8,98.39999999999999,117.6,120000
375.2179,103.8,95.4,120.6,360000
379.2161,103.8,98.39999999999999,112.2,660000
387.2026,103.8,98.39999999999999,115.8,170000
543.3657,103.8,97.2,131.4,1200000
583.3606,103.8,95.4,131.4,16000000
585.3674,103.8,97.2,131.4,930000
671.4664,103.8,102,112.2,190000
734.5547,103.8,100.19999999999999,114,320000
747.5666,103.8,98.39999999999999,115.8,320000
171.1391,105.6,98.39999999999999,122.4,520000
211.1341,105.6,90,124.19999999999999,1200000
225.1498,105.6,98.39999999999999,127.8,230000
227.1654,105.6,102,115.8,200000
232.9949,105.6,100.19999999999999,112.2,250000
239.1655,105.6,98.39999999999999,117.6,140000
242.1221,105.6,102,112.2,290000
253.1236,105.6,100.19999999999999,115.8,780000
342.1923,105.6,102,117.6,200000
349.2021,105.6,100.19999999999999,117.6,270000
369.0606,105.6,100.19999999999999,112.2,310000
371.1712,105.6,100.19999999999999,117.6,120000
377.2005,105.6,100.19999999999999,120.6,850000
385.0753,105.6,100.19999999999999,115.8,510000
482.2949,105.6,100.19999999999999,119.4,760000
483.2986,105.6,100.19999999999999,112.2,210000
584.3643,105.6,97.2,138,5300000
792.5414,105.6,93.60000000000001,119.4,540000
818.5574,105.6,100.19999999999999,122.4,360000
820.573,105.6,93.60000000000001,122.4,400000
209.1548,107.4,97.2,112.2,350000
230.1221,107.4,103.8,117.6,630000
290.0905,107.4,98.39999999999999,117.6,180000
317.1972,107.4,100.19999999999999,117.6,120000
327.1452,107.4,98.39999999999999,117.6,380000
157.1234,109.2,79.80000000000001,122.4,1100000
185.1184,109.2,105.6,117.6,240000
213.1498,109.2,98.39999999999999,117.6,350000
225.0077,109.2,95.4,124.19999999999999,1100000
249.0324,109.2,103.8,141.6,7200000
250.0357,109.2,105.6,124.19999999999999,960000
310.2026,109.2,100.19999999999999,122.4,430000
329.1244,109.2,100.19999999999999,117.6,160000
341.1969,109.2,100.19999999999999,117.6,150000
561.1715,109.2,98.39999999999999,117.6,160000
608.394,109.2,103.8,117.6,850000
610.4095,109.2,103.8,115.8,300000
229.1446,110.4,98.39999999999999,126,490000
239.0926,110.4,97.2,141.6,480000
241.1447,110.4,97.2,120.6,390000
258.0079,110.4,109.2,131.4,120000
267.1603,110.4,103.8,117.6,210000
283.1553,110.4,100.19999999999999,124.19999999999999,300000
377.2335,110.4,100.19999999999999,117.6,610000
463.2835,110.4,105.6,117.6,630000
483.1697,110.4,105.6,115.8,1000000
583.3815,110.4,103.8,119.4,11000000
584.3844,110.4,103.8,117.6,2000000
596.394,110.4,105.6,115.8,730000
144.0456,112.2,109.2,162,980000
187.0072,112.2,109.2,146.4,6400000
188.0105,112.2,109.2,143.4,470000
189.0029,112.2,109.2,141.6,300000
201.0768,112.2,105.6,119.4,290000
215.1654,112.2,100.19999999999999,115.8,250000
235.1817,112.2,102,115.8,350000
239.1403,112.2,103.8,119.4,270000
251.1291,112.2,110.4,126,210000
253.1447,112.2,93.60000000000001,122.4,1200000
273.0982,112.2,107.4,146.4,2200000
277.0178,112.2,109.2,124.19999999999999,2300000
281.1396,112.2,109.2,120.6,260000
283.2557,112.2,109.2,131.4,140000
287.223,112.2,102,115.8,230000
311.1502,112.2,100.19999999999999,117.6,200000
329.2339,112.2,95.4,119.4,730000
341.1607,112.2,102,120.6,220000
341.2698,112.2,105.6,115.8,200000
351.2178,112.2,97.2,122.4,580000
353.2335,112.2,95.4,120.6,970000
419.2572,112.2,98.39999999999999,115.8,300000
435.2521,112.2,103.8,127.8,2200000
436.2554,112.2,107.4,120.6,510000
437.2677,112.2,105.6,124.19999999999999,1700000
457.2364,112.2,107.4,119.4,410000
464.315,112.2,107.4,131.4,2800000
492.3101,112.2,107.4,119.4,680000
492.3464,112.2,103.8,122.4,910000
494.3257,112.2,107.4,122.4,1800000
506.3256,112.2,105.6,166.79999999999998,7900000
507.3289,112.2,105.6,119.4,1900000
508.3413,112.2,103.8,117.6,12000000
509.3446,112.2,105.6,119.4,3200000
528.31,112.2,107.4,117.6,730000
538.352,112.2,105.6,119.4,1900000
563.3473,112.2,107.4,136.2,2400000
565.3629,112.2,105.6,146.4,3600000
566.347,112.2,107.4,131.4,1400000
566.3664,112.2,105.6,126,970000
566.3833,112.2,103.8,124.19999999999999,1900000
568.3626,112.2,105.6,122.4,3900000
568.399,112.2,107.4,120.6,1000000
569.3661,112.2,107.4,129.60000000000002,1100000
578.347,112.2,107.4,119.4,1700000
580.3625,112.2,105.6,119.4,21000000
581.366,112.2,105.6,168.6,6700000
582.3423,112.2,107.4,117.6,810000
582.3696,112.2,105.6,126,1400000
582.3782,112.2,103.8,119.4,35000000
602.347,112.2,107.4,119.4,1800000
604.3627,112.2,105.6,119.4,980000
85.0408,114,107.4,117.6,630000
149.0609,114,105.6,119.4,4700000
155.0714,114,109.2,148.20000000000002,200000
185.082,114,102,117.6,380000
214.1451,114,109.2,127.8,130000
217.1082,114,109.2,143.4,720000
221.082,114,110.4,139.8,440000
223.0977,114,105.6,122.4,190000
225.1134,114,102,120.6,270000
227.129,114,98.39999999999999,119.4,400000
237.077,114,105.6,119.4,140000
238.1086,114,109.2,119.4,380000
239.129,114,95.4,129.60000000000002,310000
241.1083,114,97.2,119.4,670000
243.1239,114,100.19999999999999,117.6,710000
245.1032,114,109.2,139.8,790000
255.0876,114,107.4,124.19999999999999,450000
255.1239,114,102,138,480000
257.1396,114,98.39999999999999,119.4,780000
259.1188,114,102,144.60000000000002,720000
259.1552,114,103.8,120.6,280000
261.1346,114,105.6,117.6,240000
269.1033,114,97.2,120.6,510000
271.0825,114,112.2,124.19999999999999,250000
271.1553,114,100.19999999999999,117.6,300000
273.1345,114,95.4,127.8,1100000
275.1138,114,100.19999999999999,132.6,390000
275.1502,114,105.6,124.19999999999999,600000
278.0212,114,110.4,139.8,370000
281.1034,114,109.2,124.19999999999999,200000
283.1189,114,97.2,131.4,370000
285.0982,114,103.8,119.4,320000
285.1345,114,97.2,119.4,490000
287.1138,114,100.19999999999999,143.4,650000
289.1294,114,98.39999999999999,127.8,480000
299.1138,114,102,126,300000
299.1502,114,95.4,143.4,540000
299.1866,114,100.19999999999999,119.4,280000
301.1295,114,97.2,127.8,400000
303.1815,114,103.8,117.6,120000
313.2386,114,93.60000000000001,124.19999999999999,360000
315.1451,114,97.2,132.6,380000
315.1815,114,97.2,119.4,230000
331.1765,114,100.19999999999999,124.19999999999999,260000
333.11130000000003,114,107.4,126,1900000
333.1558,114,103.8,122.4,240000
339.1451,114,102,117.6,97000
340.1403,114,110.4,162,1300000
343.14,114,97.2,127.8,570000
345.1556,114,100.19999999999999,117.6,290000
357.1557,114,100.19999999999999,178.8,8300000
358.159,114,107.4,165.6,1400000
359.2078,114,102,117.6,120000
360.1302,114,112.2,134.4,220000
367.2128,114,103.8,117.6,310000
369.2285,114,102,119.4,420000
391.2128,114,103.8,117.6,340000
393.2284,114,102,117.6,450000
409.2364,114,107.4,124.19999999999999,2100000
431.2186,114,110.4,124.19999999999999,170000
436.2837,114,112.2,127.8,5500000
462.2994,114,109.2,119.4,2000000
466.3307,114,109.2,122.4,2200000
480.3099,114,109.2,168.6,24000000
481.3133,114,109.2,168.6,5700000
526.3157,114,112.2,122.4,1500000
537.3316,114,109.2,166.79999999999998,5000000
538.3352,114,109.2,119.4,1400000
540.3312,114,109.2,166.79999999999998,2600000
540.3677,114,110.4,150,4700000
541.3711,114,110.4,120.6,1200000
554.3468,114,107.4,166.79999999999998,49000000
555.3503,114,109.2,166.79999999999998,14000000
556.3262,114,107.4,141.6,1700000
556.3531,114,109.2,139.8,2000000
129.0558,115.8,114,131.4,44000000
130.0591,115.8,114,129.60000000000002,3000000
138.0198,115.8,110.4,131.4,230000
197.0821,115.8,112.2,124.19999999999999,210000
215.0926,115.8,109.2,148.20000000000002,1600000
217.0718,115.8,114,136.2,290000
225.077,115.8,109.2,139.8,190000
227.0926,115.8,102,141.6,610000
228.1607,115.8,105.6,124.19999999999999,350000
229.0719,115.8,110.4,136.2,330000
229.1082,115.8,107.4,150,810000
231.0875,115.8,112.2,136.2,740000
237.1246,115.8,93.60000000000001,119.4,1200000
242.1763,115.8,85.19999999999999,124.19999999999999,4500000
243.0875,115.8,107.4,124.19999999999999,740000
253.1083,115.8,105.6,129.60000000000002,260000
257.1032,115.8,100.19999999999999,148.20000000000002,700000
259.0824,115.8,109.2,138,370000
261.0982,115.8,107.4,138,190000
285.2073,115.8,100.19999999999999,122.4,290000
287.1502,115.8,100.19999999999999,134.4,240000
