mz,rt,rtmin,rtmax,n_glc
255.1604,264.6,251.40000000000003,270,100000
259.076,264.6,249.60000000000002,287.4,120000
298.106,266.40000000000003,258,280.2,72000
83.0503,268.2,256.2,273.59999999999997,57000
127.0402,268.2,253.2,292.2,290000
145.0144,268.2,258,304.20000000000005,890000
160.0697,268.2,266.40000000000003,277.2,35000
177.0228,268.2,251.40000000000003,318,680000
181.9952,268.2,258,282,120000
203.9869,268.2,264.6,275.4,51000
259.095,268.2,256.2,287.4,140000
275.0321,268.2,256.2,270,35000
288.1105,268.2,263.4,277.2,70000
127.0038,270,263.4,285.59999999999997,140000
151.0613,270,258,301.2,370000
168.0102,270,264.6,287.4,120000
192.0503,270,263.4,273.59999999999997,31000
231.0059,270,266.40000000000003,282,100000
322.1638,271.8,244.20000000000002,273.59999999999997,92000
149.0834,273.59999999999997,271.8,287.4,84000
192.0668,275.4,270,295.79999999999995,110000
224.0132,275.4,271.8,292.2,55000
279.0392,275.4,264.6,292.2,150000
375.1314,275.4,273.59999999999997,290.4,54000
145.0508,277.2,253.2,307.8,3100000
155.0351,277.2,263.4,299.40000000000003,120000
160.0439,277.2,261.6,306,250000
172.0405,277.2,271.8,282,46000
178.0511,277.2,266.40000000000003,333.59999999999997,1000000
179.0545,277.2,263.4,290.4,96000
185.0456,277.2,271.8,290.4,140000
297.1108,277.2,263.4,280.2,92000
301.1852,277.2,232.20000000000002,285.59999999999997,430000
306.0581,277.2,271.8,282,82000
345.0876,277.2,266.40000000000003,295.79999999999995,190000
376.0345,277.2,270,285.59999999999997,91000
382.185,277.2,271.8,283.8,110000
97.066,278.4,273.59999999999997,292.2,48000
111.0452,278.4,264.6,303,120000
127.0336,278.4,266.40000000000003,292.2,150000
146.0541,278.4,249.60000000000002,306,240000
164.0354,278.4,263.4,299.40000000000003,330000
188.0929,278.4,253.2,316.2,990000
189.0963,278.4,266.40000000000003,283.8,100000
243.0624,278.4,266.40000000000003,297.6,210000
287.09,278.4,264.6,280.2,52000
457.0344,278.4,268.2,285.59999999999997,72000
83.0503,280.2,273.59999999999997,289.20000000000005,61000
251.0788,280.2,263.4,309.6,170000
286.974,280.2,277.2,292.2,110000
304.9401,280.2,261.6,303,71000
378.2419,280.2,264.6,287.4,59000
203.0021,282,275.4,285.59999999999997,53000
248.9977,282,264.6,307.8,740000
270.9426,282,271.8,287.4,67000
305.0548,282,268.2,283.8,67000
329.1551,282,275.4,315,60000
131.0237,283.8,278.4,304.20000000000005,86000
144.0667,283.8,271.8,301.2,350000
164.0579,283.8,261.6,289.20000000000005,130000
204.9708,283.8,264.6,289.20000000000005,69000
227.1403,283.8,271.8,289.20000000000005,60000
86.0329,285.59999999999997,282,306,65000
223.0739,285.59999999999997,277.2,287.4,220000
242.0685,285.59999999999997,273.59999999999997,289.20000000000005,93000
246.0814,285.59999999999997,277.2,306,130000
352.105,285.59999999999997,259.8,295.79999999999995,72000
85.0296,287.4,280.2,306,1400000
110.9758,287.4,275.4,315,280000
138.0562,287.4,275.4,304.20000000000005,220000
262.0948,287.4,278.4,290.4,95000
376.163,287.4,273.59999999999997,292.2,61000
130.0228,289.20000000000005,278.4,335.4,480000
245.0781,289.20000000000005,273.59999999999997,325.2,1300000
283.0519,289.20000000000005,277.2,321.6,210000
410.9878,289.20000000000005,280.2,290.4,53000
129.0194,290.4,278.4,343.8,8600000
129.0216,290.4,282,303,71000
135.0122,290.4,285.59999999999997,306,85000
243.0278,290.4,251.40000000000003,318,330000
281.0548,290.4,275.4,352.8,680000
282.0582,290.4,275.4,304.20000000000005,79000
305.0993,290.4,278.4,313.2,200000
322.1638,290.4,289.20000000000005,306,67000
252.0881,292.2,282,304.20000000000005,74000
115.0038,294,287.4,313.2,890000
201.0406,294,289.20000000000005,299.40000000000003,56000
328.1517,294,268.2,340.2,350000
382.185,294,287.4,306,54000
82.9542,295.79999999999995,285.59999999999997,307.8,100000
110.9581,295.79999999999995,287.4,303,60000
247.9977,295.79999999999995,289.20000000000005,315,100000
249.0631,295.79999999999995,290.4,301.2,88000
284.1267,295.79999999999995,290.4,301.2,55000
226.0157,297.6,282,347.4,510000
243.1603,297.6,287.4,327,110000
144.0126,299.40000000000003,280.2,352.8,3600000
250.0133,299.40000000000003,295.79999999999995,306,59000
265.0581,299.40000000000003,290.4,327,300000
308.0189,299.40000000000003,290.4,318,97000
330.0009,299.40000000000003,289.20000000000005,301.2,48000
331.9801,299.40000000000003,285.59999999999997,306,88000
371.0597,299.40000000000003,294,309.6,150000
100.0227,301.2,280.2,347.4,4000000
148.024,301.2,295.79999999999995,307.8,33000
184.0051,301.2,289.20000000000005,307.8,110000
302.0019,301.2,292.2,335.4,110000
73.0118,303,292.2,323.4,61000
101.026,303,289.20000000000005,342,180000
146.0084,303,287.4,328.2,160000
266.0083,303,292.2,307.8,69000
116.0177,304.20000000000005,289.20000000000005,331.8,130000
286.0243,304.20000000000005,285.59999999999997,316.2,130000
311.0145,304.20000000000005,289.20000000000005,307.8,130000
345.0876,304.20000000000005,295.79999999999995,318,86000
171.114,306,282,307.8,76000
228.9904,306,294,313.2,59000
102.0185,307.8,285.59999999999997,339,180000
145.0159,307.8,285.59999999999997,339,190000
205.0701,307.8,297.6,318,51000
228.0314,307.8,292.2,315,81000
263.0288,307.8,299.40000000000003,321.6,50000
195.114,309.6,295.79999999999995,321.6,74000
317.9743,309.6,287.4,328.2,120000
512.2693,309.6,299.40000000000003,318,53000
163.0613,311.40000000000003,299.40000000000003,323.4,120000
176.0388,311.40000000000003,299.40000000000003,331.8,65000
89.0131,313.2,306,352.8,73000
103.0401,313.2,297.6,357.6,4400000
104.0435,313.2,295.79999999999995,349.20000000000005,190000
164.0024,313.2,307.8,328.2,120000
191.0827,313.2,297.6,343.8,69000
204.0667,313.2,294,342,360000
254.0107,313.2,301.2,354.6,170000
298.0968,313.2,307.8,354.6,100000
109.052,316.2,307.8,321.6,67000
146.9647,316.2,311.40000000000003,327,51000
172.1344,316.2,313.2,337.2,57000
134.0599,318,315,327,61000
158.0554,318,315,325.2,150000
201.0896,318,315,327,86000
229.0205,318,311.40000000000003,359.40000000000003,79000
256.0263,318,309.6,347.4,85000
144.9675,319.8,304.20000000000005,359.40000000000003,160000
169.0119,319.8,304.20000000000005,390.59999999999997,280000
87.0088,321.6,304.20000000000005,361.2,10000000
158.1187,321.6,309.6,345.59999999999997,85000
197.0068,321.6,306,352.8,160000
218.9888,321.6,309.6,339,86000
88.012200000000007,323.4,304.20000000000005,361.2,340000
177.0228,323.4,318,340.2,87000
179.0351,323.4,307.8,347.4,66000
185.0223,323.4,313.2,333.59999999999997,73000
190.9939,323.4,307.8,359.40000000000003,110000
244.9981,323.4,306,359.40000000000003,130000
273.0765,323.4,319.8,333.59999999999997,66000
232.1556,325.2,315,342,69000
282.1111,325.2,323.4,339,110000
286.0243,325.2,316.2,337.2,75000
292.1309,325.2,311.40000000000003,340.2,57000
162.0197,327,319.8,339,68000
162.0231,327,301.2,366.6,370000
187.0612,327,321.6,343.8,210000
229.1097,327,321.6,335.4,50000
192.0337,328.2,306,368.4,290000
135.0664,330,315,343.8,68000
276.1455,330,311.40000000000003,340.2,120000
87.01,331.8,325.2,337.2,59000
96.0568,331.8,325.2,335.4,380000
146.0554,331.8,325.2,335.4,180000
155.0364,331.8,325.2,335.4,220000
160.0629,331.8,325.2,335.4,290000
174.0786,331.8,325.2,337.2,250000
176.083,331.8,325.2,340.2,130000
199.074,331.8,325.2,335.4,140000
200.0943,331.8,325.2,337.2,320000
236.0944,331.8,325.2,339,58000
122.0724,333.59999999999997,328.2,340.2,140000
149.0833,333.59999999999997,330,342,82000
154.9963,333.59999999999997,318,340.2,45000
155.0326,333.59999999999997,321.6,347.4,51000
143.0714,335.4,323.4,354.6,560000
245.1046,335.4,323.4,340.2,62000
256.069,335.4,328.2,340.2,41000
261.1107,335.4,328.2,340.2,57000
186.0409,337.2,319.8,361.2,200000
210.9919,337.2,321.6,343.8,77000
298.1058,340.2,333.59999999999997,345.59999999999997,52000
337.2362,340.2,328.2,342,61000
231.0058,342,339,352.8,55000
243.0278,342,318,361.2,220000
171.9864,343.8,309.6,352.8,91000
212.9878,343.8,325.2,359.40000000000003,56000
272.997,343.8,321.6,357.6,72000
144.1031,345.59999999999997,316.2,364.8,140000
226.0834,345.59999999999997,325.2,404.40000000000003,1100000
227.0868,345.59999999999997,331.8,361.2,130000
228.0313,345.59999999999997,325.2,352.8,61000
229.1096,345.59999999999997,342,368.4,54000
264.0572,345.59999999999997,333.59999999999997,357.6,69000
300.1215,345.59999999999997,328.2,347.4,48000
135.0664,347.4,343.8,369.6,65000
145.0368,347.4,345.59999999999997,357.6,35000
262.0602,347.4,328.2,359.40000000000003,170000
171.03,349.20000000000005,337.2,361.2,77000
190.0372,349.20000000000005,316.2,373.2,100000
286.1046,349.20000000000005,323.4,376.8,310000
120.9966,351,345.59999999999997,361.2,33000
177.0228,351,340.2,355.79999999999995,48000
133.0507,354.6,347.4,361.2,260000
185.0223,354.6,337.2,361.2,120000
171.9864,355.79999999999995,352.8,366.6,88000
286.0243,355.79999999999995,354.6,364.8,44000
126.9051,357.6,345.59999999999997,385.2,1000000
119.9471,359.40000000000003,333.59999999999997,364.8,420000
201.0536,359.40000000000003,352.8,368.4,100000
211.8827,361.2,351,373.2,170000
165.0769,363,343.8,397.2,990000
240.1004,363,354.6,364.8,78000
296.1002,363,359.40000000000003,385.2,71000
225.098,364.8,343.8,390.59999999999997,130000
228.9904,364.8,349.20000000000005,375,73000
256.0689,364.8,355.79999999999995,375,140000
274.0797,364.8,359.40000000000003,384,48000
289.9023,364.8,361.2,385.2,140000
328.1517,364.8,343.8,369.6,79000
374.8799,364.8,361.2,390.59999999999997,220000
224.8036,366.6,349.20000000000005,392.4,240000
250.043,366.6,355.79999999999995,368.4,45000
279.7967,366.6,363,382.2,130000
316.7392,366.6,357.6,376.8,100000
357.1014,366.6,352.8,404.40000000000003,580000
704.0083,366.6,363,378.59999999999997,89000
215.8804,368.4,361.2,387,210000
227.9309,368.4,364.8,384,65000
342.1154,368.4,361.2,384,110000
401.8989,368.4,361.2,388.8,1200000
544.8353,368.4,363,382.2,120000
741.8098,368.4,364.8,378.59999999999997,62000
188.8947,369.6,363,384,79000
197.808,369.6,361.2,371.40000000000003,72000
242.8962,369.6,364.8,382.2,100000
306.8157,369.6,363,378.59999999999997,140000
395.8819,369.6,363,384,230000
417.8729,369.6,361.2,382.2,270000
453.8407,369.6,364.8,384,73000
459.8577,369.6,361.2,385.2,160000
571.8544,369.6,363,384,400000
735.7927,369.6,366.6,378.59999999999997,62000
788.9859,369.6,364.8,376.8,83000
124.9841,371.40000000000003,363,385.2,110000
162.9399,371.40000000000003,361.2,390.59999999999997,96000
166.0802,371.40000000000003,351,385.2,95000
195.9061,371.40000000000003,363,384,490000
210.9462,371.40000000000003,363,385.2,340000
210.9499,371.40000000000003,359.40000000000003,390.59999999999997,3400000
210.9533,371.40000000000003,364.8,378.59999999999997,110000
211.9467,371.40000000000003,359.40000000000003,390.59999999999997,4100000
211.9533,371.40000000000003,361.2,388.8,480000
213.9166,371.40000000000003,366.6,380.4,130000
225.9267,371.40000000000003,359.40000000000003,394.20000000000005,3100000
256.0941,371.40000000000003,357.6,385.2,75000
316.9212,371.40000000000003,361.2,388.8,1200000
358.1049,371.40000000000003,359.40000000000003,387,120000
486.8766,371.40000000000003,363,387,670000
565.8376,371.40000000000003,364.8,380.4,190000
587.8284,371.40000000000003,364.8,380.4,140000
612.9869,371.40000000000003,364.8,380.4,130000
186.8977,373.2,363,388.8,290000
209.9491,373.2,359.40000000000003,396,24000000
209.9534,373.2,364.8,382.2,220000
212.8847,373.2,361.2,388.8,510000
213.9509,373.2,364.8,382.2,77000
216.8771,373.2,359.40000000000003,394.20000000000005,2600000
226.8015,373.2,364.8,380.4,77000
229.9195,373.2,364.8,382.2,69000
231.9436,373.2,357.6,392.4,980000
239.9037,373.2,363,384,590000
240.9021,373.2,363,384,290000
241.899,373.2,361.2,390.59999999999997,9300000
273.0763,373.2,352.8,404.40000000000003,340000
310.9043,373.2,366.6,378.59999999999997,75000
364.0974,373.2,361.2,382.2,60000
376.877,373.2,363,385.2,65000
379.0834,373.2,363,378.59999999999997,66000
480.8597,373.2,363,384,230000
502.8506,373.2,361.2,384,190000
528.0094,373.2,363,385.2,130000
534.0531,373.2,361.2,382.2,110000
656.832,373.2,363,380.4,140000
117.0558,375,364.8,392.4,610000
143.9915,375,351,396,250000
170.8841,375,363,388.8,270000
209.9449,375,366.6,380.4,200000
215.8771,375,364.8,385.2,63000
217.8775,375,364.8,385.2,87000
223.0824,375,369.6,387,160000
228.0725,375,359.40000000000003,388.8,82000
242.89940000000001,375,364.8,385.2,230000
243.89940000000001,375,364.8,382.2,72000
267.0909,375,357.6,396,390000
279.9732,375,364.8,388.8,270000
311.9232,375,366.6,382.2,150000
332.8952,375,364.8,382.2,130000
122.8942,376.8,364.8,384,100000
147.963,376.8,359.40000000000003,394.20000000000005,63000
168.8871,376.8,361.2,388.8,650000
185.8657,376.8,361.2,390.59999999999997,190000
206.9746,376.8,361.2,388.8,140000
213.8832,376.8,363,384,71000
214.88,376.8,355.79999999999995,396,8200000
243.9032,376.8,364.8,384,190000
132.0125,378.59999999999997,352.8,435,2100000
148.9702,378.59999999999997,357.6,396,130000
191.8552,378.59999999999997,359.40000000000003,392.4,320000
204.9246,378.59999999999997,371.40000000000003,387,48000
216.8842,378.59999999999997,364.8,388.8,110000
284.9042,378.59999999999997,366.6,387,75000
347.8609,378.59999999999997,376.8,388.8,52000
146.966,380.4,337.2,421.2,8900000
170.9847,380.4,337.2,392.4,390000
171.9811,380.4,337.2,394.20000000000005,1500000
187.8611,380.4,342,394.20000000000005,3300000
188.8615,380.4,371.40000000000003,390.59999999999997,84000
189.8581,380.4,349.20000000000005,394.20000000000005,2000000
209.0667,380.4,371.40000000000003,399,90000
222.9521,380.4,359.40000000000003,392.4,220000
134.0083,382.2,368.4,400.79999999999995,100000
143.8652,382.2,361.2,390.59999999999997,85000
204.0001,382.2,373.2,390.59999999999997,79000
214.0157,382.2,363,399,170000
219.9776,382.2,357.6,396,180000
252.0879,382.2,366.6,392.4,70000
384.9802,382.2,376.8,388.8,94000
141.8681,384,361.2,390.59999999999997,110000
216.9901,384,359.40000000000003,394.20000000000005,220000
290.0018,384,375,396,84000
274.0243,385.2,384,394.20000000000005,61000
235.9976,387,380.4,396,73000
238.9721,387,373.2,388.8,43000
250.0431,387,378.59999999999997,397.2,59000
122.054,388.8,378.59999999999997,399,77000
121.0507,392.4,373.2,428.4,1800000
164.0566,392.4,376.8,404.40000000000003,170000
181.0718,392.4,378.59999999999997,419.40000000000003,3500000
230.9801,392.4,375,404.40000000000003,120000
233.9789,392.4,382.2,396,140000
422.1799,392.4,378.59999999999997,394.20000000000005,86000
167.0561,394.20000000000005,378.59999999999997,408,330000
182.0751,394.20000000000005,376.8,406.2,250000
267.0736,394.20000000000005,384,399,190000
286.0674,394.20000000000005,387,406.2,190000
309.058,394.20000000000005,388.8,402.6,160000
236.0038,396,384,418.2,1200000
239.037,396,384,408,590000
263.0231,396,382.2,416.40000000000003,260000
282.0389,396,388.8,406.2,120000
283.0685,396,382.2,421.2,960000
325.0355,396,388.8,400.79999999999995,160000
151.029,397.2,388.8,409.20000000000005,250000
208.9848,397.2,388.8,400.79999999999995,140000
296.0637,397.2,388.8,402.6,120000
325.0416,397.2,390.59999999999997,404.40000000000003,240000
144.0303,399,387,409.20000000000005,590000
152.0232,399,385.2,409.20000000000005,490000
176.0928,399,385.2,412.8,570000
204.0642,399,387,418.2,550000
214.0219,399,382.2,428.4,3100000
229.0595,399,390.59999999999997,404.40000000000003,180000
246.0748,399,384,438.59999999999997,3100000
248.0542,399,392.4,402.6,140000
259.0548,399,384,404.40000000000003,160000
306.0835,399,385.2,428.4,830000
326.1107,399,392.4,408,300000
328.0779,399,387,400.79999999999995,150000
148.0074,400.79999999999995,388.8,423,860000
151.0262,400.79999999999995,382.2,484.20000000000005,34000000
157.0273,400.79999999999995,382.2,404.40000000000003,200000
201.0881,400.79999999999995,390.59999999999997,408,110000
219.0874,400.79999999999995,388.8,406.2,130000
221.1547,400.79999999999995,394.20000000000005,419.40000000000003,220000
224.1656,400.79999999999995,394.20000000000005,424.8,350000
232.0592,400.79999999999995,388.8,408,260000
248.9247,400.79999999999995,390.59999999999997,402.6,88000
289.0682,400.79999999999995,387,404.40000000000003,120000
296.0736,400.79999999999995,387,406.2,290000
298.0165,400.79999999999995,390.59999999999997,406.2,160000
318.0515,400.79999999999995,390.59999999999997,412.8,990000
322.061,400.79999999999995,387,435,950000
338.0872,400.79999999999995,390.59999999999997,411,680000
367.1066,400.79999999999995,397.2,412.8,300000
391.1251,400.79999999999995,392.4,412.8,420000
400.1978,400.79999999999995,352.8,436.8,3000000
401.2012,400.79999999999995,364.8,412.8,590000
413.139,400.79999999999995,394.20000000000005,409.20000000000005,150000
414.1158,400.79999999999995,392.4,408,230000
509.1221,400.79999999999995,392.4,406.2,170000
598.2025,400.79999999999995,394.20000000000005,412.8,330000
152.0295,402.6,384,424.8,1700000
162.0231,402.6,392.4,408,140000
286.1297,402.6,388.8,414.6,850000
303.0597,402.6,392.4,406.2,180000
323.0643,402.6,388.8,406.2,130000
338.0334,402.6,388.8,411,360000
351.1326,402.6,388.8,429.6,7100000
427.1189,402.6,390.59999999999997,418.2,810000
428.1222,402.6,392.4,411,200000
493.1446,402.6,390.59999999999997,409.20000000000005,200000
533.1803,402.6,397.2,412.8,170000
620.1973,402.6,396,408,180000
166.0759,404.40000000000003,388.8,424.8,860000
166.0784,404.40000000000003,387,428.4,1000000
167.0212,404.40000000000003,390.59999999999997,411,290000
174.0772,404.40000000000003,378.59999999999997,471,7000000
215.0232,404.40000000000003,364.8,411,290000
260.0596,404.40000000000003,390.59999999999997,416.40000000000003,470000
307.0871,404.40000000000003,390.59999999999997,406.2,110000
433.1359,404.40000000000003,392.4,411,540000
443.0912,404.40000000000003,390.59999999999997,411,350000
517.2023,404.40000000000003,397.2,411,250000
538.194,404.40000000000003,394.20000000000005,414.6,780000
548.1494,404.40000000000003,394.20000000000005,411,520000
599.2053,404.40000000000003,396,408,170000
614.1801,404.40000000000003,394.20000000000005,412.8,240000
164.0166,406.2,390.59999999999997,424.8,490000
164.0687,406.2,390.59999999999997,416.40000000000003,1600000
164.0717,406.2,384,479.40000000000003,230000000
164.0756,406.2,392.4,416.40000000000003,760000
164.1279,406.2,392.4,424.8,680000
165.0687,406.2,390.59999999999997,426.6,820000
165.075,406.2,384,477.6,23000000
166.0179,406.2,385.2,421.2,6800000
175.0805,406.2,385.2,411,600000
187.0473,406.2,382.2,412.8,280000
224.0274,406.2,388.8,418.2,340000
237.1245,406.2,397.2,429.6,690000
250.9956,406.2,387,411,190000
295.2027,406.2,396,409.20000000000005,150000
329.1508,406.2,394.20000000000005,414.6,680000
352.136,406.2,388.8,419.40000000000003,1600000
411.1413,406.2,390.59999999999997,423,990000
516.1993,406.2,394.20000000000005,418.2,760000
539.1973,406.2,396,411,290000
133.0506,408,390.59999999999997,433.2,430000
147.0452,408,385.2,431.40000000000003,2400000
159.0663,408,400.79999999999995,423,490000
164.0745,408,390.59999999999997,428.4,1900000
164.0776,408,392.4,414.6,230000
168.0137,408,388.8,414.6,310000
169.0982,408,392.4,418.2,350000
175.0612,408,392.4,436.8,370000
178.051,408,396,411,190000
222.0304,408,387,435,980000
247.0782,408,385.2,412.8,410000
249.0493,408,385.2,438.59999999999997,2000000
252.1453,408,396,421.2,720000
281.1507,408,390.59999999999997,412.8,570000
289.9444,408,390.59999999999997,416.40000000000003,210000
318.1517,408,399,424.8,790000
375.1596,408,387,421.2,420000
409.1069,408,400.79999999999995,419.40000000000003,300000
412.1443,408,392.4,411,230000
468.1991,408,402.6,418.2,230000
532.177,408,394.20000000000005,411,670000
130.0651,409.20000000000005,404.40000000000003,423,250000
130.0893,409.20000000000005,399,426.6,2900000
130.1099,409.20000000000005,404.40000000000003,423,310000
131.0935,409.20000000000005,399,423,680000
147.0663,409.20000000000005,397.2,424.8,300000
165.0778,409.20000000000005,400.79999999999995,411,410000
187.0612,409.20000000000005,400.79999999999995,423,360000
293.176,409.20000000000005,397.2,423,590000
295.1664,409.20000000000005,400.79999999999995,414.6,410000
310.1743,409.20000000000005,396,411,140000
317.1484,409.20000000000005,394.20000000000005,447,4900000
327.1814,409.20000000000005,397.2,418.2,990000
482.2148,409.20000000000005,397.2,418.2,470000
498.1926,409.20000000000005,399,414.6,510000
130.0851,411,406.2,423,2100000
131.0844,411,400.79999999999995,426.6,1300000
132.0941,411,404.40000000000003,426.6,570000
173.0456,411,400.79999999999995,455.4,2300000
261.182,411,404.40000000000003,419.40000000000003,470000
267.0909,411,396,418.2,290000
393.188,411,402.6,424.8,550000
504.2097,411,400.79999999999995,418.2,360000
130.0511,412.8,400.79999999999995,455.4,3900000
130.0873,412.8,396,424.8,350000000
130.0903,412.8,399,428.4,1100000
130.1271,412.8,399,424.8,1200000
131.0907,412.8,396,424.8,22000000
132.0916,412.8,397.2,424.8,1500000
180.0415,412.8,408,419.40000000000003,360000
181.0507,412.8,402.6,463.8,1500000
189.0405,412.8,399,423,190000
218.0548,412.8,411,423,220000
230.0531,412.8,376.8,424.8,440000
282.1025,412.8,402.6,445.2,1600000
304.049,412.8,400.79999999999995,429.6,480000
322.0772,412.8,404.40000000000003,431.40000000000003,800000
367.1181,412.8,404.40000000000003,423,220000
370.137,412.8,400.79999999999995,429.6,950000
377.1569,412.8,396,433.2,890000
393.1345,412.8,397.2,424.8,710000
406.1677,412.8,409.20000000000005,424.8,380000
414.2462,412.8,404.40000000000003,421.2,500000
448.2306,412.8,402.6,423,700000
464.2081,412.8,400.79999999999995,424.8,590000
480.1805,412.8,406.2,423,330000
130.0486,414.6,399,426.6,950000
131.0543,414.6,404.40000000000003,424.8,340000
196.0286,414.6,409.20000000000005,424.8,260000
218.0191,414.6,404.40000000000003,433.2,770000
218.0992,414.6,404.40000000000003,438.59999999999997,2300000
220.1077,414.6,402.6,471,3700000
226.0752,414.6,402.6,424.8,460000
254.0802,414.6,399,481.2,5200000
255.0836,414.6,406.2,433.2,670000
281.0991,414.6,399,477.6,18000000
283.1033,414.6,406.2,423,390000
283.164,414.6,399,443.4,3700000
349.1616,414.6,409.20000000000005,419.40000000000003,180000
405.1645,414.6,402.6,433.2,1800000
89.0438,416.40000000000003,406.2,431.40000000000003,590000
130.0916,416.40000000000003,412.8,436.8,610000
144.0125,416.40000000000003,404.40000000000003,423,250000
146.0823,416.40000000000003,388.8,455.4,3300000
212.0906,416.40000000000003,394.20000000000005,459,2400000
218.1034,416.40000000000003,399,493.20000000000005,390000000
218.1896,416.40000000000003,404.40000000000003,440.4,1000000
219.1068,416.40000000000003,399,486,40000000
220.1101,416.40000000000003,404.40000000000003,436.8,1600000
284.1673,416.40000000000003,406.2,423,370000
341.1752,416.40000000000003,408,423,290000
392.1563,416.40000000000003,408,431.40000000000003,1100000
439.2201,416.40000000000003,409.20000000000005,431.40000000000003,700000
88.0404,418.2,404.40000000000003,451.8,20000000
130.0496,418.2,411,426.6,220000
218.0973,418.2,408,424.8,1300000
218.1079,418.2,404.40000000000003,440.4,2700000
218.1109,418.2,412.8,426.6,860000
219.1007,418.2,404.40000000000003,436.8,1600000
256.0772,418.2,402.6,467.4,1800000
272.0228,418.2,406.2,429.6,580000
272.0991,418.2,397.2,460.2,1600000
274.0966,418.2,408,423,250000
278.0591,418.2,409.20000000000005,428.4,390000
321.0809,418.2,416.40000000000003,428.4,240000
371.18,418.2,406.2,429.6,1200000
400.1614,418.2,412.8,424.8,330000
405.1519,418.2,408,428.4,330000
430.2237,418.2,408,423,360000
437.2143,418.2,404.40000000000003,465.59999999999997,38000000
438.2176,418.2,408,441.6,7500000
103.0401,419.40000000000003,408,429.6,3900000
130.0826,419.40000000000003,408,435,350000
221.1111,419.40000000000003,408,431.40000000000003,410000
244.0999,419.40000000000003,408,433.2,550000
288.0767,419.40000000000003,394.20000000000005,455.4,1500000
300.1066,419.40000000000003,409.20000000000005,431.40000000000003,1100000
343.1725,419.40000000000003,402.6,428.4,1100000
359.1501,419.40000000000003,400.79999999999995,438.59999999999997,930000
379.1433,419.40000000000003,411,426.6,440000
445.2001,419.40000000000003,411,428.4,820000
460.1996,419.40000000000003,414.6,428.4,440000
240.0854,421.2,414.6,428.4,410000
276.0621,421.2,404.40000000000003,435,1100000
303.0811,421.2,402.6,436.8,2000000
459.1963,421.2,411,433.2,1900000
146.966,428.4,421.2,450,2100000
226.0894,428.4,412.8,451.8,930000
276.0855,428.4,421.2,448.2,860000
315.1248,428.4,421.2,472.2,930000
316.1211,428.4,421.2,477.6,4400000
317.1245,428.4,424.8,467.4,520000
190.0511,429.6,419.40000000000003,435,590000
207.0776,429.6,419.40000000000003,441.6,1100000
219.0683,429.6,421.2,448.2,1500000
235.0726,429.6,416.40000000000003,436.8,780000
293.176,429.6,428.4,438.59999999999997,500000
89.0271,431.40000000000003,423,463.8,1500000
130.0874,431.40000000000003,424.8,542.4,230000000
131.0908,431.40000000000003,424.8,504.6,15000000
144.0667,431.40000000000003,419.40000000000003,465.59999999999997,2000000
196.0729,431.40000000000003,421.2,450,1800000
89.0233,433.2,423,435,9300000
130.0485,433.2,426.6,467.4,610000
130.0903,433.2,428.4,447,890000
132.0941,433.2,426.6,448.2,450000
190.0722,433.2,418.2,445.2,970000
222.0121,433.2,428.4,455.4,1300000
222.0157,433.2,428.4,457.2,1900000
274.0385,433.2,424.8,440.4,550000
293.0337,433.2,431.40000000000003,455.4,7000000
298.9899,433.2,428.4,453.59999999999997,1300000
309.1129,433.2,426.6,438.59999999999997,470000
318.0874,433.2,421.2,455.4,1300000
343.1726,433.2,428.4,443.4,420000
89.0226,435,428.4,438.59999999999997,2400000
215.0651,435,411,436.8,300000
221.0124,435,426.6,457.2,32000000
223.0093,435,428.4,443.4,1000000
242.0886,435,424.8,453.59999999999997,360000
242.1012,435,421.2,465.59999999999997,2500000
302.1098,435,423,459,820000
332.1204,435,423,462,1400000
348.0978,435,423,457.2,1200000
373.1834,435,421.2,447,500000
88.9813,436.8,426.6,453.59999999999997,520000
89.017,436.8,428.4,450,390000
89.0294,436.8,426.6,451.8,830000
89.0676,436.8,428.4,451.8,470000
90.0307,436.8,431.40000000000003,445.2,940000
130.1271,436.8,424.8,462,790000
131.0845,436.8,426.6,465.59999999999997,1000000
132.0917,436.8,424.8,481.2,1200000
142.0511,436.8,429.6,450,400000
256.1556,436.8,426.6,475.79999999999995,620000
258.0566,436.8,423,455.4,680000
283.0785,436.8,409.20000000000005,448.2,1600000
291.0574,436.8,424.8,463.8,3200000
292.058,436.8,429.6,450,450000
89.0025,438.59999999999997,423,491.4,4100000
89.0117,438.59999999999997,426.6,469.20000000000005,1300000
89.0191,438.59999999999997,426.6,467.4,610000
89.0244,438.59999999999997,423,523.8000000000001,1300000000
89.0256,438.59999999999997,423,489.6,11000000
89.0372,438.59999999999997,423,443.4,1100000
89.0447,438.59999999999997,433.2,447,510000
89.0469,438.59999999999997,423,494.40000000000003,5300000
90.0278,438.59999999999997,423,522,41000000
91.0287,438.59999999999997,423,522,8300000
91.0311,438.59999999999997,436.8,453.59999999999997,520000
115.0209,438.59999999999997,424.8,451.8,1100000
130.0895,438.59999999999997,426.6,463.8,1700000
134.0307,438.59999999999997,426.6,451.8,510000
135.0271,438.59999999999997,424.8,451.8,1600000
202.0416,438.59999999999997,429.6,447,430000
243.0624,438.59999999999997,424.8,496.2,11000000
244.0658,438.59999999999997,429.6,453.59999999999997,1000000
310.1146,438.59999999999997,426.6,451.8,350000
