ilp_nodes1,ilp_nodes2,edge_id,node1,node2,mass_dif,category,linktype,direction,rdbe,formula1,formula2,ilp_edge_id,score_category,score_chromatogram_artifact,score_inten_isotope,score_MS2_library_fragment,score_MS2_similarity,score_MS2_abiotic_mz_appearance,cplex_score,ilp_solution
18319,17608,20276,943,881,-0.07733570618094979,Biotransform,C1O1,0,1,C6H11N1O2S1,C7H11N1O3S1,123970,0,0,,,,,0,0
39113,64848,20277,2175,3204,-0.6062509426759658,Biotransform,C1O1,0,1,C6H11N1O4,C7H11N1O5,123972,0,0,,,,,0,0
62536,64848,20278,3099,3204,-0.6062509426759658,Biotransform,C1O1,0,1,C6H11N1O4,C7H11N1O5,123978,0,0,,,,,0,0
63710,82411,20282,3139,3898,-0.07652730458001418,Biotransform,C1O1,0,1,C5H9N1O5,C6H9N1O6,123997,0,0,,,,,0,0
53607,44416,20285,2668,2344,0.4422898661331451,Biotransform,C1O1,0,1,C5H11N1O3S1,C6H11N1O4S1,124022,0,0,,,,,0,0
36406,25679,20292,2063,1494,0.4332250345224827,Biotransform,C1O1,0,1,C7H11N3O2,C8H11N3O3,124034,0,0,,,,,0,0
36406,65345,20293,2063,3233,0.4332250345224827,Biotransform,C1O1,0,1,C7H11N3O2,C8H11N3O3,124038,0,0,,,,,0,0
51973,25679,20294,2568,1494,0.4332250345224827,Biotransform,C1O1,0,1,C7H11N3O2,C8H11N3O3,124042,0,0,,,,,0,0
51973,65345,20295,2568,3233,0.4332250345224827,Biotransform,C1O1,0,1,C7H11N3O2,C8H11N3O3,124046,0,0,,,,,0,0
54175,25679,20296,2708,1494,0.4332250345224827,Biotransform,C1O1,0,1,C7H11N3O2,C8H11N3O3,124050,0,0,,,,,0,0
54175,65345,20297,2708,3233,0.4332250345224827,Biotransform,C1O1,0,1,C7H11N3O2,C8H11N3O3,124054,0,0,,,,,0,0
19738,84514,20302,1099,3948,-0.07342788355970249,Biotransform,C1O1,0,1,C6H13N5O1,C7H13N5O2,124062,0,0,,,,,0,0
20773,18954,20303,1246,1018,0.42870630356053463,Biotransform,C1O1,0,1,C10H21N1O1,C11H21N1O2,124064,0,0,,,,,0,0
51978,63719,20304,2569,3140,0.42672989777680853,Biotransform,C1O1,0,1,C7H12N2O3,C8H12N2O4,124068,0,0,,,,,0,0
98385,56119,20307,4700,2840,0.42245049049588357,Biotransform,C1O1,0,1,C6H14N4O2,C7H14N4O3,124078,0,0,,,,,0,0
143558,56119,20308,5620,2840,-0.07233809053541283,Biotransform,C1O1,0,1,C6H14N4O2,C7H14N4O3,124082,0,0,,,,,0,0
149432,56119,20309,5859,2840,-0.07233809053541283,Biotransform,C1O1,0,1,C6H14N4O2,C7H14N4O3,124086,0,0,,,,,0,0
18704,93131,20311,982,4409,-0.07201079227397265,Biotransform,C1O1,0,1,C6H9N1O3S1,C7H9N1O4S1,124094,0,0,,,,,0,0
22424,30816,20316,1345,1776,-0.07197470302235866,Biotransform,C1O1,0,1,C7H17N3O2,C8H17N3O3,124099,0,0,,,,,0,0
22424,66117,20317,1345,3271,-0.07197470302235866,Biotransform,C1O1,0,1,C7H17N3O2,C8H17N3O3,124101,0,0,,,,,0,0
22424,75898,20318,1345,3674,0.42032812037485495,Biotransform,C1O1,0,1,C7H17N3O2,C8H17N3O3,124103,0,0,,,,,0,0
26144,40529,20319,1533,2212,0.908471547734519,Biotransform,C1O1,0,1,C6H12N2O2S1,C7H12N2O3S1,124105,0,0,,,,,0,0
50806,66120,20321,2527,3272,-0.0716404956995796,Biotransform,C1O1,0,1,C6H12N2O4,C7H12N2O5,124113,0,0,,,,,0,0
50806,71039,20322,2527,3470,-0.0716404956995796,Biotransform,C1O1,0,1,C6H12N2O4,C7H12N2O5,124123,0,0,,,,,0,0
18854,15255,20343,1000,719,-0.06923754099580895,Biotransform,C1O1,0,1,C11H21N1O1,C12H21N1O2,124173,0,0,,,,,0,0
20188,20800,20347,1164,1253,0.4005199093028258,Biotransform,C1O1,0,1,C11H23N1O1,C12H23N1O2,124185,0,0,,,,,0,0
19057,20800,20348,1030,1253,-0.06858281884434331,Biotransform,C1O1,0,1,C11H23N1O1,C12H23N1O2,124186,0,0,,,,,0,0
38445,41287,20351,2152,2241,-0.06765044430974355,Biotransform,C1O1,0,1,C8H16N2O3,C9H16N2O4,124196,0,0,,,,,0,0
38445,57854,20352,2152,2923,-0.06765044430974355,Biotransform,C1O1,0,1,C8H16N2O3,C9H16N2O4,124200,0,0,,,,,0,0
98397,54234,20353,4703,2715,-0.06764696979141585,Biotransform,C1O1,0,1,C7H16N4O2,C8H16N4O3,124204,0,0,,,,,0,0
93869,54234,20354,4478,2715,-0.5303485416248062,Biotransform,C1O1,0,1,C7H16N4O2,C8H16N4O3,124208,0,0,,,,,0,0
25679,20080,20368,1494,1145,-0.0649561477917927,Biotransform,C1O1,0,1,C8H11N3O3,C9H11N3O4,124236,0,0,,,,,0,0
25679,71333,20369,1494,3483,0.3793401802623731,Biotransform,C1O1,0,1,C8H11N3O3,C9H11N3O4,124242,0,0,,,,,0,0
65345,20080,20370,3233,1145,-0.0649561477917927,Biotransform,C1O1,0,1,C8H11N3O3,C9H11N3O4,124248,0,0,,,,,0,0
65345,71333,20371,3233,3483,0.3793401802623731,Biotransform,C1O1,0,1,C8H11N3O3,C9H11N3O4,124254,0,0,,,,,0,0
19472,76578,20381,1064,3699,-0.49826978502676245,Biotransform,C1O1,0,1,C7H10N2O3S1,C8H10N2O4S1,124290,0,0,,,,,0,0
18908,17622,20385,1009,883,-8.753013272744425,Biotransform,C1O1,0,1,C10H22N2O2,C11H22N2O3,124318,0,0,,,,,0,0
93131,93174,20386,4409,4411,-0.06328455764862356,Biotransform,C1O1,0,1,C7H9N1O4S1,C8H9N1O5S1,124320,0,0,,,,,0,0
40529,62562,20396,2212,3102,-0.9248800083173684,Biotransform,C1O1,0,1,C7H12N2O3S1,C8H12N2O4S1,124350,0,0,,,,,0,0
66120,64612,20397,3272,3190,0.36790699054282705,Biotransform,C1O1,0,1,C7H12N2O5,C8H12N2O6,124358,0,0,,,,,0,0
71039,64612,20398,3470,3190,0.36790699054282705,Biotransform,C1O1,0,1,C7H12N2O5,C8H12N2O6,124367,0,0,,,,,0,0
56584,75359,20400,2864,3647,0.3678313857980318,Biotransform,C1O1,0,1,C7H16N4O3,C8H16N4O4,124383,0,0,,,,,0,0
92268,85968,20401,4336,4004,0.36779161464539395,Biotransform,C1O1,0,1,C9H20N2O3,C10H20N2O4,124384,0,0,,,,,0,0
20800,14235,20417,1253,658,-0.47527089577081244,Biotransform,C1O1,0,1,C12H23N1O2,C13H23N1O3,124451,0,0,,,,,0,0
19497,19191,20420,1068,1043,-0.060128229352240374,Biotransform,C1O1,0,1,C11H21N1O3,C12H21N1O4,124458,0,0,,,,,0,0
20153,64668,20421,1154,3193,-0.4713803149620316,Biotransform,C1O1,0,1,C10H21N3O2,C11H21N3O3,124462,0,0,,,,,0,0
20153,77389,20422,1154,3723,-0.4713803149620316,Biotransform,C1O1,0,1,C10H21N3O2,C11H21N3O3,124466,0,0,,,,,0,0
41287,62318,20423,2241,3082,-0.059892057410641165,Biotransform,C1O1,0,1,C9H16N2O4,C10H16N2O5,124472,0,0,,,,,0,0
57854,62318,20424,2923,3082,-0.059892057410641165,Biotransform,C1O1,0,1,C9H16N2O4,C10H16N2O5,124478,0,0,,,,,0,0
16919,18771,20426,832,991,-0.05963388622061366,Biotransform,C1O1,0,1,C11H23N1O3,C12H23N1O4,124484,0,0,,,,,0,0
18600,18771,20427,969,991,-0.05963388622061366,Biotransform,C1O1,0,1,C11H23N1O3,C12H23N1O4,124488,0,0,,,,,0,0
57859,92706,20428,2924,4365,-0.05963116214879271,Biotransform,C1O1,0,1,C10H23N3O2,C11H23N3O3,124492,0,0,,,,,0,0
57859,63800,20429,2924,3148,0.348242581189955,Biotransform,C1O1,0,1,C10H23N3O2,C11H23N3O3,124496,0,0,,,,,0,0
66131,63168,20434,3273,3122,-0.05941033650234774,Biotransform,C1O1,0,1,C8H14N2O5,C9H14N2O6,124519,0,0,,,,,0,0
53795,54192,20435,2687,2710,-0.05940157418014128,Biotransform,C1O1,0,1,C9H18N2O4,C10H18N2O5,124528,0,0,,,,,0,0
53795,64671,20436,2687,3194,0.3469018019002884,Biotransform,C1O1,0,1,C9H18N2O4,C10H18N2O5,124535,0,0,,,,,0,0
71325,85724,20445,3482,3993,-0.05893630287286802,Biotransform,C1O1,0,1,C7H12N2O6,C8H12N2O7,124587,0,0,,,,,0,0
46662,149555,20446,2416,5873,-2.0580920616616454,Biotransform,C1O1,0,1,C11H10O5,C12H10O6,124597,0,0,,,,,0,0
72373,58355,20447,3518,2953,-0.0584654482823226,Biotransform,C1O1,0,1,C7H14N2O4S1,C8H14N2O5S1,124606,0,0,,,,,0,0
54606,19521,20468,2753,1073,0.723841125625209,Biotransform,C1O1,0,1,C10H16N2O4,C11H16N2O5,124729,0,0,,,,,0,0
57630,19521,20469,2912,1073,0.3333776852717628,Biotransform,C1O1,0,1,C10H16N2O4,C11H16N2O5,124736,0,0,,,,,0,0
26865,90901,20472,1576,4261,-2.7804005305003834,Biotransform,C1O1,0,1,C5H11N1O7S1,C6H11N1O8S1,124747,0,0,,,,,0,0
62562,40811,20483,3102,2225,2.6355972083003114,Biotransform,C1O1,0,1,C8H12N2O4S1,C9H12N2O5S1,124821,0,0,,,,,0,0
75359,66554,20485,3647,3289,-0.8251063508910589,Biotransform,C1O1,0,1,C8H16N4O4,C9H16N4O5,124843,0,0,,,,,0,0
85968,49457,20486,4004,2491,-0.4406137749136167,Biotransform,C1O1,0,1,C10H20N2O4,C11H20N2O5,124847,0,0,,,,,0,0
66499,81465,20496,3286,3864,-0.43734750254184246,Biotransform,C1O1,0,1,C8H14N2O6,C9H14N2O7,124897,0,0,,,,,0,0
66499,64980,20497,3286,3211,-0.055784488265392895,Biotransform,C1O1,0,1,C8H14N2O6,C9H14N2O7,124906,0,0,,,,,0,0
66499,85073,20498,3286,3973,-0.055784488265392895,Biotransform,C1O1,0,1,C8H14N2O6,C9H14N2O7,124915,0,0,,,,,0,0
16679,10996,20503,818,427,-0.4339659189422845,Biotransform,C1O1,0,1,C11H16N4O2,C12H16N4O3,124954,0,0,,,,,0,0
16679,16421,20504,818,803,-0.055353161238141387,Biotransform,C1O1,0,1,C11H16N4O2,C12H16N4O3,124960,0,0,,,,,0,0
16679,19269,20505,818,1054,-0.055353161238141387,Biotransform,C1O1,0,1,C11H16N4O2,C12H16N4O3,124966,0,0,,,,,0,0
50817,42190,20507,2531,2269,-0.0551569225881648,Biotransform,C1O1,0,1,C8H15N1O5S1,C9H15N1O6S1,124979,0,0,,,,,0,0
10993,16454,20532,426,805,0.6836092117660104,Biotransform,C1O1,0,1,C13H25N1O3,C14H25N1O4,125109,0,0,,,,,0,0
30835,90915,20538,1780,4262,0.31372575115864615,Biotransform,C1O1,0,1,C10H20N4O3,C11H20N4O4,125142,0,0,,,,,0,0
17515,16713,20542,870,823,0.3125251382441432,Biotransform,C1O1,0,1,C13H27N1O3,C14H27N1O4,125164,0,0,,,,,0,0
52527,54378,20547,2602,2736,-0.053332822898260426,Biotransform,C1O1,0,1,C9H18N4O4,C10H18N4O5,125204,0,0,,,,,0,0
52527,64348,20548,2602,3174,0.31146065371188897,Biotransform,C1O1,0,1,C9H18N4O4,C10H18N4O5,125210,0,0,,,,,0,0
30475,71498,20549,1753,3490,-2.5984922868566325,Biotransform,C1O1,0,1,C5H13N1O6S2,C6H13N1O7S2,125216,0,0,,,,,0,0
